internal_asset_id,cmc_id,cmc_slug,cmc_name,canonical_symbol,symbols_observed,coingecko_id,cg_join,coinpaprika_id,cp_join,date_added_cmc,first_seen_in_snapshots,last_seen_in_snapshots,ticker_reuse_flagged
CMC:3794,3794,cosmos,Cosmos,ATOM,ATOM,cosmos,SYMBOL_ONLY,atom-cosmos,HIGH,2019-03-14T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:3801,3801,bora,BORA,BORA,BORA,bora,HIGH,bora-bora,HIGH,2019-03-18T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:3814,3814,celer-network,Celer Network,CELR,CELR,celer-network,HIGH,celr-celer-network,HIGH,2019-03-25T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:3822,3822,theta-fuel,Theta Fuel,TFUEL,TFUEL,theta-fuel,HIGH,tfuel-theta-fuel,HIGH,2019-03-28T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:3835,3835,orbs,Orbs,ORBS,ORBS,orbs,HIGH,orbs-orbs,HIGH,2019-04-03T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:3871,3871,newton,AB,AB,AB,newton-project,HIGH,ab-ab,SYMBOL_ONLY,2019-04-17T00:00:00.000Z,2025-06-01,2026-08-20,True
CMC:3890,3890,polygon,Polygon,MATIC,MATIC,matic-network,SYMBOL_ONLY,matic-polygon,HIGH,2019-04-28T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:3893,3893,now-token,ChangeNOW Token,NOW,NOW,changenow,SYMBOL_ONLY,now-changenow,SYMBOL_ONLY,2019-04-29T00:00:00.000Z,2026-01-01,2026-01-01,True
CMC:3897,3897,okb,OKB,OKB,OKB,okb,HIGH,okb-okb,HIGH,2019-04-30T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:3911,3911,ocean-protocol,Ocean Protocol,OCEAN,OCEAN,ocean-protocol,HIGH,ocean-ocean-protocol,HIGH,2019-05-06T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:3945,3945,harmony,Harmony,ONE,ONE,harmony,HIGH,one-harmony,HIGH,2019-06-01T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:3951,3951,pirate-chain,Pirate Chain,ARRR,ARRR,pirate-chain,HIGH,arrr-pirate,SYMBOL_ONLY,2019-05-22T00:00:00.000Z,2026-08-20,2026-08-20,False
CMC:3957,3957,unus-sed-leo,UNUS SED LEO,LEO,LEO,leo-2,SYMBOL_ONLY,leo-leo-token,SYMBOL_ONLY,2019-05-21T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:3964,3964,reserve-rights,Reserve Rights,RSR,RSR,reserve-rights-token,HIGH,rsr-reserve-rights,HIGH,2019-05-24T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:3978,3978,chromia,Chromia,CHR,CHR,chromaway,HIGH,chr-chromia,HIGH,2019-05-28T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:3987,3987,beldex,Beldex,BDX,BDX,beldex,HIGH,bdx-beldex,HIGH,2019-06-07T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:3992,3992,coti,COTI,COTI,COTI,coti,HIGH,coti-coti,HIGH,2019-06-04T00:00:00.000Z,2024-06-01,2026-01-01,False
CMC:4006,4006,standard-tokenization-protocol,STP,STPT,AWE|STPT,,NONE,stpt-stpt,SYMBOL_ONLY,2019-06-12T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:4023,4023,bitcoin-bep2,Bitcoin BEP2,BTCB,BTCB,binance-bitcoin,SYMBOL_ONLY,btcb-bitcoin-bep2,HIGH,2019-06-18T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4030,4030,algorand,Algorand,ALGO,ALGO,algorand,HIGH,algo-algorand,HIGH,2019-06-20T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4039,4039,arpa-chain,ARPA,ARPA,ARPA,arpa,HIGH,arpa-arpa-chain,SYMBOL_ONLY,2019-07-15T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:4041,4041,mx-token,MX TOKEN,MX,MX,mx-token,SYMBOL_ONLY,mx-mx-token,HIGH,2019-09-24T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4056,4056,ampleforth,Ampleforth,AMPL,AMPL,ampleforth,HIGH,ampl-ampleforth,HIGH,2019-06-28T00:00:00.000Z,2026-08-20,2026-08-20,False
CMC:4066,4066,chiliz,Chiliz,CHZ,CHZ,chiliz,HIGH,chz-chiliz,HIGH,2019-07-01T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:4092,4092,dusk,Dusk,DUSK,DUSK,dusk-network,HIGH,dusk-dusk,HIGH,2019-07-11T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:4120,4120,prom,Prom,PROM,PROM,prometeus,HIGH,prom-prometeus,SYMBOL_ONLY,2019-07-17T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:4157,4157,thorchain,THORChain,RUNE,RUNE,thorchain,HIGH,rune-thorchain,HIGH,2019-07-23T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4166,4166,realio-network,Realio Network,RIO,RIO,realio-network,HIGH,rio-realio-network,HIGH,2020-06-25T00:00:00.000Z,2025-01-01,2025-01-01,False
CMC:4172,4172,terra-luna,Terra Classic,LUNC,LUNC,luna-wormhole,HIGH,luna-terra,HIGH,2019-07-26T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4191,4191,synternet,Synternet,NOIA,NOIA,,NONE,noia-syntropy,SYMBOL_ONLY,2019-07-31T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:4195,4195,ftx-token,FTX Token,FTT,FTT,ftx-token,SYMBOL_ONLY,ftt-ftx-token,HIGH,2019-07-31T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4206,4206,wink,WINkLink,WIN,WIN,wink,HIGH,win-winklink,HIGH,2019-08-01T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:4256,4256,klaytn,Klaytn,KLAY,KLAY,klay-token,HIGH,klay-klaytn,HIGH,2020-03-30T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:4269,4269,gatetoken,GateToken,GT,GT,gatechain-token,SYMBOL_ONLY,gt-gatechain-token,HIGH,2019-08-20T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4279,4279,sxp,Solar,SXP,SXP,swipe,HIGH,sxp-swipe,HIGH,2019-08-26T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:4512,4512,finschia,FINSCHIA,FNSA,FNSA,,NONE,fnsa-finschia,HIGH,2020-03-04T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:4558,4558,flow,Flow,FLOW,FLOW,flow,HIGH,flow-flow,HIGH,2021-01-27T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4642,4642,hedera,Hedera,HBAR,HBAR,hedera-hashgraph,HIGH,hbar-hedera-hashgraph,SYMBOL_ONLY,2019-09-17T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:4660,4660,telos,Telos,TLOS,TLOS,telos,HIGH,tlos-telos,HIGH,2019-09-17T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:4679,4679,band-protocol,Band Protocol,BAND,BAND,band-protocol,SYMBOL_ONLY,band-band-protocol,HIGH,2019-09-18T00:00:00.000Z,2024-06-01,2026-01-01,False
CMC:4687,4687,binance-usd,BUSD,BUSD,BUSD,binance-usd,HIGH,busd-binance-usd,HIGH,2019-09-20T00:00:00.000Z,2025-06-01,2026-01-01,True
CMC:4691,4691,zano,Zano,ZANO,ZANO,zano,HIGH,zano-zano,HIGH,2020-01-17T00:00:00.000Z,2025-01-01,2026-08-20,False
CMC:4705,4705,pax-gold,PAX Gold,PAXG,PAXG,pax-gold,HIGH,paxg-pax-gold,HIGH,2019-09-26T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4758,4758,dforce,dForce,DF,DF,dforce-token,HIGH,df-dforce-token,SYMBOL_ONLY,2020-06-22T00:00:00.000Z,2025-01-01,2025-01-01,False
CMC:4807,4807,shentu,Shentu,CTK,CTK,certik,HIGH,ctk-shentu,HIGH,2019-10-19T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:4846,4846,kava,Kava,KAVA,KAVA,kava,HIGH,kava-kava,HIGH,2019-10-25T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:4847,4847,stacks,Stacks,STX,STX,blockstack,HIGH,stx-stacks,HIGH,2019-10-28T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4943,4943,multi-collateral-dai,Dai,DAI,DAI,dai,HIGH,dai-dai,HIGH,2019-11-22T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4944,4944,tellor,Tellor,TRB,TRB,tellor,SYMBOL_ONLY,trb-tellor,HIGH,2019-11-19T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:4948,4948,nervos-network,Nervos Network,CKB,CKB,nervos-network,HIGH,ckb-nervos-network,HIGH,2019-11-19T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:4950,4950,lcx,LCX,LCX,LCX,lcx,HIGH,lcx-lcx,HIGH,2019-12-03T00:00:00.000Z,2024-06-01,2026-01-01,False
CMC:5015,5015,hex,HEX,HEX,HEX,hex,HIGH,hex-hex-from-pulsechain,SYMBOL_ONLY,2019-12-17T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:5026,5026,orchid,Orchid,OXT,OXT,orchid-protocol,SYMBOL_ONLY,oxt-orchid-protocol,SYMBOL_ONLY,2019-12-16T00:00:00.000Z,2024-06-01,2025-01-01,False
CMC:5031,5031,mimblewimblecoin,MimbleWimbleCoin,MWC,MWC,mimblewimblecoin,HIGH,mwc-mimblewimblecoin,SYMBOL_ONLY,2020-02-24T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:5034,5034,kusama,Kusama,KSM,KSM,kusama,HIGH,ksm-kusama,HIGH,2019-12-12T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:5113,5113,insure,inSure DeFi,SURE,SURE,insure,HIGH,sure-insure,SYMBOL_ONLY,2020-01-07T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:5176,5176,tether-gold,Tether Gold,XAUT,XAUT,tether-gold,HIGH,xaut-tether-gold,HIGH,2020-02-07T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:5190,5190,flex,FLEX,FLEX,FLEX,flex,HIGH,flex-flex,HIGH,2020-02-24T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:5198,5198,creditcoin,Creditcoin,CTC,CTC,creditcoin-2,HIGH,ctc-creditcoin,HIGH,2020-01-31T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:5266,5266,milk-alliance,MiL.k,MLK,MLK,milk-alliance,HIGH,mlk-milk-alliance,SYMBOL_ONLY,2020-08-05T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:5268,5268,energy-web-token,Energy Web Token,EWT,EWT,energy-web-token,HIGH,ewt-energy-web-token,HIGH,2020-03-28T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:5275,5275,payprotocol,Paycoin,PCI,PCI,pay-coin,HIGH,pci-payprotocol-paycoin,SYMBOL_ONLY,2020-03-05T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:5279,5279,sologenic,Sologenic,SOLO,SOLO,solo-coin,HIGH,solo-sologenic,HIGH,2020-03-06T00:00:00.000Z,2025-01-01,2025-06-01,True
CMC:5309,5309,og-fan-token,OG Fan Token,OG,OG,og-fan-token,HIGH,og-og-fan-token,HIGH,2020-03-12T00:00:00.000Z,2026-01-01,2026-01-01,True
CMC:5350,5350,proton,XPR Network,XPR,XPR,proton,HIGH,xpr-proton,SYMBOL_ONLY,2020-04-06T00:00:00.000Z,2025-06-01,2026-08-20,False
CMC:5370,5370,hive-blockchain,Hive,HIVE,HIVE,hive,HIGH,hive-hive,HIGH,2020-03-26T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:5426,5426,solana,Solana,SOL,SOL,solana,HIGH,sol-solana,HIGH,2020-04-10T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:5444,5444,cartesi,Cartesi,CTSI,CTSI,cartesi,HIGH,ctsi-cartesi,HIGH,2020-04-23T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:5446,5446,usdj,USDJ,USDJ,USDJ,just-stablecoin,SYMBOL_ONLY,usdj-just-stablecoin,SYMBOL_ONLY,2020-04-14T00:00:00.000Z,2024-06-01,2025-01-01,False
CMC:5488,5488,just,JUST,JST,JST,just,HIGH,jst-just,HIGH,2020-05-07T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:5566,5566,keep-network,Keep Network,KEEP,KEEP,keep-network,HIGH,keep-keep-network,HIGH,2020-05-13T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:5567,5567,celo,Celo,CELO,CELO,celo,HIGH,celo-celo,HIGH,2020-05-22T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:5604,5604,secret,Secret,SCRT,SCRT,secret,HIGH,scrt-secret,HIGH,2020-05-19T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:5617,5617,uma,UMA,UMA,UMA,uma,HIGH,uma-uma,HIGH,2020-05-25T00:00:00.000Z,2024-06-01,2026-01-01,False
CMC:5632,5632,arweave,Arweave,AR,AR,arweave,HIGH,ar-arweave,HIGH,2020-05-27T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:5647,5647,kadena,Kadena,KDA,KDA,kadena,HIGH,kda-kadena,HIGH,2020-05-31T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:5665,5665,helium,Helium,HNT,HNT,helium,HIGH,hnt-helium,HIGH,2020-06-05T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:5690,5690,render,Render,RNDR,RENDER|RNDR,,NONE,,NONE,2020-06-11T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:5691,5691,skale-network,SKALE,SKL,SKL,skale,HIGH,skl-skale,HIGH,2020-06-12T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:5692,5692,compound,Compound,COMP,COMP,compound-governance-token,HIGH,comp-compoundd,HIGH,2020-06-16T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:5728,5728,balancer,Balancer,BAL,BAL,balancer,HIGH,bal-balancer,HIGH,2020-06-24T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:5802,5802,sora,SORA,XOR,XOR,sora-2,HIGH,xor-sora,HIGH,2020-07-02T00:00:00.000Z,2025-06-01,2025-06-01,False
CMC:5805,5805,avalanche,Avalanche,AVAX,AVAX,avalanche-2,HIGH,avax-avalanche,HIGH,2020-07-13T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:5824,5824,smooth-love-potion,Smooth Love Potion,SLP,SLP,smooth-love-potion,HIGH,slp-smooth-love-potion,HIGH,2020-07-08T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:5864,5864,yearn-finance,yearn.finance,YFI,YFI,yearn-finance,HIGH,yfi-yearnfinance,HIGH,2020-07-18T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:5893,5893,frontier,Frontier,FRONT,FRONT,frontier-token,HIGH,front-frontier-token,SYMBOL_ONLY,2020-09-15T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:5899,5899,casper,Casper,CSPR,CSPR,casper-network,SYMBOL_ONLY,cspr-casper-network,SYMBOL_ONLY,2020-07-21T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:5908,5908,dkargo,dKargo,DKA,DKA,dkargo,HIGH,dka-dkargo,HIGH,2020-07-27T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:5964,5964,trust-wallet-token,Trust Wallet Token,TWT,TWT,trust-wallet-token,HIGH,twt-trust-wallet-token,HIGH,2020-07-30T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:5994,5994,shiba-inu,Shiba Inu,SHIB,SHIB,shiba-inu,HIGH,shib-shiba-inu,HIGH,2020-08-01T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6193,6193,cream-finance,Cream Finance,CREAM,CREAM,cream-2,SYMBOL_ONLY,cream-cream,SYMBOL_ONLY,2020-08-04T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:6210,6210,the-sandbox,The Sandbox,SAND,SAND,the-sandbox,HIGH,sand-the-sandbox,HIGH,2020-08-05T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6535,6535,near-protocol,NEAR Protocol,NEAR,NEAR,near,HIGH,near-near-protocol,HIGH,2020-08-11T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6536,6536,mantra,MANTRA,OM,OM,,NONE,om-mantra-dao,HIGH,2020-08-11T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:6538,6538,curve-dao-token,Curve DAO Token,CRV,CRV,curve-dao-token,HIGH,crv-curve-dao-token,HIGH,2020-08-14T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6554,6554,gamercoin,GamerCoin,GHX,GHX,gamercoin,HIGH,ghx-gamercoin,HIGH,2020-08-12T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:6636,6636,polkadot-new,Polkadot,DOT,DOT,polkadot,HIGH,dot-polkadot,HIGH,2020-08-19T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6719,6719,the-graph,The Graph,GRT,GRT,the-graph,HIGH,grt-the-graph,HIGH,2020-12-17T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6748,6748,centrifuge,Centrifuge,CFG,CFG,centrifuge-2,HIGH,cfg-centrifuge,HIGH,2020-08-28T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6756,6756,acala,Acala Token,ACA,ACA,acala,SYMBOL_ONLY,aca-acala-network,SYMBOL_ONLY,2020-08-28T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:6758,6758,sushiswap,SushiSwap,SUSHI,SUSHI,sushi,SYMBOL_ONLY,sushi-sushi,SYMBOL_ONLY,2020-08-28T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6783,6783,axie-infinity,Axie Infinity,AXS,AXS,axie-infinity,HIGH,axs-axie-infinity,HIGH,2020-08-31T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:6836,6836,moonbeam,Moonbeam,GLMR,GLMR,moonbeam,HIGH,glmr-moonbeam,HIGH,2022-01-11T12:55:50.000Z,2024-06-01,2025-06-01,False
CMC:6841,6841,phala-network,Phala Network,PHA,PHA,pha,SYMBOL_ONLY,pha-phala-network,HIGH,2020-09-13T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:6843,6843,radworks,Radworks,RAD,RAD,radicle,HIGH,rad-radicle,HIGH,2020-09-01T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:6892,6892,multiversx-egld,MultiversX,EGLD,EGLD,elrond-erd-2,HIGH,egld-elrond,SYMBOL_ONLY,2020-09-04T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:6945,6945,amp,Amp,AMP,AMP,amp-token,HIGH,amp-amp,HIGH,2020-09-08T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:6952,6952,frax,Frax,FRAX,FRAX,frax,SYMBOL_ONLY,frax-frax-solidly,SYMBOL_ONLY,2020-09-08T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:6953,6953,frax-share,Frax Share,FXS,FRAX|FXS,,NONE,fxs-freixshares,SYMBOL_ONLY,2020-09-08T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:6958,6958,alchemy-pay,Alchemy Pay,ACH,ACH,alchemy-pay,HIGH,ach-alchemy-pay,HIGH,2020-09-09T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:7080,7080,gala,Gala,GALA,GALA,gala,HIGH,gala-gala,HIGH,2020-09-16T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7083,7083,uniswap,Uniswap,UNI,UNI,uniswap,HIGH,uni-uniswap,HIGH,2020-09-17T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7127,7127,velo,Velo,VELO,VELO,velo,HIGH,velo-velo,HIGH,2020-09-21T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7129,7129,terrausd,TerraClassicUSD,USTC,USTC,terrausd,HIGH,ust-terrausd,SYMBOL_ONLY,2020-09-21T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:7184,7184,bnb48-club-token,48 Club Token,KOGE,KOGE,bnb48-club-token,SYMBOL_ONLY,koge-bnb48-club-token,SYMBOL_ONLY,2020-09-25T00:00:00.000Z,2025-01-01,2026-08-20,False
CMC:7186,7186,pancakeswap,PancakeSwap,CAKE,CAKE,pancakeswap-token,HIGH,cake-pancakeswap,HIGH,2020-09-25T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7192,7192,wbnb,Wrapped BNB,WBNB,WBNB,wbnb,HIGH,wbnb-wrapped-bnb,HIGH,2020-09-28T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7224,7224,dodo,DODO,DODO,DODO,dodo,HIGH,dodo-dodo,HIGH,2020-09-29T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:7226,7226,injective,Injective,INJ,INJ,injective-protocol,HIGH,inj-injective-protocol,SYMBOL_ONLY,2020-09-29T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:7232,7232,alpha-finance-lab,Stella,ALPHA,ALPHA,alpha-finance,HIGH,alpha-alpha-finance,HIGH,2020-09-29T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:7278,7278,aave,Aave,AAVE,AAVE,aave,HIGH,aave-new,HIGH,2020-10-02T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7288,7288,venus,Venus,XVS,XVS,venus,HIGH,xvs-venus,HIGH,2020-10-05T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:7326,7326,dexe,DeXe,DEXE,DEXE,dexe,HIGH,dexe-dexe,HIGH,2020-10-07T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:7334,7334,conflux-network,Conflux,CFX,CFX,conflux-token,HIGH,cfx-conflux-network,SYMBOL_ONLY,2020-11-11T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7411,7411,covalent,Covalent,CQT,CQT,,NONE,cqt-covalent,HIGH,2020-10-14T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:7429,7429,liquity,Liquity,LQTY,LQTY,liquity,HIGH,lqty-liquity,HIGH,2020-10-16T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:7431,7431,akash-network,Akash Network,AKT,AKT,akash-network,HIGH,akt-akash-network,HIGH,2020-10-16T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7455,7455,audius,Audius,AUDIO,AUDIO,audius,HIGH,audio-audius,HIGH,2020-10-20T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:7497,7497,marlin,Marlin,POND,POND,marlin,HIGH,ico-marlin,HIGH,2020-12-22T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:7501,7501,wootrade,WOO,WOO,WOO,woo-network,HIGH,woo-wootrade,HIGH,2020-10-23T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:7505,7505,everscale,Everscale,EVER,EVER,everscale,HIGH,ever-everscale,HIGH,2020-10-26T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:7533,7533,oraichain-token,Oraichain,ORAI,ORAI,oraichain-token,HIGH,orai-oraichain-token,SYMBOL_ONLY,2020-10-27T00:00:00.000Z,2024-06-01,2025-01-01,False
CMC:7548,7548,wemix,WEMIX,WEMIX,WEMIX,wemix-token,HIGH,wemix-wemix-token,SYMBOL_ONLY,2020-10-29T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:7653,7653,oasis-network,Oasis,ROSE,ROSE,oasis-network,HIGH,rose-oasis-network,SYMBOL_ONLY,2020-11-12T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7725,7725,truefi-token,TrueFi,TRU,TRU,truefi,HIGH,tru-truefi,HIGH,2020-11-19T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:7737,7737,api3,API3,API3,API3,api3,HIGH,api3-api3,HIGH,2020-11-21T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:7859,7859,badger-dao,Badger DAO,BADGER,BADGER,badger-badger-badger,SYMBOL_ONLY,badger-badger,SYMBOL_ONLY,2020-12-04T00:00:00.000Z,2025-01-01,2025-01-01,True
CMC:7878,7878,mobilecoin,MobileCoin,MOB,MOB,mobilecoin,HIGH,mobilecoin,HIGH,2020-12-07T00:00:00.000Z,2025-01-01,2025-01-01,True
CMC:7950,7950,flare,Flare,FLR,FLR,flare-networks,HIGH,flr-flare,HIGH,2020-12-11T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7957,7957,venus-usdt,Venus USDT,VUSDT,VUSDT,venus-usdt,HIGH,,NONE,2020-12-12T00:00:00.000Z,2026-01-01,2026-08-20,False
CMC:7958,7958,venus-usdc,Venus USDC,VUSDC,VUSDC,venus-usdc,HIGH,,NONE,2020-12-12T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:7959,7959,venus-busd,Venus BUSD,VBUSD,VBUSD,venus-busd,HIGH,,NONE,2020-12-12T00:00:00.000Z,2025-06-01,2026-08-20,False
CMC:7961,7961,venus-bnb,Venus BNB,VBNB,VBNB,,NONE,vbnb-bnb-etf,SYMBOL_ONLY,2020-12-12T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:7962,7962,venus-btc,Venus BTC,VBTC,VBTC,venus-btc,HIGH,vbtc-strudel-btc,SYMBOL_ONLY,2020-12-12T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:7963,7963,venus-eth,Venus ETH,VETH,VETH,venus-eth,HIGH,veth-voucher-eth,SYMBOL_ONLY,2020-12-12T00:00:00.000Z,2026-01-01,2026-08-20,True
CMC:7978,7978,solana-name-service,Solana Name Service,FIDA,FIDA,bonfida,SYMBOL_ONLY,fida-bonfida,SYMBOL_ONLY,2020-12-14T00:00:00.000Z,2025-01-01,2025-06-01,False
CMC:8000,8000,lido-dao,Lido DAO,LDO,LDO,lido-dao,HIGH,ldo-lido-dao,HIGH,2020-12-15T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:8037,8037,vanar,Vanar Chain,VANRY,VANRY,vanar-chain,HIGH,tvk-the-virtua-kolect,HIGH,2020-12-16T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:8049,8049,torn,Tornado Cash,TORN,TORN,tornado-cash,HIGH,torn-tornado-cash,HIGH,2020-12-18T00:00:00.000Z,2026-01-01,2026-01-01,False
CMC:8083,8083,tokenlon-network-token,Tokenlon Network Token,LON,LON,tokenlon,SYMBOL_ONLY,lon-tokenlon,SYMBOL_ONLY,2020-12-23T00:00:00.000Z,2024-06-01,2026-01-01,False
CMC:8085,8085,steth,Lido Staked ETH,STETH,STETH,staked-ether,HIGH,steth-lido-staked-ether,HIGH,2020-12-23T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:8100,8100,ankreth,Ankr Staked ETH,ANKRETH,ANKRETH,ankreth,HIGH,,NONE,2020-12-23T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:8104,8104,1inch,1inch Network,1INCH,1INCH,1inch,SYMBOL_ONLY,1inch-1inch,SYMBOL_ONLY,2020-12-25T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:8119,8119,safepal,SafePal,SFP,SFP,safepal,HIGH,sfp-safepal-token,SYMBOL_ONLY,2020-12-28T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:8258,8258,cudos,CUDOS,CUDOS,CUDOS,cudos,HIGH,cudos-cudos,HIGH,2021-01-13T00:00:00.000Z,2024-06-01,2025-01-01,False
