date,state,bias_direction,confidence,regime_ratio,asian_range_pips,actual_direction_12pm,direction_correct_12pm,target_25_hit_12pm,mfe_pips_12pm,lens_a,lens_b,lens_c,lens_a_time,lens_b_time
2022-12-28,EXHAUSTION,SHORT,0.3,0.677,49.6,SHORT,True,True,12.8,SHORT,SHORT,FAILED,16:10,09:55
2022-12-29,9/9_LOCK,LONG,0.97,2.213,26.7,SHORT,False,True,19.5,LONG,LONG,CONFIRMED,09:15,08:35
2022-12-30,9/9_LOCK,LONG,0.97,1.57,25.1,SHORT,False,True,20.6,LONG,LONG,CONFIRMED,08:40,07:55
2023-01-02,NO_SIGNAL,NONE,0.0,0.845,53.6,LONG,,,0.0,NONE,LONG,FAILED,,08:30
2023-01-03,9/9_LOCK,LONG,0.97,3.997,39.1,LONG,True,True,162.9,LONG,LONG,CONFIRMED,10:00,08:30
2023-01-04,9/9_LOCK,SHORT,0.97,2.106,41.7,SHORT,True,True,103.3,SHORT,SHORT,CONFIRMED,08:55,08:55
2023-01-05,9/9_LOCK,SHORT,0.97,1.649,28.8,LONG,False,True,32.3,SHORT,SHORT,CONFIRMED,10:20,08:05
2023-01-06,NO_SIGNAL,NONE,0.0,1.48,27.1,LONG,,,0.0,LONG,LONG,CAUTION,09:35,07:25
2023-01-09,NO_SIGNAL,NONE,0.0,1.456,28.1,SHORT,,,0.0,SHORT,SHORT,CAUTION,08:15,09:05
2023-01-10,KINETIC_CONFLICT,NONE,0.0,1.39,20.5,LONG,,,0.0,SHORT,LONG,FAILED,10:20,08:45
2023-01-11,9/9_LOCK,SHORT,0.97,2.054,25.8,LONG,False,True,13.9,SHORT,SHORT,CONFIRMED,08:25,09:20
2023-01-12,9/9_LOCK,LONG,0.97,2.635,16.7,LONG,True,True,56.4,LONG,LONG,CONFIRMED,08:15,09:10
2023-01-13,EXHAUSTION,LONG,0.3,0.886,54.2,LONG,True,True,53.0,LONG,LONG,FAILED,08:10,07:25
2023-01-16,EXHAUSTION,LONG,0.3,0.886,55.1,LONG,True,True,42.3,LONG,LONG,FAILED,10:30,08:20
2023-01-17,9/9_LOCK,SHORT,0.97,1.558,36.4,SHORT,True,True,61.5,SHORT,SHORT,CONFIRMED,09:40,07:55
2023-01-18,9/9_LOCK,SHORT,0.97,3.078,36.0,SHORT,True,True,126.5,SHORT,SHORT,CONFIRMED,09:20,08:55
2023-01-19,EXHAUSTION,LONG,0.3,0.852,30.4,LONG,True,True,40.1,LONG,LONG,FAILED,15:40,08:15
2023-01-20,KINETIC_CONFLICT,NONE,0.0,1.987,37.2,LONG,,,0.0,LONG,SHORT,CONFIRMED,10:25,09:20
2023-01-23,9/9_LOCK,SHORT,0.97,1.946,29.7,LONG,False,True,16.2,SHORT,SHORT,CONFIRMED,10:25,09:00
2023-01-24,KINETIC_CONFLICT,NONE,0.0,3.534,13.1,LONG,,,0.0,SHORT,LONG,CONFIRMED,08:55,09:05
2023-01-25,KINETIC_CONFLICT,NONE,0.0,1.32,21.9,SHORT,,,0.0,LONG,SHORT,FAILED,09:30,08:20
2023-01-26,9/9_LOCK,SHORT,0.97,3.539,10.2,LONG,False,True,19.3,SHORT,SHORT,CONFIRMED,08:40,08:40
2023-01-27,EXHAUSTION,LONG,0.3,0.507,53.8,LONG,True,True,35.8,LONG,LONG,FAILED,08:45,08:30
2023-01-30,9/9_LOCK,LONG,0.97,2.207,22.2,LONG,True,True,41.4,LONG,LONG,CONFIRMED,09:15,09:15
2023-01-31,EXHAUSTION,LONG,0.3,1.252,33.3,LONG,True,True,62.0,LONG,LONG,FAILED,08:00,10:05
2023-02-01,KINETIC_CONFLICT,NONE,0.0,0.915,20.1,LONG,,,0.0,SHORT,LONG,FAILED,15:20,09:40
2023-02-02,KINETIC_CONFLICT,NONE,0.0,1.533,26.1,LONG,,,0.0,LONG,SHORT,CONFIRMED,10:40,09:30
2023-02-03,EXHAUSTION,LONG,0.3,1.347,31.1,LONG,True,True,111.9,LONG,LONG,FAILED,09:25,09:20
2023-02-06,9/9_LOCK,SHORT,0.97,1.674,27.0,LONG,False,True,43.7,SHORT,SHORT,CONFIRMED,08:45,09:05
2023-02-07,KINETIC_CONFLICT,NONE,0.0,2.426,19.5,SHORT,,,0.0,SHORT,LONG,CONFIRMED,08:10,10:00
2023-02-08,9/9_LOCK,SHORT,0.97,3.217,13.8,SHORT,True,True,41.0,SHORT,SHORT,CONFIRMED,09:40,09:20
2023-02-09,EXHAUSTION,SHORT,0.3,1.028,28.7,SHORT,True,True,46.3,SHORT,SHORT,FAILED,08:05,08:05
2023-02-10,9/9_LOCK,SHORT,0.97,1.527,29.8,LONG,False,True,22.4,SHORT,SHORT,CONFIRMED,10:00,09:15
2023-02-13,EXHAUSTION,SHORT,0.3,1.049,34.4,SHORT,True,True,20.6,SHORT,SHORT,FAILED,09:50,09:20
2023-02-14,9/9_LOCK,SHORT,0.97,2.145,17.3,SHORT,True,True,54.3,SHORT,SHORT,CONFIRMED,08:45,09:00
2023-02-15,EXHAUSTION,LONG,0.3,0.829,39.2,LONG,True,True,57.0,LONG,LONG,FAILED,08:30,07:25
2023-02-16,KINETIC_CONFLICT,NONE,0.0,0.871,23.2,LONG,,,0.0,SHORT,LONG,FAILED,12:25,08:05
2023-02-17,EXHAUSTION,LONG,0.3,0.904,47.0,LONG,True,True,81.1,LONG,LONG,FAILED,08:10,10:00
2023-02-20,EXHAUSTION,SHORT,0.3,1.262,21.0,SHORT,True,True,24.7,SHORT,SHORT,FAILED,09:25,09:35
2023-02-21,9/9_LOCK,LONG,0.97,1.98,20.0,LONG,True,True,57.2,LONG,LONG,CONFIRMED,09:00,09:20
2023-02-22,KINETIC_CONFLICT,NONE,0.0,1.69,20.3,LONG,,,0.0,SHORT,LONG,CONFIRMED,09:45,09:55
2023-02-23,KINETIC_CONFLICT,NONE,0.0,1.905,23.2,LONG,,,0.0,SHORT,LONG,CONFIRMED,08:25,09:30
2023-02-24,NO_SIGNAL,NONE,0.0,1.453,19.0,LONG,,,0.0,LONG,LONG,CAUTION,09:00,10:05
2023-02-27,KINETIC_CONFLICT,NONE,0.0,0.783,36.9,SHORT,,,0.0,LONG,SHORT,FAILED,08:40,10:40
2023-02-28,KINETIC_CONFLICT,NONE,0.0,0.99,28.6,SHORT,,,0.0,LONG,SHORT,FAILED,08:25,10:05
2023-03-01,KINETIC_CONFLICT,NONE,0.0,1.856,27.1,SHORT,,,0.0,SHORT,LONG,CONFIRMED,08:20,08:35
2023-03-02,EXHAUSTION,LONG,0.3,0.605,55.2,LONG,True,True,55.8,LONG,LONG,FAILED,08:05,09:10
2023-03-03,EXHAUSTION,SHORT,0.3,1.421,28.0,SHORT,True,True,46.2,SHORT,SHORT,FAILED,08:55,09:30
2023-03-06,9/9_LOCK,SHORT,0.97,2.68,19.7,SHORT,True,True,43.9,SHORT,SHORT,CONFIRMED,09:00,09:30
2023-03-07,9/9_LOCK,SHORT,0.97,2.723,19.5,LONG,False,True,20.0,SHORT,SHORT,CONFIRMED,09:10,09:10
2023-03-08,NO_SIGNAL,NONE,0.0,0.517,36.0,SHORT,,,0.0,NONE,SHORT,FAILED,,09:50
2023-03-09,KINETIC_CONFLICT,NONE,0.0,1.538,24.0,SHORT,,,0.0,SHORT,LONG,CONFIRMED,09:25,10:00
2023-03-10,KINETIC_CONFLICT,NONE,0.0,0.923,52.1,SHORT,,,0.0,SHORT,LONG,FAILED,13:25,08:35
2023-03-13,9/9_LOCK,SHORT,0.97,1.531,51.6,SHORT,True,True,83.2,SHORT,SHORT,CONFIRMED,11:20,09:00
2023-03-14,EXHAUSTION,SHORT,0.3,1.023,43.1,LONG,False,False,7.2,SHORT,SHORT,FAILED,13:55,09:05
2023-03-15,9/9_LOCK,LONG,0.97,2.701,31.4,LONG,True,True,128.8,LONG,LONG,CONFIRMED,09:55,09:55
2023-03-16,KINETIC_CONFLICT,NONE,0.0,1.829,42.2,SHORT,,,0.0,SHORT,LONG,CONFIRMED,08:20,10:25
2023-03-17,KINETIC_CONFLICT,NONE,0.0,1.101,34.5,SHORT,,,0.0,SHORT,LONG,FAILED,08:05,09:00
2023-03-20,EXHAUSTION,LONG,0.3,0.971,69.4,LONG,True,True,75.5,LONG,LONG,FAILED,11:10,09:05
2023-03-21,9/9_LOCK,LONG,0.97,1.615,42.3,SHORT,False,True,41.1,LONG,LONG,CONFIRMED,08:00,09:30
2023-03-22,KINETIC_CONFLICT,NONE,0.0,2.167,18.0,LONG,,,0.0,LONG,SHORT,CONFIRMED,09:30,09:55
2023-03-23,KINETIC_CONFLICT,NONE,0.0,2.074,29.8,SHORT,,,0.0,SHORT,LONG,CONFIRMED,09:45,09:15
2023-03-24,9/9_LOCK,LONG,0.97,2.273,24.9,LONG,True,True,52.0,LONG,LONG,CONFIRMED,09:55,09:15
2023-03-27,KINETIC_CONFLICT,NONE,0.0,1.17,34.7,SHORT,,,0.0,SHORT,LONG,FAILED,11:20,08:55
2023-03-28,9/9_LOCK,LONG,0.97,2.142,21.1,LONG,True,True,57.9,LONG,LONG,CONFIRMED,09:35,09:10
2023-03-29,KINETIC_CONFLICT,NONE,0.0,2.243,25.9,LONG,,,0.0,LONG,SHORT,CONFIRMED,08:25,07:15
2023-03-30,9/9_LOCK,SHORT,0.97,2.304,19.4,SHORT,True,True,56.0,SHORT,SHORT,CONFIRMED,08:30,09:50
2023-03-31,KINETIC_CONFLICT,NONE,0.0,2.46,17.6,LONG,,,0.0,LONG,SHORT,CONFIRMED,08:20,09:10
2023-04-03,KINETIC_CONFLICT,NONE,0.0,0.689,57.0,SHORT,,,0.0,LONG,SHORT,FAILED,08:10,09:10
2023-04-04,KINETIC_CONFLICT,NONE,0.0,1.785,23.7,SHORT,,,0.0,LONG,SHORT,CONFIRMED,08:40,07:40
2023-04-05,KINETIC_CONFLICT,NONE,0.0,2.824,6.8,SHORT,,,0.0,SHORT,LONG,CONFIRMED,10:00,10:35
2023-04-06,EXHAUSTION,SHORT,0.3,1.204,31.9,LONG,False,True,9.4,SHORT,SHORT,FAILED,10:40,10:00
2023-04-07,EXHAUSTION,SHORT,0.3,1.127,13.4,LONG,False,True,11.6,SHORT,SHORT,FAILED,09:50,09:25
2023-04-10,NO_SIGNAL,NONE,0.0,0.329,50.2,LONG,,,0.0,LONG,NONE,FAILED,08:00,
2023-04-11,EXHAUSTION,SHORT,0.3,1.146,37.6,SHORT,True,True,42.9,SHORT,SHORT,FAILED,10:10,10:00
2023-04-12,KINETIC_CONFLICT,NONE,0.0,1.228,18.0,SHORT,,,0.0,SHORT,LONG,FAILED,13:00,10:20
2023-04-13,KINETIC_CONFLICT,NONE,0.0,3.819,20.4,SHORT,,,0.0,LONG,SHORT,CONFIRMED,08:10,10:00
2023-04-14,EXHAUSTION,SHORT,0.3,0.939,23.0,LONG,False,True,19.4,SHORT,SHORT,FAILED,08:55,08:55
2023-04-17,EXHAUSTION,SHORT,0.3,1.186,24.7,LONG,False,True,13.1,SHORT,SHORT,FAILED,08:45,10:00
2023-04-18,9/9_LOCK,SHORT,0.97,1.653,16.7,SHORT,True,True,25.0,SHORT,SHORT,CONFIRMED,10:55,09:30
2023-04-19,9/9_LOCK,LONG,0.97,1.734,23.7,LONG,True,True,42.9,LONG,LONG,CONFIRMED,08:45,09:05
2023-04-20,9/9_LOCK,SHORT,0.97,1.938,17.7,SHORT,True,True,53.9,SHORT,SHORT,CONFIRMED,08:00,09:05
2023-04-21,EXHAUSTION,LONG,0.3,1.179,19.5,LONG,True,True,36.7,LONG,LONG,FAILED,08:10,09:25
2023-04-24,9/9_LOCK,SHORT,0.97,3.617,12.0,SHORT,True,True,39.9,SHORT,SHORT,CONFIRMED,09:20,09:20
2023-04-25,9/9_LOCK,LONG,0.97,2.052,15.5,LONG,True,True,27.4,LONG,LONG,CONFIRMED,09:45,10:00
2023-04-26,EXHAUSTION,SHORT,0.3,1.27,31.8,SHORT,True,True,49.5,SHORT,SHORT,FAILED,12:05,10:15
2023-04-27,9/9_LOCK,LONG,0.97,3.505,10.1,LONG,True,True,65.7,LONG,LONG,CONFIRMED,10:10,10:05
2023-04-28,KINETIC_CONFLICT,NONE,0.0,1.949,21.5,LONG,,,0.0,LONG,SHORT,CONFIRMED,09:00,08:15
2023-05-01,NO_SIGNAL,NONE,0.0,0.479,51.8,LONG,,,0.0,NONE,LONG,FAILED,,10:35
2023-05-02,9/9_LOCK,LONG,0.97,2.444,18.7,LONG,True,True,53.1,LONG,LONG,CONFIRMED,09:10,08:55
2023-05-03,9/9_LOCK,SHORT,0.97,1.94,23.2,SHORT,True,True,54.0,SHORT,SHORT,CONFIRMED,09:30,09:30
2023-05-04,9/9_LOCK,LONG,0.97,1.953,29.8,LONG,True,True,50.4,LONG,LONG,CONFIRMED,10:15,09:55
2023-05-05,KINETIC_CONFLICT,NONE,0.0,4.486,21.6,LONG,,,0.0,SHORT,LONG,CONFIRMED,08:00,09:20
2023-05-08,EXHAUSTION,SHORT,0.3,1.105,25.7,SHORT,True,True,26.3,SHORT,SHORT,FAILED,09:10,09:10
2023-05-09,EXHAUSTION,LONG,0.3,1.258,31.0,LONG,True,True,51.2,LONG,LONG,FAILED,10:15,10:15
2023-05-10,9/9_LOCK,SHORT,0.97,2.73,10.0,SHORT,True,True,36.2,SHORT,SHORT,CONFIRMED,09:45,10:00
2023-05-11,EXHAUSTION,LONG,0.3,1.075,45.4,LONG,True,True,79.0,LONG,LONG,FAILED,09:30,09:30
2023-05-12,9/9_LOCK,SHORT,0.97,2.511,17.6,LONG,False,True,45.5,SHORT,SHORT,CONFIRMED,08:20,10:10
2023-05-15,NO_SIGNAL,NONE,0.0,0.429,39.2,LONG,,,0.0,NONE,SHORT,FAILED,,10:00
2023-05-16,KINETIC_CONFLICT,NONE,0.0,3.563,11.9,SHORT,,,0.0,LONG,SHORT,CONFIRMED,09:00,09:40
2023-05-17,9/9_LOCK,LONG,0.97,2.929,17.0,LONG,True,True,56.0,LONG,LONG,CONFIRMED,08:50,10:10
2023-05-18,KINETIC_CONFLICT,NONE,0.0,0.989,27.5,LONG,,,0.0,LONG,SHORT,FAILED,08:00,09:20
2023-05-19,9/9_LOCK,SHORT,0.97,1.886,16.6,SHORT,True,True,47.8,SHORT,SHORT,CONFIRMED,09:05,09:05
2023-05-22,KINETIC_CONFLICT,NONE,0.0,2.806,20.1,SHORT,,,0.0,LONG,SHORT,CONFIRMED,10:10,09:00
2023-05-23,KINETIC_CONFLICT,NONE,0.0,2.41,16.6,LONG,,,0.0,LONG,SHORT,CONFIRMED,08:30,09:05
2023-05-24,KINETIC_CONFLICT,NONE,0.0,3.286,9.8,LONG,,,0.0,LONG,SHORT,CONFIRMED,09:35,09:05
2023-05-25,EXHAUSTION,LONG,0.3,0.819,28.2,LONG,True,True,24.8,LONG,LONG,FAILED,08:20,09:00
2023-05-26,9/9_LOCK,SHORT,0.97,2.093,17.2,SHORT,True,True,35.9,SHORT,SHORT,CONFIRMED,10:30,08:20
2023-05-29,EXHAUSTION,SHORT,0.3,1.06,20.1,SHORT,True,True,16.7,SHORT,SHORT,FAILED,09:25,10:20
2023-05-30,9/9_LOCK,LONG,0.97,4.274,16.4,LONG,True,True,52.9,LONG,LONG,CONFIRMED,08:20,08:20
2023-05-31,EXHAUSTION,LONG,0.3,1.345,31.6,LONG,True,True,65.1,LONG,LONG,FAILED,09:25,09:00
2023-06-01,9/9_LOCK,SHORT,0.97,2.576,13.9,SHORT,True,True,23.0,SHORT,SHORT,CONFIRMED,12:30,09:35
2023-06-02,KINETIC_CONFLICT,NONE,0.0,1.494,16.0,LONG,,,0.0,SHORT,LONG,CAUTION,09:00,09:25
2023-06-05,EXHAUSTION,LONG,0.3,0.668,37.6,LONG,True,True,51.7,LONG,LONG,FAILED,08:55,09:00
2023-06-06,9/9_LOCK,SHORT,0.97,2.825,18.3,LONG,False,True,28.6,SHORT,SHORT,CONFIRMED,08:05,08:50
2023-06-07,KINETIC_CONFLICT,NONE,0.0,2.41,13.9,SHORT,,,0.0,LONG,SHORT,CONFIRMED,08:15,09:55
2023-06-08,NO_SIGNAL,NONE,0.0,1.475,17.9,SHORT,,,0.0,LONG,LONG,CAUTION,09:55,09:55
2023-06-09,9/9_LOCK,LONG,0.97,3.134,12.7,LONG,True,True,39.6,LONG,LONG,CONFIRMED,08:25,10:10
2023-06-12,KINETIC_CONFLICT,NONE,0.0,0.904,40.6,LONG,,,0.0,LONG,SHORT,FAILED,13:45,10:45
2023-06-13,KINETIC_CONFLICT,NONE,0.0,1.53,21.5,SHORT,,,0.0,SHORT,LONG,CONFIRMED,08:00,08:55
2023-06-14,KINETIC_CONFLICT,NONE,0.0,2.784,13.4,SHORT,,,0.0,LONG,SHORT,CONFIRMED,09:00,10:25
2023-06-15,KINETIC_CONFLICT,NONE,0.0,1.184,46.3,SHORT,,,0.0,LONG,SHORT,FAILED,08:00,08:25
2023-06-16,9/9_LOCK,SHORT,0.97,2.149,11.4,LONG,False,True,15.1,SHORT,SHORT,CONFIRMED,09:25,09:30
2023-06-19,NO_SIGNAL,NONE,0.0,1.419,26.0,LONG,,,0.0,LONG,NONE,FAILED,12:30,
2023-06-20,KINETIC_CONFLICT,NONE,0.0,1.353,24.1,LONG,,,0.0,LONG,SHORT,FAILED,08:05,09:15
2023-06-21,9/9_LOCK,LONG,0.97,1.761,15.9,LONG,True,True,24.7,LONG,LONG,CONFIRMED,09:00,09:00
