regime,lens,band,label,n,mean_resid,tstat,pvalue,sig_bh5,abs_mean_resid_pct
VOL_HIGH,sector,1001-1500,social-token,223,0.0025,1.345,0.178505,True,0.0025
VOL_HIGH,sector,1001-1500,solana,4490,-0.00257,-4.502,7e-06,True,0.00257
VOL_HIGH,sector,1001-1500,sports,8536,0.00149,4.95,1e-06,True,0.00149
VOL_HIGH,sector,1001-1500,stablecoin,3695,0.00429,10.867,0.0,True,0.00429
VOL_HIGH,sector,1001-1500,staking,760,0.0012,0.875,0.381614,True,0.0012
VOL_HIGH,sector,1001-1500,storage,240,-0.00068,-0.309,0.757167,True,0.00068
VOL_HIGH,sector,1001-1500,store-of-value,1561,0.00315,4.252,2.1e-05,True,0.00315
VOL_HIGH,sector,1001-1500,substrate,613,-0.00366,-2.465,0.013704,True,0.00366
VOL_HIGH,sector,1001-1500,sui,263,-0.00094,-0.512,0.608418,True,0.00094
VOL_HIGH,sector,1001-1500,tokenized-gold,382,0.00642,5.304,0.0,True,0.00642
VOL_HIGH,sector,1001-1500,tokenized-stock,468,0.00221,1.536,0.124619,True,0.00221
VOL_HIGH,sector,1001-1500,toncoin,268,-0.00075,-0.377,0.706493,True,0.00075
VOL_HIGH,sector,1001-1500,transport,651,0.00182,1.28,0.200624,True,0.00182
VOL_HIGH,sector,1001-1500,tron,279,0.00453,2.565,0.010316,True,0.00453
VOL_HIGH,sector,1001-1500,trustswap-launchpad,337,0.00166,0.854,0.393106,True,0.00166
VOL_HIGH,sector,1001-1500,vbc-ventures-portfolio,213,-0.00329,-1.203,0.229036,True,0.00329
VOL_HIGH,sector,1001-1500,vr-ar,2778,-0.00099,-1.456,0.145404,True,0.00099
VOL_HIGH,sector,1001-1500,wallet,213,-0.00068,-0.37,0.711696,True,0.00068
VOL_HIGH,sector,1001-1500,web3,279,-0.00245,-1.121,0.262334,True,0.00245
VOL_HIGH,sector,1001-1500,yield-farming,2010,-0.00138,-1.654,0.098127,True,0.00138
VOL_HIGH,sector,1001-1500,zero-knowledge-proofs,742,-0.00128,-1.053,0.292534,True,0.00128
VOL_HIGH,sector,1501-2000,,154563,-0.00082,-9.082,0.0,True,0.00082
VOL_HIGH,sector,1501-2000,ai-big-data,12149,-0.0024,-7.493,0.0,True,0.0024
VOL_HIGH,sector,1501-2000,amm,221,-0.00649,-2.905,0.003668,True,0.00649
VOL_HIGH,sector,1501-2000,analytics,573,-0.00168,-1.216,0.22381,True,0.00168
VOL_HIGH,sector,1501-2000,arbitrum,445,-0.00501,-3.152,0.001623,True,0.00501
VOL_HIGH,sector,1501-2000,arbitrum-ecosytem,298,-0.00046,-0.215,0.829572,True,0.00046
VOL_HIGH,sector,1501-2000,art,1380,-0.0026,-2.5,0.012416,True,0.0026
VOL_HIGH,sector,1501-2000,asset-management,7713,-0.00136,-3.28,0.00104,True,0.00136
VOL_HIGH,sector,1501-2000,avalanche,1337,-0.00297,-3.187,0.00144,True,0.00297
VOL_HIGH,sector,1501-2000,base,1063,-0.00435,-3.94,8.2e-05,True,0.00435
VOL_HIGH,sector,1501-2000,binance-chain,741,0.00128,1.09,0.275586,True,0.00128
VOL_HIGH,sector,1501-2000,binance-smart-chain,7951,-0.00155,-3.801,0.000144,True,0.00155
VOL_HIGH,sector,1501-2000,bnb-chain,10320,0.00063,2.013,0.044111,True,0.00063
VOL_HIGH,sector,1501-2000,centralized-exchange,1716,0.00181,2.432,0.015,True,0.00181
VOL_HIGH,sector,1501-2000,collectibles-nfts,28712,-0.0013,-6.529,0.0,True,0.0013
VOL_HIGH,sector,1501-2000,commodities,395,0.00435,2.997,0.002723,True,0.00435
VOL_HIGH,sector,1501-2000,communications-social-media,2143,-0.00209,-2.978,0.002902,True,0.00209
VOL_HIGH,sector,1501-2000,content-creation,358,-0.00205,-1.079,0.280391,True,0.00205
VOL_HIGH,sector,1501-2000,cosmos,3050,0.00031,0.509,0.610469,True,0.00031
VOL_HIGH,sector,1501-2000,crowdfunding,715,-0.00427,-3.402,0.00067,True,0.00427
VOL_HIGH,sector,1501-2000,cybersecurity,1526,-0.00193,-2.203,0.027627,True,0.00193
VOL_HIGH,sector,1501-2000,dag,406,-0.00072,-0.411,0.680982,True,0.00072
VOL_HIGH,sector,1501-2000,dao,1036,-0.00224,-2.15,0.031526,True,0.00224
VOL_HIGH,sector,1501-2000,dao-maker,811,-0.00521,-3.942,8.1e-05,True,0.00521
VOL_HIGH,sector,1501-2000,decentralized-exchange,1325,-0.00281,-2.823,0.004755,True,0.00281
VOL_HIGH,sector,1501-2000,decentralized-exchange-dex-token,3098,-0.00099,-1.662,0.096428,True,0.00099
VOL_HIGH,sector,1501-2000,defi,25132,-0.00024,-1.178,0.238922,True,0.00024
VOL_HIGH,sector,1501-2000,defi-index,298,0.00345,2.381,0.017285,True,0.00345
VOL_HIGH,sector,1501-2000,derivatives,359,0.00162,0.95,0.342303,True,0.00162
VOL_HIGH,sector,1501-2000,distributed-computing,1603,-0.00167,-1.794,0.072763,True,0.00167
VOL_HIGH,sector,1501-2000,dpos,1637,0.0002,0.228,0.819905,True,0.0002
VOL_HIGH,sector,1501-2000,duckstarter,605,-0.00653,-3.864,0.000112,True,0.00653
VOL_HIGH,sector,1501-2000,dwf-labs-portfolio,842,-0.00111,-0.877,0.380639,True,0.00111
VOL_HIGH,sector,1501-2000,education,1287,-0.00178,-1.702,0.088816,True,0.00178
VOL_HIGH,sector,1501-2000,energy,1600,0.00051,0.573,0.566845,True,0.00051
VOL_HIGH,sector,1501-2000,entertainment,463,-0.00418,-2.396,0.016583,True,0.00418
VOL_HIGH,sector,1501-2000,ethereum,17313,-0.00055,-2.197,0.028043,True,0.00055
VOL_HIGH,sector,1501-2000,events,641,0.00098,0.61,0.541576,True,0.00098
VOL_HIGH,sector,1501-2000,exnetwork-capital-portfolio,371,-0.00112,-0.663,0.50704,True,0.00112
VOL_HIGH,sector,1501-2000,fan-token,2511,-0.00111,-1.773,0.076161,True,0.00111
VOL_HIGH,sector,1501-2000,food-beverage,260,0.00347,2.323,0.020163,True,0.00347
VOL_HIGH,sector,1501-2000,gambling,3926,0.00019,0.337,0.736236,True,0.00019
VOL_HIGH,sector,1501-2000,gaming,10033,-0.00297,-8.575,0.0,True,0.00297
VOL_HIGH,sector,1501-2000,hardware,494,-0.0025,-1.496,0.134688,True,0.0025
VOL_HIGH,sector,1501-2000,health,2043,-0.00154,-2.038,0.041588,True,0.00154
VOL_HIGH,sector,1501-2000,hospitality,514,-0.00069,-0.536,0.591825,True,0.00069
VOL_HIGH,sector,1501-2000,hybrid-pow-pos,4511,0.00111,2.578,0.00995,True,0.00111
VOL_HIGH,sector,1501-2000,icp,277,0.00094,0.478,0.632572,True,0.00094
VOL_HIGH,sector,1501-2000,injective,287,-0.00124,-0.62,0.535471,True,0.00124
VOL_HIGH,sector,1501-2000,insurance,999,-0.00109,-1.04,0.298136,True,0.00109
VOL_HIGH,sector,1501-2000,interoperability,420,-0.00219,-1.248,0.211964,True,0.00219
VOL_HIGH,sector,1501-2000,iot,1256,-0.00013,-0.12,0.904347,True,0.00013
VOL_HIGH,sector,1501-2000,jobs,338,-0.00496,-2.5,0.012416,True,0.00496
VOL_HIGH,sector,1501-2000,klaytn,637,0.00288,2.481,0.013085,True,0.00288
VOL_HIGH,sector,1501-2000,kommunitas-launchpad,245,-0.00154,-0.694,0.487614,True,0.00154
VOL_HIGH,sector,1501-2000,launchpad,2612,-0.00045,-0.722,0.470447,True,0.00045
VOL_HIGH,sector,1501-2000,launchzone,240,-0.0029,-1.458,0.144798,True,0.0029
VOL_HIGH,sector,1501-2000,layer-1,403,-0.00158,-1.046,0.295535,True,0.00158
VOL_HIGH,sector,1501-2000,logistics,1120,-0.00104,-0.893,0.371919,True,0.00104
VOL_HIGH,sector,1501-2000,loyalty,537,-0.00025,-0.163,0.870343,True,0.00025
VOL_HIGH,sector,1501-2000,marketing,3208,-0.0003,-0.47,0.638161,True,0.0003
VOL_HIGH,sector,1501-2000,marketplace,12540,-0.00037,-1.187,0.23522,True,0.00037
VOL_HIGH,sector,1501-2000,masternodes,1779,-0.00136,-1.56,0.118646,True,0.00136
VOL_HIGH,sector,1501-2000,media,5783,0.00014,0.299,0.765172,True,0.00014
VOL_HIGH,sector,1501-2000,medium-of-exchange,2556,0.00148,1.983,0.047403,True,0.00148
VOL_HIGH,sector,1501-2000,memes,25182,-0.00398,-17.039,0.0,True,0.00398
VOL_HIGH,sector,1501-2000,metaverse,586,-0.00329,-2.508,0.012157,True,0.00329
VOL_HIGH,sector,1501-2000,mineable,67732,0.00016,1.207,0.227492,True,0.00016
VOL_HIGH,sector,1501-2000,music,266,-0.00226,-1.077,0.281346,True,0.00226
VOL_HIGH,sector,1501-2000,mvb,332,-0.00043,-0.256,0.797606,True,0.00043
VOL_HIGH,sector,1501-2000,okx-ventures-portfolio,200,0.00041,0.176,0.860506,True,0.00041
VOL_HIGH,sector,1501-2000,optimism,286,-0.00242,-1.351,0.17667,True,0.00242
VOL_HIGH,sector,1501-2000,oracles,1523,-0.001,-1.117,0.264124,True,0.001
VOL_HIGH,sector,1501-2000,osmosis,252,-0.00182,-0.848,0.396202,True,0.00182
VOL_HIGH,sector,1501-2000,payments,1706,-0.00068,-0.81,0.417686,True,0.00068
VOL_HIGH,sector,1501-2000,philanthropy,533,-0.00031,-0.235,0.814413,True,0.00031
VOL_HIGH,sector,1501-2000,platform,18538,-0.00075,-2.967,0.003006,True,0.00075
VOL_HIGH,sector,1501-2000,play-to-earn,519,-0.0001,-0.064,0.94876,True,0.0001
VOL_HIGH,sector,1501-2000,polkadot,1793,-0.00251,-3.062,0.002198,True,0.00251
VOL_HIGH,sector,1501-2000,polkastarter,774,-0.00287,-2.351,0.018742,True,0.00287
VOL_HIGH,sector,1501-2000,polygon,2097,0.00083,1.163,0.244779,True,0.00083
VOL_HIGH,sector,1501-2000,poolz-finance,216,-0.00444,-1.606,0.108278,True,0.00444
VOL_HIGH,sector,1501-2000,pos,5109,0.00064,1.322,0.186078,True,0.00064
VOL_HIGH,sector,1501-2000,posign,387,0.00244,1.495,0.134804,True,0.00244
VOL_HIGH,sector,1501-2000,pow,2406,0.00073,1.275,0.202196,True,0.00073
VOL_HIGH,sector,1501-2000,prediction-markets,559,-0.00378,-2.508,0.012127,True,0.00378
VOL_HIGH,sector,1501-2000,privacy,1313,-0.00091,-0.882,0.377991,True,0.00091
VOL_HIGH,sector,1501-2000,real-estate,2306,-0.0009,-1.205,0.228321,True,0.0009
VOL_HIGH,sector,1501-2000,real-world-assets,261,-0.00399,-1.718,0.085806,True,0.00399
VOL_HIGH,sector,1501-2000,rebase,1148,0.00118,1.184,0.236584,True,0.00118
VOL_HIGH,sector,1501-2000,rehypothecated-crypto,495,0.0017,1.048,0.294755,True,0.0017
VOL_HIGH,sector,1501-2000,retail,343,-0.00235,-1.144,0.25269,True,0.00235
VOL_HIGH,sector,1501-2000,scrypt,435,0.00131,0.899,0.368466,True,0.00131
VOL_HIGH,sector,1501-2000,services,3581,-0.00116,-2.011,0.044274,True,0.00116
VOL_HIGH,sector,1501-2000,smart-contracts,495,0.00074,0.511,0.609394,True,0.00074
VOL_HIGH,sector,1501-2000,social-money,534,-0.0025,-1.591,0.111644,True,0.0025
VOL_HIGH,sector,1501-2000,solana,4931,-0.00343,-6.459,0.0,True,0.00343
VOL_HIGH,sector,1501-2000,sports,8585,0.00079,2.336,0.019476,True,0.00079
VOL_HIGH,sector,1501-2000,stablecoin,1441,0.00617,11.407,0.0,True,0.00617
VOL_HIGH,sector,1501-2000,staking,964,-0.0032,-2.651,0.008022,True,0.0032
VOL_HIGH,sector,1501-2000,store-of-value,625,0.00124,1.017,0.308986,True,0.00124
VOL_HIGH,sector,1501-2000,substrate,426,-0.00207,-1.157,0.247181,True,0.00207
VOL_HIGH,sector,1501-2000,sui,298,-0.0004,-0.21,0.833843,True,0.0004
VOL_HIGH,sector,1501-2000,telegram-bot,253,-0.00462,-2.027,0.042694,True,0.00462
VOL_HIGH,sector,1501-2000,toncoin,517,0.00069,0.525,0.599844,True,0.00069
VOL_HIGH,sector,1501-2000,tourism,224,-0.0014,-0.692,0.489059,True,0.0014
VOL_HIGH,sector,1501-2000,transport,521,-0.00281,-1.51,0.130936,True,0.00281
VOL_HIGH,sector,1501-2000,tron,361,0.00435,3.322,0.000893,True,0.00435
VOL_HIGH,sector,1501-2000,trustswap-launchpad,611,-0.00132,-0.906,0.365115,True,0.00132
VOL_HIGH,sector,1501-2000,vbc-ventures-portfolio,539,-0.0058,-3.692,0.000222,True,0.0058
VOL_HIGH,sector,1501-2000,vr-ar,1522,-0.00076,-0.909,0.363599,True,0.00076
VOL_HIGH,sector,1501-2000,wrapped-tokens,312,0.00103,0.524,0.600019,True,0.00103
VOL_HIGH,sector,1501-2000,yield-aggregator,232,-0.00216,-1.008,0.313604,True,0.00216
VOL_HIGH,sector,1501-2000,yield-farming,2442,-0.00094,-1.393,0.163598,True,0.00094
ETH_STRONG,chain,501-750,,56309,0.0006,4.579,5e-06,True,0.0006
ETH_STRONG,chain,501-750,-,2808,0.00453,7.045,0.0,True,0.00453
ETH_STRONG,chain,501-750,A,233,0.00386,1.666,0.095633,True,0.00386
ETH_STRONG,chain,501-750,ADA,1003,0.00698,7.549,0.0,True,0.00698
ETH_STRONG,chain,501-750,ARB,1821,0.00077,1.163,0.244795,True,0.00077
ETH_STRONG,chain,501-750,AVAX,1276,0.00631,7.449,0.0,True,0.00631
ETH_STRONG,chain,501-750,BLAST,219,-0.00456,-3.488,0.000486,True,0.00456
ETH_STRONG,chain,501-750,BNB,29275,0.0003,1.688,0.091502,True,0.0003
ETH_STRONG,chain,501-750,BTC,451,-0.00202,-1.256,0.208945,True,0.00202
ETH_STRONG,chain,501-750,CELO,663,-0.01103,-17.256,0.0,True,0.01103
ETH_STRONG,chain,501-750,CRO,264,-0.0043,-2.479,0.013169,True,0.0043
ETH_STRONG,chain,501-750,ETH,158350,0.00174,22.058,0.0,True,0.00174
ETH_STRONG,chain,501-750,GRAM,573,0.00331,2.68,0.00736,True,0.00331
ETH_STRONG,chain,501-750,HBAR,332,0.00602,4.141,3.5e-05,True,0.00602
ETH_STRONG,chain,501-750,KAIA,1558,-0.00219,-2.758,0.005813,True,0.00219
ETH_STRONG,chain,501-750,NEO,1094,0.00714,7.992,0.0,True,0.00714
ETH_STRONG,chain,501-750,ONT,378,0.00074,0.648,0.51705,True,0.00074
ETH_STRONG,chain,501-750,OP,333,0.00874,5.78,0.0,True,0.00874
ETH_STRONG,chain,501-750,OSMO,579,-0.002,-1.293,0.196129,True,0.002
ETH_STRONG,chain,501-750,POL,2386,0.0004,0.67,0.502722,True,0.0004
ETH_STRONG,chain,501-750,SDN,322,0.00648,4.287,1.8e-05,True,0.00648
ETH_STRONG,chain,501-750,SOL,15710,0.00179,7.034,0.0,True,0.00179
ETH_STRONG,chain,501-750,SUI,1103,0.00637,6.264,0.0,True,0.00637
ETH_STRONG,chain,501-750,TAO,319,0.00741,4.633,4e-06,True,0.00741
ETH_STRONG,chain,501-750,TRX,878,-0.00811,-7.91,0.0,True,0.00811
ETH_STRONG,chain,501-750,XDC,317,-0.00941,-7.884,0.0,True,0.00941
ETH_STRONG,chain,501-750,XLM,554,-0.00536,-4.304,1.7e-05,True,0.00536
ETH_STRONG,chain,501-750,XRP,286,-0.00542,-2.912,0.003592,True,0.00542
ETH_STRONG,chain,751-1000,,55982,0.0008,5.697,0.0,True,0.0008
ETH_STRONG,chain,751-1000,-,3123,0.00087,1.42,0.155493,True,0.00087
ETH_STRONG,chain,751-1000,A,668,0.00234,1.766,0.077339,True,0.00234
ETH_STRONG,chain,751-1000,ADA,912,0.00457,5.245,0.0,True,0.00457
ETH_STRONG,chain,751-1000,ALGO,208,-0.00656,-4.024,5.7e-05,True,0.00656
ETH_STRONG,chain,751-1000,ARB,1431,0.00026,0.327,0.743731,True,0.00026
ETH_STRONG,chain,751-1000,ARBITRUM,251,-0.00146,-0.656,0.511646,True,0.00146
ETH_STRONG,chain,751-1000,AVAX,1476,0.0039,5.136,0.0,True,0.0039
ETH_STRONG,chain,751-1000,BNB,31580,0.00018,1.053,0.292119,True,0.00018
ETH_STRONG,chain,751-1000,BTC,307,-0.00054,-0.246,0.80601,True,0.00054
ETH_STRONG,chain,751-1000,CRO,588,-0.00418,-3.855,0.000116,True,0.00418
ETH_STRONG,chain,751-1000,DOT,202,0.00175,0.837,0.402404,True,0.00175
ETH_STRONG,chain,751-1000,EGLD,228,0.0076,4.147,3.4e-05,True,0.0076
ETH_STRONG,chain,751-1000,ETH,150116,0.00159,19.109,0.0,True,0.00159
ETH_STRONG,chain,751-1000,FTM,236,0.00757,3.18,0.001475,True,0.00757
ETH_STRONG,chain,751-1000,GRAM,693,0.00257,2.329,0.019884,True,0.00257
ETH_STRONG,chain,751-1000,HBAR,255,0.00624,4.255,2.1e-05,True,0.00624
ETH_STRONG,chain,751-1000,ICP,544,0.00721,6.255,0.0,True,0.00721
ETH_STRONG,chain,751-1000,KAIA,2407,-0.00104,-1.611,0.107242,True,0.00104
ETH_STRONG,chain,751-1000,NEO,1041,0.00216,2.074,0.038079,True,0.00216
ETH_STRONG,chain,751-1000,OP,249,0.00657,3.837,0.000124,True,0.00657
ETH_STRONG,chain,751-1000,OSMO,809,-7e-05,-0.058,0.953436,True,7e-05
ETH_STRONG,chain,751-1000,POL,2986,-0.00276,-4.766,2e-06,True,0.00276
ETH_STRONG,chain,751-1000,SOL,18892,0.00114,4.846,1e-06,True,0.00114
ETH_STRONG,chain,751-1000,SUI,1148,0.00673,6.855,0.0,True,0.00673
ETH_STRONG,chain,751-1000,TRX,910,-0.00491,-4.597,4e-06,True,0.00491
ETH_STRONG,chain,751-1000,XDC,716,-0.0073,-10.467,0.0,True,0.0073
ETH_STRONG,chain,751-1000,XLM,578,-0.00291,-2.039,0.04146,True,0.00291
ETH_STRONG,chain,1001-1500,,117148,0.00023,2.268,0.023319,True,0.00023
ETH_STRONG,chain,1001-1500,-,7178,0.00427,10.703,0.0,True,0.00427
ETH_STRONG,chain,1001-1500,A,2145,0.00348,4.754,2e-06,True,0.00348
ETH_STRONG,chain,1001-1500,ADA,1524,0.00193,2.897,0.00377,True,0.00193
ETH_STRONG,chain,1001-1500,ALGO,329,-0.00709,-4.571,5e-06,True,0.00709
ETH_STRONG,chain,1001-1500,APT,548,0.00108,0.691,0.489607,True,0.00108
ETH_STRONG,chain,1001-1500,ARB,2934,-0.00092,-1.585,0.11304,True,0.00092
ETH_STRONG,chain,1001-1500,ARBITRUM,379,0.00236,1.459,0.144511,True,0.00236
ETH_STRONG,chain,1001-1500,AVAX,3073,0.00416,7.144,0.0,True,0.00416
ETH_STRONG,chain,1001-1500,BCH,421,-0.00263,-2.05,0.040359,True,0.00263
ETH_STRONG,chain,1001-1500,BITCI,475,-0.00375,-2.707,0.006786,True,0.00375
ETH_STRONG,chain,1001-1500,BNB,70243,-0.00042,-3.556,0.000376,True,0.00042
ETH_STRONG,chain,1001-1500,BTC,758,-0.00032,-0.241,0.809185,True,0.00032
ETH_STRONG,chain,1001-1500,CELO,366,-0.00718,-7.381,0.0,True,0.00718
ETH_STRONG,chain,1001-1500,CHZ,299,-0.00231,-1.155,0.247954,True,0.00231
ETH_STRONG,chain,1001-1500,CRO,968,-0.00067,-0.855,0.392622,True,0.00067
ETH_STRONG,chain,1001-1500,DOT,671,0.00083,0.777,0.437229,True,0.00083
ETH_STRONG,chain,1001-1500,EGLD,253,0.00837,4.449,9e-06,True,0.00837
ETH_STRONG,chain,1001-1500,ETH,287581,0.00127,20.661,0.0,True,0.00127
ETH_STRONG,chain,1001-1500,FTM,541,0.00735,4.818,1e-06,True,0.00735
ETH_STRONG,chain,1001-1500,GRAM,1610,0.00093,1.253,0.210277,True,0.00093
ETH_STRONG,chain,1001-1500,ICP,780,0.00838,7.237,0.0,True,0.00838
ETH_STRONG,chain,1001-1500,KAIA,3469,0.00046,0.943,0.34581,True,0.00046
ETH_STRONG,chain,1001-1500,LINEA,225,0.00832,4.283,1.8e-05,True,0.00832
ETH_STRONG,chain,1001-1500,LUNC,235,0.00049,0.198,0.843054,True,0.00049
ETH_STRONG,chain,1001-1500,MNT,296,0.00474,2.814,0.004891,True,0.00474
ETH_STRONG,chain,1001-1500,NEO,1634,0.00119,1.306,0.191642,True,0.00119
ETH_STRONG,chain,1001-1500,OKB,219,0.01044,8.932,0.0,True,0.01044
ETH_STRONG,chain,1001-1500,OP,227,0.0084,4.037,5.4e-05,True,0.0084
ETH_STRONG,chain,1001-1500,OSMO,1318,0.00316,3.591,0.00033,True,0.00316
ETH_STRONG,chain,1001-1500,POL,7852,-0.00119,-3.183,0.001459,True,0.00119
ETH_STRONG,chain,1001-1500,SOL,37084,0.0015,8.745,0.0,True,0.0015
ETH_STRONG,chain,1001-1500,SUI,1843,0.00438,6.013,0.0,True,0.00438
ETH_STRONG,chain,1001-1500,TRX,2461,-0.00303,-4.652,3e-06,True,0.00303
ETH_STRONG,chain,1001-1500,VET,203,0.00485,2.068,0.03866,True,0.00485
ETH_STRONG,chain,1001-1500,WAN,413,0.00457,3.076,0.002095,True,0.00457
ETH_STRONG,chain,1001-1500,WAVES,393,-0.00629,-3.885,0.000102,True,0.00629
ETH_STRONG,chain,1001-1500,XDC,485,-0.00379,-3.064,0.002183,True,0.00379
ETH_STRONG,chain,1001-1500,XLM,218,-0.00311,-1.445,0.148518,True,0.00311
ETH_STRONG,chain,1001-1500,XRP,617,0.0051,3.369,0.000754,True,0.0051
ETH_STRONG,chain,1001-1500,ZK,547,0.00556,3.881,0.000104,True,0.00556
ETH_STRONG,chain,1501-2000,,125723,-6e-05,-0.653,0.513441,True,6e-05
ETH_STRONG,chain,1501-2000,-,7115,0.00425,10.616,0.0,True,0.00425
ETH_STRONG,chain,1501-2000,A,1585,-0.00058,-0.678,0.497889,True,0.00058
ETH_STRONG,chain,1501-2000,ADA,1191,0.00174,2.505,0.012237,True,0.00174
ETH_STRONG,chain,1501-2000,ALGO,257,-0.00144,-0.671,0.502132,True,0.00144
ETH_STRONG,chain,1501-2000,APT,334,0.00342,1.771,0.076521,True,0.00342
ETH_STRONG,chain,1501-2000,ARB,3245,0.00011,0.186,0.852806,True,0.00011
ETH_STRONG,chain,1501-2000,ARBITRUM,244,-0.00528,-2.479,0.013166,True,0.00528
ETH_STRONG,chain,1501-2000,AVAX,2823,0.00177,2.819,0.004824,True,0.00177
ETH_STRONG,chain,1501-2000,BITCI,355,-0.00913,-5.125,0.0,True,0.00913
ETH_STRONG,chain,1501-2000,BNB,75254,-0.00207,-18.177,0.0,True,0.00207
ETH_STRONG,chain,1501-2000,BTC,618,-0.00068,-0.525,0.599463,True,0.00068
ETH_STRONG,chain,1501-2000,CELO,313,-0.00463,-3.594,0.000325,True,0.00463
ETH_STRONG,chain,1501-2000,CHZ,698,0.00078,0.675,0.49938,True,0.00078
ETH_STRONG,chain,1501-2000,CRO,382,0.0033,2.522,0.011685,True,0.0033
ETH_STRONG,chain,1501-2000,EGLD,550,0.00842,6.976,0.0,True,0.00842
ETH_STRONG,chain,1501-2000,ETH,275244,0.00036,5.721,0.0,True,0.00036
ETH_STRONG,chain,1501-2000,FTM,382,0.00371,1.936,0.052885,True,0.00371
ETH_STRONG,chain,1501-2000,GLMR,507,0.00693,4.463,8e-06,True,0.00693
ETH_STRONG,chain,1501-2000,GRAM,1360,-0.00048,-0.578,0.5633,True,0.00048
ETH_STRONG,chain,1501-2000,HBAR,322,0.00261,1.271,0.203659,True,0.00261
ETH_STRONG,chain,1501-2000,HT,416,-0.00443,-2.757,0.005831,True,0.00443
ETH_STRONG,chain,1501-2000,ICP,631,0.00814,6.659,0.0,True,0.00814
ETH_STRONG,chain,1501-2000,KAIA,1869,-0.00217,-3.132,0.001735,True,0.00217
ETH_STRONG,chain,1501-2000,LINEA,290,0.00589,3.488,0.000487,True,0.00589
ETH_STRONG,chain,1501-2000,NEO,986,-0.00058,-0.5,0.616843,True,0.00058
ETH_STRONG,chain,1501-2000,OKB,250,0.01116,8.698,0.0,True,0.01116
ETH_STRONG,chain,1501-2000,OP,336,0.00842,5.32,0.0,True,0.00842
ETH_STRONG,chain,1501-2000,OSMO,1035,0.003,2.779,0.00546,True,0.003
ETH_STRONG,chain,1501-2000,POL,8879,-0.0029,-8.517,0.0,True,0.0029
ETH_STRONG,chain,1501-2000,SOL,40066,0.00176,10.389,0.0,True,0.00176
ETH_STRONG,chain,1501-2000,SUI,1141,-0.00081,-0.755,0.450077,True,0.00081
ETH_STRONG,chain,1501-2000,TRX,2192,-0.00245,-3.501,0.000463,True,0.00245
ETH_STRONG,chain,1501-2000,VET,401,0.0027,1.436,0.151104,True,0.0027
ETH_STRONG,chain,1501-2000,WAVES,753,-0.00086,-0.679,0.497049,True,0.00086
ETH_STRONG,chain,1501-2000,XDC,255,-0.00207,-1.787,0.073953,True,0.00207
ETH_STRONG,chain,1501-2000,XLM,273,0.00055,0.253,0.800018,True,0.00055
ETH_STRONG,chain,1501-2000,XRP,438,0.0,0.001,0.999329,True,0.0
ETH_STRONG,chain,1501-2000,ZK,840,0.00368,3.357,0.000787,True,0.00368
ETH_STRONG,sector,501-750,,46234,-0.00068,-4.269,2e-05,True,0.00068
ETH_STRONG,sector,501-750,ai-big-data,11000,0.00484,15.096,0.0,True,0.00484
ETH_STRONG,sector,501-750,analytics,600,0.008,6.379,0.0,True,0.008
ETH_STRONG,sector,501-750,arbitrum,213,-0.00064,-0.393,0.694005,True,0.00064
ETH_STRONG,sector,501-750,art,217,0.00786,3.345,0.000824,True,0.00786
ETH_STRONG,sector,501-750,asset-management,3347,0.00119,2.12,0.034005,True,0.00119
ETH_STRONG,sector,501-750,avalanche,275,-0.00048,-0.242,0.80858,True,0.00048
ETH_STRONG,sector,501-750,base,343,0.00116,0.644,0.519346,True,0.00116
ETH_STRONG,sector,501-750,binance-chain,711,-0.00635,-5.27,0.0,True,0.00635
ETH_STRONG,sector,501-750,binance-labs-portfolio,304,0.00251,1.422,0.155163,True,0.00251
ETH_STRONG,sector,501-750,binance-launchpad,663,0.00411,4.042,5.3e-05,True,0.00411
ETH_STRONG,sector,501-750,binance-smart-chain,1985,0.00161,2.08,0.037491,True,0.00161
ETH_STRONG,sector,501-750,bitcoin,661,-0.00476,-4.273,1.9e-05,True,0.00476
ETH_STRONG,sector,501-750,bnb-chain,4223,-0.00056,-1.31,0.190252,True,0.00056
ETH_STRONG,sector,501-750,centralized-exchange,1371,0.00039,0.492,0.623027,True,0.00039
ETH_STRONG,sector,501-750,coinbase-ventures-portfolio,227,0.00458,1.969,0.048922,True,0.00458
ETH_STRONG,sector,501-750,collectibles-nfts,16877,0.00289,12.323,0.0,True,0.00289
ETH_STRONG,sector,501-750,commodities,260,-0.00251,-1.508,0.131437,True,0.00251
ETH_STRONG,sector,501-750,communications-social-media,1909,0.00015,0.216,0.829003,True,0.00015
ETH_STRONG,sector,501-750,cosmos,4616,0.00024,0.565,0.571984,True,0.00024
ETH_STRONG,sector,501-750,cross-chain,236,-0.00072,-0.431,0.666202,True,0.00072
ETH_STRONG,sector,501-750,cybersecurity,2715,0.00212,3.801,0.000144,True,0.00212
ETH_STRONG,sector,501-750,dag,926,0.00501,5.292,0.0,True,0.00501
ETH_STRONG,sector,501-750,dao,1994,0.00152,2.48,0.013134,True,0.00152
ETH_STRONG,sector,501-750,decentralized-exchange,1900,0.00219,2.972,0.002958,True,0.00219
ETH_STRONG,sector,501-750,decentralized-exchange-dex-token,5091,0.00239,6.233,0.0,True,0.00239
ETH_STRONG,sector,501-750,defi,33446,0.00243,15.516,0.0,True,0.00243
