band,atom,streak_len,date,subperiod,tail_after,revert
1501-2000,VOL_EXPANSION,3,2023-02-07,2023,True,False
1501-2000,VOL_EXPANSION,6,2023-02-13,2023,False,True
1501-2000,VOL_EXPANSION,2,2023-02-20,2023,False,False
1501-2000,VOL_EXPANSION,18,2023-03-07,2023,False,False
1501-2000,VOL_EXPANSION,2,2023-04-03,2023,False,False
1501-2000,VOL_EXPANSION,5,2023-04-10,2023,False,True
1501-2000,VOL_EXPANSION,2,2023-04-18,2023,False,False
1501-2000,VOL_EXPANSION,2,2023-04-21,2023,False,True
1501-2000,VOL_EXPANSION,2,2023-04-27,2023,False,False
1501-2000,VOL_EXPANSION,3,2023-04-30,2023,False,False
1501-2000,VOL_EXPANSION,2,2023-05-05,2023,False,False
1501-2000,VOL_EXPANSION,2,2023-05-10,2023,False,False
1501-2000,VOL_EXPANSION,2,2023-06-06,2023,True,True
1501-2000,VOL_EXPANSION,2,2023-06-13,2023,False,True
1501-2000,VOL_EXPANSION,2,2023-06-20,2023,True,True
1501-2000,VOL_EXPANSION,2,2023-07-13,2023,True,False
1501-2000,VOL_EXPANSION,2,2023-07-20,2023,False,True
1501-2000,VOL_EXPANSION,2,2023-08-01,2023,False,False
1501-2000,VOL_EXPANSION,3,2023-08-15,2023,False,False
1501-2000,VOL_EXPANSION,3,2023-08-29,2023,False,True
1501-2000,VOL_EXPANSION,3,2023-09-11,2023,False,False
1501-2000,VOL_EXPANSION,2,2023-10-01,2023,False,False
1501-2000,VOL_EXPANSION,2,2023-10-16,2023,True,True
1501-2000,VOL_EXPANSION,5,2023-10-23,2023,False,True
1501-2000,VOL_EXPANSION,81,2023-11-04,2023,False,
1501-2000,VOL_EXPANSION,2,2024-02-04,2024,False,True
1501-2000,VOL_EXPANSION,16,2024-02-07,2024,False,True
1501-2000,VOL_EXPANSION,54,2024-02-25,2024,False,False
1501-2000,VOL_EXPANSION,3,2024-04-22,2024,False,False
1501-2000,VOL_EXPANSION,2,2024-04-30,2024,False,True
1501-2000,VOL_EXPANSION,2,2024-05-14,2024,False,True
1501-2000,VOL_EXPANSION,2,2024-05-20,2024,False,True
1501-2000,VOL_EXPANSION,2,2024-06-10,2024,False,True
1501-2000,VOL_EXPANSION,2,2024-06-17,2024,False,True
1501-2000,VOL_EXPANSION,4,2024-07-03,2024,False,True
1501-2000,VOL_EXPANSION,5,2024-08-04,2024,False,True
1501-2000,VOL_EXPANSION,2,2024-09-02,2024,False,False
1501-2000,VOL_EXPANSION,3,2024-09-18,2024,False,False
1501-2000,VOL_EXPANSION,2,2024-09-26,2024,False,True
1501-2000,VOL_EXPANSION,3,2024-09-30,2024,False,False
1501-2000,VOL_EXPANSION,2,2024-10-10,2024,False,False
1501-2000,VOL_EXPANSION,2,2024-10-14,2024,False,False
1501-2000,VOL_EXPANSION,4,2024-10-28,2024,True,False
1501-2000,VOL_EXPANSION,51,2024-11-04,2024,False,True
1501-2000,VOL_EXPANSION,2,2024-12-26,2024,False,True
1501-2000,VOL_EXPANSION,2,2024-12-29,2024,False,False
1501-2000,VOL_EXPANSION,3,2025-01-02,2025-2026,False,True
1501-2000,VOL_EXPANSION,4,2025-01-06,2025-2026,False,True
1501-2000,VOL_EXPANSION,12,2025-01-13,2025-2026,False,False
1501-2000,VOL_EXPANSION,9,2025-01-27,2025-2026,False,False
1501-2000,VOL_EXPANSION,3,2025-02-06,2025-2026,False,True
1501-2000,VOL_EXPANSION,3,2025-02-12,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-02-17,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-02-20,2025-2026,False,True
1501-2000,VOL_EXPANSION,9,2025-02-24,2025-2026,False,True
1501-2000,VOL_EXPANSION,3,2025-03-09,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-03-28,2025-2026,False,False
1501-2000,VOL_EXPANSION,8,2025-04-06,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-04-22,2025-2026,False,True
1501-2000,VOL_EXPANSION,8,2025-05-08,2025-2026,False,False
1501-2000,VOL_EXPANSION,2,2025-05-29,2025-2026,False,False
1501-2000,VOL_EXPANSION,3,2025-06-11,2025-2026,False,False
1501-2000,VOL_EXPANSION,5,2025-06-20,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-07-01,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-07-23,2025-2026,False,False
1501-2000,VOL_EXPANSION,3,2025-08-12,2025-2026,False,False
1501-2000,VOL_EXPANSION,2,2025-08-18,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-08-25,2025-2026,False,True
1501-2000,VOL_EXPANSION,3,2025-10-01,2025-2026,True,True
1501-2000,VOL_EXPANSION,9,2025-10-09,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-10-30,2025-2026,True,False
1501-2000,VOL_EXPANSION,5,2025-11-03,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2025-11-13,2025-2026,False,True
1501-2000,VOL_EXPANSION,5,2025-11-17,2025-2026,False,False
1501-2000,VOL_EXPANSION,3,2025-12-01,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2026-01-19,2025-2026,False,True
1501-2000,VOL_EXPANSION,7,2026-01-31,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2026-03-26,2025-2026,False,False
1501-2000,VOL_EXPANSION,2,2026-04-12,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2026-04-18,2025-2026,False,True
1501-2000,VOL_EXPANSION,3,2026-05-11,2025-2026,False,True
1501-2000,VOL_EXPANSION,5,2026-06-01,2025-2026,False,False
1501-2000,VOL_EXPANSION,3,2026-06-07,2025-2026,False,False
1501-2000,VOL_EXPANSION,3,2026-06-23,2025-2026,False,True
1501-2000,VOL_EXPANSION,4,2026-06-29,2025-2026,False,False
1501-2000,VOL_EXPANSION,2,2026-07-07,2025-2026,False,True
1501-2000,VOL_EXPANSION,2,2026-07-13,2025-2026,False,True
1501-2000,VOL_EXPANSION,5,2026-07-27,2025-2026,False,False
1501-2000,VOL_EXPANSION,4,2026-08-18,2025-2026,,True
1501-2000,BAND_RISK_ON,2,2020-09-26,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2020-10-04,2020-2021,True,True
1501-2000,BAND_RISK_ON,5,2020-10-07,2020-2021,True,True
1501-2000,BAND_RISK_ON,3,2020-10-17,2020-2021,True,True
1501-2000,BAND_RISK_ON,2,2020-10-21,2020-2021,True,True
1501-2000,BAND_RISK_ON,2,2020-10-26,2020-2021,True,True
1501-2000,BAND_RISK_ON,4,2020-11-17,2020-2021,True,True
1501-2000,BAND_RISK_ON,5,2020-11-28,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2020-12-05,2020-2021,False,True
1501-2000,BAND_RISK_ON,8,2020-12-12,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2020-12-24,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2020-12-28,2020-2021,True,True
1501-2000,BAND_RISK_ON,3,2021-01-01,2020-2021,True,True
1501-2000,BAND_RISK_ON,4,2021-01-05,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-01-13,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2021-01-28,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2021-02-01,2020-2021,True,True
1501-2000,BAND_RISK_ON,2,2021-02-05,2020-2021,True,True
1501-2000,BAND_RISK_ON,2,2021-02-08,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-02-16,2020-2021,False,True
1501-2000,BAND_RISK_ON,7,2021-03-05,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-03-16,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-03-26,2020-2021,False,True
1501-2000,BAND_RISK_ON,5,2021-03-29,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-04-04,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-04-10,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-04-26,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-04-30,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-05-07,2020-2021,False,True
1501-2000,BAND_RISK_ON,4,2021-05-30,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-06-13,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-06-23,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-06-26,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2021-07-02,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-07-17,2020-2021,False,True
1501-2000,BAND_RISK_ON,11,2021-07-21,2020-2021,False,True
1501-2000,BAND_RISK_ON,4,2021-08-04,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2021-08-18,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-08-22,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-08-31,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-09-11,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-09-14,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-09-22,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-09-30,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-10-05,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2021-10-13,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-10-19,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-10-28,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2021-11-06,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-11-19,2020-2021,False,True
1501-2000,BAND_RISK_ON,3,2021-11-27,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-12-11,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2021-12-14,2020-2021,False,True
1501-2000,BAND_RISK_ON,2,2022-01-28,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-01-31,2022,False,True
1501-2000,BAND_RISK_ON,5,2022-02-03,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-02-14,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-02-28,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-03-08,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-03-18,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-03-22,2022,False,True
1501-2000,BAND_RISK_ON,4,2022-03-26,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-04-12,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-04-18,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-04-27,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-05-13,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-05-21,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-05-28,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-06-04,2022,True,True
1501-2000,BAND_RISK_ON,3,2022-06-19,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-06-23,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-07-02,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-07-06,2022,False,True
1501-2000,BAND_RISK_ON,4,2022-07-13,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-07-18,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-07-27,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-08-07,2022,False,True
1501-2000,BAND_RISK_ON,4,2022-08-10,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-08-31,2022,False,True
1501-2000,BAND_RISK_ON,4,2022-09-07,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-09-28,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-10-03,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-10-16,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-10-21,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-10-25,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-10-28,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-11-03,2022,True,True
1501-2000,BAND_RISK_ON,2,2022-11-14,2022,False,True
1501-2000,BAND_RISK_ON,3,2022-11-22,2022,False,True
1501-2000,BAND_RISK_ON,2,2022-11-29,2022,False,True
1501-2000,BAND_RISK_ON,2,2023-01-01,2023,False,True
1501-2000,BAND_RISK_ON,9,2023-01-06,2023,True,True
1501-2000,BAND_RISK_ON,2,2023-01-19,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-01-22,2023,False,True
1501-2000,BAND_RISK_ON,4,2023-01-31,2023,True,True
1501-2000,BAND_RISK_ON,2,2023-02-14,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-02-17,2023,False,True
1501-2000,BAND_RISK_ON,4,2023-03-11,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-03-16,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-03-28,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-04-04,2023,False,True
1501-2000,BAND_RISK_ON,3,2023-04-09,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-04-13,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-05-02,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-05-14,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-05-19,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-05-22,2023,False,True
1501-2000,BAND_RISK_ON,3,2023-05-26,2023,False,True
1501-2000,BAND_RISK_ON,3,2023-06-15,2023,True,True
1501-2000,BAND_RISK_ON,3,2023-06-19,2023,True,True
1501-2000,BAND_RISK_ON,5,2023-06-29,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-07-10,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-08-19,2023,False,True
1501-2000,BAND_RISK_ON,3,2023-09-12,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-09-18,2023,False,True
1501-2000,BAND_RISK_ON,4,2023-09-28,2023,False,True
1501-2000,BAND_RISK_ON,2,2023-10-15,2023,True,True
1501-2000,BAND_RISK_ON,7,2023-10-19,2023,False,True
1501-2000,BAND_RISK_ON,3,2023-10-28,2023,False,True
1501-2000,BAND_RISK_ON,4,2023-11-03,2023,True,True
1501-2000,BAND_RISK_ON,3,2023-11-08,2023,False,True
1501-2000,BAND_RISK_ON,4,2023-11-17,2023,True,True
1501-2000,BAND_RISK_ON,3,2023-11-22,2023,False,True
1501-2000,BAND_RISK_ON,7,2023-12-01,2023,True,True
1501-2000,BAND_RISK_ON,2,2023-12-13,2023,False,True
1501-2000,BAND_RISK_ON,3,2023-12-20,2023,False,True
1501-2000,BAND_RISK_ON,2,2024-01-10,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-01-26,2024,False,True
1501-2000,BAND_RISK_ON,4,2024-02-06,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-02-14,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-02-18,2024,False,True
1501-2000,BAND_RISK_ON,5,2024-02-24,2024,False,True
1501-2000,BAND_RISK_ON,4,2024-03-01,2024,False,True
1501-2000,BAND_RISK_ON,6,2024-03-06,2024,False,True
1501-2000,BAND_RISK_ON,3,2024-03-23,2024,False,True
1501-2000,BAND_RISK_ON,3,2024-04-06,2024,False,True
1501-2000,BAND_RISK_ON,3,2024-04-18,2024,False,True
1501-2000,BAND_RISK_ON,3,2024-05-02,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-05-20,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-06-04,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-06-30,2024,False,True
1501-2000,BAND_RISK_ON,3,2024-07-08,2024,False,True
1501-2000,BAND_RISK_ON,3,2024-07-13,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-08-23,2024,False,True
1501-2000,BAND_RISK_ON,4,2024-09-07,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-09-12,2024,False,True
1501-2000,BAND_RISK_ON,5,2024-09-17,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-09-23,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-09-26,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-10-11,2024,False,True
1501-2000,BAND_RISK_ON,4,2024-10-26,2024,False,True
1501-2000,BAND_RISK_ON,3,2024-11-05,2024,True,True
1501-2000,BAND_RISK_ON,3,2024-11-09,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-11-15,2024,False,True
1501-2000,BAND_RISK_ON,3,2024-11-29,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-12-03,2024,False,True
1501-2000,BAND_RISK_ON,2,2024-12-23,2024,False,True
1501-2000,BAND_RISK_ON,3,2025-01-02,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-01-14,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-01-29,2025-2026,True,True
1501-2000,BAND_RISK_ON,2,2025-02-19,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-03-14,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-04-11,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-04-22,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-04-25,2025-2026,False,True
1501-2000,BAND_RISK_ON,3,2025-05-08,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-05-21,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-06-06,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-06-09,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-06-23,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-06-28,2025-2026,False,True
1501-2000,BAND_RISK_ON,4,2025-07-08,2025-2026,False,True
1501-2000,BAND_RISK_ON,3,2025-07-16,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-07-20,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-07-26,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-08-03,2025-2026,False,True
1501-2000,BAND_RISK_ON,4,2025-08-06,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-08-12,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-09-02,2025-2026,False,True
1501-2000,BAND_RISK_ON,3,2025-09-10,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-09-28,2025-2026,False,True
1501-2000,BAND_RISK_ON,3,2025-10-01,2025-2026,True,True
1501-2000,BAND_RISK_ON,2,2025-10-12,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-10-23,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-11-23,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-12-02,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2025-12-08,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-01-01,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-01-04,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-01-13,2025-2026,True,True
1501-2000,BAND_RISK_ON,2,2026-01-26,2025-2026,True,True
1501-2000,BAND_RISK_ON,2,2026-02-13,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-03-09,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-03-15,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-03-30,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-04-10,2025-2026,False,True
1501-2000,BAND_RISK_ON,3,2026-04-15,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-05-01,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-05-05,2025-2026,False,True
1501-2000,BAND_RISK_ON,3,2026-05-08,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-05-20,2025-2026,False,True
1501-2000,BAND_RISK_ON,3,2026-06-13,2025-2026,False,True
1501-2000,BAND_RISK_ON,4,2026-07-01,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-07-09,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-07-20,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-08-04,2025-2026,False,True
1501-2000,BAND_RISK_ON,2,2026-08-07,2025-2026,False,True
1501-2000,BAND_RISK_ON,3,2026-08-19,2025-2026,,True
1501-2000,LOWER_DISPERSION,2,2020-10-12,2020-2021,True,False
1501-2000,LOWER_DISPERSION,6,2020-10-18,2020-2021,True,True
1501-2000,LOWER_DISPERSION,11,2020-10-27,2020-2021,True,False
1501-2000,LOWER_DISPERSION,2,2020-12-16,2020-2021,False,False
1501-2000,LOWER_DISPERSION,2,2020-12-23,2020-2021,False,False
1501-2000,LOWER_DISPERSION,3,2020-12-26,2020-2021,True,False
1501-2000,LOWER_DISPERSION,3,2021-01-02,2020-2021,False,True
1501-2000,LOWER_DISPERSION,2,2021-01-07,2020-2021,False,True
1501-2000,LOWER_DISPERSION,5,2021-02-08,2020-2021,False,False
1501-2000,LOWER_DISPERSION,3,2021-02-17,2020-2021,False,True
1501-2000,LOWER_DISPERSION,2,2021-02-21,2020-2021,False,False
1501-2000,LOWER_DISPERSION,2,2021-05-19,2020-2021,True,True
1501-2000,LOWER_DISPERSION,2,2021-05-23,2020-2021,False,True
1501-2000,LOWER_DISPERSION,3,2022-05-11,2022,False,False
1501-2000,LOWER_DISPERSION,3,2022-11-08,2022,False,True
1501-2000,LOWER_DISPERSION,2,2023-03-12,2023,False,False
1501-2000,LOWER_DISPERSION,2,2023-06-06,2023,True,True
1501-2000,LOWER_DISPERSION,2,2023-11-09,2023,False,True
1501-2000,LOWER_DISPERSION,3,2023-11-21,2023,False,False
1501-2000,LOWER_DISPERSION,5,2023-12-04,2023,True,True
1501-2000,LOWER_DISPERSION,2,2023-12-12,2023,False,False
1501-2000,LOWER_DISPERSION,3,2023-12-26,2023,True,True
1501-2000,LOWER_DISPERSION,2,2024-01-09,2024,False,False
1501-2000,LOWER_DISPERSION,2,2024-01-22,2024,False,True
1501-2000,LOWER_DISPERSION,4,2024-02-26,2024,False,True
1501-2000,LOWER_DISPERSION,6,2024-03-02,2024,False,False
1501-2000,LOWER_DISPERSION,3,2024-03-09,2024,False,True
1501-2000,LOWER_DISPERSION,2,2024-03-13,2024,False,False
1501-2000,LOWER_DISPERSION,2,2024-03-16,2024,False,True
1501-2000,LOWER_DISPERSION,2,2024-03-19,2024,False,True
1501-2000,LOWER_DISPERSION,3,2024-04-12,2024,False,True
1501-2000,LOWER_DISPERSION,3,2024-11-10,2024,False,False
1501-2000,LOWER_DISPERSION,3,2024-11-21,2024,False,True
1501-2000,LOWER_DISPERSION,5,2024-12-01,2024,False,True
1501-2000,LOWER_DISPERSION,3,2024-12-18,2024,False,False
1501-2000,LOWER_DISPERSION,3,2025-01-18,2025-2026,False,True
1501-2000,LOWER_DISPERSION,2,2025-02-02,2025-2026,False,False
1501-2000,LOWER_DISPERSION,2,2025-03-02,2025-2026,False,False
1501-2000,LOWER_DISPERSION,2,2025-03-09,2025-2026,False,True
1501-2000,LOWER_DISPERSION,2,2025-04-06,2025-2026,True,False
1501-2000,LOWER_DISPERSION,2,2025-04-22,2025-2026,False,True
1501-2000,LOWER_DISPERSION,3,2025-05-08,2025-2026,False,True
1501-2000,LOWER_DISPERSION,2,2025-11-03,2025-2026,False,True
1501-2000,LOWER_DISPERSION,2,2025-12-01,2025-2026,False,False
1501-2000,LOWER_DISPERSION,2,2026-02-05,2025-2026,False,True
1501-2000,LOWER_DISPERSION,2,2026-06-04,2025-2026,False,False
1501-2000,RANK_DETERIORATION,8,2020-11-17,2020-2021,True,False
1501-2000,RANK_DETERIORATION,3,2020-11-27,2020-2021,True,False
1501-2000,RANK_DETERIORATION,8,2020-12-02,2020-2021,False,True
1501-2000,RANK_DETERIORATION,7,2020-12-16,2020-2021,True,True
1501-2000,RANK_DETERIORATION,26,2021-02-04,2020-2021,False,True
1501-2000,RANK_DETERIORATION,70,2021-03-09,2020-2021,True,False
1501-2000,RANK_DETERIORATION,7,2021-08-14,2020-2021,False,True
1501-2000,RANK_DETERIORATION,12,2021-08-27,2020-2021,False,False
1501-2000,RANK_DETERIORATION,2,2021-09-13,2020-2021,False,False
1501-2000,RANK_DETERIORATION,11,2021-10-29,2020-2021,False,True
1501-2000,RANK_DETERIORATION,13,2021-11-10,2020-2021,False,True
1501-2000,RANK_DETERIORATION,5,2021-12-05,2020-2021,False,False
1501-2000,RANK_DETERIORATION,7,2022-01-27,2022,False,True
1501-2000,RANK_DETERIORATION,5,2022-07-17,2022,False,True
1501-2000,RANK_DETERIORATION,2,2022-07-29,2022,False,False
1501-2000,RANK_DETERIORATION,7,2022-08-08,2022,False,False
1501-2000,RANK_DETERIORATION,3,2022-08-24,2022,False,False
1501-2000,RANK_DETERIORATION,3,2022-09-01,2022,False,True
1501-2000,RANK_DETERIORATION,4,2022-09-07,2022,False,True
1501-2000,RANK_DETERIORATION,3,2022-09-30,2022,False,True
1501-2000,RANK_DETERIORATION,7,2022-10-09,2022,False,True
1501-2000,RANK_DETERIORATION,9,2022-11-01,2022,True,True
1501-2000,RANK_DETERIORATION,2,2022-11-11,2022,False,False
1501-2000,RANK_DETERIORATION,3,2022-12-09,2022,False,False
1501-2000,RANK_DETERIORATION,4,2022-12-13,2022,False,True
1501-2000,RANK_DETERIORATION,8,2022-12-19,2022,False,True
1501-2000,RANK_DETERIORATION,2,2023-01-04,2023,False,True
1501-2000,RANK_DETERIORATION,7,2023-01-07,2023,True,False
1501-2000,RANK_DETERIORATION,3,2023-01-15,2023,True,False
1501-2000,RANK_DETERIORATION,20,2023-01-25,2023,True,True
1501-2000,RANK_DETERIORATION,7,2023-02-15,2023,False,False
1501-2000,RANK_DETERIORATION,2,2023-02-23,2023,False,False
1501-2000,RANK_DETERIORATION,2,2023-02-26,2023,False,False
1501-2000,RANK_DETERIORATION,10,2023-03-04,2023,False,False
1501-2000,RANK_DETERIORATION,8,2023-03-15,2023,False,True
1501-2000,RANK_DETERIORATION,4,2023-04-07,2023,False,False
1501-2000,RANK_DETERIORATION,3,2023-04-21,2023,False,False
1501-2000,RANK_DETERIORATION,6,2023-04-25,2023,False,False
1501-2000,RANK_DETERIORATION,16,2023-05-08,2023,False,False
1501-2000,RANK_DETERIORATION,3,2023-06-02,2023,True,False
1501-2000,RANK_DETERIORATION,3,2023-06-21,2023,True,True
1501-2000,RANK_DETERIORATION,3,2023-06-26,2023,False,True
1501-2000,RANK_DETERIORATION,2,2023-07-02,2023,False,True
1501-2000,RANK_DETERIORATION,3,2023-08-01,2023,False,False
1501-2000,RANK_DETERIORATION,2,2023-09-09,2023,False,False
1501-2000,RANK_DETERIORATION,4,2023-10-01,2023,False,True
1501-2000,RANK_DETERIORATION,3,2023-10-06,2023,False,False
1501-2000,RANK_DETERIORATION,15,2023-10-30,2023,True,True
1501-2000,RANK_DETERIORATION,27,2023-11-18,2023,False,True
1501-2000,RANK_DETERIORATION,25,2023-12-19,2023,False,False
1501-2000,RANK_DETERIORATION,14,2024-01-21,2024,False,False
1501-2000,RANK_DETERIORATION,4,2024-02-05,2024,False,False
1501-2000,RANK_DETERIORATION,50,2024-02-10,2024,False,False
1501-2000,RANK_DETERIORATION,3,2024-04-01,2024,False,True
1501-2000,RANK_DETERIORATION,12,2024-04-05,2024,False,False
1501-2000,RANK_DETERIORATION,5,2024-04-24,2024,False,True
1501-2000,RANK_DETERIORATION,31,2024-05-02,2024,False,False
1501-2000,RANK_DETERIORATION,2,2024-06-04,2024,False,True
1501-2000,RANK_DETERIORATION,4,2024-06-14,2024,False,False
1501-2000,RANK_DETERIORATION,2,2024-07-26,2024,False,
