cmc_id,rank,symbol,price_usd,market_cap_usd,volume_24h_usd,date_added_cmc,is_stablecoin,historical_date,price_prev,rank_prev,vol_prev7_med,ret_1d,ret_1d_raw,ret_3d,ret_7d,ret_14d,ret_30d,ret_60d,vol_63d,vol_30d,vol_20d,vol_ewma,sigma_t0,rank_vel_1d,rank_vel_3d,rank_vel_7d,rank_vel_14d,rank_vel_30d,rank_vel_60d,vol_accel,turnover,listing_age_days,log10_mcap,log10_vol,liq_proxy,vol_pct_within_date,mcap_q_within_date,vol_regime,liq_bucket,momentum_state,fwd1_cum,fwd_rank_1d,fwd2_cum,fwd_rank_2d,fwd3_cum,fwd_rank_3d,fwd5_cum,fwd_rank_5d,fwd7_cum,fwd_rank_7d,fwd10_cum,fwd_rank_10d,fwd14_cum,fwd_rank_14d,fwd21_cum,fwd_rank_21d,fwd30_cum,fwd_rank_30d,historical_date_key,btc_ret_1d,btc_return_30d,eth_ret_1d,eth_btc_relative_return_1d,eth_btc_relative_return_30d,top500_breadth_30d,top500_dispersion_30d,btc_dominance,stablecoin_mcap_share,total_alt_share,mkt_vol_30d,field_cell,rank_band,flag_stale_price,flag_zero_volume,flag_missing_price,flag_listing_day,flag_suspicious_volume,flag_any_quality,z1,event_sign,event_sign_label,is_2s,is_3s,cluster_n,participation,event_family,amp_level,raw_amp_level,subperiod,event_id,signed_fwd1,rev1,recover1s1,signed_fwd2,rev2,recover1s2,signed_fwd3,rev3,recover1s3,signed_fwd5,rev5,recover1s5,signed_fwd7,rev7,recover1s7,signed_fwd10,rev10,recover1s10,signed_fwd14,rev14,recover1s14,signed_fwd21,rev21,recover1s21,signed_fwd30,rev30,recover1s30,fwd_rank_vel_1d,fwd_rank_vel_3d,fwd_rank_vel_7d,fwd_rank_vel_14d,fwd_rank_vel_30d,event_index,peer_n,peer_med0,peer_med1,peer_med2,peer_med3,peer_med5,peer_med7,peer_med10,peer_med14,peer_med21,peer_med30,residual0,resid1,resid2,resid3,resid5,resid7,resid10,resid14,resid21,resid30,path_class
3,637,NMC,1.2872965,1.8970118e+07,35970.81,2013-04-28,False,2022-05-19 23:59:59,1.4972991,600.0,8803.7,-0.1402542,-0.1402542,-0.38332048,-0.35955626,-0.35816336,-0.52672267,-0.43895227,0.052167643,0.07113023,0.07408078,0.09622776,0.052167643,-37.0,-118.0,-143.0,-2.0,-24.0,-9.0,4.085874,0.0018961828,3308.0,7.27807,4.55595,9.556046,0.27243066,2.0,LOW_VOL,LOW,SHORT_COLD_MEDIUM_COLD,-0.05317259,652.0,0.022839943,640.0,0.052553236,637.0,0.104169734,623.0,0.034282573,625.0,0.11892711,613.0,0.062478337,632.0,0.1653193,599.0,-0.010277546,563.0,2022-05-19,0.05550308,-0.2695825,0.05305076,-0.0024523204,-0.08020264,0.038,0.18535347,0.4271795,0.11866419,0.5728205,0.08232451,LOW_BREADTH_LOW_DISP,501-750,False,False,False,False,False,False,2.6885285,-1.0,DOWN,True,False,1,ISOLATED,ISOLATED_DOWN,2s,10pct,2022,LF5EV_20220519_3,0.05317258834838867,False,True,-0.022839942947030067,True,False,-0.05255323648452759,True,False,-0.10416973382234573,True,False,-0.03428257256746292,True,False,-0.11892711371183395,True,False,-0.062478337436914444,True,False,-0.1653192937374115,True,False,0.010277546010911465,False,False,15.0,0.0,-12.0,-5.0,-74.0,315,10,0.04781562,-0.050924785,-0.063114494,0.0,0.0070219436,-0.06408954,-0.08903545,-0.061730362,-0.0066745104,-0.34460017,-0.18806982,0.10409737378358841,0.04027455113828182,-0.05255323648452759,-0.11119167739525437,0.029806964099407196,-0.029891662299633026,-0.0007479749619960785,-0.15864478331059217,0.35487771686166525,LOCAL_CONTAGION
3,974,NMC,0.8933312,1.3164487e+07,71541.15,2013-04-28,False,2025-02-28 23:59:59,0.9967692,942.0,6244.48,-0.103773214,-0.103773214,-0.14479394,-0.15831903,-0.1289866,-0.13887689,-0.050034586,0.020083247,0.01422808,0.015397634,0.017761284,0.020083247,-32.0,68.0,-25.0,-1.0,141.0,85.0,11.456702,0.005434405,4324.0,7.119404,4.854556,9.546682,0.20744139,2.0,LOW_VOL,LOW,SHORT_COLD_MEDIUM_COLD,0.02564678,969.0,0.15115736,964.0,0.080804706,945.0,0.10527363,932.0,0.094782606,922.0,0.08459308,864.0,0.13897976,873.0,0.09829158,903.0,0.07048904,883.0,2025-02-28,-0.003910245,-0.18639925,-0.029312344,-0.025402099,-0.09471028,0.074,0.20349815,0.59208363,0.07652689,0.40791634,0.056762744,LOW_BREADTH_LOW_DISP,751-1000,False,False,False,False,False,False,5.1671534,-1.0,DOWN,True,True,1,ISOLATED,ISOLATED_DOWN,4s+,10pct,2025-2026,LF5EV_20250228_3,-0.02564677968621254,True,False,-0.15115736424922943,True,False,-0.08080470561981201,True,False,-0.10527362674474716,True,False,-0.09478260576725006,True,False,-0.08459307998418808,True,False,-0.13897976279258728,True,False,-0.09829158335924149,True,False,-0.07048904150724411,True,False,-5.0,-29.0,-52.0,-101.0,-91.0,378,10,-0.011363797,-0.007068537,0.03630285,-0.024738422,-0.005284394,-0.0088692,-0.13094677,-0.10371825,-0.09744832,-0.137629,-0.09240942,-0.018578242510557175,-0.18746021389961243,-0.05606628395617008,-0.09998923260718584,-0.08591340575367212,0.04635369032621384,-0.03526151180267334,-0.0008432641625404358,0.06713996082544327,PERSISTENT_DECOUPLING
3,947,NMC,0.9109337,1.3423883e+07,93263.35,2013-04-28,False,2026-04-15 23:59:59,0.96374655,918.0,7320.74,-0.054799523,-0.054799523,-0.019974682,-0.01354073,0.0603037,-0.056670353,0.050693564,0.017083162,0.017428454,0.016091539,0.016598472,0.017083162,-29.0,-33.0,-19.0,2.0,-31.0,26.0,12.739607,0.0069475686,4735.0,7.127878,4.969711,9.612734,0.22388859,2.0,LOW_VOL,LOW,SHORT_COLD_MEDIUM_HOT,-0.022211354,958.0,-0.005347821,971.0,-0.013771925,965.0,-0.06359595,986.0,-0.020794522,969.0,-0.03300246,972.0,-0.04472196,971.0,0.016402973,994.0,0.0140553815,999.0,2026-04-15,0.008404559,-0.0007481623,0.0155504355,0.007145876,0.004261679,0.294,1.8552926,0.5531657,0.11885427,0.44683436,0.03178723,LOW_BREADTH_HIGH_DISP,751-1000,False,False,False,False,False,False,3.207809,-1.0,DOWN,True,True,1,ISOLATED,ISOLATED_DOWN,3s,nan,2025-2026,LF5EV_20260415_3,0.022211354225873947,False,True,0.005347820930182934,False,False,0.013771925121545792,False,False,0.06359595060348511,False,True,0.020794522017240524,False,False,0.03300245851278305,False,False,0.04472196102142334,False,False,-0.016402972862124443,True,False,-0.014055381529033184,True,False,11.0,18.0,22.0,24.0,52.0,404,10,0.010938995,0.0073574875,0.033669982,0.017473498,0.007855562,0.018763738,0.0041192416,-0.0035542431,0.026194172,-0.007251449,-0.065738514,0.014853866770863533,-0.02832216117531061,-0.0037015732377767563,0.05574038904160261,0.0020307842642068863,0.02888321690261364,0.04827620415017009,-0.04259714484214783,-0.006803932599723339,AMBIGUOUS
5,678,PPC,0.19744211,5.247552e+06,24720.102,2013-04-28,False,2020-09-25 23:59:59,0.2342414,628.0,37846.34,-0.15709978,-0.15709978,-0.18558343,-0.22866856,-0.20276706,-0.321027,-0.32101434,0.050530024,0.060446348,0.059229985,0.06506953,0.050530024,-50.0,256.0,269.0,263.0,237.0,-246.0,0.6531702,0.0047107874,2707.0,6.719957,4.39305,8.916482,0.41445085,2.0,LOW_VOL,MED,SHORT_COLD_MEDIUM_COLD,0.096328385,657.0,0.1067645,648.0,0.1452681,634.0,0.3384991,609.0,0.22176418,614.0,0.281716,609.0,0.029198278,673.0,0.1001729,646.0,-0.006127416,673.0,2020-09-25,-0.006259166,-0.06925671,0.00809393,0.0143530965,-0.019451916,0.136,0.3002764,0.5551363,0.06532865,0.4448637,0.073306,LOW_BREADTH_LOW_DISP,501-750,False,False,False,False,False,False,3.1090384,-1.0,DOWN,True,True,1,ISOLATED,ISOLATED_DOWN,3s,15pct,2020-2021,LF5EV_20200925_5,-0.09632838517427444,True,False,-0.10676450282335281,True,False,-0.14526809751987457,True,False,-0.3384990990161896,True,False,-0.22176417708396912,True,False,-0.281715989112854,True,False,-0.02919827774167061,True,False,-0.10017289966344833,True,False,0.006127416156232357,False,False,-21.0,-44.0,-64.0,-5.0,-5.0,478,10,-0.0043984186,0.030174892,0.01611062,0.006954377,0.014803414,-0.0052219555,-0.0025521028,0.03443711,-0.0063154628,0.1498883,-0.15270136,-0.12650327757000923,-0.12287512235343456,-0.15222247457131743,-0.35330251324921846,-0.21654222160577774,-0.2791638863272965,-0.06363538652658463,-0.09385743690654635,-0.14376089069992304,PERSISTENT_DECOUPLING
5,706,PPC,0.3560086,9.927297e+06,1180.83,2013-04-28,False,2022-12-01 23:59:59,0.4219819,675.0,2180.38,-0.15634161,-0.15634161,-0.13619642,-0.14541355,-0.062134735,-0.2786709,-0.33526257,0.057985727,0.070460856,0.063438244,0.054243334,0.057985727,-31.0,-39.0,-37.0,-21.0,-31.0,-58.0,0.5415707,0.000118947784,3504.0,6.996831,3.0721874,8.532925,0.12539852,2.0,LOW_VOL,LOW,SHORT_COLD_MEDIUM_COLD,0.11375507,691.0,0.1009661,691.0,0.19880445,675.0,0.10283463,686.0,0.069977075,699.0,0.06057986,698.0,0.1889581,665.0,0.03863758,686.0,0.018302677,682.0,2022-12-01,-0.011732598,-0.17173994,-0.014984067,-0.003251468,-0.02034068,0.126,0.22617792,0.37036645,0.16214766,0.62963355,0.0685246,LOW_BREADTH_LOW_DISP,501-750,False,False,False,False,False,False,2.6962085,-1.0,DOWN,True,False,1,ISOLATED,ISOLATED_DOWN,2s,15pct,2022,LF5EV_20221201_5,-0.11375506967306137,True,False,-0.10096610337495804,True,False,-0.19880445301532745,True,False,-0.10283462703227997,True,False,-0.06997707486152649,True,False,-0.06057985872030258,True,False,-0.1889580935239792,True,False,-0.03863757848739624,True,False,-0.0183026771992445,True,False,-15.0,-31.0,-7.0,-41.0,-24.0,525,10,-0.037216224,0.009374936,0.0251947,0.0213019,0.022100978,0.024605883,0.018926295,0.016596884,-0.008061955,-0.032278996,-0.11912539,-0.12313000578433275,-0.12616080418229103,-0.2201063521206379,-0.12493560463190079,-0.09458295814692974,-0.0795061532407999,-0.20555497705936432,-0.030575623735785484,0.013976318761706352,PERSISTENT_DECOUPLING
5,1131,PPC,0.40334988,1.1801171e+07,118467.62,2013-04-28,False,2024-11-30 23:59:59,0.4452427,1087.0,108739.53,-0.09408985,-0.09408985,0.021187797,-0.0008644315,-0.02771684,0.07079535,0.024568101,0.04246637,0.046442065,0.053982444,0.05871303,0.04246637,-44.0,-11.0,-37.0,-80.0,-112.0,-132.0,1.0894623,0.010038633,4234.0,7.071925,5.0736,9.608725,0.2609806,1.0,LOW_VOL,LOW,SHORT_HOT_MEDIUM_COLD,0.020048201,1229.0,0.0067072785,1131.0,0.08152255,1123.0,0.026752703,1271.0,0.28615195,1100.0,0.25801876,1172.0,0.3441214,1074.0,0.10116207,1090.0,-0.016978957,1119.0,2024-11-30,-0.0103883855,0.37362105,0.031226125,0.04161451,0.099352315,0.856,0.5972496,0.55413127,0.05506329,0.44586876,0.06204826,HIGH_BREADTH_HIGH_DISP,1001-1500,False,False,False,False,False,False,2.2156322,-1.0,DOWN,True,False,1,ISOLATED,ISOLATED_DOWN,2s,nan,2024,LF5EV_20241130_5,-0.020048201084136963,True,False,-0.006707278545945883,True,False,-0.08152254670858383,True,False,-0.02675270289182663,True,False,-0.2861519455909729,True,False,-0.25801876187324524,True,False,-0.34412139654159546,True,False,-0.10116206854581833,True,False,0.016978956758975983,False,False,98.0,-8.0,-31.0,-57.0,-12.0,575,10,0.009219901,0.014681644,0.048226207,0.012675714,0.056646332,0.1548304,0.037775014,0.061632335,-0.089465976,-0.07335284,-0.10330975,-0.03472984489053488,-0.0549334860406816,-0.09419826045632362,-0.08339903503656387,-0.4409823417663574,-0.2957937754690647,-0.4057537317276001,-0.011696092784404755,0.0903318002820015,AMBIGUOUS
13,1381,IXC,0.06147172,1.3017992e+06,6.17,2013-05-08,False,2021-03-07 23:59:59,0.09050344,1248.0,530.88,-0.3207803,-0.3207803,0.30490986,-0.059998464,-0.2652522,0.28019035,0.5516277,0.15188313,0.16144124,0.15279289,0.20082805,0.15188313,-133.0,50.0,-3.0,-21.0,-49.0,-22.0,0.011622212,4.739594e-06,2860.0,6.114544,0.79028517,6.5096865,0.030269675,1.0,HIGH_VOL,LOW,SHORT_HOT_MEDIUM_COLD,0.1473489,1356.0,0.34635064,1316.0,0.234467,1344.0,0.25922132,1345.0,0.45099032,1326.0,-0.09057385,1503.0,0.15552013,1452.0,0.18782653,1462.0,0.231464,1514.0,2021-03-07,0.046906553,0.34244654,0.041343182,-0.0055633713,-0.33982652,0.694,1.0248066,0.5911679,0.0400617,0.40883207,0.09612131,HIGH_BREADTH_HIGH_DISP,1001-1500,False,False,False,False,False,False,2.1120207,-1.0,DOWN,True,False,1,ISOLATED,ISOLATED_DOWN,2s,20pct+,2020-2021,LF5EV_20210307_13,-0.14734889566898346,True,False,-0.34635064005851746,True,False,-0.23446699976921082,True,False,-0.25922131538391113,True,False,-0.45099031925201416,True,False,0.09057384729385376,False,False,-0.15552012622356415,True,False,-0.18782652914524078,True,False,-0.23146399855613708,True,False,-25.0,-37.0,-55.0,71.0,133.0,793,10,0.04569275,0.010354629,0.0090960255,0.0562327,0.0687475,0.10324679,0.06407027,0.15223657,0.19744277,0.25916553,-0.36647305,-0.15770352445542812,-0.35544666554778814,-0.29069969803094864,-0.3279688134789467,-0.554237112402916,0.026503577828407288,-0.3077566921710968,-0.38526929914951324,-0.49062952399253845,AMBIGUOUS
41,800,IFC,9.031e-05,8.1816865e+06,,2013-07-10,False,2022-06-25 23:59:59,0.00015499,669.0,,-0.41731724,-0.41731724,0.07575938,0.89966345,-0.139413,0.18688396,-0.3925064,0.20144181,0.27851728,0.33587858,0.3501836,0.20144181,-131.0,-8.0,113.0,-17.0,75.0,51.0,,,3272.0,6.9128428,,,,2.0,HIGH_VOL,,SHORT_HOT_MEDIUM_COLD,0.6764478,674.0,0.65319455,683.0,0.23507917,737.0,-0.036097884,790.0,-0.08382239,808.0,-0.10574687,824.0,-0.28269294,882.0,-0.36651534,908.0,-0.36131105,926.0,2022-06-25,0.012749026,-0.26530996,0.013532415,0.00078339013,-0.045384787,0.196,0.23545736,0.4051878,0.15275215,0.5948122,0.06297622,LOW_BREADTH_LOW_DISP,751-1000,False,True,False,False,False,True,2.0716515,-1.0,DOWN,True,False,1,ISOLATED,ISOLATED_DOWN,2s,20pct+,2022,LF5EV_20220625_41,-0.6764478087425232,True,False,-0.6531945466995239,True,False,-0.23507916927337646,True,False,0.03609788417816162,False,False,0.08382239192724228,False,False,0.10574687272310257,False,False,0.28269293904304504,False,False,0.3665153384208679,False,False,0.36131104826927185,False,False,-126.0,-63.0,8.0,82.0,126.0,1206,10,0.030968118,-0.028560188,-0.019153778,-0.11031374,-0.25030604,-0.12547731,-0.16329229,0.072837576,-0.119194254,0.08525329,-0.44828537,-0.6478876210749149,-0.6340407691895962,-0.12476542592048645,0.28640392422676086,0.2092997059226036,0.26903916150331497,0.2098553627729416,0.4857095927000046,0.27605775743722916,BOTH_NORMALIZE
42,1283,XPM,0.04579513,1.9136026e+06,775.22,2013-07-11,False,2022-08-13 23:59:59,0.05602887,1211.0,1480.46,-0.18265119,-0.18265119,0.10537705,0.09284959,0.24894264,0.6739216,0.5863175,0.08508489,0.10665514,0.128783,0.14840347,0.08508489,-72.0,38.0,9.0,55.0,106.0,88.0,0.52363455,0.00040511024,3320.0,6.281852,2.889425,7.7265644,0.09962305,1.0,HIGH_VOL,LOW,SHORT_HOT_MEDIUM_HOT,0.21609591,1208.0,0.059398893,1245.0,0.048264522,1244.0,-0.102818355,1291.0,-0.19116706,1304.0,-0.14912699,1294.0,-0.11947013,1259.0,-0.07628082,1243.0,0.12841125,1199.0,2022-08-13,0.0008707734,0.18736814,0.01230819,0.011437416,0.4754879,0.838,0.37580305,0.38068137,0.12492891,0.61931866,0.04474917,HIGH_BREADTH_HIGH_DISP,1001-1500,False,False,False,False,False,False,2.1466935,-1.0,DOWN,True,False,1,ISOLATED,ISOLATED_DOWN,2s,15pct,2022,LF5EV_20220813_42,-0.2160959094762802,True,False,-0.059398893266916275,True,False,-0.0482645221054554,True,False,0.10281835496425629,False,False,0.19116705656051636,False,False,0.14912699162960052,False,False,0.11947012692689896,False,False,0.07628081738948822,False,False,-0.12841124832630157,True,False,-75.0,-39.0,21.0,-24.0,-84.0,1242,10,0.0008707781,0.0078078355,-0.011215696,0.00379988,-0.016939258,-0.091227695,-0.05537031,-0.1385242,-0.18598604,-0.12234777,-0.18352197,-0.22390374494716525,-0.048183197155594826,-0.052064402028918266,0.11975761316716671,0.28239475190639496,0.2044973000884056,0.2579943314194679,0.2622668594121933,-0.006063476204872131,BOTH_NORMALIZE
66,773,NXT,0.01264918,1.2636526e+07,649110.1,2013-12-04,False,2021-07-28 23:59:59,0.01570308,703.0,650322.06,-0.19447777,-0.19447777,0.050877392,0.12879442,0.023732714,0.060085163,-0.69889313,0.075596064,0.07170947,0.07474633,0.09570685,0.075596064,-70.0,-12.0,-19.0,-21.0,-27.0,-276.0,0.9981364,0.05136777,2793.0,7.101628,5.8123183,10.007787,0.62931037,2.0,LOW_VOL,MED,SHORT_HOT_MEDIUM_HOT,0.0018238337,771.0,0.022329511,773.0,0.21386683,742.0,0.11953739,763.0,0.10578789,776.0,0.19178714,775.0,0.3142188,762.0,0.44800216,753.0,0.48237514,787.0,2021-07-28,0.01494573,0.16151237,-0.0007779399,-0.01572367,-0.057222087,0.58,0.7190862,0.46530387,0.075077325,0.53469616,0.05521085,HIGH_BREADTH_HIGH_DISP,751-1000,False,False,False,False,False,False,2.572591,-1.0,DOWN,True,False,1,ISOLATED,ISOLATED_DOWN,2s,15pct,2020-2021,LF5EV_20210728_66,-0.0018238336779177189,True,False,-0.022329511120915413,True,False,-0.21386682987213135,True,False,-0.11953739076852798,True,False,-0.10578788816928864,True,False,-0.19178713858127594,True,False,-0.31421878933906555,True,False,-0.4480021595954895,True,False,-0.4823751449584961,True,False,-2.0,-31.0,3.0,-11.0,14.0,1777,10,0.0018939537,0.0077923452,0.04066077,0.049581595,0.020833775,0.025767673,0.1338684,0.20619103,0.1710401,0.15882112,-0.19637172,-0.009616178926080465,-0.06299027986824512,-0.26344842463731766,-0.1403711661696434,-0.13155556097626686,-0.325655534863472,-0.5204098224639893,-0.6190422624349594,-0.6411962658166885,PERSISTENT_DECOUPLING
