cell,monotonic_ages,min_age_stay,max_age_stay,mass_law
HIGH_BREADTH_HIGH_DISP,5,0.33895921237693394,0.689149560117302,STATE_SPECIFIC
HIGH_BREADTH_LOW_DISP,4,0.22356091030789826,,STATE_SPECIFIC
LOW_BREADTH_HIGH_DISP,5,0.19023569023569023,0.2881944444444444,STATE_SPECIFIC
LOW_BREADTH_LOW_DISP,5,0.2998921251348436,0.5462341536167039,STATE_SPECIFIC
