cell,age_band,horizon_d,n_days,stay,exit,reentry,propagate,tail_up,tail_down,rank_recruit,rank_decay,trans_to_hh,trans_to_hl,trans_to_lh,trans_to_ll,stay_mass
HIGH_BREADTH_HIGH_DISP,AGE_8_14,30,124,0.33064516129032256,0.6693548387096774,0.6532258064516129,0.9516129032258065,1.0,1.0,1.0,0.9838709677419355,0.0,0.0,0.0,0.0,0.33064516129032256
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,1,341,0.9589442815249267,0.04105571847507331,0.1378299120234604,0.7155425219941349,0.0,0.0,0.5161290322580645,0.47214076246334313,0.0,0.0,0.0,0.0,0.9589442815249267
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,2,341,0.9208211143695014,0.07917888563049853,0.16129032258064516,0.782991202346041,1.0,0.9765395894428153,0.6627565982404692,0.6304985337243402,0.0,0.0,0.0,0.0,0.9208211143695014
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,3,341,0.8826979472140762,0.11730205278592376,0.17888563049853373,0.8123167155425219,1.0,0.9970674486803519,0.7419354838709677,0.7214076246334311,0.0,0.0,0.0,0.0,0.8826979472140762
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,5,341,0.8123167155425219,0.187683284457478,0.20821114369501467,0.8563049853372434,1.0,1.0,0.841642228739003,0.841642228739003,0.0,0.0,0.0,0.0,0.8123167155425219
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,7,341,0.7536656891495601,0.24633431085043989,0.2404692082111437,0.8973607038123167,1.0,1.0,0.9149560117302052,0.9120234604105572,0.0,0.0,0.0,0.0,0.7536656891495601
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,10,341,0.6744868035190615,0.3255131964809384,0.28152492668621704,0.9296187683284457,1.0,1.0,0.9794721407624634,0.9648093841642229,0.0,0.0,0.0,0.0,0.6744868035190615
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,14,341,0.5689149560117303,0.4310850439882698,0.30498533724340177,0.9442815249266863,1.0,1.0,1.0,0.9941348973607038,0.0,0.0,0.0,0.0,0.5689149560117303
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,21,341,0.39589442815249265,0.6041055718475073,0.36363636363636365,0.9442815249266863,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39589442815249265
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,30,341,0.23460410557184752,0.7653958944281525,0.4398826979472141,0.9442815249266863,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23460410557184752
HIGH_BREADTH_LOW_DISP,AGE_1,1,83,0.6746987951807228,0.3253012048192771,0.3855421686746988,0.1686746987951807,0.0,0.0,0.5662650602409639,0.3855421686746988,0.0,0.0,0.0,0.0,0.6746987951807228
HIGH_BREADTH_LOW_DISP,AGE_1,2,83,0.46987951807228917,0.5301204819277109,0.5180722891566265,0.1927710843373494,1.0,1.0,0.6746987951807228,0.5301204819277109,0.0,0.0,0.0,0.0,0.46987951807228917
HIGH_BREADTH_LOW_DISP,AGE_1,3,83,0.40963855421686746,0.5903614457831325,0.5662650602409639,0.1927710843373494,1.0,1.0,0.7831325301204819,0.6385542168674698,0.0,0.0,0.0,0.0,0.40963855421686746
HIGH_BREADTH_LOW_DISP,AGE_1,5,83,0.25301204819277107,0.7349397590361446,0.6265060240963856,0.25301204819277107,0.9879518072289156,0.9879518072289156,0.8795180722891566,0.8072289156626506,0.0,0.0,0.0,0.0,0.25301204819277107
HIGH_BREADTH_LOW_DISP,AGE_1,7,83,0.13253012048192772,0.8554216867469879,0.6506024096385542,0.3253012048192771,0.9879518072289156,0.9879518072289156,0.9397590361445783,0.891566265060241,0.0,0.0,0.0,0.0,0.13253012048192772
HIGH_BREADTH_LOW_DISP,AGE_1,10,83,0.04819277108433735,0.927710843373494,0.6987951807228916,0.37349397590361444,0.9759036144578314,0.9759036144578314,0.9518072289156626,0.927710843373494,0.0,0.0,0.0,0.0,0.04819277108433735
HIGH_BREADTH_LOW_DISP,AGE_1,14,83,0.012048192771084338,0.963855421686747,0.7228915662650602,0.42168674698795183,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.963855421686747,0.0,0.0,0.0,0.0,0.012048192771084338
HIGH_BREADTH_LOW_DISP,AGE_1,21,83,0.012048192771084338,0.9518072289156626,0.7228915662650602,0.4939759036144578,0.963855421686747,0.963855421686747,0.963855421686747,0.963855421686747,0.0,0.0,0.0,0.0,0.012048192771084338
HIGH_BREADTH_LOW_DISP,AGE_1,30,83,0.0,0.963855421686747,0.7469879518072289,0.5783132530120482,0.963855421686747,0.963855421686747,0.963855421686747,0.963855421686747,0.0,0.0,0.0,0.0,0.0
HIGH_BREADTH_LOW_DISP,AGE_2_3,1,95,0.7684210526315789,0.23157894736842105,0.45263157894736844,0.2,0.0,0.0,0.5684210526315789,0.4,0.0,0.0,0.0,0.0,0.7684210526315789
HIGH_BREADTH_LOW_DISP,AGE_2_3,2,95,0.6421052631578947,0.35789473684210527,0.5578947368421052,0.24210526315789474,1.0,0.9894736842105263,0.6842105263157895,0.5368421052631579,0.0,0.0,0.0,0.0,0.6421052631578947
HIGH_BREADTH_LOW_DISP,AGE_2_3,3,95,0.5052631578947369,0.49473684210526314,0.5789473684210527,0.2736842105263158,1.0,1.0,0.7578947368421053,0.6736842105263158,0.0,0.0,0.0,0.0,0.5052631578947369
HIGH_BREADTH_LOW_DISP,AGE_2_3,5,95,0.29473684210526313,0.6947368421052632,0.5894736842105263,0.3684210526315789,0.9894736842105263,0.9894736842105263,0.8631578947368421,0.8315789473684211,0.0,0.0,0.0,0.0,0.29473684210526313
HIGH_BREADTH_LOW_DISP,AGE_2_3,7,95,0.12631578947368421,0.8631578947368421,0.6631578947368421,0.3894736842105263,0.9894736842105263,0.9894736842105263,0.9052631578947369,0.9157894736842105,0.0,0.0,0.0,0.0,0.12631578947368421
HIGH_BREADTH_LOW_DISP,AGE_2_3,10,95,0.06315789473684211,0.9263157894736842,0.6736842105263158,0.42105263157894735,0.9894736842105263,0.9894736842105263,0.9052631578947369,0.9578947368421052,0.0,0.0,0.0,0.0,0.06315789473684211
HIGH_BREADTH_LOW_DISP,AGE_2_3,14,95,0.021052631578947368,0.968421052631579,0.7052631578947368,0.4421052631578947,0.9894736842105263,0.9894736842105263,0.9578947368421052,0.9894736842105263,0.0,0.0,0.0,0.0,0.021052631578947368
HIGH_BREADTH_LOW_DISP,AGE_2_3,21,95,0.021052631578947368,0.9473684210526315,0.7052631578947368,0.5052631578947369,0.968421052631579,0.968421052631579,0.9578947368421052,0.968421052631579,0.0,0.0,0.0,0.0,0.021052631578947368
HIGH_BREADTH_LOW_DISP,AGE_2_3,30,95,0.0,0.968421052631579,0.7157894736842105,0.5368421052631579,0.968421052631579,0.968421052631579,0.968421052631579,0.968421052631579,0.0,0.0,0.0,0.0,0.0
HIGH_BREADTH_LOW_DISP,AGE_4_7,1,99,0.7676767676767676,0.23232323232323232,0.41414141414141414,0.2222222222222222,0.0,0.0,0.40404040404040403,0.5757575757575758,0.0,0.0,0.0,0.0,0.7676767676767676
HIGH_BREADTH_LOW_DISP,AGE_4_7,2,99,0.5656565656565656,0.43434343434343436,0.5050505050505051,0.2828282828282828,1.0,0.9696969696969697,0.5656565656565656,0.7373737373737373,0.0,0.0,0.0,0.0,0.5656565656565656
HIGH_BREADTH_LOW_DISP,AGE_4_7,3,99,0.40404040404040403,0.5959595959595959,0.5555555555555556,0.32323232323232326,1.0,0.98989898989899,0.6767676767676768,0.8080808080808081,0.0,0.0,0.0,0.0,0.40404040404040403
HIGH_BREADTH_LOW_DISP,AGE_4_7,5,99,0.1919191919191919,0.8080808080808081,0.6262626262626263,0.3838383838383838,1.0,1.0,0.7676767676767676,0.898989898989899,0.0,0.0,0.0,0.0,0.1919191919191919
HIGH_BREADTH_LOW_DISP,AGE_4_7,7,99,0.12121212121212122,0.8787878787878788,0.6464646464646465,0.40404040404040403,1.0,1.0,0.8686868686868687,0.9797979797979798,0.0,0.0,0.0,0.0,0.12121212121212122
HIGH_BREADTH_LOW_DISP,AGE_4_7,10,99,0.050505050505050504,0.9494949494949495,0.6767676767676768,0.45454545454545453,1.0,1.0,0.9494949494949495,1.0,0.0,0.0,0.0,0.0,0.050505050505050504
HIGH_BREADTH_LOW_DISP,AGE_4_7,14,99,0.04040404040404041,0.9595959595959596,0.7070707070707071,0.5151515151515151,1.0,1.0,0.9494949494949495,1.0,0.0,0.0,0.0,0.0,0.04040404040404041
HIGH_BREADTH_LOW_DISP,AGE_4_7,21,99,0.04040404040404041,0.9595959595959596,0.7676767676767676,0.5252525252525253,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04040404040404041
HIGH_BREADTH_LOW_DISP,AGE_4_7,30,99,0.0,1.0,0.7676767676767676,0.5454545454545454,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HIGH_BREADTH_LOW_DISP,AGE_8_14,1,35,0.7142857142857143,0.2857142857142857,0.2,0.2857142857142857,0.0,0.0,0.37142857142857144,0.6285714285714286,0.0,0.0,0.0,0.0,0.7142857142857143
HIGH_BREADTH_LOW_DISP,AGE_8_14,2,35,0.5428571428571428,0.45714285714285713,0.2857142857142857,0.34285714285714286,0.9714285714285714,0.9714285714285714,0.5714285714285714,0.7714285714285715,0.0,0.0,0.0,0.0,0.5428571428571428
HIGH_BREADTH_LOW_DISP,AGE_8_14,3,35,0.42857142857142855,0.5714285714285714,0.37142857142857144,0.4,1.0,1.0,0.7142857142857143,0.8285714285714286,0.0,0.0,0.0,0.0,0.42857142857142855
HIGH_BREADTH_LOW_DISP,AGE_8_14,5,35,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.42857142857142855,1.0,1.0,0.8857142857142857,0.9142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857
HIGH_BREADTH_LOW_DISP,AGE_8_14,7,35,0.2,0.8,0.6285714285714286,0.42857142857142855,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2
HIGH_BREADTH_LOW_DISP,AGE_8_14,10,35,0.2,0.8,0.6285714285714286,0.42857142857142855,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2
HIGH_BREADTH_LOW_DISP,AGE_8_14,14,35,0.2,0.8,0.6571428571428571,0.42857142857142855,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2
HIGH_BREADTH_LOW_DISP,AGE_8_14,21,35,0.02857142857142857,0.9714285714285714,0.6571428571428571,0.42857142857142855,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02857142857142857
HIGH_BREADTH_LOW_DISP,AGE_8_14,30,35,0.0,1.0,0.6571428571428571,0.42857142857142855,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LOW_BREADTH_HIGH_DISP,AGE_1,1,66,0.5303030303030303,0.4696969696969697,0.24242424242424243,0.045454545454545456,0.0,0.0,0.4696969696969697,0.5,0.0,0.0,0.0,0.0,0.5303030303030303
LOW_BREADTH_HIGH_DISP,AGE_1,2,66,0.3181818181818182,0.6818181818181818,0.30303030303030304,0.10606060606060606,1.0,0.9545454545454546,0.6515151515151515,0.7121212121212122,0.0,0.0,0.0,0.0,0.3181818181818182
LOW_BREADTH_HIGH_DISP,AGE_1,3,66,0.24242424242424243,0.7575757575757576,0.36363636363636365,0.15151515151515152,1.0,1.0,0.7121212121212122,0.7878787878787878,0.0,0.0,0.0,0.0,0.24242424242424243
LOW_BREADTH_HIGH_DISP,AGE_1,5,66,0.21212121212121213,0.7878787878787878,0.4393939393939394,0.18181818181818182,1.0,1.0,0.7878787878787878,0.9242424242424242,0.0,0.0,0.0,0.0,0.21212121212121213
LOW_BREADTH_HIGH_DISP,AGE_1,7,66,0.18181818181818182,0.8181818181818182,0.5454545454545454,0.18181818181818182,1.0,1.0,0.8333333333333334,0.9545454545454546,0.0,0.0,0.0,0.0,0.18181818181818182
LOW_BREADTH_HIGH_DISP,AGE_1,10,66,0.12121212121212122,0.8484848484848485,0.5757575757575758,0.22727272727272727,0.9696969696969697,0.9696969696969697,0.8636363636363636,0.9393939393939394,0.0,0.0,0.0,0.0,0.12121212121212122
LOW_BREADTH_HIGH_DISP,AGE_1,14,66,0.07575757575757576,0.8939393939393939,0.5909090909090909,0.25757575757575757,0.9696969696969697,0.9696969696969697,0.9242424242424242,0.9696969696969697,0.0,0.0,0.0,0.0,0.07575757575757576
LOW_BREADTH_HIGH_DISP,AGE_1,21,66,0.030303030303030304,0.9393939393939394,0.6666666666666666,0.3181818181818182,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.0,0.0,0.0,0.0,0.030303030303030304
LOW_BREADTH_HIGH_DISP,AGE_1,30,66,0.0,0.9696969696969697,0.7727272727272727,0.4696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.0,0.0,0.0,0.0,0.0
LOW_BREADTH_HIGH_DISP,AGE_2_3,1,56,0.6607142857142857,0.3392857142857143,0.19642857142857142,0.10714285714285714,0.0,0.0,0.4107142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,0.6607142857142857
LOW_BREADTH_HIGH_DISP,AGE_2_3,2,56,0.5535714285714286,0.44642857142857145,0.26785714285714285,0.16071428571428573,1.0,0.9642857142857143,0.5535714285714286,0.6785714285714286,0.0,0.0,0.0,0.0,0.5535714285714286
LOW_BREADTH_HIGH_DISP,AGE_2_3,3,56,0.5178571428571429,0.48214285714285715,0.2857142857142857,0.16071428571428573,1.0,0.9821428571428571,0.625,0.7678571428571429,0.0,0.0,0.0,0.0,0.5178571428571429
LOW_BREADTH_HIGH_DISP,AGE_2_3,5,56,0.44642857142857145,0.5535714285714286,0.375,0.16071428571428573,1.0,1.0,0.7857142857142857,0.875,0.0,0.0,0.0,0.0,0.44642857142857145
LOW_BREADTH_HIGH_DISP,AGE_2_3,7,56,0.375,0.625,0.44642857142857145,0.21428571428571427,1.0,1.0,0.8214285714285714,0.9464285714285714,0.0,0.0,0.0,0.0,0.375
LOW_BREADTH_HIGH_DISP,AGE_2_3,10,56,0.26785714285714285,0.7321428571428571,0.48214285714285715,0.23214285714285715,1.0,1.0,0.9285714285714286,0.9642857142857143,0.0,0.0,0.0,0.0,0.26785714285714285
LOW_BREADTH_HIGH_DISP,AGE_2_3,14,56,0.16071428571428573,0.8392857142857143,0.5535714285714286,0.30357142857142855,1.0,1.0,0.9821428571428571,1.0,0.0,0.0,0.0,0.0,0.16071428571428573
LOW_BREADTH_HIGH_DISP,AGE_2_3,21,56,0.05357142857142857,0.9464285714285714,0.6607142857142857,0.35714285714285715,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05357142857142857
LOW_BREADTH_HIGH_DISP,AGE_2_3,30,56,0.0,1.0,0.7678571428571429,0.44642857142857145,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LOW_BREADTH_HIGH_DISP,AGE_4_7,1,58,0.9310344827586207,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.0,0.3793103448275862,0.6206896551724138,0.0,0.0,0.0,0.0,0.9310344827586207
LOW_BREADTH_HIGH_DISP,AGE_4_7,2,58,0.8620689655172413,0.13793103448275862,0.13793103448275862,0.08620689655172414,1.0,0.9655172413793104,0.4482758620689655,0.6896551724137931,0.0,0.0,0.0,0.0,0.8620689655172413
LOW_BREADTH_HIGH_DISP,AGE_4_7,3,58,0.7931034482758621,0.20689655172413793,0.1896551724137931,0.10344827586206896,1.0,0.9655172413793104,0.5,0.7586206896551724,0.0,0.0,0.0,0.0,0.7931034482758621
LOW_BREADTH_HIGH_DISP,AGE_4_7,5,58,0.6379310344827587,0.3620689655172414,0.27586206896551724,0.1724137931034483,1.0,0.9827586206896551,0.6551724137931034,0.8620689655172413,0.0,0.0,0.0,0.0,0.6379310344827587
LOW_BREADTH_HIGH_DISP,AGE_4_7,7,58,0.5,0.5,0.27586206896551724,0.1896551724137931,1.0,1.0,0.8793103448275862,0.896551724137931,0.0,0.0,0.0,0.0,0.5
LOW_BREADTH_HIGH_DISP,AGE_4_7,10,58,0.3448275862068966,0.6551724137931034,0.3275862068965517,0.2413793103448276,1.0,1.0,0.9482758620689655,0.9827586206896551,0.0,0.0,0.0,0.0,0.3448275862068966
LOW_BREADTH_HIGH_DISP,AGE_4_7,14,58,0.22413793103448276,0.7758620689655172,0.5172413793103449,0.27586206896551724,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22413793103448276
LOW_BREADTH_HIGH_DISP,AGE_4_7,21,58,0.0,1.0,0.6379310344827587,0.3448275862068966,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LOW_BREADTH_HIGH_DISP,AGE_4_7,30,58,0.0,1.0,0.7241379310344828,0.39655172413793105,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LOW_BREADTH_HIGH_DISP,AGE_8_14,1,62,0.8870967741935484,0.11290322580645161,0.0967741935483871,0.08064516129032258,0.0,0.0,0.5161290322580645,0.4838709677419355,0.0,0.0,0.0,0.0,0.8870967741935484
LOW_BREADTH_HIGH_DISP,AGE_8_14,2,62,0.7903225806451613,0.20967741935483872,0.14516129032258066,0.0967741935483871,1.0,0.9516129032258065,0.6290322580645161,0.532258064516129,0.0,0.0,0.0,0.0,0.7903225806451613
LOW_BREADTH_HIGH_DISP,AGE_8_14,3,62,0.6935483870967742,0.3064516129032258,0.1774193548387097,0.11290322580645161,1.0,0.9838709677419355,0.7096774193548387,0.6451612903225806,0.0,0.0,0.0,0.0,0.6935483870967742
LOW_BREADTH_HIGH_DISP,AGE_8_14,5,62,0.5483870967741935,0.45161290322580644,0.25806451612903225,0.14516129032258066,1.0,1.0,0.8548387096774194,0.8064516129032258,0.0,0.0,0.0,0.0,0.5483870967741935
LOW_BREADTH_HIGH_DISP,AGE_8_14,7,62,0.43548387096774194,0.5645161290322581,0.3548387096774194,0.1774193548387097,1.0,1.0,0.8870967741935484,0.9032258064516129,0.0,0.0,0.0,0.0,0.43548387096774194
LOW_BREADTH_HIGH_DISP,AGE_8_14,10,62,0.2903225806451613,0.7096774193548387,0.4838709677419355,0.1774193548387097,1.0,1.0,0.9193548387096774,0.9032258064516129,0.0,0.0,0.0,0.0,0.2903225806451613
LOW_BREADTH_HIGH_DISP,AGE_8_14,14,62,0.08064516129032258,0.9193548387096774,0.5806451612903226,0.1774193548387097,1.0,1.0,0.9354838709677419,0.9354838709677419,0.0,0.0,0.0,0.0,0.08064516129032258
LOW_BREADTH_HIGH_DISP,AGE_8_14,21,62,0.0,1.0,0.6612903225806451,0.22580645161290322,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LOW_BREADTH_HIGH_DISP,AGE_8_14,30,62,0.0,1.0,0.6612903225806451,0.3225806451612903,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,1,32,0.84375,0.15625,0.34375,0.125,0.0,0.0,0.4375,0.5625,0.0,0.0,0.0,0.0,0.84375
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,2,32,0.6875,0.3125,0.4375,0.15625,1.0,1.0,0.625,0.78125,0.0,0.0,0.0,0.0,0.6875
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,3,32,0.5625,0.4375,0.5,0.1875,1.0,1.0,0.78125,0.84375,0.0,0.0,0.0,0.0,0.5625
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,5,32,0.34375,0.65625,0.53125,0.21875,1.0,1.0,0.90625,0.90625,0.0,0.0,0.0,0.0,0.34375
