cell,age_band,horizon_d,n_days,stay,exit,reentry,propagate,tail_up,tail_down,rank_recruit,rank_decay,trans_to_hh,trans_to_hl,trans_to_lh,trans_to_ll,stay_mass
HIGH_BREADTH_HIGH_DISP,AGE_1,1,79,0.7341772151898734,0.26582278481012656,0.4936708860759494,0.26582278481012656,0.0,0.0,0.45569620253164556,0.4430379746835443,0.0,0.0,0.0,0.0,0.7341772151898734
HIGH_BREADTH_HIGH_DISP,AGE_1,2,79,0.5443037974683544,0.45569620253164556,0.569620253164557,0.31645569620253167,0.9873417721518988,0.9620253164556962,0.5949367088607594,0.5569620253164557,0.0,0.0,0.0,0.0,0.5443037974683544
HIGH_BREADTH_HIGH_DISP,AGE_1,3,79,0.46835443037974683,0.5189873417721519,0.5822784810126582,0.3291139240506329,0.9746835443037974,0.9746835443037974,0.6835443037974683,0.5822784810126582,0.0,0.0,0.0,0.0,0.46835443037974683
HIGH_BREADTH_HIGH_DISP,AGE_1,5,79,0.3670886075949367,0.620253164556962,0.6455696202531646,0.4050632911392405,0.9746835443037974,0.9746835443037974,0.7974683544303798,0.759493670886076,0.0,0.0,0.0,0.0,0.3670886075949367
HIGH_BREADTH_HIGH_DISP,AGE_1,7,79,0.3037974683544304,0.6708860759493671,0.6708860759493671,0.4430379746835443,0.9620253164556962,0.9620253164556962,0.8227848101265823,0.8860759493670886,0.0,0.0,0.0,0.0,0.3037974683544304
HIGH_BREADTH_HIGH_DISP,AGE_1,10,79,0.22784810126582278,0.7468354430379747,0.6962025316455697,0.4810126582278481,0.9620253164556962,0.9620253164556962,0.8734177215189873,0.9367088607594937,0.0,0.0,0.0,0.0,0.22784810126582278
HIGH_BREADTH_HIGH_DISP,AGE_1,14,79,0.17721518987341772,0.7848101265822784,0.6962025316455697,0.5316455696202531,0.9620253164556962,0.9620253164556962,0.9113924050632911,0.9493670886075949,0.0,0.0,0.0,0.0,0.17721518987341772
HIGH_BREADTH_HIGH_DISP,AGE_1,21,79,0.11392405063291139,0.8481012658227848,0.7088607594936709,0.5569620253164557,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.0,0.0,0.0,0.0,0.11392405063291139
HIGH_BREADTH_HIGH_DISP,AGE_1,30,79,0.11392405063291139,0.8481012658227848,0.7215189873417721,0.6708860759493671,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.0,0.0,0.0,0.0,0.11392405063291139
HIGH_BREADTH_HIGH_DISP,AGE_2_3,1,101,0.7920792079207921,0.19801980198019803,0.46534653465346537,0.297029702970297,0.0,0.0,0.4752475247524752,0.42574257425742573,0.0,0.0,0.0,0.0,0.7920792079207921
HIGH_BREADTH_HIGH_DISP,AGE_2_3,2,101,0.693069306930693,0.2871287128712871,0.5643564356435643,0.3465346534653465,0.9603960396039604,0.9405940594059405,0.6336633663366337,0.5544554455445545,0.0,0.0,0.0,0.0,0.693069306930693
HIGH_BREADTH_HIGH_DISP,AGE_2_3,3,101,0.6138613861386139,0.36633663366336633,0.6138613861386139,0.39603960396039606,0.9603960396039604,0.9603960396039604,0.7128712871287128,0.6831683168316832,0.0,0.0,0.0,0.0,0.6138613861386139
HIGH_BREADTH_HIGH_DISP,AGE_2_3,5,101,0.49504950495049505,0.48514851485148514,0.6336633663366337,0.42574257425742573,0.9603960396039604,0.9603960396039604,0.7623762376237624,0.8316831683168316,0.0,0.0,0.0,0.0,0.49504950495049505
HIGH_BREADTH_HIGH_DISP,AGE_2_3,7,101,0.39603960396039606,0.5742574257425742,0.6435643564356436,0.48514851485148514,0.9504950495049505,0.9504950495049505,0.8514851485148515,0.8811881188118812,0.0,0.0,0.0,0.0,0.39603960396039606
HIGH_BREADTH_HIGH_DISP,AGE_2_3,10,101,0.27722772277227725,0.693069306930693,0.6534653465346535,0.5346534653465347,0.9702970297029703,0.9702970297029703,0.8712871287128713,0.9405940594059405,0.0,0.0,0.0,0.0,0.27722772277227725
HIGH_BREADTH_HIGH_DISP,AGE_2_3,14,101,0.25742574257425743,0.7128712871287128,0.6633663366336634,0.5742574257425742,0.9702970297029703,0.9702970297029703,0.9405940594059405,0.9702970297029703,0.0,0.0,0.0,0.0,0.25742574257425743
HIGH_BREADTH_HIGH_DISP,AGE_2_3,21,101,0.1782178217821782,0.7920792079207921,0.693069306930693,0.6534653465346535,0.9702970297029703,0.9702970297029703,0.9702970297029703,0.9702970297029703,0.0,0.0,0.0,0.0,0.1782178217821782
HIGH_BREADTH_HIGH_DISP,AGE_2_3,30,101,0.15841584158415842,0.8118811881188119,0.693069306930693,0.7524752475247525,0.9702970297029703,0.9702970297029703,0.9702970297029703,0.9702970297029703,0.0,0.0,0.0,0.0,0.15841584158415842
HIGH_BREADTH_HIGH_DISP,AGE_4_7,1,125,0.896,0.104,0.456,0.36,0.0,0.0,0.32,0.536,0.0,0.0,0.0,0.0,0.896
HIGH_BREADTH_HIGH_DISP,AGE_4_7,2,125,0.8,0.2,0.496,0.4,0.968,0.968,0.488,0.752,0.0,0.0,0.0,0.0,0.8
HIGH_BREADTH_HIGH_DISP,AGE_4_7,3,125,0.72,0.28,0.504,0.432,0.968,0.968,0.584,0.832,0.0,0.0,0.0,0.0,0.72
HIGH_BREADTH_HIGH_DISP,AGE_4_7,5,125,0.576,0.424,0.52,0.488,0.976,0.976,0.728,0.912,0.0,0.0,0.0,0.0,0.576
HIGH_BREADTH_HIGH_DISP,AGE_4_7,7,125,0.48,0.52,0.536,0.544,0.992,0.992,0.808,0.976,0.0,0.0,0.0,0.0,0.48
HIGH_BREADTH_HIGH_DISP,AGE_4_7,10,125,0.432,0.568,0.552,0.624,1.0,1.0,0.904,1.0,0.0,0.0,0.0,0.0,0.432
HIGH_BREADTH_HIGH_DISP,AGE_4_7,14,125,0.352,0.648,0.608,0.64,1.0,1.0,0.952,1.0,0.0,0.0,0.0,0.0,0.352
HIGH_BREADTH_HIGH_DISP,AGE_4_7,21,125,0.288,0.712,0.672,0.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.288
HIGH_BREADTH_HIGH_DISP,AGE_4_7,30,125,0.24,0.76,0.672,0.856,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.24
HIGH_BREADTH_HIGH_DISP,AGE_8_14,1,124,0.9193548387096774,0.08064516129032258,0.43548387096774194,0.3790322580645161,0.0,0.0,0.46774193548387094,0.49193548387096775,0.0,0.0,0.0,0.0,0.9193548387096774
HIGH_BREADTH_HIGH_DISP,AGE_8_14,2,124,0.8548387096774194,0.14516129032258066,0.47580645161290325,0.45161290322580644,0.9838709677419355,0.967741935483871,0.5967741935483871,0.5806451612903226,0.0,0.0,0.0,0.0,0.8548387096774194
HIGH_BREADTH_HIGH_DISP,AGE_8_14,3,124,0.8064516129032258,0.1935483870967742,0.47580645161290325,0.5080645161290323,0.9919354838709677,0.9919354838709677,0.6774193548387096,0.6532258064516129,0.0,0.0,0.0,0.0,0.8064516129032258
HIGH_BREADTH_HIGH_DISP,AGE_8_14,5,124,0.7419354838709677,0.25806451612903225,0.5080645161290323,0.5967741935483871,1.0,1.0,0.7983870967741935,0.7580645161290323,0.0,0.0,0.0,0.0,0.7419354838709677
HIGH_BREADTH_HIGH_DISP,AGE_8_14,7,124,0.6774193548387096,0.3225806451612903,0.5241935483870968,0.6532258064516129,1.0,1.0,0.8790322580645161,0.8467741935483871,0.0,0.0,0.0,0.0,0.6774193548387096
HIGH_BREADTH_HIGH_DISP,AGE_8_14,10,124,0.5725806451612904,0.4274193548387097,0.5806451612903226,0.717741935483871,1.0,1.0,0.9193548387096774,0.8951612903225806,0.0,0.0,0.0,0.0,0.5725806451612904
HIGH_BREADTH_HIGH_DISP,AGE_8_14,14,124,0.5080645161290323,0.49193548387096775,0.6209677419354839,0.8387096774193549,1.0,1.0,0.9758064516129032,0.9112903225806451,0.0,0.0,0.0,0.0,0.5080645161290323
HIGH_BREADTH_HIGH_DISP,AGE_8_14,21,124,0.47580645161290325,0.5241935483870968,0.6290322580645161,0.8870967741935484,1.0,1.0,0.9919354838709677,0.9838709677419355,0.0,0.0,0.0,0.0,0.47580645161290325
