coord,spearman_rho,p,median_low_entropy,median_high_entropy,direction,q,verdict
top500_breadth_30d,-0.10499415210359557,8.180305758899308e-07,0.234,0.35,LOW_assoc_low_entropy,2.863107015614758e-06,GLOBAL_ENTROPY_COORDINATE
top500_dispersion_30d,-0.07218432799730294,0.0009614900196570058,0.2809216503458731,0.32863647447689465,LOW_assoc_low_entropy,0.002243476712533014,GLOBAL_ENTROPY_COORDINATE
vol_med,0.22374297973195983,1.5763759333189142e-25,0.05044708851114356,0.043845468379316785,HIGH_assoc_low_entropy,1.1034631533232401e-24,GLOBAL_ENTROPY_COORDINATE
top3_share_chg7,-0.05939485069603149,0.005439925849961806,-0.0002893147034399579,0.0009419657843366958,LOW_assoc_low_entropy,0.007615896189946528,GLOBAL_ENTROPY_COORDINATE
rank_depth_rel_chg,0.0062153190190345105,0.7786831712966057,-0.00045908119012799675,-0.00045634059651597503,HIGH_assoc_low_entropy,0.7786831712966057,GLOBAL_ENTROPY_COORDINATE
btc_return_7d,-0.06551168368183959,0.0024061406644894463,0.000462211930392864,0.0068724343400102805,LOW_assoc_low_entropy,0.004210746162856532,GLOBAL_ENTROPY_COORDINATE
rank_depth_rel,-0.03423803216112745,0.11772574807778922,-0.03259343879536358,-0.024563842660307922,LOW_assoc_low_entropy,0.1373467060907541,GLOBAL_ENTROPY_COORDINATE
