cell,coord,n_success,n_fail,mean_success,mean_fail,effect_success_fail,cohens_d,p,q,verdict,cell_verdict
HIGH_BREADTH_HIGH_DISP,top500_breadth_30d,373,191,0.7141179624664878,0.5854764397905758,0.128641522675912,0.8465520689393788,1.7987728842843824e-19,5.036564075996271e-18,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_HIGH_DISP,top500_dispersion_30d,373,191,1.6801953110263113,0.736132542964008,0.9440627680623033,0.14114501762469117,8.755227089841277e-06,2.7238484279506195e-05,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_HIGH_DISP,top3_share,373,191,0.6993067179673756,0.7234181543719845,-0.024111436404608888,-0.45718591087844523,3.606636652067446e-05,0.00010098582625788848,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_HIGH_DISP,rank_depth_rel,373,191,-0.05922606923057082,-0.021594707277475898,-0.037631361953094924,-0.30899110660443596,4.621170234142686e-05,0.00011762978777817747,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_HIGH_DISP,vol_med,373,191,0.058751269080498034,0.04644866420863824,0.012302604871859794,0.6780814084823387,4.729100708579344e-11,4.413827328007388e-10,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_HIGH_DISP,btc_return_7d,373,191,0.02413240788639295,0.07420371608585055,-0.0500713081994576,-0.5710128333266514,5.97643884265094e-09,4.183507189855658e-08,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_HIGH_DISP,eth_btc_relative_return_7d,373,191,0.02239827372668979,-0.008011827950062196,0.03041010167675199,0.37816800507384896,3.026334049160964e-07,1.4122892229417832e-06,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_LOW_DISP,top500_breadth_30d,70,131,0.6068571428571428,0.469175572519084,0.13768157033805878,0.885106165345358,1.9663711203885433e-07,1.1011678274175843e-06,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_LOW_DISP,top500_dispersion_30d,70,131,0.2603491569637895,0.22979377171294005,0.03055538525084947,0.6863583835741309,4.137453997643002e-06,1.4481088991750506e-05,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_LOW_DISP,top3_share,70,131,0.7018479403437405,0.716711663664874,-0.014863723321133504,-0.3206006247456438,0.967515941361622,0.967515941361622,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_LOW_DISP,rank_depth_rel,70,131,-0.05272977014288482,-0.014586544499686665,-0.03814322564319815,-1.0073441631265472,1.2621964888524498e-11,1.7670750843934298e-10,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_LOW_DISP,vol_med,70,131,0.042677216298002696,0.03847745001749496,0.004199766280507736,0.5282120720690663,0.0008244376498919816,0.0016488752997839632,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_LOW_DISP,btc_return_7d,70,131,0.026567211184330912,0.032411197882373635,-0.005843986698042723,-0.08392866268884101,0.5153128982674987,0.6913618135108969,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
HIGH_BREADTH_LOW_DISP,eth_btc_relative_return_7d,70,131,0.0338935331148838,0.005271841079341332,0.02862169203554247,0.5711396921082507,0.002343065897330789,0.0043737230083508065,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_HIGH_DISP,top500_breadth_30d,21,63,0.19457142857142853,0.21234920634920632,-0.01777777777777778,-0.2927592263204072,0.217039883447406,0.3376175964737426,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_HIGH_DISP,top500_dispersion_30d,21,63,0.4861854379281252,0.555589349600248,-0.06940391167212279,-0.15193230668695099,0.8242395652191004,0.8547669565235114,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_HIGH_DISP,top3_share,21,63,0.7128998657667927,0.7127048891628536,0.00019497660393907879,0.004752881158373098,0.5185213601331726,0.6913618135108969,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_HIGH_DISP,rank_depth_rel,21,63,-0.0613156550339001,-0.04090544639115961,-0.020410208642740492,-0.41697858718602737,0.26679338583037027,0.39316920017107193,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_HIGH_DISP,vol_med,21,63,0.040377302572295534,0.05363750173235593,-0.013260199160060396,-0.8134128432958857,8.845962648987631e-05,0.00019052842628588742,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_HIGH_DISP,btc_return_7d,21,63,-0.02782418188157473,0.02842023240487839,-0.05624441428645312,-0.6323217044211493,0.016452139105292307,0.02709764087930498,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_HIGH_DISP,eth_btc_relative_return_7d,21,63,-0.0039663263154005885,-0.013310647292446168,0.00934432097704558,0.1988819960344603,0.7533358651205383,0.8547669565235114,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_LOW_DISP,top500_breadth_30d,51,187,0.15756862745098038,0.1625668449197861,-0.004998217468805716,-0.058862742565407696,0.8113950232430329,0.8547669565235114,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_LOW_DISP,top500_dispersion_30d,51,187,0.23579705283819932,0.210414818769677,0.02538223406852233,0.6531603725078466,8.38183867573153e-05,0.00019052842628588742,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_LOW_DISP,top3_share,51,187,0.7104221027119033,0.7064815300985526,0.003940572613350679,0.08135503577337333,0.8158464146370522,0.8547669565235114,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_LOW_DISP,rank_depth_rel,51,187,-0.03900890797346851,-0.027433786017609277,-0.011575121955859233,-0.3412896092313143,0.00412343100474891,0.007216004258310592,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_LOW_DISP,vol_med,51,187,0.04691508647555807,0.046813721704420046,0.00010136477113802111,0.00747554507877176,0.7891340981392935,0.8547669565235114,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_LOW_DISP,btc_return_7d,51,187,0.011809738069136376,0.010056105467572555,0.001753632601563821,0.02515767643935219,0.7006005090929351,0.8547669565235114,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
LOW_BREADTH_LOW_DISP,eth_btc_relative_return_7d,51,187,0.016784599562526484,-0.017777949268643373,0.034562548831169854,0.8356210308255965,3.859493471142145e-06,1.4481088991750506e-05,MULTI_COORDINATE_INITIATION,INITIATION_PRIMITIVE
