feature,spearman_rho,p,auc_vs_median,q,full_model_auc,verdict
abs_ret,-0.17238593112552264,0.0,0.4321437939464893,0.0,0.5608698607874664,MATERIALITY_PRIMITIVE
z1,-0.14832237413271188,0.0,0.4401425836763214,0.0,0.5608698607874664,MATERIALITY_PRIMITIVE
log10_mcap,0.012917062685360256,5.1087183108998914e-08,0.5072325776512125,6.811624414533189e-08,0.5608698607874664,MATERIALITY_PRIMITIVE
rank_depth,0.009633111760521876,4.855497887938519e-05,0.5001064072251339,4.855497887938519e-05,0.5608698607874664,MATERIALITY_PRIMITIVE
