constraint_cell,spatial_ax,temporal_ax,n_days,p_HH,p_LL,p_prop_7d,p_reentry_7d,tail_share,rank_recruit,med_age,n_subperiods,axis_spearman,axis_p,verdict
HIGH_ACTIVATION_HIGH_ENTROPY,HIGH_ACTIVATION,HIGH_ENTROPY,411,0.32116788321167883,0.24817518248175183,0.1873479318734793,0.34793187347931875,83.00973236009732,0.4306569343065693,2.8369829683698295,5,-0.01892457721007423,0.37539745078936915,INDEPENDENT_CONSTRAINT_DIMENSIONS
HIGH_ACTIVATION_LOW_ENTROPY,HIGH_ACTIVATION,LOW_ENTROPY,485,0.44948453608247424,0.4247422680412371,0.31958762886597936,0.21855670103092784,83.40618556701031,0.44742268041237115,22.055670103092783,5,-0.01892457721007423,0.37539745078936915,INDEPENDENT_CONSTRAINT_DIMENSIONS
LOW_ACTIVATION_HIGH_ENTROPY,LOW_ACTIVATION,HIGH_ENTROPY,613,0.2398042414355628,0.3523654159869494,0.16476345840130505,0.2903752039151713,72.87928221859707,0.5024469820554649,2.732463295269168,6,-0.01892457721007423,0.37539745078936915,INDEPENDENT_CONSTRAINT_DIMENSIONS
LOW_ACTIVATION_LOW_ENTROPY,LOW_ACTIVATION,LOW_ENTROPY,687,0.39737991266375544,0.438136826783115,0.264919941775837,0.21106259097525473,75.45414847161572,0.4468704512372635,21.045123726346432,6,-0.01892457721007423,0.37539745078936915,INDEPENDENT_CONSTRAINT_DIMENSIONS
