event_id,family,direction,decision,split,pos,admitted_f_pct,one_R_budget_account_ccy,target_notional_account_ccy,one_R_price_move_bps,translation_status,translation_id
EUR_ORIGIN_202312071200,B,SHORT,ACCEPT_FULL,inner_sel,0.45526,0.3,0.003,0.557577610102,53.804169063584,ECONOMIC_TARGET,TR-eb5b27766b9847f3874366ab475cc798
EUR_ORIGIN_202312072100,B,SHORT,ACCEPT_FULL,inner_sel,0.320723,0.3,0.003,0.392804101264,76.373947989538,ECONOMIC_TARGET,TR-66fc4109c5e012af16fbc4e7a29f44e1
EUR_ORIGIN_202312081200,A,LONG,ACCEPT_FULL,inner_sel,1.151145,0.7,0.007,3.289671403574,21.278721006587,ECONOMIC_TARGET,TR-f9c28eba17391fdcf6024d15a58bea74
EUR_ORIGIN_202312110000,A,LONG,ACCEPT_FULL,inner_sel,1.467245,0.7,0.007,4.193001074119,16.694486541412,ECONOMIC_TARGET,TR-f48d629ae679be8fa0e45b56d48125fe
EUR_ORIGIN_202312120500,A,LONG,ACCEPT_FULL,inner_sel,1.331839,0.7,0.007,3.806046341986,18.39178867262,ECONOMIC_TARGET,TR-3e0fb8928134b633669cc134da67eb6f
EUR_ORIGIN_202312132100,A,LONG,ACCEPT_FULL,inner_sel,0.420602,0.7,0.007,1.201969397316,58.237755600335,ECONOMIC_TARGET,TR-6f50412ceb1f32f970b48aa5313c2c11
EUR_ORIGIN_202312140900,B,SHORT,ACCEPT_FULL,inner_sel,0.784797,0.3,0.003,0.961175914225,31.211768372498,ECONOMIC_TARGET,TR-20f9774f6f40e1e40cb5b533ce31d4ac
EUR_ORIGIN_202312141100,A,LONG,ACCEPT_FULL,inner_sel,0.936014,0.7,0.007,2.674882420679,26.16937457095,ECONOMIC_TARGET,TR-dfd5a8e49247110b13d0b6ee836e5236
EUR_ORIGIN_202312141600,A,LONG,REJECT_HEAT_CAP,inner_sel,1.196234,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-1be3496b1492ef3e8481bee9866df047
EUR_ORIGIN_202312150500,B,SHORT,ACCEPT_FULL,inner_sel,1.14512,0.3,0.003,1.402480184268,21.390676557509,ECONOMIC_TARGET,TR-dd94fb3be2385eb15322b895eca61e5b
EUR_ORIGIN_202312182300,A,LONG,ACCEPT_FULL,inner_sel,0.305962,0.7,0.007,0.874359745723,80.058580398273,ECONOMIC_TARGET,TR-909c8607a96ee44c2ca02950263f5c6d
EUR_ORIGIN_202312190500,A,LONG,ACCEPT_FULL,inner_sel,0.566746,0.7,0.007,1.619610196312,43.220276187081,ECONOMIC_TARGET,TR-22cd6f85910c8eb4af1503cd5265397e
EUR_ORIGIN_202312252300,A,LONG,ACCEPT_FULL,inner_sel,3.967707,0.7,0.007,11.338667210797,6.173565084734,ECONOMIC_TARGET,TR-9b8ef88aec935045ee597812e8d7aec9
EUR_ORIGIN_202312271100,A,LONG,ACCEPT_FULL,inner_sel,0.861739,0.7,0.007,2.46262402216,28.424964334832,ECONOMIC_TARGET,TR-6a08329e2b3bad7c7f9906e0dc9c76b8
EUR_ORIGIN_202312271300,B,SHORT,ACCEPT_FULL,inner_sel,0.879502,0.3,0.003,1.077165460314,27.850874452701,ECONOMIC_TARGET,TR-d478e3b75cc068f836cdb38fb4c705fc
EUR_ORIGIN_202312290900,B,SHORT,ACCEPT_FULL,inner_sel,0.600399,0.3,0.003,0.735335418544,40.797708424571,ECONOMIC_TARGET,TR-9010a70e7b9db1c395b77d8676476077
EUR_ORIGIN_202312291200,B,SHORT,ACCEPT_FULL,inner_sel,0.429431,0.3,0.003,0.525943566841,57.040340240663,ECONOMIC_TARGET,TR-87e95e7a1520b252a11023d0ca5dc8f0
EUR_ORIGIN_202312291400,B,SHORT,ACCEPT_FULL,inner_sel,0.630718,0.3,0.003,0.772469247108,38.83649752053,ECONOMIC_TARGET,TR-8ec59e25635bb824e005d93a82468fc1
EUR_ORIGIN_202401021100,B,SHORT,ACCEPT_FULL,inner_sel,0.418445,0.3,0.003,0.512488468462,58.537902501566,ECONOMIC_TARGET,TR-0f8e7af3503e7f69787202f43caab4ce
EUR_ORIGIN_202401040500,A,LONG,ACCEPT_FULL,inner_sel,0.74229,0.7,0.007,2.12126926356,32.999111052277,ECONOMIC_TARGET,TR-dac156878c58d411f3a72d06b946dea7
EUR_ORIGIN_202401041000,A,LONG,REJECT_HEAT_CAP,inner_sel,0.807005,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-0993cb79df07230e3c8c550b683ad026
EUR_ORIGIN_202401051200,B,SHORT,ACCEPT_FULL,inner_sel,0.255748,0.3,0.003,0.313226321474,95.777391436427,ECONOMIC_TARGET,TR-1c12ba413b5a268538e474f33bd80bc2
EUR_ORIGIN_202401082200,B,SHORT,ACCEPT_FULL,inner_sel,0.631746,0.3,0.003,0.773727797673,38.773325826253,ECONOMIC_TARGET,TR-e5feaa6f35f0a837a211d78ca8bae4d2
EUR_ORIGIN_202401090300,A,LONG,ACCEPT_FULL,inner_sel,1.009476,0.7,0.007,2.884818129132,24.264961209553,ECONOMIC_TARGET,TR-799789192d53c3dff195f8d34f5c7c36
EUR_ORIGIN_202401100500,A,LONG,ACCEPT_FULL,inner_sel,2.038223,0.7,0.007,5.82470736893,12.017771119867,ECONOMIC_TARGET,TR-e0a5bea4306fd7424086a5403b162710
EUR_ORIGIN_202401101200,A,LONG,ACCEPT_FULL,inner_sel,1.637207,0.7,0.007,4.678708472855,14.961393813299,ECONOMIC_TARGET,TR-1e150e8a0c0e619b8267a41f35ab88e2
EUR_ORIGIN_202401111500,B,SHORT,ACCEPT_FULL,inner_sel,1.159341,0.3,0.003,1.419896983453,21.12829335481,ECONOMIC_TARGET,TR-d6c36e014b121127b5741636f72743b4
EUR_ORIGIN_202401111700,B,SHORT,ACCEPT_FULL,inner_sel,1.253713,0.3,0.003,1.535478095855,19.537888610065,ECONOMIC_TARGET,TR-1a4a13fd7cbce7b7908d13b0f43f6e51
EUR_ORIGIN_202401150000,A,LONG,ACCEPT_FULL,inner_sel,1.566,0.7,0.007,4.475217432051,15.641698099107,ECONOMIC_TARGET,TR-97fa44d324acb1caf6008e31d761f4b2
EUR_ORIGIN_202401161000,B,SHORT,ACCEPT_FULL,inner_sel,1.845288,0.3,0.003,2.260007151996,13.274294275353,ECONOMIC_TARGET,TR-2376a1d0d1e9f7c4dfe0ed5e62af1655
EUR_ORIGIN_202401161300,A,LONG,ACCEPT_FULL,inner_sel,1.014486,0.7,0.007,2.899134412535,24.145137837464,ECONOMIC_TARGET,TR-d39dc21eda5ce950de8c7a9f96d60966
EUR_ORIGIN_202401180400,B,SHORT,ACCEPT_FULL,inner_sel,1.798322,0.3,0.003,2.202486149948,13.620971010738,ECONOMIC_TARGET,TR-cd4805e3e2182e6c625d2a08fd35418b
EUR_ORIGIN_202401182200,A,LONG,ACCEPT_FULL,inner_sel,0.905631,0.7,0.007,2.588055553949,27.047332849246,ECONOMIC_TARGET,TR-d0410eb6c624eae37bbe0914a03968bb
EUR_ORIGIN_202401191300,A,LONG,ACCEPT_FULL,inner_sel,0.962248,0.7,0.007,2.749851958028,25.45591583417,ECONOMIC_TARGET,TR-3ac2ef9f99743967ddc16159822498b1
EUR_ORIGIN_202401230300,B,SHORT,ACCEPT_FULL,inner_sel,0.354509,0.3,0.003,0.434182856279,69.095312185013,ECONOMIC_TARGET,TR-c6ae3bc0ae13116b1b8d0dd55c47e9e4
EUR_ORIGIN_202401231200,B,SHORT,ACCEPT_FULL,inner_sel,1.714482,0.3,0.003,2.09980316349,14.287053435113,ECONOMIC_TARGET,TR-538050fe277b166686e2c3207b0b9203
EUR_ORIGIN_202401240500,B,SHORT,ACCEPT_FULL,inner_sel,1.854003,0.3,0.003,2.270680573382,13.211897944465,ECONOMIC_TARGET,TR-fa3bede94c898a15731328c6fa4bd446
EUR_ORIGIN_202401241100,A,LONG,ACCEPT_FULL,inner_sel,0.447069,0.7,0.007,1.277605120167,54.790012105505,ECONOMIC_TARGET,TR-1b13c50a05ed4a60e4dc1543ab178969
EUR_ORIGIN_202401241500,A,LONG,REJECT_HEAT_CAP,inner_sel,0.982156,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-d66a934022087b58c98592e6cc230a83
EUR_ORIGIN_202401251000,B,SHORT,ACCEPT_FULL,inner_sel,0.629314,0.3,0.003,0.770749033655,38.923175625342,ECONOMIC_TARGET,TR-ff35cc486fa7bbc4786f0d3b8c838ecb
EUR_ORIGIN_202401290000,B,SHORT,ACCEPT_FULL,inner_sel,4.221479,0.3,0.003,5.170234642896,5.802444583675,ECONOMIC_TARGET,TR-77f5dba32b1168968a27ec1e6a753479
EUR_ORIGIN_202401290400,B,SHORT,ACCEPT_FULL,inner_sel,1.836549,0.3,0.003,2.24930358174,13.337461534112,ECONOMIC_TARGET,TR-088ef1b9f319b113b0ed4fdb732f5169
EUR_ORIGIN_202401291200,B,SHORT,ACCEPT_FULL,inner_sel,1.428221,0.3,0.003,1.749206837987,17.150630416313,ECONOMIC_TARGET,TR-0c44003bbd4a1f295888b463a1991180
EUR_ORIGIN_202401301200,A,LONG,ACCEPT_FULL,inner_sel,0.445301,0.7,0.007,1.272552931745,55.007535053186,ECONOMIC_TARGET,TR-650a4a49f953216d502e7f32ca54aa7e
EUR_ORIGIN_202401310600,A,LONG,ACCEPT_FULL,inner_sel,0.881753,0.7,0.007,2.519817902702,27.77978516818,ECONOMIC_TARGET,TR-2470a633c57f4f9658511c3276f48212
EUR_ORIGIN_202401311100,B,SHORT,ACCEPT_FULL,inner_sel,0.439478,0.3,0.003,0.538248175643,55.736370985643,ECONOMIC_TARGET,TR-7997f02282c6db610f1c15b5bf8cf0cf
EUR_ORIGIN_202402011800,A,LONG,ACCEPT_FULL,inner_sel,2.538425,0.7,0.007,7.254152728727,9.64964519189,ECONOMIC_TARGET,TR-bccafdad9988bd3bb05e6c2d12325408
EUR_ORIGIN_202402021500,B,SHORT,ACCEPT_FULL,inner_sel,1.0,0.3,0.003,1.224744871392,24.494897427832,ECONOMIC_TARGET,TR-e1e00a179341198291a6eca1d00699d8
EUR_ORIGIN_202402071300,A,LONG,ACCEPT_FULL,inner_sel,2.315145,0.7,0.007,6.616078449264,10.580285668738,ECONOMIC_TARGET,TR-2ba727c5ef18ed8cdb00a749256eb930
EUR_ORIGIN_202402120500,B,SHORT,ACCEPT_FULL,inner_sel,2.623346,0.3,0.003,3.212929156177,9.337274039275,ECONOMIC_TARGET,TR-fa4fe38079bc8ad4fecf1b80e1f9196e
EUR_ORIGIN_202402130400,A,LONG,ACCEPT_FULL,inner_sel,2.119257,0.7,0.007,6.056280929576,11.558248504978,ECONOMIC_TARGET,TR-f710c8e9fc84b8131e93cfd1025a8f85
EUR_ORIGIN_202402130600,B,SHORT,ACCEPT_FULL,inner_sel,1.710371,0.3,0.003,2.094767729647,14.321396866781,ECONOMIC_TARGET,TR-ad70d71221ed83fc3b70471c7e245f07
EUR_ORIGIN_202402131100,A,LONG,ACCEPT_FULL,inner_sel,0.376494,0.7,0.007,1.075922539724,65.060445724991,ECONOMIC_TARGET,TR-ff167cec05a23db9bfaa6b97f36653ed
EUR_ORIGIN_202402131500,B,SHORT,ACCEPT_FULL,inner_sel,1.980228,0.3,0.003,2.425274540431,12.36973361155,ECONOMIC_TARGET,TR-4f40207ba7baf23910c543bdcc7a6199
EUR_ORIGIN_202402141100,A,LONG,ACCEPT_FULL,inner_sel,1.960597,0.7,0.007,5.602872212253,12.493592098516,ECONOMIC_TARGET,TR-385d1da0ed1e89b3f9e790140aca4537
EUR_ORIGIN_202402150500,B,SHORT,ACCEPT_FULL,inner_sel,1.531935,0.3,0.003,1.876230056163,15.989510402236,ECONOMIC_TARGET,TR-757af02d385ad11acbe41d49b29b1dcd
EUR_ORIGIN_202402160500,A,LONG,ACCEPT_FULL,inner_sel,3.266092,0.7,0.007,9.333636113762,7.499756702191,ECONOMIC_TARGET,TR-35c35d8256184fc98f90a06e4f822fad
EUR_ORIGIN_202402200600,A,LONG,ACCEPT_FULL,inner_sel,2.016857,0.7,0.007,5.763648818323,12.145084165687,ECONOMIC_TARGET,TR-1be1dad005a7e84359151c3e0c676458
EUR_ORIGIN_202402201500,A,LONG,ACCEPT_FULL,inner_sel,3.455763,0.7,0.007,9.875665315929,7.08813004093,ECONOMIC_TARGET,TR-a283b4459a9edd79710a9d83ebe3c41f
EUR_ORIGIN_202402221100,B,SHORT,ACCEPT_FULL,inner_sel,1.296415,0.3,0.003,1.587777580051,18.894334053408,ECONOMIC_TARGET,TR-ccd82b00c8373bb61c1f7685f245d15f
EUR_ORIGIN_202402221700,B,SHORT,ACCEPT_FULL,inner_sel,4.299964,0.3,0.003,5.26635910226,5.696535199646,ECONOMIC_TARGET,TR-1d2c23cb3fdb6d6b6e399e9de7421f86
EUR_ORIGIN_202402231100,B,SHORT,ACCEPT_FULL,inner_sel,0.987784,0.3,0.003,1.209783251732,24.797830484955,ECONOMIC_TARGET,TR-e4715801f4e0dfdb12e75770b1a16e55
EUR_ORIGIN_202402271300,A,LONG,ACCEPT_FULL,inner_sel,3.759195,0.7,0.007,10.742795736349,6.515994692438,ECONOMIC_TARGET,TR-0c7dc809c5d13a62b9b03345be04be92
EUR_ORIGIN_202402281200,A,LONG,ACCEPT_FULL,inner_sel,2.11883,0.7,0.007,6.055060233697,11.560578639737,ECONOMIC_TARGET,TR-4a0b7b5e58c5f3c425af0f6a06b2b106
EUR_ORIGIN_202402282200,B,SHORT,ACCEPT_FULL,inner_sel,0.791507,0.3,0.003,0.96939471239,30.947146313636,ECONOMIC_TARGET,TR-b107c52127c84d9cceacd97088284438
EUR_ORIGIN_202402290600,A,LONG,ACCEPT_FULL,inner_sel,1.079885,0.7,0.007,3.08602707555,22.682885887357,ECONOMIC_TARGET,TR-0b7dab1ee6e2b3cadb4d08f8d1a68a1e
EUR_ORIGIN_202402291200,B,SHORT,ACCEPT_FULL,inner_sel,0.673569,0.3,0.003,0.824949614495,36.365857348004,ECONOMIC_TARGET,TR-2309dca9e64ce10e758701f3e6270f2f
EUR_ORIGIN_202402292200,A,LONG,ACCEPT_FULL,inner_sel,2.117693,0.7,0.007,6.051812507527,11.566782664357,ECONOMIC_TARGET,TR-19c57ab4952070378452abd75568f04b
EUR_ORIGIN_202403010700,B,SHORT,ACCEPT_FULL,inner_sel,0.947708,0.3,0.003,1.160700060649,25.846470606056,ECONOMIC_TARGET,TR-985da5b1e3418f9b7027ad2876f0908a
EUR_ORIGIN_202403011000,A,LONG,ACCEPT_FULL,inner_sel,0.577716,0.7,0.007,1.650961784919,42.399527741612,ECONOMIC_TARGET,TR-37bcfd82e4719b8f7cc341a499428401
EUR_ORIGIN_202403011200,B,SHORT,REJECT_HEAT_CAP,inner_sel,0.564975,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-e212264982b40907c6f925773ca1badc
EUR_ORIGIN_202403040700,A,LONG,ACCEPT_FULL,inner_sel,1.586969,0.7,0.007,4.535142162421,15.435017799448,ECONOMIC_TARGET,TR-a68f5c75f2750e89fc874f9921c71cfe
EUR_ORIGIN_202403051000,B,SHORT,ACCEPT_FULL,inner_sel,1.202444,0.3,0.003,1.472686655142,20.370932197454,ECONOMIC_TARGET,TR-aa7a738c3e0eb4e5f13534991f27d55d
EUR_ORIGIN_202403060500,A,LONG,ACCEPT_FULL,inner_sel,0.833864,0.7,0.007,2.382963682074,29.375185415787,ECONOMIC_TARGET,TR-a74e8363679eeefb302c6dc84c9931aa
EUR_ORIGIN_202403070300,B,SHORT,ACCEPT_FULL,inner_sel,0.800311,0.3,0.003,0.980176472692,30.606733415684,ECONOMIC_TARGET,TR-4d5ac518c10a757bb55ed9a69d5eef2c
EUR_ORIGIN_202403070700,B,SHORT,ACCEPT_FULL,inner_sel,2.619171,0.3,0.003,3.207816137215,9.352156955618,ECONOMIC_TARGET,TR-3a934d0fe18531fe3b6308686f210e36
EUR_ORIGIN_202403071000,B,SHORT,ACCEPT_FULL,inner_sel,0.97024,0.3,0.003,1.188296696555,25.246220146009,ECONOMIC_TARGET,TR-9c5a718f115446d8b1f06d1bca43746b
EUR_ORIGIN_202403080400,B,SHORT,ACCEPT_FULL,inner_sel,0.541915,0.3,0.003,0.663707654334,45.20062380492,ECONOMIC_TARGET,TR-0eda287bc1df0a2c337ae4ac945ec785
EUR_ORIGIN_202403120100,A,LONG,ACCEPT_FULL,inner_sel,0.697701,0.7,0.007,1.993845650183,35.108033559956,ECONOMIC_TARGET,TR-b68657ae74c5008b1210fe8fde94965e
EUR_ORIGIN_202403141900,B,SHORT,ACCEPT_FULL,inner_sel,2.718646,0.3,0.003,3.329647464423,9.0099628626,ECONOMIC_TARGET,TR-c842c86b1379ba3f0164d599122d7c1b
EUR_ORIGIN_202403150600,A,LONG,ACCEPT_FULL,inner_sel,0.93631,0.7,0.007,2.675729319801,26.161091662744,ECONOMIC_TARGET,TR-322fa2ad9578ff7ce08aa556db766029
EUR_ORIGIN_202403180800,A,LONG,ACCEPT_FULL,inner_sel,1.554045,0.7,0.007,4.441052215641,15.762030393038,ECONOMIC_TARGET,TR-7ad2e573503f1952896efedf7fbfbb61
EUR_ORIGIN_202403181500,B,SHORT,ACCEPT_FULL,inner_sel,1.998311,0.3,0.003,2.447420864944,12.257801847533,ECONOMIC_TARGET,TR-b70e23bccfe3c1c48342d24e8212444b
EUR_ORIGIN_202403190500,A,LONG,ACCEPT_FULL,inner_sel,0.866313,0.7,0.007,2.475695247932,28.274885634038,ECONOMIC_TARGET,TR-cacb94062be082670b2044c0420186b9
EUR_ORIGIN_202403190700,B,SHORT,ACCEPT_FULL,inner_sel,0.797058,0.3,0.003,0.976193152404,30.731623066737,ECONOMIC_TARGET,TR-9f51f5fca09142e50e84685ea770af50
EUR_ORIGIN_202403191000,B,SHORT,REJECT_HEAT_CAP,inner_sel,1.1441,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-1b462a3ef516b74bf3ec6e1522e76bec
EUR_ORIGIN_202403201800,A,LONG,ACCEPT_FULL,inner_sel,0.597635,0.7,0.007,1.707883837762,40.986394069828,ECONOMIC_TARGET,TR-3b4d7e102d9e4f3b56bc198cc32953cc
EUR_ORIGIN_202403202100,A,LONG,REJECT_HEAT_CAP,inner_sel,1.373618,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-e3c47922c3f36142cfbd97984d171c19
EUR_ORIGIN_202403210800,A,LONG,ACCEPT_FULL,inner_sel,1.432514,0.7,0.007,4.093749465982,17.099238871769,ECONOMIC_TARGET,TR-5167ffd2f7fd447a30c5c1f1ac4e2eb8
EUR_ORIGIN_202403220500,B,SHORT,ACCEPT_FULL,inner_sel,1.225989,0.3,0.003,1.501523784833,19.979703487236,ECONOMIC_TARGET,TR-87879cdff57358a900f2abb19539a860
EUR_ORIGIN_202403221100,B,SHORT,ACCEPT_FULL,inner_sel,1.072495,0.3,0.003,1.313532167151,22.839181826099,ECONOMIC_TARGET,TR-a1c02bd69b6feb769af1102eb423a54d
EUR_ORIGIN_202403270800,B,SHORT,ACCEPT_FULL,inner_sel,0.835098,0.3,0.003,1.022782488497,29.331749748742,ECONOMIC_TARGET,TR-26da19ab7dfdf01b5e54730a3835496f
EUR_ORIGIN_202403280600,B,SHORT,ACCEPT_FULL,inner_sel,2.909755,0.3,0.003,3.563706922382,8.418200669528,ECONOMIC_TARGET,TR-d3084233d4646f66ff07ad9f68a3da3c
EUR_ORIGIN_202403280800,B,SHORT,ACCEPT_FULL,inner_sel,2.449756,0.3,0.003,3.000326215439,9.998912733431,ECONOMIC_TARGET,TR-9a375d147d2b7a2a0333cd36b7de686f
EUR_ORIGIN_202403281200,B,SHORT,ACCEPT_FULL,inner_sel,1.568038,0.3,0.003,1.920446183603,15.62136979216,ECONOMIC_TARGET,TR-afc46a3552da29f2c83784ef2f2770a5
EUR_ORIGIN_202403290600,B,SHORT,ACCEPT_FULL,inner_sel,3.600722,0.3,0.003,4.409965816842,6.80277381866,ECONOMIC_TARGET,TR-47056cbcd2231032c00d6d06f9a0b47d
EUR_ORIGIN_202404020600,A,LONG,ACCEPT_FULL,inner_sel,5.27255,0.7,0.007,15.067566369967,4.645740279567,ECONOMIC_TARGET,TR-220fa82f4ed61fbce16a5c0686c2db3f
EUR_ORIGIN_202404031300,A,LONG,ACCEPT_FULL,inner_sel,2.430136,0.7,0.007,6.94469221461,10.07964036948,ECONOMIC_TARGET,TR-4292ebd31c83afe8c3bb1ddabb7f1fd7
EUR_ORIGIN_202404031700,A,LONG,REJECT_HEAT_CAP,inner_sel,5.459527,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-18a28961b3c8a50c24a1d6658791debb
EUR_ORIGIN_202404040500,A,LONG,ACCEPT_FULL,inner_sel,4.431703,0.7,0.007,12.664647552909,5.527196845199,ECONOMIC_TARGET,TR-8abff4e226fc9424a597926f783ecc84
EUR_ORIGIN_202404041700,B,SHORT,ACCEPT_FULL,inner_sel,0.733583,0.3,0.003,0.898452407786,33.390750294655,ECONOMIC_TARGET,TR-df5779303d92b3e6b4ad14f4422c48d8
EUR_ORIGIN_202404050600,A,LONG,ACCEPT_FULL,inner_sel,2.663307,0.7,0.007,7.61103477694,9.197172533239,ECONOMIC_TARGET,TR-e771d3d5aa0b12e7e3ceaef7990e514d
EUR_ORIGIN_202404051400,A,LONG,ACCEPT_FULL,inner_sel,3.836961,0.7,0.007,10.965029816906,6.383931568711,ECONOMIC_TARGET,TR-e1beeba2c804ec51e3fffbf5b1145d74
EUR_ORIGIN_202404080000,A,LONG,ACCEPT_FULL,inner_sel,5.72354,0.7,0.007,16.35637804647,4.279676087281,ECONOMIC_TARGET,TR-95f16b70b2affe897462e230c879faec
EUR_ORIGIN_202404082000,A,LONG,ACCEPT_FULL,inner_sel,4.702927,0.7,0.007,13.439734009414,5.208436413322,ECONOMIC_TARGET,TR-51743de3307189c41654ce78ba125560
EUR_ORIGIN_202404101100,B,SHORT,ACCEPT_FULL,inner_sel,0.813887,0.3,0.003,0.996804307883,30.096178119156,ECONOMIC_TARGET,TR-7d2550b7b3088bf5e22ca93ef6b8ddf4
EUR_ORIGIN_202404101500,B,SHORT,ACCEPT_FULL,inner_sel,1.085693,0.3,0.003,1.329697288486,22.561526040381,ECONOMIC_TARGET,TR-945419de2f90a2749533869954ff3cc4
EUR_ORIGIN_202404111100,B,SHORT,ACCEPT_FULL,inner_sel,0.834079,0.3,0.003,1.021534092513,29.367595482008,ECONOMIC_TARGET,TR-493400a259725c33ac6c5c18a1f9d4df
EUR_ORIGIN_202404111300,B,SHORT,ACCEPT_FULL,inner_sel,1.118836,0.3,0.003,1.370288512499,21.893199662966,ECONOMIC_TARGET,TR-19c9036b2e2257e7fa2d5945b48925ba
EUR_ORIGIN_202404120500,B,SHORT,ACCEPT_FULL,inner_sel,3.563635,0.3,0.003,4.364543994964,6.87357030531,ECONOMIC_TARGET,TR-71872445bc18fa3cc34cab405eb173cb
EUR_ORIGIN_202404121100,B,SHORT,ACCEPT_FULL,inner_sel,0.900041,0.3,0.003,1.102320085105,27.215325571367,ECONOMIC_TARGET,TR-bf45c50c0baa9d90f9803107d277f316
EUR_ORIGIN_202404121300,B,SHORT,ACCEPT_FULL,inner_sel,1.806376,0.3,0.003,2.212349430907,13.56024486046,ECONOMIC_TARGET,TR-5b65fc222bd7affd54e05bd606bad71a
EUR_ORIGIN_202404190000,B,SHORT,ACCEPT_FULL,inner_sel,0.533187,0.3,0.003,0.653018642574,45.940495483815,ECONOMIC_TARGET,TR-53c71b43f86dc26a77dafcf4f1d22dc4
EUR_ORIGIN_202404221000,B,SHORT,ACCEPT_FULL,inner_sel,18.187813,0.3,0.003,22.275430454511,1.346775320965,ECONOMIC_TARGET,TR-90130fa96c27eb6af9d49ec4a71003d9
EUR_ORIGIN_202404230600,A,LONG,ACCEPT_FULL,inner_sel,4.617028,0.7,0.007,13.194257552598,5.305338305013,ECONOMIC_TARGET,TR-ed0fb76bfa2a5c0d854161ed035c05a5
EUR_ORIGIN_202404231000,A,LONG,REJECT_HEAT_CAP,inner_sel,1.488344,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-fddf1cbd9971cb050fba0c492d17c2fe
EUR_ORIGIN_202404261000,B,SHORT,ACCEPT_FULL,inner_sel,1.325819,0.3,0.003,1.62378954396,18.475300639539,ECONOMIC_TARGET,TR-b881b64cbc5a774a7788c05402aec318
EUR_ORIGIN_202404290300,B,SHORT,ACCEPT_FULL,inner_sel,0.116431,0.3,0.003,0.142598860417,210.380362874313,ECONOMIC_TARGET,TR-fcdd474a917f2be418fb80bd6ab4918c
EUR_ORIGIN_202404290600,B,SHORT,ACCEPT_FULL,inner_sel,0.235354,0.3,0.003,0.288248119676,104.077001555873,ECONOMIC_TARGET,TR-583a66a9e879b86927142744c38645cf
EUR_ORIGIN_202404291500,B,SHORT,ACCEPT_FULL,inner_sel,0.363755,0.3,0.003,0.445506997494,67.339009642313,ECONOMIC_TARGET,TR-b63f5e7dc3c54eed62feedde6353d48a
EUR_ORIGIN_202405011900,B,SHORT,ACCEPT_FULL,inner_sel,0.110383,0.3,0.003,0.135190736223,221.908696099707,ECONOMIC_TARGET,TR-224b50055ded1eafe2a5b43d1c9e4e36
EUR_ORIGIN_202405012100,A,LONG,ACCEPT_FULL,inner_sel,0.303214,0.7,0.007,0.866505041832,80.784296248298,ECONOMIC_TARGET,TR-e5c20c41fa589bcd76fcf25def9ecc83
EUR_ORIGIN_202405020500,B,SHORT,ACCEPT_FULL,inner_sel,0.864822,0.3,0.003,1.059186512315,28.323623508416,ECONOMIC_TARGET,TR-0b56e04f1896215aa4c631e879dd777d
EUR_ORIGIN_202405060000,A,LONG,ACCEPT_FULL,inner_sel,1.846705,0.7,0.007,5.277400294845,13.264106584519,ECONOMIC_TARGET,TR-8e77252db6e683f8555f7cb07e3f777d
EUR_ORIGIN_202405091500,A,LONG,ACCEPT_FULL,inner_sel,4.624951,0.7,0.007,13.216897560973,5.29625047611,ECONOMIC_TARGET,TR-0b4bad9ec191020b477469281cd661b4
EUR_ORIGIN_202405141100,A,LONG,ACCEPT_FULL,inner_sel,1.191443,0.7,0.007,3.404831306158,20.559021492019,ECONOMIC_TARGET,TR-3239b1a24756230f2491e12c66ced66a
EUR_ORIGIN_202405141300,A,LONG,REJECT_HEAT_CAP,inner_sel,2.48359,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-2fbb4bc2e438406f93b80994156d560d
EUR_ORIGIN_202405141600,A,LONG,REJECT_HEAT_CAP,inner_sel,4.044888,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-ffe2d2b26edda7e17fd00d18cef60934
EUR_ORIGIN_202405150600,B,SHORT,ACCEPT_FULL,inner_sel,0.745257,0.3,0.003,0.912749081185,32.867740563543,ECONOMIC_TARGET,TR-17b09b66fc05d7ece3b560c7a4556001
EUR_ORIGIN_202405151500,A,LONG,ACCEPT_FULL,inner_sel,1.149542,0.7,0.007,3.285088716224,21.308404748492,ECONOMIC_TARGET,TR-e7dd7dc3801af8d1d3c1953fa7c31167
EUR_ORIGIN_202405151700,A,LONG,REJECT_HEAT_CAP,inner_sel,1.203864,0.0,0.0,0.0,0.0,NO_EXPOSURE,TR-717517b6dd9250fe8b1bee8be5596830
EUR_ORIGIN_202405152300,B,SHORT,ACCEPT_FULL,inner_sel,0.444421,0.3,0.003,0.544301921418,55.116469039538,ECONOMIC_TARGET,TR-4c78660bb7a202688b1e6e2869a158af
EUR_ORIGIN_202405160700,A,LONG,ACCEPT_FULL,inner_sel,0.867074,0.7,0.007,2.477870031614,28.250069255817,ECONOMIC_TARGET,TR-a776e3bcd9e89ef803b4b3fb7e1c4d1c
