maturity_class,N,win_rate,final_expectancy_R,median_final_R,median_mfe_R,median_mae_R,median_giveback_fraction,median_time_to_mfe_h,family_A_share
NOT_YET_DELIVERED,247,0.07692307692307693,-0.947336645584725,-0.7639868487088888,0.0,-1.0070720028892934,4.3205535680316665,1.0,0.46963562753036436
EARLY_DELIVERY,42,0.47619047619047616,-0.0971632577162474,-0.03702460287788463,0.4608279714057711,-0.2620195308036841,1.1049118789760737,2.0,0.6428571428571429
MID_HOLD_DELIVERY,157,0.8471337579617835,0.6937885663706074,0.7044468501497649,0.9985580543602801,-0.09360250863721534,0.28396857203030573,4.0,0.4968152866242038
LATE_DELIVERY,303,0.9834983498349835,1.4244189473003537,1.2752021654694963,1.3720999840390156,-0.12299035790736519,0.0,6.0,0.48184818481848185
PEAKED_AND_GIVING_BACK,141,0.6170212765957447,0.059671750272639865,0.09264626790023764,0.719553492016723,-0.10753994261779946,0.8648480605822553,3.0,0.46099290780141844
