edge_pct,f_pct,exp_cagr,median_cagr,p95_max_dd,P_dd_ge_10,P_dd_ge_20,P_dd_ge_30,P_dd_ge_40,P_dd_ge_50,P_technical_ruin
100,0.05,0.05566761352199613,0.05559223061315799,0.007927301226027157,0.0,0.0,0.0,0.0,0.0,0.0
100,0.1,0.11434103307840841,0.11413477023991936,0.015809623883073252,0.0,0.0,0.0,0.0,0.0,0.0
100,0.15,0.17617738069405595,0.17577628480106944,0.023639160138691738,0.0,0.0,0.0,0.0,0.0,0.0
100,0.2,0.24134171120327674,0.24066996100591775,0.03142209621998401,0.0,0.0,0.0,0.0,0.0,0.0
100,0.25,0.3100073979996599,0.30897259406337885,0.039167371944389566,0.0,0.0,0.0,0.0,0.0,0.0
100,0.3,0.38235653678867676,0.38087141422720894,0.046906887762722525,0.0,0.0,0.0,0.0,0.0,0.0
100,0.4,0.5388797197177131,0.5361404031293526,0.062193724571679834,6.741573033707865e-07,0.0,0.0,0.0,0.0,0.0
100,0.5,0.7125590271566502,0.7077628453194422,0.07728583208339145,3.123595505617977e-05,0.0,0.0,0.0,0.0,0.0
100,0.6,0.9052109480547681,0.8977931997202041,0.09225107747762674,0.00022651685393258427,0.0,0.0,0.0,0.0,0.0
100,0.75,1.2341965448565213,1.221161210541988,0.11414321676159099,0.001435056179775281,0.0,0.0,0.0,0.0,0.0
100,1.0,1.9087541895288698,1.8790005233986198,0.14994725188787333,0.007146516853932585,1.8876404494382024e-05,0.0,0.0,0.0,0.0
100,1.25,2.7792716146523495,2.7206205967823927,0.18498547710944516,0.021173258426966293,0.00023685393258426966,0.0,0.0,0.0,0.0
100,1.5,3.900383538044432,3.793061243203835,0.21893326700870544,0.04297662921348314,0.0011285393258426966,9.887640449438202e-06,0.0,0.0,0.0
100,2.0,7.1895036458559884,6.8805730666527,0.2831210364896028,0.08009977528089887,0.006279775280898877,0.0002984269662921348,3.820224719101124e-06,0.0,0.0
100,2.5,12.577809655252937,11.78819764488909,0.3436787833493391,0.12049438202247191,0.01958179775280899,0.001857752808988764,9.595505617977528e-05,6.741573033707865e-07,0.0
100,3.0,21.33489864432067,19.51320464964605,0.4004525414147762,0.16569685393258426,0.04044134831460674,0.00539191011235955,0.0005739325842696629,3.123595505617977e-05,0.0
100,4.0,58.04401083432641,49.908940581617614,0.5029234175789357,0.24610314606741573,0.08121168539325843,0.023155955056179775,0.004452134831460675,0.000648314606741573,0.0
100,5.0,150.3843882894155,119.4361500608966,0.5928005945635352,0.31505370786516856,0.12187955056179775,0.05440831460674157,0.014314157303370786,0.003488988764044944,0.0
75,0.05,0.028934774197717616,0.028989596058353384,0.010984590736064321,0.0,0.0,0.0,0.0,0.0,0.0
75,0.1,0.058649572587655664,0.05872566138042756,0.021874598751764084,0.0,0.0,0.0,0.0,0.0,0.0
75,0.15,0.08916370082182436,0.08923390199410708,0.032670295522164106,0.0,0.0,0.0,0.0,0.0,0.0
75,0.2,0.12049689293612685,0.12053166713680641,0.04337885328784056,0.0,0.0,0.0,0.0,0.0,0.0
75,0.25,0.15266931950539375,0.15263241205287847,0.054030961692883746,0.0,0.0,0.0,0.0,0.0,0.0
75,0.3,0.1857015959183576,0.18554191208548898,0.06460586572420621,9.438202247191012e-06,0.0,0.0,0.0,0.0,0.0
75,0.4,0.2544304343962992,0.2538915004766853,0.08541601955476462,0.00043955056179775283,0.0,0.0,0.0,0.0,0.0
75,0.5,0.3268575498465057,0.32575770324817765,0.10580296239280947,0.0019146067415730338,0.0,0.0,0.0,0.0,0.0
75,0.6,0.40316475082379244,0.40127070150289557,0.12605292689134262,0.005470112359550562,5.842696629213483e-06,0.0,0.0,0.0,0.0
75,0.75,0.5253180641797482,0.521607598180831,0.1555363295626085,0.014650112359550561,0.00016651685393258427,0.0,0.0,0.0,0.0
75,1.0,0.7511151930784463,0.7423862359081449,0.20319507876295018,0.040656179775280896,0.001509438202247191,1.146067415730337e-05,0.0,0.0,0.0
75,1.25,1.007653581385358,0.9904898334703103,0.24902100730653706,0.0773638202247191,0.0056946067415730335,0.00028696629213483145,2.696629213483146e-06,0.0,0.0
75,1.5,1.2987095555063932,1.2691356137775387,0.2928503443799814,0.1133523595505618,0.013159325842696629,0.0011487640449438202,4.4269662921348315e-05,0.0,0.0
75,2.0,2.00154055244138,1.9291848330101853,0.37475517441673867,0.17470943820224719,0.03824898876404494,0.006580898876404494,0.0008220224719101124,4.3595505617977525e-05,0.0
75,2.5,2.898574221344182,2.7469479374852694,0.44854889483555305,0.23926808988764045,0.07599393258426966,0.017911011235955055,0.0036002247191011237,0.0005285393258426966,0.0
75,3.0,4.0370781366883035,3.7508879849724015,0.5163913141100355,0.29443752808988766,0.11368224719101123,0.035637977528089886,0.009660674157303371,0.001973483146067416,0.0
75,4.0,7.277388238968374,6.453221617853936,0.631900995294487,0.3933206741573034,0.18249685393258427,0.08683280898876404,0.032523370786516854,0.010760449438202247,0.0
75,5.0,12.321425104629471,10.310155728414315,0.7266301855145063,0.4695305617977528,0.2518568539325843,0.14041775280898877,0.06945730337078651,0.028732808988764045,0.0
50,0.05,0.002804855522897878,0.0028428943560194764,0.026221130150123374,0.0,0.0,0.0,0.0,0.0,0.0
50,0.1,0.0055834395296527435,0.0056391789951533156,0.05187437338171132,0.0,0.0,0.0,0.0,0.0,0.0
50,0.15,0.00833547733872104,0.008388380939133633,0.0769226116369671,0.0007069662921348315,0.0,0.0,0.0,0.0,0.0
50,0.2,0.011060695958958915,0.0110843501546658,0.10139297508270069,0.006959775280898877,0.0,0.0,0.0,0.0,0.0
50,0.25,0.013758824132056487,0.013725701532130152,0.12529267997762936,0.021297303370786516,3.3707865168539327e-06,0.0,0.0,0.0,0.0
50,0.3,0.016429592374866218,0.016305860278253426,0.14865553947101096,0.0430561797752809,0.00040202247191011237,0.0,0.0,0.0,0.0
50,0.4,0.021687980265947936,0.02128660552311712,0.19388584954505877,0.102378202247191,0.00522,6.292134831460674e-06,0.0,0.0,0.0
50,0.5,0.02683374087090043,0.02604074156036107,0.2370609270131875,0.16707191011235956,0.017492134831460674,0.0006973033707865169,0.0,0.0,0.0
50,0.6,0.03186478651842632,0.030551017492206012,0.2783110604645021,0.22721932584269663,0.03714494382022472,0.0035579775280898877,6.516853932584269e-05,0.0,0.0
50,0.75,0.039191777772417336,0.0369343947854609,0.3369251513973067,0.30705393258426966,0.07833033707865168,0.013837078651685394,0.001263820224719101,1.797752808988764e-06,0.0
50,1.0,0.05080122843214271,0.046392534949701525,0.4255803090539459,0.4135067415730337,0.15896269662921347,0.04644314606741573,0.010254831460674158,0.0011876404494382022,0.0
50,1.25,0.06163178032706605,0.054305824518654844,0.5036587235520275,0.49201977528089885,0.23590426966292136,0.09472112359550562,0.029516629213483147,0.006847640449438202,0.0
50,1.5,0.07165463930881387,0.0608599823328021,0.5721824006935273,0.5505750561797753,0.30484157303370785,0.14913595505617977,0.05937505617977528,0.01868808988764045,0.0
50,2.0,0.08917041184053195,0.06894088881301952,0.6865493773698301,0.6358793258426966,0.4187977528089888,0.25318404494382024,0.13709730337078652,0.061320449438202244,0.0
50,2.5,0.1031530145195894,0.07055895040420157,0.7726926334618103,0.697468988764045,0.504409213483146,0.3446748314606742,0.21772359550561798,0.12205685393258427,0.0
50,3.0,0.11343837090753935,0.06580287093190718,0.8380676500589498,0.7414732584269663,0.5694680898876404,0.42201887640449437,0.2932741573033708,0.18743460674157303,0.0
50,4.0,0.12243581813870928,0.03641142369874528,0.9211928667414692,0.8006307865168539,0.6640573033707865,0.541347191011236,0.4228020224719101,0.3120898876404494,0.0
50,5.0,0.11558028894459671,-0.017368095230360592,0.9637404539508978,0.8403955056179775,0.7308811235955056,0.6261285393258427,0.5248080898876405,0.42014921348314604,0.0
25,0.05,-0.02269864044870374,-0.02263363259832779,0.0838792825826515,2.898876404494382e-05,0.0,0.0,0.0,0.0,0.0
25,0.1,-0.04490474106870586,-0.044796237864116406,0.160844143263169,0.20429550561797752,0.0,0.0,0.0,0.0,0.0
25,0.15,-0.06662847774157712,-0.06649708153783279,0.2314359670220294,0.45711101123595504,0.02525932584269663,0.0,0.0,0.0,0.0
25,0.2,-0.08787982720357897,-0.08774476904975215,0.29617134682619467,0.5909478651685394,0.16712224719101124,0.0020950561797752807,0.0,0.0,0.0
25,0.25,-0.1086685707123877,-0.10854349587188805,0.355533348264272,0.6714642696629214,0.3172503370786517,0.03822359550561798,0.00010898876404494382,0.0,0.0
25,0.3,-0.12900429765092677,-0.12890271575773882,0.40996131476821585,0.7259215730337079,0.4279303370786517,0.1281979775280899,0.00479370786516854,0.0,0.0
25,0.4,-0.16835412116554646,-0.16833980880878774,0.50559848115348,0.7923932584269663,0.568967415730337,0.31968426966292135,0.08763842696629214,0.003785168539325843,0.0
25,0.5,-0.20600230839204822,-0.2061090335634872,0.5859391637635036,0.8327593258426966,0.6540429213483147,0.4525026966292135,0.23010314606741572,0.05016426966292135,0.0
25,0.6,-0.2420190204068911,-0.2422926103447734,0.6533965826814591,0.8598525842696629,0.7114069662921348,0.5428260674157304,0.35157168539325845,0.14913775280898878,0.0
25,0.75,-0.2931318200990495,-0.29374741733927984,0.7348442741621768,0.8863238202247191,0.7678680898876404,0.6336775280898876,0.47885910112359553,0.3004462921348315,0.0
25,1.0,-0.37108037317944603,-0.3724429452536175,0.8308197785145608,0.9125626966292135,0.8250514606741574,0.7252880898876405,0.6087494382022471,0.4722865168539326,0.0
25,1.25,-0.4407735357131152,-0.44300061734976237,0.8924436912677927,0.9284568539325843,0.8592997752808988,0.7791013483146068,0.6869022471910112,0.5781361797752809,0.0
