f_pct,P_dd_ge_10,P_dd_ge_15,P_dd_ge_20
0.25,0.0,0.0,0.0
0.5,3.01123595505618e-05,0.0,0.0
1.0,0.0070367415730337,0.0005239325842696,1.4719101123595506e-05
1.5,0.0423883146067415,0.0065943820224719,0.0011194382022471
2.0,0.0791395505617977,0.0267543820224719,0.006175617977528
3.0,0.1641655056179775,0.0800820224719101,0.0398720224719101
5.0,0.3134131460674157,0.1982315730337078,0.1204777528089887
