profile,f_band_min,f_band_max,historical_max_dd_range_pct,p95_dd_range_pct,worst_day_range_pct,representative_f_pct,rep_cagr,rep_p95_dd,rep_P_dd_ge_20,rep_P_dd_ge_40,rep_P_dd_ge_50,edge75_exp_cagr_at_rep,edge75_p95_dd_at_rep,edge50_exp_cagr_at_rep,edge50_p95_dd_at_rep,tail_worst5x2_max_dd_at_rep,intended_use,forbidden_interpretation
RM-S0_PRESERVATION,0.05,0.4,0.5..4.2,0.8..6.3,-2.2..-0.3,0.4,0.5387458560300278,0.062664836925626,0.0,0.0,0.0,0.2544304343962992,0.0854160195547646,0.0216879802659479,0.1938858495450587,0.0657847095143967,"capital preservation, low DD tolerance",NOT safe / NOT recommended / NOT production
RM-S1_CONSERVATIVE,0.5,0.75,5.2..7.7,7.8..11.5,-4.2..-2.8,0.75,1.2321615194078863,0.1151597640439625,0.0,0.0,0.0,0.5253180641797482,0.1555363295626085,0.0391917777724173,0.3369251513973067,0.1213554839406864,moderate growth with low tail-DD probability,NOT safe / NOT recommended / NOT production
RM-S2_BALANCED,1.0,2.0,10.2..19.7,15.1..28.5,-10.9..-5.6,2.0,7.108671008663055,0.2851791220280116,0.006175617977528,2.1348314606741574e-06,0.0,2.00154055244138,0.3747551744167386,0.0891704118405319,0.6865493773698301,0.3042207830004824,growth with controlled 20% DD probability,NOT safe / NOT recommended / NOT production
RM-S3_GROWTH,2.5,3.0,24.3..28.7,34.6..40.2,-16.1..-13.5,3.0,20.795967790558475,0.4018904538764183,0.0398720224719101,0.0005921348314606,2.292134831460674e-05,4.037078136688304,0.5163913141100355,0.1134383709075393,0.8380676500589498,0.432636290848469,"high growth, materially higher DD accepted",NOT safe / NOT recommended / NOT production
RM-S4_FULL_PRESS_RESEARCH,4.0,5.0,36.9..44.6,50.4..59.4,-25.8..-21.0,5.0,139.4975600836562,0.594061684636379,0.1204777528089887,0.0141007865168539,0.0033591011235955,12.321425104629473,0.7266301855145063,0.1155802889445967,0.9637404539508978,0.6466026189254838,research ceiling / full-press study only,NOT safe / NOT recommended / NOT production
