family,outcome,unit,N,mean,median,p5,p10,p25,p50,p75,p90,p95,p99,max
A,WINNER,raw_market_bps,276,33.27293265376913,23.646658264353526,5.9450738720490115,8.492333989522649,14.018531910240384,23.646658264353526,42.5848750861868,65.96222085546,87.9032604718999,142.88794454621058,205.96053114863903
A,WINNER,strategy_pnl_bps,276,31.068726086185105,27.077362488358617,6.966190316149708,12.010691896761138,18.226850180727062,27.077362488358617,37.06802973047799,54.513325792787526,65.88062152016273,101.35025009972853,178.39433982066367
A,WINNER,R,276,1.26837543115751,1.105428694614274,0.28439352876140356,0.4903344434140907,0.7441080426822777,1.105428694614274,1.5132959768331289,2.2254972062405116,2.689565111030322,4.137606634129913,7.282918426021539
A,WINNER,per_volnorm_unit_bps,276,31.850329914043105,22.2240555246275,4.522471132322984,7.069731249796622,12.595929170514356,22.2240555246275,41.162272346460774,64.53961811573396,86.48065773217385,141.46534180648456,204.53792840891302
A,LOSER,raw_market_bps,156,6.431787793121525,1.1774561979160936,0.0,0.0,0.0,1.1774561979160936,9.020366437249017,18.689319695610607,22.40032781928525,55.986859021146415,75.81537452398202
A,LOSER,strategy_pnl_bps,156,3.1905919179899547,-0.356594754811402,-4.375279066846721,-2.940808879385257,-1.73013185698867,-0.356594754811402,8.446917843171414,14.315184760768858,15.748208786976825,18.49235349270346,19.387681344055945
A,LOSER,R,156,0.13025536960872172,-0.014557919904013526,-0.17862001993424995,-0.12005801975899799,-0.07063233728926933,-0.014557919904013526,0.3448439769163431,0.584414970625823,0.6429179315151275,0.7549471700049635,0.7914987764768969
A,LOSER,per_volnorm_unit_bps,156,5.009185053395497,-0.24514654180993384,-1.4226027397260277,-1.4226027397260275,-1.4226027397260275,-0.24514654180993384,7.597763697522988,17.26671695588458,20.97772507955922,54.564256281420384,74.39277178425598
B,WINNER,raw_market_bps,281,41.15863923135984,30.14467529133036,6.59050244160575,9.806744662270717,16.82928413784701,30.14467529133036,51.82926765944451,75.53097754279037,125.48540781881279,187.413435205773,241.90758857652207
B,WINNER,strategy_pnl_bps,281,29.982541857764964,25.887611683718198,8.797397372059125,12.942027828652039,18.419330078543727,25.887611683718198,37.079062148638016,51.16750694989285,59.79464883010676,108.08614396603117,156.35164034187508
B,WINNER,R,281,1.2240321457193761,1.056857321407028,0.35915224376744187,0.5283560736182936,0.7519660016055089,1.056857321407028,1.5137463734184802,2.0889047239591583,2.441106316377811,4.412598349696321,6.383028988079126
B,WINNER,per_volnorm_unit_bps,281,40.181241971085875,29.167278031056387,5.613105181331777,8.829347401996746,15.85188687757304,29.167278031056387,50.85187039917054,74.55358028251639,124.50801055853881,186.436037945499,240.93019131624808
B,LOSER,raw_market_bps,177,5.381834028532875,1.9453238554945074,-0.0,-0.0,0.0,1.9453238554945074,7.599992074913686,15.624030813331306,21.48746164500181,33.495526535780236,41.4823966736666
B,LOSER,strategy_pnl_bps,177,3.820286026602087,1.237425679331976,-2.6611387173258336,-1.9672346392631428,-1.1999335348227562,1.237425679331976,7.214240681668847,14.73742832539211,16.174719088450978,19.90490480645831,21.225419665834654
B,LOSER,R,177,0.15596252394432855,0.050517691816336356,-0.10864053320354687,-0.08031201784204724,-0.04898708142616505,0.050517691816336356,0.2945201425286161,0.601652991967504,0.6603301416593326,0.8126143359082534,0.8665241292955056
B,LOSER,per_volnorm_unit_bps,177,4.404436768258901,0.967926595220535,-0.9773972602739727,-0.9773972602739726,-0.9773972602739726,0.967926595220535,6.622594814639713,14.646633553057333,20.510064384727837,32.51812927550626,40.504999413392625
A+B,WINNER,raw_market_bps,557,37.25117959865781,26.943078460464065,6.234117249436011,8.989797345403616,15.564621358157282,26.943078460464065,48.70687558042874,70.11919938406488,105.10546815079991,185.21692824963003,241.90758857652207
A+B,WINNER,strategy_pnl_bps,557,30.52075881834658,26.230097791694607,8.049762567407639,12.529038080210322,18.331920293499948,26.230097791694607,37.079062148638016,52.54706783568086,63.54965844517293,104.4243058480844,178.39433982066367
A+B,WINNER,R,557,1.2460047611249865,1.0708392582159272,0.32863018067841654,0.5114958377402504,0.7483975120741152,1.0708392582159272,1.5137463734184802,2.1452250612805357,2.594403941980424,4.263104434535602,7.282918426021539
A+B,WINNER,per_volnorm_unit_bps,557,36.053177827919264,25.655977559865747,5.109989179316371,7.974615337622506,14.16067352950492,25.655977559865747,47.69065063894233,68.69659664433885,103.8238858705403,184.23953098935604,240.93019131624808
A+B,LOSER,raw_market_bps,333,5.873704260592422,1.5833841082013578,-0.0,0.0,0.0,1.5833841082013578,8.189348934601881,18.23916048538621,22.06377065121678,39.72356112630603,75.81537452398202
A+B,LOSER,strategy_pnl_bps,333,3.525294191936944,0.7235354884780031,-3.4217351549049946,-2.495870907502769,-1.3792954755867368,0.7235354884780031,7.9553714689552,14.541994556006156,16.091629073674547,19.217971007124767,21.225419665834654
A+B,LOSER,R,333,0.14391953272404429,0.029538212626108083,-0.13969175274100656,-0.10189350312064958,-0.056309501995282625,0.029538212626108083,0.32477668022059514,0.5936744417424317,0.656938006010623,0.7845703809842769,0.8665241292955056
A+B,LOSER,per_volnorm_unit_bps,333,4.687742271205776,0.46188063593293044,-1.4226027397260275,-1.4226027397260275,-0.9773972602739726,0.46188063593293044,7.181773899604325,16.9939942300669,20.864473960266814,38.603698112607404,74.39277178425598
