level_R,N_reached,share_of_trades,p_finish_positive,p_finish_below_half_peak,p_finish_near_breakeven,p_finish_negative,median_final_R
0.25,643,0.7224719101123596,0.8367029548989113,0.32192846034214617,0.029548989113530325,0.16329704510108864,0.7196575679474122
0.5,556,0.6247191011235955,0.9028776978417267,0.25359712230215825,0.02158273381294964,0.09712230215827339,0.8520527558402433
0.75,424,0.4764044943820225,0.9834905660377359,0.14622641509433962,0.007075471698113208,0.01650943396226415,1.0955812537782936
1.0,306,0.3438202247191011,1.0,0.058823529411764705,0.0,0.0,1.3794226369234246
