f_pct,book,terminal_equity,total_return,cagr,max_dd,avg_dd,longest_dd_duration_h,time_to_recover_h,calmar,sharpe,sortino,ulcer_index,recovery_factor,worst_day_pct,best_day_pct,worst_24h_pct,worst_48h_pct,worst_month_pct,positive_month_rate,max_consecutive_neg_months,worst_trade_pct,worst_seq_pct,worst_cluster_pct,max_concurrent_positions,effective_risk_2pos_pct,effective_risk_3pos_pct,max_gross_R_exposure
1.0,A+B,21.179471139282143,20.179471139282143,1.9031117903356591,0.10169539210315685,0.019367931120683687,1751,353.0,18.713844855479763,9.661645597004384,5.1736530032092425,0.026157654783670794,198.4305357593063,-0.055592239780187055,0.07891929329583748,-0.055592239780187055,-0.06846098303182793,-0.06295205752707618,0.9117647058823529,2,-0.03655383627968179,0.09995467488522479,-0.060135568003288564,3,2.0,3.0,3.0
1.25,A+B,44.65503711535874,43.65503711535874,2.766633315536142,0.12619259910376548,0.02421629907797669,1751,353.0,21.923895182325218,11.23643108190125,6.016924842519212,0.032643625013080116,345.9397573661363,-0.06916443994915861,0.09942586219254348,-0.06916443994915861,-0.08526543758006659,-0.07856103547324784,0.9117647058823529,2,-0.045692295349602244,0.1236490992320575,-0.07478680639825463,3,2.5,3.75,3.0
1.5,A+B,93.50344136655498,92.50344136655498,3.875243191842128,0.15030666759339145,0.029062608141838135,1751,353.0,25.782244087304292,13.115791554973617,7.023291600438616,0.03910603985215724,615.4313900218629,-0.08260735638790795,0.12025064210394171,-0.08260735638790795,-0.10194645076481343,-0.094107850211032,0.8823529411764706,2,-0.05483075441952269,0.1468416836241171,-0.08928654406941583,3,3.0,4.5,3.0
2.0,A+B,401.57677301496796,400.57677301496796,7.108671008663055,0.19736476986172954,0.038772591440738816,1751,353.0,36.017932752857924,18.044515382695558,9.662542500015055,0.05198122143607735,2029.6265300823716,-0.10910748250284642,0.16287010619796435,-0.10910748250284642,-0.13493992716171635,-0.12499475378258436,0.8823529411764706,2,-0.07310767255936358,0.19175250842862523,-0.11783463867739985,3,4.0,6.0,3.0
2.5,A+B,1677.951697403583,1676.951697403583,12.357906202477961,0.24283372252636257,0.04841235527243325,1751,353.0,50.890403828225956,25.09525938637704,13.43810045474033,0.06477425906645823,6905.761193120652,-0.13509693643996917,0.20680853680537364,-0.13509693643996917,-0.1674449897363827,-0.15557341617754053,0.8823529411764706,2,-0.09138459069920449,0.2347488204858239,-0.14578609470139148,3,5.0,7.5,3.0
3.0,A+B,6821.809330710638,6820.809330710638,20.795967790558475,0.2866857522955963,0.057968420131237146,1751,353.0,72.5392441864922,35.192059597587935,18.844771627995865,0.07750525260031556,23791.936906853432,-0.1605800829421686,0.2520972810237501,-0.1605800829421686,-0.19946526220589458,-0.18580632204376268,0.8823529411764706,2,-0.10966150883904538,0.27589119612517865,-0.17314715501554145,3,6.0,9.0,3.0
4.0,A+B,103899.92506805886,103898.92506805886,55.396274266819,0.3694669336887639,0.07745802758525756,1752,354.0,149.93567547098652,70.3084248753013,37.649010187228946,0.10267630295259955,281213.05479418766,-0.21004513866124042,0.3468535931399762,-0.21004513866124042,-0.26206615717379234,-0.24509431814985363,0.8823529411764706,2,-0.14621534511872716,0.35619539074739004,-0.2261230600109203,3,8.0,12.0,3.0
5.0,A+B,1419683.424004381,1419682.424004381,139.4975600836562,0.4456368014157138,0.09693705484150056,1752,354.0,313.0297130768727,141.639182103685,75.84546260836088,0.12740796875721236,3185738.7439598497,-0.25753845744773607,0.44739983027640123,-0.25753845744773607,-0.322772490644321,-0.30259730331736123,0.8823529411764706,2,-0.18276918139840898,0.4334807661662303,-0.2768122966567441,3,10.0,15.0,3.0
0.05,A+B_sequential,1.1679463120323577,0.16794631203235766,0.055690602943690104,0.005199338687628578,0.0011522453257717129,49,17.0,10.711093523528591,5.0817447794828965,5.65595903257126,0.0012441737611221652,32.301475653427396,-0.0018276918139840418,0.00364145921301081,-0.00392201132949998,-0.0046498677260867205,-0.0022492678753036166,0.896551724137931,2,-0.0018276918139840898,0.005199338687628578,-0.003065416206689986,3,0.1,0.15000000000000002,3.0
0.1,A+B_sequential,1.3635935895150946,0.3635935895150946,0.11433860114163141,0.01037706688043908,0.002304914588832369,49,17.0,11.01839300632834,5.21667533418846,5.8061361317318365,0.0024878059808365297,35.038185038632996,-0.0036553836279680937,0.007282918426021496,-0.007844022658999536,-0.009299735452172934,-0.004505947769677217,0.896551724137931,2,-0.0036553836279681795,0.01037706688043908,-0.0061246225554482114,3,0.2,0.30000000000000004,3.0
0.15,A+B_sequential,1.5914259529173502,0.5914259529173502,0.1760929188799063,0.015533249849240484,0.0034519391693873607,50,17.0,11.336514933384437,5.356135648993193,5.961354833463888,0.0037308920954648166,38.07483679574424,-0.005483075441952296,0.01092437763903214,-0.01176603398849875,-0.013949603178259152,-0.006769970873320287,0.896551724137931,2,-0.005483075441952269,0.015533249849240484,-0.009177625289148783,3,0.3,0.44999999999999996,3.0
0.2,A+B_sequential,1.856639373856979,0.8566393738569791,0.24110953868189955,0.020667952759222074,0.004595457338759459,50,17.0,11.665864611303414,5.500286739215041,6.1217943470906,0.004973434077994107,41.44771298041337,-0.0073107672559363365,0.014565836852043178,-0.01568804531799875,-0.018599470904346018,-0.009041268305775344,0.896551724137931,2,-0.007310767255936359,0.020667952759222074,-0.012224430650665918,3,0.4,0.6000000000000001,3.0
0.25,A+B_sequential,2.1652524048570885,1.1652524048570885,0.3095518128375907,0.02578124066983205,0.005745530387407279,50,17.0,12.006862540165226,5.649295305556142,6.287640209741977,0.006215435286255267,45.1976853938069,-0.009138459069920439,0.018207296065053887,-0.019610056647497938,-0.02324933863043254,-0.011319771118683757,0.896551724137931,2,-0.009138459069920448,0.02578124066983205,-0.015265044882873502,3,0.5,0.75,3.0
0.3,A+B_sequential,2.524233770419922,1.5242337704199218,0.38159078753368014,0.0308731785346598,0.006884035152870446,50,17.0,12.359944963402032,5.803333925739569,6.459084499645884,0.007456885123389338,49.37080802058458,-0.010966150883904478,0.021848755278064565,-0.023532067976997712,-0.027899206356519726,-0.013605410298547378,0.896551724137931,2,-0.010966150883904537,0.0308731785346598,-0.018299474228645973,3,0.6,0.8999999999999999,3.0
0.4,A+B_sequential,3.426831290056999,2.426831290056999,0.5371835294148988,0.0409932634112911,0.009182582733939458,50,17.0,13.104190413562879,6.127222215093792,6.819570705705098,0.00993811383337511,59.20073417205807,-0.01462153451187282,0.029131673704086057,-0.031376090635997514,-0.03719894180869279,-0.018197821395921094,0.896551724137931,2,-0.014621534511872718,0.0409932634112911,-0.024349803232381895,3,0.8,1.2000000000000002,3.0
0.5,A+B_sequential,4.645352786966042,3.6453527869660416,0.7094231667817483,0.051028724896052216,0.011482964481872963,50,17.0,13.902427862480884,6.473457430300368,7.204928939504712,0.01241708607572203,71.43726978073208,-0.018276918139840857,0.03641459213010785,-0.0392201132949974,-0.04649867726086627,-0.022817948291462435,0.896551724137931,2,-0.018276918139840895,0.051028724896052216,-0.03037546760486698,3,1.0,1.5,3.0
0.6,A+B_sequential,6.287951264569136,5.287951264569136,0.899991233887466,0.06098007879452279,0.013785120068653659,50,17.0,14.758774532254343,6.843652717934591,7.6169546259114185,0.014893767239449717,86.71604512659465,-0.02193230176780896,0.04369751055612922,-0.04706413595399676,-0.05579841271303887,-0.02746523681212783,0.896551724137931,2,-0.021932301767809075,0.06098007879452279,-0.03637651728909408,3,1.2,1.7999999999999998,3.0
0.75,A+B_sequential,9.875448652605236,8.875448652605236,1.2242821960425534,0.07575053204574891,0.01724154734333771,50,17.0,16.16202768454693,7.4476833666699465,8.28923801516346,0.018604416505680767,117.16681603298814,-0.027415377209761387,0.054621888195161505,-0.05883016994249526,-0.06974801589129882,-0.0344858834908402,0.896551724137931,2,-0.027415377209761345,0.07575053204574891,-0.04533204852524886,3,1.5,2.25,3.0
1.0,A+B_sequential,20.80405713734431,19.80405713734431,1.8850434058607912,0.09995467488522479,0.02301027315467826,50,17.0,18.85898191380578,8.600472054969126,9.572286628812112,0.024776874913966237,198.1303741929506,-0.036553836279681735,0.0728291842602153,-0.07844022658999353,-0.09299735452173075,-0.04631489824655409,0.896551724137931,2,-0.03655383627968179,0.09995467488522479,-0.060135568003288564,3,2.0,3.0,3.0
1.25,A+B_sequential,43.432641789912154,42.432641789912154,2.7303135624008275,0.1236490992320575,0.028788197809730822,50,17.0,22.08114397401903,9.96559990999619,11.091667777867125,0.030933894815437443,343.16984153905577,-0.045692295349602355,0.09103648032526916,-0.09805028323749196,-0.11624669315216424,-0.05829629214389548,0.8620689655172413,2,-0.045692295349602244,0.1236490992320575,-0.07478680639825463,3,2.5,3.75,3.0
1.5,A+B_sequential,89.86369311994878,88.86369311994878,3.8081367253174863,0.1468416836241171,0.03445436972915658,51,17.0,25.93362205697322,11.583030709272121,12.891860966564538,0.037074896550504256,605.1666728871114,-0.054830754419522704,0.10924377639032314,-0.11766033988499122,-0.1394960317825975,-0.07042135124980031,0.8275862068965517,2,-0.05483075441952269,0.1468416836241171,-0.08928654406941583,3,3.0,4.5,3.0
2.0,A+B_sequential,374.546262984682,373.546262984682,6.91380103843102,0.19175250842862523,0.046017264760401674,51,17.0,36.05585707894141,15.77203804426181,17.554207247609646,0.049306706245716286,1948.0645444788258,-0.0731076725593636,0.14565836852043063,-0.15688045317998736,-0.1859947090434627,-0.09506759174301717,0.8275862068965517,2,-0.07310767255936358,0.19175250842862523,-0.11783463867739985,3,4.0,6.0,3.0
2.5,A+B_sequential,1506.85910929435,1505.85910929435,11.86570260939798,0.2347488204858239,0.05731981880554353,51,17.0,50.546377974727804,21.654810364029974,24.101706321724713,0.06146955874223458,6414.7675212079985,-0.0913845906992045,0.1820729606505384,-0.19610056647498433,-0.23249338630432856,-0.12018395268787878,0.8275862068965517,2,-0.09138459069920449,0.2347488204858239,-0.14578609470139148,3,5.0,7.5,3.0
3.0,A+B_sequential,5853.701885783768,5852.701885783768,19.6620067974367,0.27589119612517865,0.06872063344074522,74,17.0,71.26724982016303,29.90250153395414,33.28134941571302,0.07378942680102737,21213.804456189508,-0.10966150883904538,0.21848755278064633,-0.23532067976998106,-0.27899206356519446,-0.14570107474262545,0.8275862068965517,2,-0.10966150883904538,0.27589119612517865,-0.17314715501554145,3,6.0,9.0,3.0
4.0,A+B_sequential,79619.88202237706,79618.88202237706,50.39227023828587,0.35619539074739004,0.09202668139587065,74,17.0,141.47367301005735,57.478426043579915,63.97322909086541,0.09876520602859104,223525.8627443664,-0.14621534511872708,0.29131673704086164,-0.3137609063599746,-0.37198941808692465,-0.19766320602056273,0.7931034482758621,2,-0.14621534511872716,0.35619539074739004,-0.2261230600109203,3,8.0,12.0,3.0
5.0,A+B_sequential,944362.8978353756,944361.8978353756,120.8600872038054,0.4334807661662303,0.11540160959900173,74,17.0,278.81303309650934,110.28433608750785,122.74596893642978,0.12413406116525962,2178555.4782221494,-0.1827691813984089,0.36414592130107687,-0.39220113294996867,-0.4649867726086585,-0.2504146191788646,0.7931034482758621,2,-0.18276918139840898,0.4334807661662303,-0.2768122966567441,3,10.0,15.0,3.0
