f_pct,streak_len,loser_quantile,loser_R,equity_after_streak,drawdown_pct
0.2,5,0.5,-0.643653194333402,0.9935800183150789,0.006419981684921083
0.2,5,0.75,-0.27793681304718376,0.9972237201072631,0.002776279892736877
0.2,5,0.9,-0.09795246717302829,0.9990208590405242,0.0009791409594758216
0.2,8,0.5,-0.643653194333402,0.9897478300362665,0.01025216996373346
0.2,8,0.75,-0.27793681304718376,0.9955616532528984,0.00443834674710164
0.2,8,0.9,-0.09795246717302829,0.9984338347091062,0.0015661652908938173
0.2,10,0.5,-0.643653194333402,0.9872012527949925,0.01279874720500751
0.2,10,0.75,-0.27793681304718376,0.9944551479445691,0.005544852055430871
0.2,10,0.9,-0.09795246717302829,0.9980426767980669,0.001957323201933092
0.2,11,0.5,-0.643653194333402,0.9859304223153695,0.014069577684630463
0.2,11,0.75,-0.27793681304718376,0.993902356555493,0.006097643444507028
0.2,11,0.9,-0.09795246717302829,0.9978471553129942,0.002152844687005828
0.2,13,0.5,-0.643653194333402,0.9833936670947433,0.016606332905256704
0.2,13,0.75,-0.27793681304718376,0.9927976954529925,0.007202304547007543
0.2,13,0.9,-0.09795246717302829,0.997456227246216,0.002543772753784035
0.2,15,0.5,-0.643653194333402,0.9808634388327174,0.019136561167282573
0.2,15,0.75,-0.27793681304718376,0.991694262113102,0.008305737886898035
0.2,15,0.9,-0.09795246717302829,0.997065452333909,0.0029345476660910252
0.25,5,0.5,-0.643653194333402,0.9919801865285804,0.008019813471419557
0.25,5,0.75,-0.27793681304718376,0.9965306145378434,0.0034693854621565823
0.25,5,0.9,-0.09795246717302829,0.998776193681372,0.0012238063186279513
0.25,8,0.5,-0.643653194333402,0.987199203906717,0.012800796093282996
0.25,8,0.75,-0.27793681304718376,0.9944547635214556,0.005545236478544435
0.25,8,0.9,-0.09795246717302829,0.9980426289044656,0.0019573710955343993
0.25,10,0.5,-0.643653194333402,0.9840246904652772,0.015975309534722815
0.25,10,0.75,-0.27793681304718376,0.9930732657111718,0.0069267342888281735
0.25,10,0.9,-0.09795246717302829,0.9975538850646496,0.0024461149353504075
0.25,11,0.5,-0.643653194333402,0.9824412638769748,0.017558736123025165
0.25,11,0.75,-0.27793681304718376,0.9923832366646865,0.00761676333531347
0.25,11,0.9,-0.09795246717302829,0.9973096029041993,0.0026903970958006562
0.25,13,0.5,-0.643653194333402,0.9792820504322512,0.02071794956774875
0.25,13,0.75,-0.27793681304718376,0.9910046166221218,0.008995383377878197
0.25,13,0.9,-0.09795246717302829,0.9968212180289523,0.003178781971047706
0.25,15,0.5,-0.643653194333402,0.9761329959964743,0.023867004003525705
0.25,15,0.75,-0.27793681304718376,0.989627911760257,0.010372088239743005
0.25,15,0.9,-0.09795246717302829,0.9963330723169356,0.003666927683064425
0.3,5,0.5,-0.643653194333402,0.9903824162057427,0.009617583794257256
0.3,5,0.75,-0.27793681304718376,0.9958378944082105,0.004162105591789533
0.3,5,0.9,-0.09795246717302829,0.9985315762604138,0.001468423739586222
0.3,8,0.5,-0.643653194333402,0.984656322057203,0.015343677942797007
0.3,8,0.75,-0.27793681304718376,0.9933489507733343,0.006651049226665706
0.3,8,0.9,-0.09795246717302829,0.9976515572281844,0.002348442771815562
0.3,10,0.5,-0.643653194333402,0.9808573303295252,0.019142669670474843
0.3,10,0.75,-0.27793681304718376,0.991693111939378,0.008306888060621964
0.3,10,0.9,-0.09795246717302829,0.9970653087891066,0.002934691210893403
0.3,11,0.5,-0.643653194333402,0.9789633344679693,0.02103666553203065
0.3,11,0.75,-0.27793681304718376,0.9908662278702183,0.009133772129781725
0.3,11,0.9,-0.09795246717302829,0.996772313768321,0.0032276862316790167
0.3,13,0.5,-0.643653194333402,0.9751863073712728,0.024813692628727235
0.3,13,0.75,-0.27793681304718376,0.9892145275507224,0.010785472449277633
0.3,13,0.9,-0.09795246717302829,0.9961865819977154,0.00381341800228463
0.3,15,0.5,-0.643653194333402,0.9714238527648695,0.028576147235130467
0.3,15,0.75,-0.27793681304718376,0.987565580492836,0.012434419507163952
0.3,15,0.9,-0.09795246717302829,0.9956011944197628,0.004398805580237197
0.4,5,0.5,-0.643653194333402,0.9871930519808652,0.012806948019134845
0.4,5,0.75,-0.27793681304718376,0.9944536098252248,0.0055463901747752065
0.4,5,0.9,-0.09795246717302829,0.9980424852049024,0.001957514795097648
0.4,8,0.5,-0.643653194333402,0.9795877468125613,0.020412253187438667
0.4,8,0.75,-0.27793681304718376,0.9911405526344331,0.008859447365566875
0.4,8,0.9,-0.09795246717302829,0.9968698161030356,0.0031301838969644002
0.4,10,0.5,-0.643653194333402,0.9745501218792951,0.025449878120704872
0.4,10,0.75,-0.27793681304718376,0.9889379820944205,0.01106201790557948
0.4,10,0.9,-0.09795246717302829,0.9960888022739778,0.00391119772602222
0.4,11,0.5,-0.643653194333402,0.9720410326833526,0.027958967316647376
0.4,11,0.75,-0.27793681304718376,0.9878385330102419,0.012161466989758063
0.4,11,0.9,-0.09795246717302829,0.9956985248511531,0.004301475148846934
0.4,13,0.5,-0.643653194333402,0.9670422174589515,0.03295778254104853
0.4,13,0.75,-0.27793681304718376,0.9856433004114803,0.014356699588519706
0.4,13,0.9,-0.09795246717302829,0.9949184286892276,0.005081571310772359
0.4,15,0.5,-0.643653194333402,0.9620691091263455,0.03793089087365453
0.4,15,0.75,-0.27793681304718376,0.98345294618707,0.01654705381292998
0.4,15,0.9,-0.09795246717302829,0.9941389437062953,0.005861056293704703
0.5,5,0.5,-0.643653194333402,0.9840119097129281,0.015988090287071932
0.5,5,0.75,-0.27793681304718376,0.9930708650725936,0.006929134927406433
0.5,5,0.9,-0.09795246717302829,0.9975535858176392,0.002446414182360801
0.5,8,0.5,-0.643653194333402,0.9745420157096032,0.025457984290396807
0.5,8,0.75,-0.27793681304718376,0.9889364516571918,0.011063548342808205
0.5,8,0.9,-0.09795246717302829,0.9960886110184203,0.003911388981579722
0.5,10,0.5,-0.643653194333402,0.9682794384568837,0.03172056154311631
0.5,10,0.75,-0.27793681304718376,0.9861897430560294,0.013810256943970645
0.5,10,0.9,-0.09795246717302829,0.99511315657763,0.004886843422370002
0.5,11,0.5,-0.643653194333402,0.9651632576890331,0.034836742310966895
0.5,11,0.75,-0.27793681304718376,0.9848192508848054,0.015180749115194625
0.5,11,0.9,-0.09795246717302829,0.9946257876336144,0.005374212366385578
0.5,13,0.5,-0.643653194333402,0.9589609499738929,0.04103905002610708
0.5,13,0.75,-0.27793681304718376,0.9820839775490287,0.017916022450971347
0.5,13,0.9,-0.09795246717302829,0.9936517657135366,0.006348234286463361
0.5,15,0.5,-0.643653194333402,0.9527984993717198,0.04720150062828021
0.5,15,0.75,-0.27793681304718376,0.9793563012623699,0.020643698737630056
0.5,15,0.9,-0.09795246717302829,0.9926786976383246,0.007321302361675386
0.6,5,0.5,-0.643653194333402,0.9808389734949549,0.019161026505045142
0.6,5,0.75,-0.27793681304718376,0.9916896588653177,0.00831034113468232
0.6,5,0.9,-0.09795246717302829,0.9970648780422845,0.002935121957715503
0.6,8,0.5,-0.643653194333402,0.9695190404409767,0.030480959559023302
0.6,8,0.75,-0.27793681304718376,0.9867366406725853,0.013263359327414737
0.6,8,0.9,-0.09795246717302829,0.995307941659253,0.004692058340747041
0.6,10,0.5,-0.643653194333402,0.9620450919266367,0.037954908073363325
0.6,10,0.75,-0.27793681304718376,0.9834483795004102,0.016551620499589803
0.6,10,0.9,-0.09795246717302829,0.9941383710254758,0.005861628974524247
0.6,11,0.5,-0.643653194333402,0.9583297515475686,0.04167024845243139
0.6,11,0.75,-0.27793681304718376,0.9818083604500416,0.018191639549958394
0.6,11,0.9,-0.09795246717302829,0.9935541011885558,0.006445898811444195
0.6,13,0.5,-0.643653194333402,0.9509420604099412,0.049057939590058774
0.6,13,0.75,-0.27793681304718376,0.9785365225785057,0.021463477421494348
0.6,13,0.9,-0.09795246717302829,0.9923865914650003,0.007613408534999699
0.6,15,0.5,-0.643653194333402,0.9436113204211818,0.05638867957881821
0.6,15,0.75,-0.27793681304718376,0.9752755879784113,0.024724412021588704
0.6,15,0.9,-0.09795246717302829,0.9912204536636714,0.008779546336328603
0.75,5,0.5,-0.643653194333402,0.9760949207656893,0.023905079234310733
0.75,5,0.75,-0.27793681304718376,0.9896207315177727,0.010379268482227255
0.75,5,0.9,-0.09795246717302829,0.9963321755283655,0.0036678244716344954
0.75,8,0.5,-0.643653194333402,0.9620270522554192,0.03797294774458082
0.75,8,0.75,-0.27793681304718376,0.983444952274161,0.016555047725839045
0.75,8,0.9,-0.09795246717302829,0.9941379414168487,0.005862058583151253
0.75,10,0.5,-0.643653194333402,0.9527612943445772,0.047238705655422764
0.75,10,0.75,-0.27793681304718376,0.9793491922497718,0.020650807750228206
0.75,10,0.9,-0.09795246717302829,0.9926778039930857,0.0073221960069143055
0.75,11,0.5,-0.643653194333402,0.9481619354655114,0.05183806453448858
0.75,11,0.75,-0.27793681304718376,0.977307713299615,0.022692286700385034
0.75,11,0.9,-0.09795246717302829,0.991948539693018,0.008051460306982006
0.75,13,0.5,-0.643653194333402,0.939029719345703,0.06097028065429699
0.75,13,0.75,-0.27793681304718376,0.9732375130770163,0.026762486922983664
0.75,13,0.9,-0.09795246717302829,0.9904916179471396,0.00950838205286042
0.75,15,0.5,-0.643653194333402,0.9299854601118858,0.07001453988811424
0.75,15,0.75,-0.27793681304718376,0.969184264045559,0.03081573595444098
0.75,15,0.9,-0.09795246717302829,0.9890368360511513,0.010963163948848664
1.0,5,0.5,-0.643653194333402,0.9682289717014654,0.03177102829853462
1.0,5,0.75,-0.27793681304718376,0.986180193814838,0.013819806185161987
1.0,5,0.9,-0.09795246717302829,0.9951119619335446,0.004888038066455436
1.0,8,0.5,-0.643653194333402,0.949652941510283,0.05034705848971699
1.0,8,0.75,-0.27793681304718376,0.9779801536287557,0.022019846371244323
1.0,8,0.9,-0.09795246717302829,0.9921906151807627,0.007809384819237319
1.0,10,0.5,-0.643653194333402,0.9374673416420769,0.0625326583579231
1.0,10,0.75,-0.27793681304718376,0.9725513746726715,0.027448625327328502
1.0,10,0.9,-0.09795246717302829,0.9902478167832284,0.009752183216771626
1.0,11,0.5,-0.643653194333402,0.9314333031517653,0.06856669684823469
1.0,11,0.75,-0.27793681304718376,0.9698482963766596,0.03015170362334041
1.0,11,0.9,-0.09795246717302829,0.9892778446155621,0.010722155384437881
1.0,13,0.5,-0.643653194333402,0.9194814910317731,0.08051850896822688
1.0,13,0.75,-0.27793681304718376,0.9644646574526714,0.0355353425473286
1.0,13,0.9,-0.09795246717302829,0.9873407496845794,0.01265925031542059
1.0,15,0.5,-0.643653194333402,0.9076830402018145,0.09231695979818555
1.0,15,0.75,-0.27793681304718376,0.9591109031695823,0.04088909683041775
1.0,15,0.9,-0.09795246717302829,0.9854074477595676,0.014592552240432433
1.25,5,0.5,-0.643653194333402,0.9604138153355161,0.03958618466448394
1.25,5,0.75,-0.27793681304718376,0.9827492319331584,0.01725076806684156
1.25,5,0.9,-0.09795246717302829,0.9938929441536015,0.006107055846398479
1.25,8,0.5,-0.643653194333402,0.9374183224880398,0.0625816775119602
1.25,8,0.75,-0.27793681304718376,0.9725419443657214,0.02745805563427861
1.25,8,0.9,-0.09795246717302829,0.9902466273971974,0.009753372602802624
1.25,10,0.5,-0.643653194333402,0.9223946966873228,0.07760530331267723
1.25,10,0.75,-0.27793681304718376,0.9657960528652129,0.03420394713478714
1.25,10,0.9,-0.09795246717302829,0.9878231844383141,0.012176815561685927
1.25,11,0.5,-0.643653194333402,0.9149734180253355,0.0850265819746645
1.25,11,0.75,-0.27793681304718376,0.9624406744028765,0.037559325597123494
1.25,11,0.9,-0.09795246717302829,0.9866136879627334,0.01338631203726659
1.25,13,0.5,-0.643653194333402,0.9003095076661575,0.09969049233384253
1.25,13,0.75,-0.27793681304718376,0.9557648488481931,0.04423515115180687
1.25,13,0.9,-0.09795246717302829,0.984199135941975,0.015800864058025055
1.25,15,0.5,-0.643653194333402,0.8858806098907178,0.11411939010928218
1.25,15,0.75,-0.27793681304718376,0.949135329157364,0.05086467084263602
1.25,15,0.9,-0.09795246717302829,0.9817904930845822,0.018209506915417784
1.5,5,0.5,-0.643653194333402,0.9526492052824639,0.047350794717536115
1.5,5,0.75,-0.27793681304718376,0.9793278258699982,0.020672174130001775
1.5,5,0.9,-0.09795246717302829,0.992675121309394,0.0073248786906060515
1.5,8,0.5,-0.643653194333402,0.9253218451789789,0.07467815482102114
1.5,8,0.75,-0.27793681304718376,0.9671302135170786,0.03286978648292138
1.5,8,0.9,-0.09795246717302829,0.9883059731592083,0.011694026840791683
1.5,10,0.5,-0.643653194333402,0.9075405083253101,0.09245949167468992
1.5,10,0.75,-0.27793681304718376,0.9590829905232575,0.04091700947674248
1.5,10,0.9,-0.09795246717302829,0.98540389646662,0.014596103533380034
1.5,11,0.5,-0.643653194333402,0.8987783881177519,0.1012216118822481
1.5,11,0.75,-0.27793681304718376,0.9550845234757506,0.04491547652424943
1.5,11,0.9,-0.09795246717302829,0.9839560553243076,0.016043944675692368
1.5,13,0.5,-0.643653194333402,0.8815071204402574,0.11849287955974264
1.5,13,0.75,-0.27793681304718376,0.9471375293368678,0.05286247066313221
1.5,13,0.9,-0.09795246717302829,0.9810667517966157,0.018933248203384268
1.5,15,0.5,-0.643653194333402,0.8645677440177499,0.13543225598225006
1.5,15,0.75,-0.27793681304718376,0.9392566599380379,0.06074334006196214
1.5,15,0.9,-0.09795246717302829,0.9781859324637514,0.021814067536248594
2.0,5,0.5,-0.643653194333402,0.9372706425625985,0.06272935743740149
2.0,5,0.75,-0.27793681304718376,0.9725136013276473,0.027486398672352697
2.0,5,0.9,-0.09795246717302829,0.9902430569137639,0.009756943086236092
2.0,8,0.5,-0.643653194333402,0.9015379701185368,0.09846202988146324
2.0,8,0.75,-0.27793681304718376,0.9563857451209562,0.0436142548790438
2.0,8,0.9,-0.09795246717302829,0.9844346457222233,0.015565354277776722
2.0,10,0.5,-0.643653194333402,0.8784762574097063,0.12152374259029375
2.0,10,0.75,-0.27793681304718376,0.94578270476727,0.05421729523273
2.0,10,0.9,-0.09795246717302829,0.9805813117659158,0.019418688234084214
2.0,11,0.5,-0.643653194333402,0.8671675764251501,0.13283242357484992
2.0,11,0.75,-0.27793681304718376,0.9405253481513067,0.05947465184869327
2.0,11,0.9,-0.09795246717302829,0.978660304590891,0.02133969540910896
2.0,13,0.5,-0.643653194333402,0.8449850725475817,0.1550149274524183
2.0,13,0.75,-0.27793681304718376,0.9300981452460064,0.06990185475399358
2.0,13,0.9,-0.09795246717302829,0.9748295729117925,0.025170427088207492
2.0,15,0.5,-0.643653194333402,0.8233700062583821,0.17662999374161792
2.0,15,0.75,-0.27793681304718376,0.9197865442866208,0.08021345571337923
2.0,15,0.9,-0.09795246717302829,0.9710138357155891,0.02898616428441092
2.5,5,0.5,-0.643653194333402,0.9220913283969431,0.07790867160305692
2.5,5,0.75,-0.27793681304718376,0.9657373607230486,0.03426263927695139
2.5,5,0.9,-0.09795246717302829,0.987815761722125,0.01218423827787496
2.5,8,0.5,-0.643653194333402,0.878290733093281,0.12170926690671902
2.5,8,0.75,-0.27793681304718376,0.9457458684011316,0.05425413159886838
2.5,8,0.9,-0.09795246717302829,0.9805765937343671,0.01942340626563288
2.5,10,0.5,-0.643653194333402,0.8502524179048391,0.14974758209516092
2.5,10,0.75,-0.27793681304718376,0.9326486498963197,0.06735135010368032
2.5,10,0.9,-0.09795246717302829,0.975779979106662,0.024220020893337968
2.5,11,0.5,-0.643653194333402,0.8365707257854854,0.16342927421451459
2.5,11,0.75,-0.27793681304718376,0.9261682150601961,0.07383178493980391
2.5,11,0.9,-0.09795246717302829,0.9733904776973734,0.026609522302626587
2.5,13,0.5,-0.643653194333402,0.8098642687967085,0.19013573120329152
2.5,13,0.75,-0.27793681304718376,0.9133421188644365,0.0866578811355635
2.5,13,0.9,-0.09795246717302829,0.9686290148666006,0.03137098513339942
2.5,15,0.5,-0.643653194333402,0.7840103814985858,0.21598961850141418
2.5,15,0.75,-0.27793681304718376,0.9006936456327863,0.09930635436721369
2.5,15,0.9,-0.09795246717302829,0.9638908433344466,0.036109156665553366
3.0,5,0.5,-0.643653194333402,0.9071093203475392,0.09289067965246078
3.0,5,0.75,-0.27793681304718376,0.9589989450365303,0.04100105496346973
3.0,5,0.9,-0.09795246717302829,0.9853932287168392,0.014606771283160791
3.0,8,0.5,-0.643653194333402,0.8555697219865436,0.14443027801345643
3.0,8,0.75,-0.27793681304718376,0.9352097094459658,0.06479029055403418
3.0,8,0.9,-0.09795246717302829,0.9767317781561059,0.0232682218438941
3.0,10,0.5,-0.643653194333402,0.8228473190613745,0.17715268093862546
3.0,10,0.75,-0.27793681304718376,0.919678976581178,0.08032102341882197
3.0,10,0.9,-0.09795246717302829,0.9709998152009969,0.029000184799003126
3.0,11,0.5,-0.643653194333402,0.8069584699004987,0.1930415300995013
3.0,11,0.75,-0.27793681304718376,0.912010597267854,0.08798940273214595
3.0,11,0.9,-0.09795246717302829,0.9681464603752922,0.03185353962470783
3.0,13,0.5,-0.643653194333402,0.7760952690211467,0.22390473097885333
3.0,13,0.75,-0.27793681304718376,0.8968651247466013,0.1031348752533987
3.0,13,0.9,-0.09795246717302829,0.9624648804675847,0.037535119532415284
3.0,15,0.5,-0.643653194333402,0.7464124723435582,0.25358752765644177
3.0,15,0.75,-0.27793681304718376,0.8819711683136255,0.11802883168637446
3.0,15,0.9,-0.09795246717302829,0.9568166429843645,0.04318335701563547
4.0,5,0.5,-0.643653194333402,0.877729516131935,0.12227048386806505
4.0,5,0.75,-0.27793681304718376,0.9456349545606485,0.0543650454393515
4.0,5,0.9,-0.09795246717302829,0.9805624212292028,0.019437578770797215
4.0,8,0.5,-0.643653194333402,0.8116655713548463,0.1883344286451537
4.0,8,0.75,-0.27793681304718376,0.9144450796162179,0.0855549203837821
4.0,8,0.9,-0.09795246717302829,0.969081700548625,0.03091829945137503
4.0,10,0.5,-0.643653194333402,0.7704091034892006,0.22959089651079945
4.0,10,0.75,-0.27793681304718376,0.8942254672869197,0.10577453271308035
4.0,10,0.9,-0.09795246717302829,0.9615026619268764,0.03849733807312361
4.0,11,0.5,-0.643653194333402,0.7505740522730263,0.24942594772697368
4.0,11,0.75,-0.27793681304718376,0.8842839402259856,0.11571605977401445
4.0,11,0.9,-0.09795246717302829,0.9577353996097095,0.04226460039029045
4.0,13,0.5,-0.643653194333402,0.7124228292062397,0.28757717079376033
4.0,13,0.75,-0.27793681304718376,0.8647312313110908,0.13526876868890925
4.0,13,0.9,-0.09795246717302829,0.9502450986588729,0.049754901341127145
4.0,15,0.5,-0.643653194333402,0.6762108096292138,0.32378919037078624
4.0,15,0.75,-0.27793681304718376,0.8456108591248409,0.1543891408751591
4.0,15,0.9,-0.09795246717302829,0.9428133781973416,0.05718662180265843
5.0,5,0.5,-0.643653194333402,0.8491159429772573,0.15088405702274266
5.0,5,0.75,-0.27793681304718376,0.9324203666203227,0.06757963337967732
5.0,5,0.9,-0.09795246717302829,0.9757505784474341,0.02424942155256593
5.0,8,0.5,-0.643653194333402,0.769745559826944,0.23025444017305596
5.0,8,0.75,-0.27793681304718376,0.8940849855957302,0.10591501440426976
5.0,8,0.9,-0.09795246717302829,0.9614841024944765,0.03851589750552353
5.0,10,0.5,-0.643653194333402,0.720997884618157,0.27900211538184305
5.0,10,0.75,-0.27793681304718376,0.869407740088377,0.13059225991162304
5.0,10,0.9,-0.09795246717302829,0.9520891913405023,0.047910808659497706
5.0,11,0.5,-0.643653194333402,0.6977942550410519,0.30220574495894814
5.0,11,0.75,-0.27793681304718376,0.8573257192624412,0.14267428073755883
5.0,11,0.9,-0.09795246717302829,0.9474262170774735,0.05257378292252646
5.0,13,0.5,-0.643653194333402,0.6536032268850125,0.3463967731149875
5.0,13,0.75,-0.27793681304718376,0.8336630500588967,0.16633694994110326
5.0,13,0.9,-0.09795246717302829,0.9381686691769975,0.06183133082300252
5.0,15,0.5,-0.643653194333402,0.6122107986821541,0.3877892013178459
5.0,15,0.75,-0.27793681304718376,0.8106534837557507,0.18934651624424925
5.0,15,0.9,-0.09795246717302829,0.9290015791840448,0.0709984208159552
