variant,f_pct,terminal_equity,max_dd
historical,0.05,1.1679463120323577,0.005199338687628578
historical,0.1,1.3635935895150946,0.01037706688043908
historical,0.15,1.5914259529173502,0.015533249849240484
historical,0.2,1.856639373856979,0.020667952759222074
historical,0.25,2.1652524048570885,0.02578124066983205
historical,0.3,2.524233770419922,0.0308731785346598
historical,0.4,3.426831290056999,0.0409932634112911
historical,0.5,4.645352786966042,0.051028724896052216
historical,0.6,6.287951264569136,0.06098007879452279
historical,0.75,9.875448652605236,0.07575053204574891
historical,1.0,20.80405713734431,0.09995467488522479
historical,1.25,43.432641789912154,0.1236490992320575
historical,1.5,89.86369311994878,0.1468416836241171
historical,2.0,374.546262984682,0.19175250842862523
historical,2.5,1506.85910929435,0.2347488204858239
historical,3.0,5853.701885783768,0.27589119612517865
historical,4.0,79619.88202237706,0.35619539074739004
historical,5.0,944362.8978353756,0.4334807661662303
worst5_x1_25,0.05,1.1610935133059999,0.005307016687479411
worst5_x1_25,0.1,1.347613912575298,0.01060510380202725
worst5_x1_25,0.15,1.5634897722143144,0.01589412803950826
worst5_x1_25,0.2,1.8132431924403556,0.021173957172176232
worst5_x1_25,0.25,2.102077373945116,0.026444460050369763
worst5_x1_25,0.3,2.4359767946785738,0.03170550660415297
worst5_x1_25,0.4,3.2675192938724145,0.04219871586669004
worst5_x1_25,0.5,4.376152641577966,0.05265256605256392
worst5_x1_25,0.6,5.851906515637805,0.06306605562330349
worst5_x1_25,0.75,9.023031677606324,0.07860846581237661
worst5_x1_25,1.0,18.426742226527356,0.10429698703323213
worst5_x1_25,1.25,37.273411631456625,0.1297036405316327
worst5_x1_25,1.5,74.68293212919097,0.15481462242194238
worst5_x1_25,2.0,291.43566698155536,0.20409778835645137
worst5_x1_25,2.5,1095.2770231811817,0.252049779486056
worst5_x1_25,3.0,3965.123552716041,0.2985848284336883
worst5_x1_25,4.0,46477.82434851282,0.3890672803037798
worst5_x1_25,5.0,469738.93547899724,0.47566463933088493
worst5_x1_50,0.05,1.1542785326886313,0.006323382859437822
worst5_x1_50,0.1,1.3318104285074512,0.012629792702175633
worst5_x1_50,0.15,1.5360151590765851,0.018919090478539475
worst5_x1_50,0.2,1.770802032842091,0.02519113872896784
worst5_x1_50,0.25,2.0406384247867715,0.03144580158376352
worst5_x1_50,0.3,2.3506272273330353,0.037682944762742476
worst5_x1_50,0.4,3.115190275280636,0.050104142917364175
worst5_x1_50,0.5,4.121671090315676,0.062453690722541075
worst5_x1_50,0.6,5.444410351133885,0.07473057110217507
worst5_x1_50,0.75,8.240152842024004,0.09300747781222168
worst5_x1_50,1.0,16.306607019261936,0.12309196392930871
worst5_x1_50,1.25,31.942462113709798,0.15269293713643484
worst5_x1_50,1.5,61.938113534128675,0.18179716738257057
worst5_x1_50,2.0,225.90017968282896,0.2384673480735793
worst5_x1_50,2.5,791.1751648990021,0.2930160245231954
worst5_x1_50,3.0,2660.9231685579402,0.34537187644313216
worst5_x1_50,4.0,26647.02019278908,0.44506650772032136
worst5_x1_50,5.0,226593.57228041114,0.5376341750527363
worst5_x2_00,0.05,1.1407612445858997,0.00835404472291188
worst5_x2_00,0.1,1.3007247735373835,0.016670908195882433
worst5_x2_00,0.15,1.482422139552813,0.024950469479843546
worst5_x2_00,0.2,1.6887063133966704,0.03319261048919703
worst5_x2_00,0.25,1.9227908108265148,0.041397215984294654
worst5_x2_00,0.3,2.188293359670099,0.049564173563753255
worst5_x2_00,0.4,2.8303424032320335,0.06578470951439674
worst5_x2_00,0.5,3.653874905233096,0.08185337559378641
worst5_x2_00,0.6,4.708133790826796,0.09776937394934478
worst5_x2_00,0.75,6.862032094985297,0.12135548394068642
worst5_x2_00,1.0,12.735440582103763,0.15989228885861176
worst5_x2_00,1.25,23.35709851871763,0.19745425266353528
worst5_x2_00,1.5,42.32975353219191,0.23403352168085606
worst5_x2_00,2.0,134.10995767878958,0.3042207830004824
worst5_x2_00,2.5,404.77644574365354,0.3704236342525406
worst5_x2_00,3.0,1163.0601388031225,0.43263629084846905
worst5_x2_00,4.0,8254.72701151078,0.5466319232690523
worst5_x2_00,5.0,47512.05613751788,0.6466026189254838
insert_worst_1,0.05,1.1658116661186857,0.005199338687628245
insert_worst_1,0.1,1.358609131832775,0.010377066880439241
insert_worst_1,0.15,1.582700044357219,0.015533249849240713
insert_worst_1,0.2,1.8430659155164997,0.0206679527592218
insert_worst_1,0.25,2.1454653343792525,0.025781240669832485
insert_worst_1,0.3,2.496552642027245,0.0308731785346597
insert_worst_1,0.4,3.376725758083069,0.04099326341129115
insert_worst_1,0.5,4.560450054347983,0.05102872489605186
insert_worst_1,0.6,6.150042019933328,0.06098007879452303
insert_worst_1,0.75,9.604709502678466,0.07575053204574914
insert_worst_1,1.0,20.043589038792675,0.0999546748852255
insert_worst_1,1.25,41.44810469343406,0.12364909923205786
insert_worst_1,1.5,84.93639903125764,0.14684168362411743
insert_worst_1,2.0,347.16405743206434,0.19175250842862512
insert_worst_1,2.5,1369.15540635012,0.23474882048582396
insert_worst_1,3.0,5211.776104694747,0.27589119612517854
insert_worst_1,4.0,67978.2334941629,0.35619539074738976
insert_worst_1,5.0,771762.4640549739,0.43348076616623
insert_worst_2_consec,0.05,1.1638804842634791,0.00566169419311541
insert_worst_2_consec,0.1,1.3541080252133066,0.011301328151423177
insert_worst_2_consec,0.15,1.5748347560862528,0.016918946581044605
insert_worst_2_consec,0.2,1.830853666977796,0.022514594210481662
insert_worst_2_consec,0.25,2.1276953812850414,0.02808831579033743
