hour,N,avg_open_pnl_R,median_open_pnl_R,pct_of_final_pnl_achieved,pct_winners_currently_positive,pct_winners_past_mfe,remaining_expected_gain_R
1,890,-0.07028739276733206,-0.051955088832954244,-0.2012316901016204,0.0,0.0,0.4195732966517426
2,890,0.05526432801377014,0.039057615321564626,0.15822089411331874,0.6409335727109515,0.0,0.29402157587064043
3,882,0.24488549375870775,0.2804545038546674,0.6948012305632376,0.8267148014440433,0.061371841155234655,0.1076878890074835
4,873,0.3141974880749694,0.35782730404965707,0.8823601513671263,0.9034608378870674,0.2058287795992714,0.03694017004881648
5,860,0.3165277286325257,0.36442383677031426,0.8756673293488949,0.9279112754158965,0.4011090573012939,0.027562552341750125
6,842,0.3382591249064913,0.3794833815980274,0.9162005468545694,1.0,0.596958174904943,0.0
