group,N,median_mfe_R,median_time_to_mfe_h,final_expectancy_R,median_giveback_R,median_capture_winners
no_overlap,481,0.7354430632503872,4.0,0.4064756155750537,0.25691307532772223,0.8833798896770435
same_dir_overlap_any,276,0.7196618525887988,4.0,0.2772221999321895,0.30228444124941944,0.9999999999999997
opp_dir_overlap_any,172,0.6792063155259971,4.0,0.34688801055698976,0.3657715469782287,0.8754501484333921
A_A_overlap,123,0.7197702131608745,4.0,0.2885825543490439,0.30141494784627104,0.9999999999999996
B_B_overlap,153,0.7026388838095257,4.0,0.2680893659892281,0.3214345142722682,0.9999999999999997
A_B_overlap,172,0.6792063155259971,4.0,0.34688801055698976,0.3657715469782287,0.8754501484333921
