group,N,expectancy_R,win_rate,median_mae_R,p95_mae_R,p_less_neg1R,p_less_neg2R,median_time_to_neg1R_losers_h
entry_concurrency_0,654,0.38128079412051136,0.6376146788990825,-0.23505659971124543,-1.7525746479908688,0.10856269113149847,0.03058103975535168,3.0
entry_concurrency_1,220,0.26124234442832917,0.5909090909090909,-0.26293617992808005,-2.0035923352018856,0.16363636363636364,0.05454545454545454,3.0
entry_concurrency_2plus,16,0.25209370800490866,0.625,-0.1616759709293628,-1.2637964909794612,0.0625,0.0,3.5
same_dir_overlap_any,276,0.2772221999321895,0.5833333333333334,-0.34160084579056366,-1.9121697379175753,0.16304347826086957,0.03985507246376811,3.0
opp_dir_overlap_any,172,0.34688801055698976,0.5872093023255814,-0.172496207618494,-1.8427887017597426,0.12209302325581395,0.046511627906976744,3.0
A_A_overlap,123,0.2885825543490439,0.6016260162601627,-0.35998351195987105,-1.9061257977858346,0.14634146341463414,0.04065040650406504,3.0
B_B_overlap,153,0.2680893659892281,0.5686274509803921,-0.28577350577377447,-1.8421197815490198,0.17647058823529413,0.0392156862745098,3.0
A_B_overlap,172,0.34688801055698976,0.5872093023255814,-0.172496207618494,-1.8427887017597426,0.12209302325581395,0.046511627906976744,3.0
no_overlap,481,0.4064756155750537,0.6611226611226612,-0.2228411636958241,-1.7471415238812535,0.09355509355509356,0.029106029106029108,3.0
