family,outcome,N,n_no_positive_mfe,median_capture,p25_capture,p75_capture,p90_capture,share_capture_ge_25pct,share_capture_ge_50pct,share_capture_ge_75pct,share_capture_ge_90pct,median_giveback_R
A,WINNER,276,0,0.9141688641142192,0.648259889453717,1.0,1.0,0.9239130434782609,0.8260869565217391,0.644927536231884,0.5108695652173914,0.08127952421276197
A,LOSER,156,83,-1.1290885671070587,-3.0692984705148083,-0.44067839211838017,-0.14645059854089676,0.0,0.0,0.0,0.0,0.8021008373372776
B,WINNER,281,0,0.9361062649549972,0.6302445416590441,1.0,1.0000000000000002,0.9430604982206405,0.797153024911032,0.6476868327402135,0.5124555160142349,0.08814690233092404
B,LOSER,177,78,-1.808268557479591,-4.6775830008060275,-0.41631477304563,-0.15706284618656055,0.0,0.0,0.0,0.0,0.9113329009731616
A+B,WINNER,557,0,0.9186595997281858,0.6395676322401015,1.0,1.0,0.933572710951526,0.8114901256732495,0.6463195691202872,0.5116696588868941,0.08601982046539558
A+B,LOSER,333,161,-1.4104021267994455,-4.401354992192813,-0.43489634342477757,-0.14770607967189237,0.0,0.0,0.0,0.0,0.8357861692996819
