n_raw_events,n_executed_trades,timeline_hours,in_market_hours,max_concurrent_positions,mean_concurrency_all_hours,mean_concurrency_in_market,median_concurrency_in_market,p90_concurrency_in_market,p99_concurrency_in_market,hours_with_2_positions,hours_with_3_positions,hours_with_4plus_positions,same_direction_overlap_hours,opposite_direction_overlap_hours,A_A_overlap_hours,B_B_overlap_hours,A_B_overlap_hours,max_gross_exposure,max_abs_net_exposure,gross_exposure_p90,gross_exposure_p99,note
890,890,25112,4735,3,0.21264733991717108,1.1277719112988385,1.0,2.0,2.0,565,20,0,367,228,156,211,228,18.18781280480144,18.18781280480144,1.154362433670633,4.04488792781972,gross = sum|pos|; net = sum(dir*pos); opposite positions do NOT cancel economically
