state,hours,pct_of_hours,gross_R_median,gross_R_p95,gross_R_max,net_R_median,net_R_max,opposing_R_max,same_dir_R_max
0_position,20377,0.8114447276202612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_position,4150,0.16525963682701497,0.7618016810571367,1.0,1.0,0.7618016810571367,1.0,0.0,1.0
2_opposing,218,0.008681108633322714,1.4902211983649027,1.816496580927726,1.912870929175277,0.3355206599856511,0.591751709536137,0.9128709291752769,1.0
2_same_dir,347,0.013818094934692578,1.4082482904638631,1.816496580927726,1.816496580927726,1.4082482904638631,1.816496580927726,0.0,1.816496580927726
3_positions,20,0.0007964319847085059,2.224744871391589,2.393846850117352,2.393846850117352,1.7182371456447754,2.393846850117352,1.0,2.393846850117352
