family,group,N,median_hour,p75_hour,p90_hour,pct_hour1,pct_hour2,pct_hour3,pct_hour4,pct_hour5,pct_hour6
A,all,432,4.0,5.0,6.0,0.14583333333333334,0.14583333333333334,0.1712962962962963,0.14583333333333334,0.15046296296296297,0.24074074074074073
A,winners,276,5.0,6.0,6.0,0.0,0.11231884057971014,0.14492753623188406,0.16666666666666666,0.20652173913043478,0.3695652173913043
A,losers,156,2.0,3.0,4.0,0.40384615384615385,0.20512820512820512,0.21794871794871795,0.10897435897435898,0.05128205128205128,0.01282051282051282
B,all,458,4.0,5.0,6.0,0.15065502183406113,0.07641921397379912,0.185589519650655,0.19213973799126638,0.15283842794759825,0.2423580786026201
B,winners,281,5.0,6.0,6.0,0.0,0.021352313167259787,0.15658362989323843,0.23487544483985764,0.19572953736654805,0.3914590747330961
B,losers,177,2.0,3.0,4.0,0.3898305084745763,0.1638418079096045,0.23163841807909605,0.12429378531073447,0.0847457627118644,0.005649717514124294
A+B,all,890,4.0,5.0,6.0,0.14831460674157304,0.1101123595505618,0.17865168539325843,0.1696629213483146,0.15168539325842698,0.24157303370786518
A+B,winners,557,5.0,6.0,6.0,0.0,0.06642728904847396,0.15080789946140036,0.20107719928186715,0.20107719928186715,0.38061041292639136
A+B,losers,333,2.0,3.0,4.0,0.3963963963963964,0.1831831831831832,0.22522522522522523,0.11711711711711711,0.06906906906906907,0.009009009009009009
