event_id,event_start,family,dir,pos,entry_ts,exit_ts,pnl_bps,gross_pnl_bps,cost_pnl_bps,split,hold_h,mfe_bps,mae_bps,dir_mfe_bps,dir_mae_bps,time_to_mfe_h,time_to_mae_h,rv_bps_per_h,cost_bps,gross_return_bps,dir_return_bps,dir_net_bps,severity,session,entry_price,exit_price,price_return_bps,risk_unit_bps,r_multiple,account_return_pct,mfe_r,mae_r,rv_eff_bps_per_h,spread_commission_bps,swap_bps,event_ts
EUR_ORIGIN_202307101100,2023-07-10 11:00:00+00:00,A,1.0,0.4427573973380781,2023-07-10 13:00:00+00:00,2023-07-10 19:00:00+00:00,-20.987283466223072,-20.35741557973596,0.6298678864871152,inner_sel,6,20.172279454291342,-45.978713629919454,20.172279454291342,-45.978713629919454,2.0,6.0,22.585732186794516,1.4226027397260275,-45.978713629919454,-45.978713629919454,-47.401316369645485,LOW,London,142.131,141.479,-45.978713629919454,24.49489742783178,-0.8568022596566067,-0.8568022596566067,0.8235298601973748,-1.8770731237142135,22.585732186794516,1.2,0.2226027397260275,2023-07-10 11:00:00+00:00
EUR_ORIGIN_202307111000,2023-07-11 10:00:00+00:00,B,-1.0,0.7463296682064142,2023-07-11 11:00:00+00:00,2023-07-11 17:00:00+00:00,-10.874610087953156,-10.145149514987024,0.7294605729661322,inner_sel,6,29.72488908475235,-2.6354121189164914,2.6354121189164914,-29.72488908475235,5.0,2.0,13.398904567243166,0.9773972602739726,13.593389017172441,-13.593389017172441,-14.570786277446414,MEDIUM,London,140.414,140.605,13.593389017172441,24.49489742783178,-0.4439540977867955,-0.4439540977867955,0.10759024922154045,-1.2135135153078087,13.398904567243166,1.2,-0.2226027397260274,2023-07-11 10:00:00+00:00
EUR_ORIGIN_202307111400,2023-07-11 14:00:00+00:00,B,-1.0,1.131425594513794,2023-07-11 15:00:00+00:00,2023-07-11 21:00:00+00:00,29.86689193251412,30.972744208795756,1.1058522762816327,inner_sel,6,0.0,-35.42395031868928,35.42395031868928,-0.0,1.0,5.0,8.838407093218787,0.9773972602739726,-27.374972211147153,27.374972211147153,26.39757495087318,LOW,NY_Overlap,140.832,140.447,-27.374972211147153,24.49489742783178,1.2193107572917832,1.2193107572917832,1.4461767159081713,-0.0,8.838407093218786,1.2,-0.2226027397260274,2023-07-11 14:00:00+00:00
EUR_ORIGIN_202307121500,2023-07-12 15:00:00+00:00,A,1.0,1.4637257787722129,2023-07-12 17:00:00+00:00,2023-07-12 23:00:00+00:00,28.174623581755466,30.25692388484443,2.0823003030889637,inner_sel,6,20.6711696436912,0.0,20.6711696436912,0.0,6.0,1.0,6.83188076962619,1.4226027397260275,20.6711696436912,20.6711696436912,19.248566903965173,MEDIUM,NY_Overlap,138.214,138.5,20.6711696436912,24.49489742783178,1.150224191171451,1.150224191171451,0.8438969668925433,0.0,6.83188076962619,1.2,0.2226027397260275,2023-07-12 15:00:00+00:00
EUR_ORIGIN_202307131600,2023-07-13 16:00:00+00:00,A,1.0,4.246028667705734,2023-07-13 18:00:00+00:00,2023-07-14 00:00:00+00:00,-6.9630171373367205,-0.922605121703289,6.040412015633431,inner_sel,6,0.8690991792459357,-3.8394251475892816,0.8690991792459357,-3.8394251475892816,2.0,3.0,2.3551418943676894,1.4226027397260275,-0.2172865974081617,-0.2172865974081617,-1.6398893371341892,LOW,NY_Overlap,138.068,138.065,-0.2172865974081617,24.49489742783178,-0.28426398427882976,-0.28426398427882976,0.03548082541706997,-0.15674387528672892,2.3551418943676894,1.2,0.2226027397260275,2023-07-13 16:00:00+00:00
EUR_ORIGIN_202307140500,2023-07-14 05:00:00+00:00,A,1.0,0.6822804829208027,2023-07-14 07:00:00+00:00,2023-07-14 13:00:00+00:00,36.34547195430728,37.31608603857202,0.970614084264731,inner_sel,6,54.69317527422746,0.0,54.69317527422746,0.0,6.0,1.0,14.656728794572267,1.4226027397260275,54.69317527422746,54.69317527422746,53.270572534501426,LOW,Asia,137.848,138.604,54.69317527422746,24.49489742783178,1.4837976791448224,1.4837976791448224,2.232839530574378,0.0,14.656728794572267,1.2,0.2226027397260275,2023-07-14 05:00:00+00:00
EUR_ORIGIN_202307141100,2023-07-14 11:00:00+00:00,A,1.0,0.7503989529911693,2023-07-14 13:00:00+00:00,2023-07-14 19:00:00+00:00,5.754141871932136,6.821661478344916,1.06751960641278,inner_sel,6,18.605461525291744,-2.7432663811488567,18.605461525291744,-2.7432663811488567,2.0,4.0,13.326244606470926,1.4226027397260275,9.090712948296442,9.090712948296442,7.668110208570415,LOW,London,138.54,138.666,9.090712948296442,24.49489742783178,0.2349118582302827,0.2349118582302827,0.7595647860991532,-0.11199338103910088,13.326244606470926,1.2,0.2226027397260275,2023-07-14 11:00:00+00:00
EUR_ORIGIN_202307170000,2023-07-17 00:00:00+00:00,B,-1.0,0.8183509568657535,2023-07-17 01:00:00+00:00,2023-07-17 07:00:00+00:00,2.9184610494715346,3.718315032654706,0.7998539831831714,inner_sel,6,0.0,-22.01634429213506,22.01634429213506,-0.0,1.0,2.0,12.219696104834458,0.9773972602739726,-4.543667972107812,4.543667972107812,3.5662707118338397,LOW,Asia,138.686,138.623,-4.543667972107812,24.49489742783178,0.11914567342321256,0.11914567342321256,0.8988134919527967,-0.0,12.219696104834458,1.2,-0.2226027397260274,2023-07-17 00:00:00+00:00
EUR_ORIGIN_202307171100,2023-07-17 11:00:00+00:00,A,1.0,0.5083004283523904,2023-07-17 13:00:00+00:00,2023-07-17 19:00:00+00:00,15.85530779964716,16.578417381625187,0.723109581978024,inner_sel,6,56.43237883533381,0.0,56.43237883533381,0.0,3.0,1.0,19.673404628861103,1.4226027397260275,32.61539132548563,32.61539132548563,31.192788585759605,LOW,London,138.359,138.811,32.61539132548563,24.49489742783178,0.6472902303984307,0.6472902303984307,2.3038422186334113,0.0,19.673404628861103,1.2,0.2226027397260275,2023-07-17 11:00:00+00:00
EUR_ORIGIN_202307181100,2023-07-18 11:00:00+00:00,B,-1.0,0.497938825451931,2023-07-18 12:00:00+00:00,2023-07-18 18:00:00+00:00,-24.66436138647964,-24.17767734269888,0.4866840437807572,inner_sel,6,48.555517478989785,-11.795654343913498,11.795654343913498,-48.555517478989785,6.0,3.0,20.08278826404823,0.9773972602739726,48.555517478989785,-48.555517478989785,-49.53291473926376,LOW,London,138.268,138.941,48.555517478989785,24.49489742783178,-1.0069183371413228,-1.0069183371413228,0.4815555720805325,-1.98227070033858,20.08278826404823,1.2,-0.2226027397260274,2023-07-18 11:00:00+00:00
