split,N,median_mfe_R,median_time_to_mfe_h,median_capture_winners,median_giveback_R,remaining_expectancy_at_h3_R,winner_tail5_share
inner_sel,461,0.7415831023372353,4.0,0.8978673589744646,0.2848007726879218,0.0683065452019098,0.17463621811809252
inner_val,149,0.6516337579332077,4.0,0.9570372411927233,0.34106555312037895,0.152051648318705,0.1768620609840176
RELATIONSHIP_CONFIRMED_OOS,280,0.6897034901841126,4.0,0.9598672922176803,0.3228447336150944,0.14924882772086018,0.17875583601455483
