scheme,f_pct,n_paths,cagr_p5,cagr_p25,cagr_p50,cagr_p75,cagr_p90,cagr_p95,cagr_p99,max_dd_p5,max_dd_p25,max_dd_p50,max_dd_p75,max_dd_p90,max_dd_p95,max_dd_p99,terminal_p5,terminal_p25,terminal_p50,terminal_p75,terminal_p90,terminal_p95,terminal_p99,min_eq_p5,min_eq_p25,min_eq_p50,min_eq_p75,min_eq_p90,min_eq_p95,min_eq_p99,dur_trades_p5,dur_trades_p25,dur_trades_p50,dur_trades_p75,dur_trades_p90,dur_trades_p95,dur_trades_p99,exp_cagr,exp_max_dd,median_terminal,P_dd_ge_10,P_dd_ge_15,P_dd_ge_20,P_dd_ge_30,P_dd_ge_40,P_dd_ge_50,P_technical_ruin,P_capital_impairment_50
episode,0.05,10000,0.04417583237819036,0.050900360270301315,0.05566219430287933,0.060624003728720344,0.06500144670617339,0.0674960779816598,0.07247421825488591,0.0038425543371571422,0.004706783147979385,0.0055280086742705795,0.0065231057238263335,0.007774584631649466,0.008613541298127853,0.010511195502466075,1.1318236956593022,1.1528292433005485,1.167856281809498,1.183649423235285,1.1976974242409106,1.2057514651719925,1.2219288298415538,0.9968778057239417,0.9988410682253207,0.9996788996947275,1.0001985825092952,1.0006376010827347,1.0009100384656875,1.0015468747248606,29.0,40.0,50.0,65.0,84.0,97.0,133.0,0.05575738413687437,0.005772404568822364,1.167856281809498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.1,10000,0.09016864078978706,0.10424976321500778,0.11428169580165504,0.12477553065364805,0.13407172423842892,0.13939358210807826,0.1500214090252709,0.007676975888878559,0.009398097781158897,0.011036667861659827,0.01301405200798247,0.015507595074042816,0.01718265228503187,0.020933600583639328,1.2805721514828559,1.3285264927142784,1.363394126376272,1.400498909063996,1.433912726135944,1.4532727752184236,1.4924425240181525,0.9937624125021896,0.9976785201167162,0.9993577993894548,1.00039716501859,1.0012752021654694,1.0018200769313752,1.0030937494497214,29.0,40.0,50.0,65.0,84.10000000000036,97.0,133.0,0.1145302343160593,0.011519362979354186,1.363394126376272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.15,10000,0.13804702718097142,0.1601610597599445,0.17599359056816044,0.1926501863771487,0.20746791844828358,0.2159682322300827,0.2329837259976516,0.011502173264427732,0.01407241797195669,0.016520977524724888,0.019472265576729014,0.023193136722748708,0.02568593261057484,0.031266908145596795,1.448358252168683,1.5304475924410672,1.5910409658073914,1.6564511791149967,1.716090016980923,1.7509244492798195,1.8220300764696615,0.9906530848223144,0.9965162176458922,0.9990364463258874,1.0005953022065186,1.0019128032482043,1.0027301153970627,1.004640624174582,29.0,40.0,51.0,65.0,85.0,97.0,133.0,0.17647642767625288,0.017240949777644763,1.5910409658073914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.2,10000,0.18788475343695718,0.21875049304239402,0.24093499863168966,0.26445857903468584,0.28545631541937994,0.29751166573323623,0.3217254953777947,0.015316170800136465,0.01873276324011377,0.021984310141247757,0.025906019641227365,0.03082685449527275,0.03413026013819033,0.04150910342337728,1.637562068698,1.7624253438898905,1.8558915175975446,1.9584611748554968,2.0530738215271915,2.1087129678179863,2.223412893672733,0.9875500441304692,0.9953481828872907,0.9987126936113332,1.0007937362753578,1.002550404330939,1.0036401538627502,1.0061874988994428,29.0,40.0,51.0,66.0,85.0,97.0,133.01000000000022,0.24176182474915495,0.022937236804847244,1.8558915175975446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.25,10000,0.23974640766819427,0.2801262054219171,0.3092850940061739,0.3404131382044934,0.3683107866001325,0.3843353099063654,0.4166345914800512,0.019120218895277027,0.02338034447084536,0.027421004103964718,0.03231231859421779,0.03842429955540259,0.04251852982571853,0.05165695811700574,1.8508039447490743,2.028781677297542,2.163989357610291,2.3146572878482012,2.4553507353768325,2.5386245224705024,2.7120130407420167,0.9844539601498908,0.9941792506671915,0.9983908670141665,1.0009917877617973,1.0031880054136737,1.0045501923284377,1.0077343736243034,29.0,40.0,51.0,66.0,85.0,97.0,133.01000000000022,0.31056065825265966,0.028608299243412228,2.163989357610291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.3,10000,0.2937164831897713,0.3444187592272237,0.3812577029795142,0.42073924160916404,0.45627675772499493,0.4767681824000689,0.5181238936466263,0.022913564163666102,0.028011681306874352,0.032840357808744156,0.0386800522495838,0.045965144476420916,0.05084633309678371,0.06170812724483651,2.0910925379615395,2.3345269173869703,2.5224908825906245,2.7345837406464755,2.9351274985309086,3.054994807574259,3.30651824225364,0.9813634451406806,0.9930047910394589,0.9980690404169998,1.001188128760417,1.0038256064964084,1.0054602307941254,1.0092812483491642,29.0,40.0,51.0,66.0,85.0,97.0,134.0,0.38305594005392324,0.03425421800653954,2.5224908825906245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.4,10000,0.4082858580689173,0.48224465826669977,0.5366760975185323,0.5955146314103923,0.6487988769060009,0.6798738279775165,0.7426290061834929,0.03046965537276082,0.03723506689425754,0.04362029468967116,0.05133225293875222,0.06090077982766489,0.06734534936646998,0.08159448008112735,2.6664798098089912,3.0875606562742655,3.423591822633231,3.8126564293009073,4.1888660571007605,4.4190140574382974,4.908551736682158,0.9751886122929855,0.9906364171720898,0.9974100875801231,1.001584171680556,1.005100808661878,1.0072803077255004,1.0123749977988856,29.0,40.0,51.0,66.0,85.0,98.0,134.01000000000022,0.5399143672551426,0.045470895574873285,3.423591822633231,1.0337078651685394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.5,10000,0.5321589647826823,0.6333622462657,0.7086494129928768,0.7908907010152657,0.8658550779841857,0.9098176496231393,0.999104902437368,0.03797918707311106,0.046399136297923575,0.054346231703662574,0.06386410363053582,0.07565543357515873,0.08362170404004805,0.10109857816780468,3.3948420628883405,4.0775015491047055,4.639332033740191,5.3081022150579695,5.969724300572953,6.3815580522183755,7.273957492357206,0.9690107577107809,0.9882865965503013,0.9967207141117886,1.0019800426963765,1.0063760108273474,1.0090934876314093,1.0154467669796103,29.0,40.0,51.0,66.0,86.0,98.0,135.0,0.7139934728944163,0.05658785068282774,4.639332033740191,0.00012325842696629213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.6,10000,0.6660818520205178,0.7991504273388508,0.8988990308249588,1.009129177613759,1.1103692813662378,1.170078128172598,1.2922637559317554,0.04546149310427398,0.055496937532142354,0.06496445060315267,0.07631358210134687,0.0902555156723361,0.09968371880301824,0.12033433221320408,4.315878437918944,5.378533280010215,6.277602447260593,7.378930640969553,8.49481923139311,9.201616637428625,10.764912963550097,0.962802285521919,0.985904984269606,0.9960386733420872,1.0023760512356519,1.007651212992817,1.0109121851576912,1.018525349692147,30.0,40.0,51.0,67.0,86.0,99.0,135.01000000000022,0.9071194913463878,0.0676056970924059,6.277602447260593,0.0005557303370786517,7.078651685393258e-06,0.0,0.0,0.0,0.0,0.0,0.0
episode,0.75,10000,0.8876200237677633,1.077640960144489,1.222528197133916,1.3849993019315703,1.5359740877146892,1.6258369174978866,1.8124882970028826,0.05659908619486689,0.06903285247257998,0.08074644595107855,0.09471946412693528,0.11184264083804575,0.12339039572979867,0.1485138753631704,6.171379621610235,8.122868501211524,9.853157155939712,12.06005417940581,14.378360665743251,15.886579410195393,19.340202817420263,0.9535340840422936,0.982281456350601,0.9949922641925235,1.002970064044565,1.0095640162410213,1.0136402314471138,1.023154260472883,30.0,40.0,51.0,67.0,86.0,99.0,137.0,1.2369800596799398,0.08394810586879564,9.853157155939712,0.0023530337078651684,9.932584269662921e-05,8.98876404494382e-07,0.0,0.0,0.0,0.0,0.0
episode,1.0,10000,1.3181837537701024,1.6346312267207368,1.8819792585022044,2.1659315621841584,2.4357647592182983,2.59891137363821,2.944953772083112,0.07500975279952728,0.09135658815464513,0.10662724151273703,0.12478565754960871,0.1468416947495576,0.16173026905691243,0.19412678283920828,11.11729351225745,16.03947049410236,20.74082501393142,27.147627946557613,34.31528255511122,39.19246487646329,50.981897953629826,0.9379963556253176,0.9762655746817184,0.9932105541688019,1.0039546723140027,1.012750735112792,1.0181869752628185,1.030866954758731,30.0,41.0,52.0,67.0,87.0,100.0,138.0,1.9135452658048568,0.11069871992510066,20.74082501393142,0.009948988764044944,0.0010164044943820226,7.764044943820225e-05,0.0,0.0,0.0,0.0,0.0
episode,1.25,10000,1.8380842331424083,2.3306978644328695,2.7259059679817166,3.189343678390135,3.640275152625458,3.916105654608863,4.514415202294226,0.09314110936510472,0.11331470604007214,0.1319941863477685,0.15413784265447933,0.18081474023398078,0.19890192214704536,0.23754927747887686,19.848692346739334,31.394202924651463,43.28579769576017,60.56106028187735,81.16612682123278,95.76603719653083,133.07371791030818,0.9225731203853921,0.9701800371851841,0.9913884996568623,1.0048599945481955,1.015852461842817,1.022733719078523,1.038173162771226,30.0,41.0,52.0,68.0,88.0,101.0,140.0,2.786986252706479,0.13684936873221426,43.28579769576017,0.023561011235955057,0.003826741573033708,0.0005520224719101123,3.595505617977528e-06,0.0,0.0,0.0,0.0
episode,1.5,10000,2.4644525405573603,3.1975859665665185,3.80187330220821,4.526339430459075,5.244035141657684,5.6931220140572885,6.687397957716256,0.11113704362043114,0.13493270676106794,0.15687561261451316,0.18280912148981676,0.21376613478376943,0.2347181364748767,0.2789928948274471,35.14246143364561,60.90300348103146,89.52876307481371,133.8996809986304,189.96886323179842,231.78654452640262,344.66336155551653,0.9074284887042681,0.9642583163155247,0.9895325591758097,1.0057840119807706,1.0189468405467654,1.0272804628942278,1.0453484406303173,30.0,41.0,53.0,69.0,88.10000000000036,102.0,141.01000000000022,3.912283067446272,0.16240974778450248,89.52876307481371,0.04187741573033708,0.00933067415730337,0.0018950561797752808,4.5730337078651684e-05,0.0,0.0,0.0,0.0
episode,2.0,10000,4.120254182153593,5.6065499839236965,6.90239577880417,8.522364299177292,10.20050831544608,11.295126121298333,13.746680391031598,0.1465252743228773,0.17716569412024927,0.2051516559253276,0.2379798432056435,0.27666178048616175,0.3028510526599819,0.3576174554533807,107.60432679719017,223.30157063141195,373.00206429522837,636.3601832090164,1013.0628981149198,1323.2403688925897,2227.565366976068,0.8770612394628543,0.9521357219392128,0.9859413244898909,1.00755148602538,1.0252447579222075,1.0361024391103653,1.0586559586563882,31.0,42.0,53.0,70.0,90.0,104.0,143.0,7.215545464394374,0.21179598574977684,373.00206429522837,0.08663955056179776,0.028332696629213484,0.008711573033707865,0.0006412359550561797,2.3820224719101125e-05,0.0,0.0,0.0
episode,2.5,10000,6.473077739414859,9.276109979806332,11.841967171883596,15.206752946476634,18.853062764899423,21.309383921259464,26.938167138674856,0.18114116692352175,0.21790288847053169,0.2515985051822516,0.2904174063991515,0.3354541312367299,0.36598342134676526,0.4298276164996734,317.84716229621245,791.5438342997401,1498.9093926836654,2919.333209231554,5220.887367153408,7292.302128192745,13891.999112199675,0.8467984399790092,0.9395048019894334,0.9821706148553371,1.0090079518061417,1.0311367094954174,1.0451280488879566,1.0722689603756215,31.0,42.0,54.0,71.0,91.0,105.0,146.0,12.630762801914205,0.2589304926062429,1498.9093926836654,0.13484595505617977,0.05513584269662921,0.02175314606741573,0.0027808988764044945,0.00026191011235955056,9.775280898876405e-06,0.0,9.775280898876405e-06
episode,3.0,10000,9.782247547318443,14.784249462680386,19.61623617166188,26.242839328411286,33.7089871336441,38.945058880742984,51.346897807760634,0.2147669468727662,0.2574279427468085,0.2962144940470739,0.34006288725308587,0.39026987575653516,0.4254073622820987,0.49333247838743766,908.425272489941,2706.57995091475,5816.632990103328,12924.395772581132,25866.360184545698,38684.398040270135,83930.27124384996,0.8167646894403029,0.92623728861656,0.9781562727586299,1.010707529245468,1.0366018300134523,1.0541536586655478,1.085880320409109,32.0,43.0,55.0,72.0,93.0,107.0,148.0,21.437322629878413,0.30388063921502323,5816.632990103328,0.18077011235955057,0.08670966292134831,0.03999483146067416,0.007393258426966292,0.001044943820224719,9.426966292134831e-05,0.0,9.426966292134831e-05
episode,4.0,10000,20.608932423887946,34.86695745159042,50.24469307488971,73.12413898718292,101.28171356079814,122.29380780574358,175.61846242945077,0.2795343256230785,0.33244439885487365,0.3791235938638014,0.43163160338330714,0.490560831749588,0.5303613036103935,0.6041015785493642,6655.456637952825,28416.01376949674,78966.68809736182,227336.23849475756,571805.3597726433,976540.8391789515,2734249.8526917626,0.756005271833503,0.899992907893306,0.9700172164436314,1.0132140423006755,1.0478823319480692,1.0710600741491945,1.1116868745882522,33.0,44.0,57.0,75.0,96.0,112.0,153.0,58.38891351049352,0.38751982262001883,78966.68809736182,0.25917932584269665,0.1535470786516854,0.0867447191011236,0.02507943820224719,0.006039213483146067,0.001107303370786517,0.0,0.001107303370786517
episode,5.0,10000,40.289780127825885,76.85850808352004,120.63815528261256,191.18671459755046,286.09246358632714,361.18319206250004,566.7980946307298,0.3410529598210664,0.4023540680236471,0.4554230560995327,0.5138187388068445,0.5776881696845849,0.6186865444451641,0.6951419685543577,42533.121925439955,261708.2217512425,939444.5179147918,3482829.1057008984,10995773.873456744,21393487.25316351,77559976.60810693,0.697785102813937,0.8722205129216001,0.9613453534925513,1.0157381734667015,1.0597382021344057,1.0872313241732063,1.1352582611507043,33.0,46.0,59.0,77.0,99.0,116.0,158.0,151.43143638658674,0.4632734856818194,939444.5179147918,0.3271332584269663,0.21526438202247192,0.13643550561797751,0.05229247191011236,0.017283820224719103,0.0046434831460674154,0.0,0.0046434831460674154
