cut,quantile,threshold,N,pct_of_trades,mean_final_R,mean_mae_R,family_A_share,mean_entry_hour,mean_rv_bps_per_h,mean_pos,mean_concurrency_at_entry,mean_max_concurrent,opp_overlap_rate,same_overlap_rate,mean_episode_rank_6h,mean_cluster_size_6h,fast_failure_rate,median_time_to_worst_mae_h,median_time_to_first_1R_h,mean_cost_bps,share_of_total_losses,share_of_max_dd_window,share_of_worst_24h_loss,share_of_worst_48h_loss
final_return,0.01,-2.6701333938335843,9,1.0112359550561798,-3.0183300275300917,-3.0183300275300917,0.5555555555555556,14.0,4.432306687661991,2.6341144391435196,0.2222222222222222,1.3333333333333333,0.0,0.2222222222222222,1.2222222222222223,1.3333333333333333,1.0,5.0,2.0,1.2247336377473363,0.09716854948368461,,0.45269452121154247,0.4083489398422459
final_return,0.025,-2.215149623510349,23,2.5842696629213484,-2.6327500678936224,-2.677772051192299,0.4782608695652174,11.826086956521738,5.485995154478974,2.364333440116869,0.34782608695652173,1.5217391304347827,0.21739130434782608,0.30434782608695654,1.5217391304347827,2.0869565217391304,1.0,5.0,2.0,1.1903216200119116,0.21659775685709182,0.21273050938352786,0.45269452121154247,0.4083489398422459
final_return,0.05,-1.7731507567987852,45,5.056179775280899,-2.304192744754429,-2.3352635084780045,0.5555555555555556,11.4,6.653761991017598,2.144927132166088,0.37777777777777777,1.6222222222222222,0.2,0.4,1.511111111111111,2.088888888888889,0.8222222222222222,5.0,2.0,1.2247336377473368,0.37089228927333673,0.7721092588372633,0.8053662297552906,0.7264732191261479
final_return,0.1,-1.1684098128404017,89,10.0,-1.871603586620532,-1.9312863856366078,0.4606741573033708,11.932584269662922,8.155885890868774,1.9565521895821325,0.34831460674157305,1.6292134831460674,0.15730337078651685,0.43820224719101125,1.4831460674157304,2.033707865168539,0.6853932584269663,5.0,3.0,1.1824919193473913,0.5958272496338154,0.9155189927511374,0.8053662297552906,0.7264732191261479
mae,0.01,-2.6908401642711732,9,1.0112359550561798,-2.9906046684873564,-3.01966720611162,0.4444444444444444,13.0,4.162400620377095,2.7105432372245755,0.2222222222222222,1.3333333333333333,0.0,0.2222222222222222,1.3333333333333333,1.4444444444444444,1.0,5.0,2.0,1.1752663622526638,0.09627599204380072,,0.45269452121154247,0.4083489398422459
mae,0.025,-2.2349198507677968,23,2.5842696629213484,-2.6327500678936224,-2.677772051192299,0.4782608695652174,11.826086956521738,5.485995154478974,2.364333440116869,0.34782608695652173,1.5217391304347827,0.21739130434782608,0.30434782608695654,1.5217391304347827,2.0869565217391304,1.0,5.0,2.0,1.1903216200119116,0.21659775685709182,0.21273050938352786,0.45269452121154247,0.4083489398422459
mae,0.05,-1.7920936431876249,45,5.056179775280899,-2.280730077821783,-2.3433394296910772,0.5333333333333333,11.733333333333333,6.468096210129546,2.1396210175128543,0.37777777777777777,1.6,0.2,0.37777777777777777,1.5333333333333334,2.0444444444444443,0.8444444444444444,5.0,2.0,1.214840182648402,0.3671156424320872,0.7721092588372633,0.8053662297552906,0.7264732191261479
mae,0.1,-1.327906799548263,89,10.0,-1.851710619200132,-1.9483720437361693,0.47191011235955055,11.842696629213483,8.345595972798149,2.0728943478158426,0.34831460674157305,1.6179775280898876,0.1797752808988764,0.4044943820224719,1.5168539325842696,2.044943820224719,0.6966292134831461,5.0,3.0,1.1874942281052796,0.5894942995636809,0.9155189927511374,0.8053662297552906,0.7264732191261479
