event_id,model,event_time,evidence_complete_time,known_time,action_time,direction,known_pos,signed_disp_1,abs_disp_1,cont_1,rej_1,mfe_1,mae_1,signed_disp_2,abs_disp_2,cont_2,rej_2,mfe_2,mae_2,signed_disp_3,abs_disp_3,cont_3,rej_3,mfe_3,mae_3,signed_disp_6,abs_disp_6,cont_6,rej_6,mfe_6,mae_6,signed_disp_12,abs_disp_12,cont_12,rej_12,mfe_12,mae_12,signed_disp_24,abs_disp_24,cont_24,rej_24,mfe_24,mae_24,time_to_rej,time_to_next_state,persistence,next_sigma_6,sigma_state,vol_tercile,hour,session,anchor_age,prior_state_duration,x_known,distance_from_boundary,stage
MODEL_C_000000,MODEL_C,2023-07-04 11:00:00+00:00,2023-07-04 11:00:00+00:00,2023-07-04 11:00:00+00:00,2023-07-04 11:00:00+00:00,-1.0,35,-0.4465487770145886,0.4465487770145886,1.0,0.0,-0.4465487770145886,-0.4465487770145886,-0.05982312782725385,0.05982312782725385,1.0,0.0,-0.05982312782725385,-0.4465487770145886,-0.11390380502208997,0.11390380502208997,1.0,0.0,-0.05982312782725385,-0.4465487770145886,-0.6319664512618779,0.6319664512618779,1.0,0.0,-0.05982312782725385,-0.6319664512618779,2.903460591716773,2.903460591716773,1.0,0.0,2.903460591716773,-0.6319664512618779,4.341096798602184,4.341096798602184,1.0,0.0,8.145952549153815,-0.6319664512618779,,,51.0,-2.0,-3.0,med,11.0,2.0,3.0,0.0,-3.3231215642181557,2.3231215642181557,development
MODEL_C_000001,MODEL_C,2023-07-07 10:00:00+00:00,2023-07-07 10:00:00+00:00,2023-07-07 10:00:00+00:00,2023-07-07 10:00:00+00:00,-1.0,106,0.5137935727784484,0.5137935727784484,1.0,0.0,0.5137935727784484,0.5137935727784484,0.1561639910250774,0.1561639910250774,1.0,0.0,0.5137935727784484,0.1561639910250774,-2.0372452573215405,2.0372452573215405,0.0,1.0,0.5137935727784484,-2.0372452573215405,-3.2856939797500706,3.2856939797500706,0.0,1.0,0.5137935727784484,-5.006620991068843,-2.152078768791973,2.152078768791973,0.0,1.0,0.5137935727784484,-5.994116959792898,-0.927153541707666,0.927153541707666,1.0,0.0,0.5137935727784484,-5.994116959792898,3.0,5.0,3.0,0.0,-2.0,med,10.0,2.0,15.0,0.0,-2.6523120601402677,1.6523120601402677,development
MODEL_C_000002,MODEL_C,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,1.0,111,-1.7209270113187722,1.7209270113187722,0.0,1.0,-1.7209270113187722,-1.7209270113187722,0.9874959687240543,0.9874959687240543,1.0,0.0,0.9874959687240543,-1.7209270113187722,-0.9574678371498382,0.9574678371498382,1.0,0.0,0.9874959687240543,-1.7209270113187722,-2.7751865139017897,2.7751865139017897,0.0,1.0,0.9874959687240543,-2.7751865139017897,-3.0901496333261287,3.0901496333261287,0.0,1.0,0.9874959687240543,-3.0901496333261287,-8.334743243592284,8.334743243592284,1.0,0.0,0.9874959687240543,-8.334743243592284,1.0,5.0,1.0,-0.0,2.0,med,15.0,3.0,3.0,0.0,2.354308930928575,1.3543089309285752,development
MODEL_C_000003,MODEL_C,2023-07-10 13:00:00+00:00,2023-07-10 13:00:00+00:00,2023-07-10 13:00:00+00:00,2023-07-10 13:00:00+00:00,-1.0,133,1.6879330320029093,1.6879330320029093,1.0,0.0,1.6879330320029093,1.6879330320029093,3.6807938800835744,3.6807938800835744,1.0,0.0,3.6807938800835744,1.6879330320029093,-1.5276305896734512,1.5276305896734512,0.0,1.0,3.6807938800835744,-1.5276305896734512,-2.23070611889342,2.23070611889342,0.0,1.0,3.6807938800835744,-4.383487877905598,-2.3692468657362067,2.3692468657362067,0.0,1.0,3.6807938800835744,-4.383487877905598,-0.11361894416062723,0.11361894416062723,1.0,0.0,3.6807938800835744,-4.383487877905598,3.0,4.0,3.0,-0.0,-2.0,low,13.0,3.0,5.0,0.0,-2.2996404325801345,1.2996404325801345,development
MODEL_C_000004,MODEL_C,2023-07-11 11:00:00+00:00,2023-07-11 11:00:00+00:00,2023-07-11 11:00:00+00:00,2023-07-11 11:00:00+00:00,-1.0,155,-0.15569917213490747,0.15569917213490747,1.0,0.0,-0.15569917213490747,-0.15569917213490747,-0.07788453221291469,0.07788453221291469,1.0,0.0,-0.07788453221291469,-0.15569917213490747,2.3516517742414673,2.3516517742414673,1.0,0.0,2.3516517742414673,-0.15569917213490747,1.631831607251005,1.631831607251005,1.0,0.0,2.6039217949834765,-0.15569917213490747,-0.776594796034423,0.776594796034423,1.0,0.0,2.6039217949834765,-0.776594796034423,0.2773838816336105,0.2773838816336105,1.0,0.0,2.6039217949834765,-2.9622073252812777,15.0,17.0,15.0,-3.0,-2.0,med,11.0,2.0,20.0,0.0,-2.263906020632422,1.263906020632422,development
MODEL_C_000005,MODEL_C,2023-07-18 16:00:00+00:00,2023-07-18 16:00:00+00:00,2023-07-18 16:00:00+00:00,2023-07-18 16:00:00+00:00,-1.0,280,-1.488504100435276,1.488504100435276,1.0,0.0,-1.488504100435276,-1.488504100435276,0.020603161899798828,0.020603161899798828,1.0,0.0,0.020603161899798828,-1.488504100435276,0.9252716413472415,0.9252716413472415,1.0,0.0,0.9252716413472415,-1.488504100435276,-1.0634328318352364,1.0634328318352364,1.0,0.0,0.9252716413472415,-1.488504100435276,-0.4095384993901523,0.4095384993901523,1.0,0.0,0.9252716413472415,-1.488504100435276,1.1283410029458052,1.1283410029458052,1.0,0.0,1.1283410029458052,-1.488504100435276,,,150.0,-3.0,-4.0,med,16.0,4.0,50.0,0.0,-4.1599532049963885,3.1599532049963885,development
MODEL_C_000006,MODEL_C,2023-07-27 16:00:00+00:00,2023-07-27 16:00:00+00:00,2023-07-27 16:00:00+00:00,2023-07-27 16:00:00+00:00,-1.0,448,1.2805923622319018,1.2805923622319018,1.0,0.0,1.2805923622319018,1.2805923622319018,1.0261069637700224,1.0261069637700224,1.0,0.0,1.2805923622319018,1.0261069637700224,1.331363820671542,1.331363820671542,1.0,0.0,1.331363820671542,1.0261069637700224,2.144654518859631,2.144654518859631,1.0,0.0,2.144654518859631,0.9150586902731819,1.5264575987114446,1.5264575987114446,1.0,0.0,2.144654518859631,0.9150586902731819,5.164354501477198,5.164354501477198,1.0,0.0,9.906263727632211,0.9150586902731819,,,143.0,-7.0,-5.0,high,16.0,4.0,29.0,0.0,-5.124284803054057,4.124284803054057,development
MODEL_C_000007,MODEL_C,2023-08-10 18:00:00+00:00,2023-08-10 18:00:00+00:00,2023-08-10 18:00:00+00:00,2023-08-10 18:00:00+00:00,-1.0,690,0.17874777200773062,0.17874777200773062,1.0,0.0,0.17874777200773062,0.17874777200773062,2.1818225299040863,2.1818225299040863,1.0,0.0,2.1818225299040863,0.17874777200773062,1.2424071543222732,1.2424071543222732,1.0,0.0,2.1818225299040863,0.17874777200773062,1.7770405969018972,1.7770405969018972,1.0,0.0,2.1818225299040863,0.17874777200773062,1.6389319789140702,1.6389319789140702,1.0,0.0,2.1818225299040863,0.17874777200773062,5.09907624408985,5.09907624408985,1.0,0.0,5.09907624408985,0.17874777200773062,,,162.0,-4.0,-2.0,high,18.0,4.0,10.0,1.0,-2.8407482897343446,1.8407482897343446,development
MODEL_C_000008,MODEL_C,2023-08-21 16:00:00+00:00,2023-08-21 16:00:00+00:00,2023-08-21 16:00:00+00:00,2023-08-21 16:00:00+00:00,-1.0,856,-0.024409445961123488,0.024409445961123488,1.0,0.0,-0.024409445961123488,-0.024409445961123488,-0.03256408789671328,0.03256408789671328,1.0,0.0,-0.024409445961123488,-0.03256408789671328,-2.166338699378722,2.166338699378722,1.0,0.0,-0.024409445961123488,-2.166338699378722,-1.4391604435410397,1.4391604435410397,1.0,0.0,-0.024409445961123488,-2.166338699378722,-2.7775806210515745,2.7775806210515745,0.0,1.0,-0.024409445961123488,-2.7775806210515745,5.378661599807243,5.378661599807243,1.0,0.0,5.378661599807243,-4.368854057332799,12.0,14.0,12.0,-1.0,-3.0,med,16.0,4.0,5.0,0.0,-3.2141038367165167,2.2141038367165167,development
MODEL_C_000009,MODEL_C,2023-08-22 11:00:00+00:00,2023-08-22 11:00:00+00:00,2023-08-22 11:00:00+00:00,2023-08-22 11:00:00+00:00,-1.0,875,0.6821402899485101,0.6821402899485101,1.0,0.0,0.6821402899485101,0.6821402899485101,2.6268828461071716,2.6268828461071716,1.0,0.0,2.6268828461071716,0.6821402899485101,2.846539798878671,2.846539798878671,1.0,0.0,2.846539798878671,0.6821402899485101,5.37438496194061,5.37438496194061,1.0,0.0,6.365013878406375,0.6821402899485101,5.879764623677753,5.879764623677753,1.0,0.0,6.365013878406375,0.6821402899485101,7.002051665817229,7.002051665817229,1.0,0.0,7.002051665817229,0.6821402899485101,,,107.0,-7.0,-2.0,med,11.0,2.0,17.0,0.0,-2.2277515581173843,1.2277515581173843,development
