event_id,model,event_time,evidence_complete_time,known_time,action_time,direction,known_pos,signed_disp_1,abs_disp_1,cont_1,rej_1,mfe_1,mae_1,signed_disp_2,abs_disp_2,cont_2,rej_2,mfe_2,mae_2,signed_disp_3,abs_disp_3,cont_3,rej_3,mfe_3,mae_3,signed_disp_6,abs_disp_6,cont_6,rej_6,mfe_6,mae_6,signed_disp_12,abs_disp_12,cont_12,rej_12,mfe_12,mae_12,signed_disp_24,abs_disp_24,cont_24,rej_24,mfe_24,mae_24,time_to_rej,time_to_next_state,persistence,next_sigma_6,sigma_state,vol_tercile,hour,session,anchor_age,prior_state_duration,x_known,distance_from_boundary,stage
MODEL_A_000000,MODEL_A,2023-07-04 04:00:00+00:00,2023-07-04 04:00:00+00:00,2023-07-04 04:00:00+00:00,2023-07-04 04:00:00+00:00,-1.0,28,0.8975623101751267,0.8975623101751267,1.0,0.0,0.8975623101751267,0.8975623101751267,1.5638274061132102,1.5638274061132102,1.0,0.0,1.5638274061132102,0.8975623101751267,2.5331882430840595,2.5331882430840595,1.0,0.0,2.5331882430840595,0.8975623101751267,1.1203228256358055,1.1203228256358055,1.0,0.0,3.522228783144884,-0.5380304279572835,1.9358011431879223,1.9358011431879223,1.0,0.0,3.522228783144884,-0.5380304279572835,5.168599144903221,5.168599144903221,1.0,0.0,5.173974002966625,-0.5380304279572835,5.0,,5.0,-2.0,-1.0,med,4.0,1.0,1.0,1.0,-1.0526081529683038,0.05260815296830379,development
MODEL_A_000001,MODEL_A,2023-07-04 11:00:00+00:00,2023-07-04 11:00:00+00:00,2023-07-04 11:00:00+00:00,2023-07-04 11:00:00+00:00,-1.0,35,-0.4465487770145886,0.4465487770145886,1.0,0.0,-0.4465487770145886,-0.4465487770145886,-0.05982312782725385,0.05982312782725385,1.0,0.0,-0.05982312782725385,-0.4465487770145886,-0.11390380502208997,0.11390380502208997,1.0,0.0,-0.05982312782725385,-0.4465487770145886,-0.6319664512618779,0.6319664512618779,1.0,0.0,-0.05982312782725385,-0.6319664512618779,2.903460591716773,2.903460591716773,1.0,0.0,2.903460591716773,-0.6319664512618779,4.341096798602184,4.341096798602184,1.0,0.0,8.145952549153815,-0.6319664512618779,,,51.0,-2.0,-3.0,med,11.0,2.0,3.0,0.0,-3.3231215642181557,2.3231215642181557,development
MODEL_A_000002,MODEL_A,2023-07-06 16:00:00+00:00,2023-07-06 16:00:00+00:00,2023-07-06 16:00:00+00:00,2023-07-06 16:00:00+00:00,-1.0,88,1.278994679850624,1.278994679850624,1.0,0.0,1.278994679850624,1.278994679850624,0.8552733474993939,0.8552733474993939,1.0,0.0,1.278994679850624,0.8552733474993939,0.857781457532705,0.857781457532705,1.0,0.0,1.278994679850624,0.8552733474993939,-1.3354426700998705,1.3354426700998705,0.0,1.0,1.278994679850624,-1.3354426700998705,-1.1733508221878215,1.1733508221878215,0.0,1.0,1.278994679850624,-1.6007126447018574,-2.6171078969318273,2.6171078969318273,0.0,1.0,1.278994679850624,-4.3380349082506,6.0,23.0,6.0,-0.0,-1.0,high,16.0,4.0,1.0,0.0,-1.9837259773220246,0.9837259773220246,development
MODEL_A_000003,MODEL_A,2023-07-07 10:00:00+00:00,2023-07-07 10:00:00+00:00,2023-07-07 10:00:00+00:00,2023-07-07 10:00:00+00:00,-1.0,106,0.5137935727784484,0.5137935727784484,1.0,0.0,0.5137935727784484,0.5137935727784484,0.1561639910250774,0.1561639910250774,1.0,0.0,0.5137935727784484,0.1561639910250774,-2.0372452573215405,2.0372452573215405,0.0,1.0,0.5137935727784484,-2.0372452573215405,-3.2856939797500706,3.2856939797500706,0.0,1.0,0.5137935727784484,-5.006620991068843,-2.152078768791973,2.152078768791973,0.0,1.0,0.5137935727784484,-5.994116959792898,-0.927153541707666,0.927153541707666,1.0,0.0,0.5137935727784484,-5.994116959792898,3.0,5.0,3.0,0.0,-2.0,med,10.0,2.0,15.0,0.0,-2.6523120601402677,1.6523120601402677,development
MODEL_A_000004,MODEL_A,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,-1.0,111,1.7209270113187722,1.7209270113187722,0.0,1.0,1.7209270113187722,1.7209270113187722,-0.9874959687240543,0.9874959687240543,1.0,0.0,1.7209270113187722,-0.9874959687240543,0.9574678371498382,0.9574678371498382,1.0,0.0,1.7209270113187722,-0.9874959687240543,2.7751865139017897,2.7751865139017897,0.0,1.0,2.7751865139017897,-0.9874959687240543,3.0901496333261287,3.0901496333261287,0.0,1.0,3.0901496333261287,-0.9874959687240543,8.334743243592284,8.334743243592284,1.0,0.0,8.334743243592284,-0.9874959687240543,1.0,5.0,1.0,-0.0,2.0,med,15.0,3.0,3.0,0.0,2.354308930928575,1.3543089309285752,development
MODEL_A_000005,MODEL_A,2023-07-07 18:00:00+00:00,2023-07-07 18:00:00+00:00,2023-07-07 18:00:00+00:00,2023-07-07 18:00:00+00:00,1.0,114,-0.5328661088771645,0.5328661088771645,0.0,1.0,-0.5328661088771645,-0.5328661088771645,-1.809537060803645,1.809537060803645,0.0,1.0,-0.5328661088771645,-1.809537060803645,-1.8177186767519515,1.8177186767519515,0.0,1.0,-0.5328661088771645,-1.8177186767519515,-2.0399503840896047,2.0399503840896047,0.0,1.0,-0.5328661088771645,-2.0399503840896047,-2.9978004736520756,2.9978004736520756,1.0,0.0,-0.5328661088771645,-2.9978004736520756,0.6870063515467262,0.6870063515467262,1.0,0.0,0.6870063515467262,-7.377275406442446,1.0,2.0,1.0,-0.0,1.0,high,18.0,4.0,1.0,0.0,1.396841093778737,0.396841093778737,development
MODEL_A_000006,MODEL_A,2023-07-10 05:00:00+00:00,2023-07-10 05:00:00+00:00,2023-07-10 05:00:00+00:00,2023-07-10 05:00:00+00:00,-1.0,125,0.4871407318359646,0.4871407318359646,1.0,0.0,0.4871407318359646,0.4871407318359646,0.7397398826444019,0.7397398826444019,1.0,0.0,0.7397398826444019,0.4871407318359646,1.3589358432387155,1.3589358432387155,1.0,0.0,1.3589358432387155,0.4871407318359646,-0.3329823966328904,0.3329823966328904,0.0,1.0,1.3589358432387155,-0.3329823966328904,-1.5781186984095341,1.5781186984095341,0.0,1.0,4.866615664626336,-1.5781186984095341,-2.5195183994653148,2.5195183994653148,1.0,0.0,4.866615664626336,-3.197666093362837,6.0,12.0,6.0,-0.0,-1.0,high,5.0,1.0,1.0,1.0,-1.1138186480373737,0.11381864803737374,development
MODEL_A_000007,MODEL_A,2023-07-10 13:00:00+00:00,2023-07-10 13:00:00+00:00,2023-07-10 13:00:00+00:00,2023-07-10 13:00:00+00:00,-1.0,133,1.6879330320029093,1.6879330320029093,1.0,0.0,1.6879330320029093,1.6879330320029093,3.6807938800835744,3.6807938800835744,1.0,0.0,3.6807938800835744,1.6879330320029093,-1.5276305896734512,1.5276305896734512,0.0,1.0,3.6807938800835744,-1.5276305896734512,-2.23070611889342,2.23070611889342,0.0,1.0,3.6807938800835744,-4.383487877905598,-2.3692468657362067,2.3692468657362067,0.0,1.0,3.6807938800835744,-4.383487877905598,-0.11361894416062723,0.11361894416062723,1.0,0.0,3.6807938800835744,-4.383487877905598,3.0,4.0,3.0,-0.0,-2.0,low,13.0,3.0,5.0,0.0,-2.2996404325801345,1.2996404325801345,development
MODEL_A_000008,MODEL_A,2023-07-11 11:00:00+00:00,2023-07-11 11:00:00+00:00,2023-07-11 11:00:00+00:00,2023-07-11 11:00:00+00:00,-1.0,155,-0.15569917213490747,0.15569917213490747,1.0,0.0,-0.15569917213490747,-0.15569917213490747,-0.07788453221291469,0.07788453221291469,1.0,0.0,-0.07788453221291469,-0.15569917213490747,2.3516517742414673,2.3516517742414673,1.0,0.0,2.3516517742414673,-0.15569917213490747,1.631831607251005,1.631831607251005,1.0,0.0,2.6039217949834765,-0.15569917213490747,-0.776594796034423,0.776594796034423,1.0,0.0,2.6039217949834765,-0.776594796034423,0.2773838816336105,0.2773838816336105,1.0,0.0,2.6039217949834765,-2.9622073252812777,15.0,17.0,15.0,-3.0,-2.0,med,11.0,2.0,20.0,0.0,-2.263906020632422,1.263906020632422,development
MODEL_A_000009,MODEL_A,2023-07-12 09:00:00+00:00,2023-07-12 09:00:00+00:00,2023-07-12 09:00:00+00:00,2023-07-12 09:00:00+00:00,-1.0,177,-0.12284074300818837,0.12284074300818837,1.0,0.0,-0.12284074300818837,-0.12284074300818837,0.7487696081972837,0.7487696081972837,1.0,0.0,0.7487696081972837,-0.12284074300818837,0.3290838617169618,0.3290838617169618,1.0,0.0,0.7487696081972837,-0.12284074300818837,-3.813204499651368,3.813204499651368,1.0,0.0,1.860780891930829,-3.813204499651368,-2.239383870018637,2.239383870018637,0.0,1.0,1.860780891930829,-4.688211141105924,-1.9635201317577438,1.9635201317577438,0.0,1.0,1.860780891930829,-4.688211141105924,9.0,6.0,9.0,2.0,-1.0,med,9.0,2.0,12.0,1.0,-1.7925202940687488,0.7925202940687488,development
