event_id,model,event_time,evidence_complete_time,known_time,action_time,direction,known_pos,signed_disp_1,abs_disp_1,cont_1,rej_1,mfe_1,mae_1,signed_disp_2,abs_disp_2,cont_2,rej_2,mfe_2,mae_2,signed_disp_3,abs_disp_3,cont_3,rej_3,mfe_3,mae_3,signed_disp_6,abs_disp_6,cont_6,rej_6,mfe_6,mae_6,signed_disp_12,abs_disp_12,cont_12,rej_12,mfe_12,mae_12,signed_disp_24,abs_disp_24,cont_24,rej_24,mfe_24,mae_24,time_to_rej,time_to_next_state,persistence,next_sigma_6,sigma_state,vol_tercile,hour,session,anchor_age,prior_state_duration,x_known,distance_from_boundary,stage
B3_PLAIN_BREAKOUT_000000,B3_PLAIN_BREAKOUT,2023-07-03 20:00:00+00:00,2023-07-03 20:00:00+00:00,2023-07-03 20:00:00+00:00,2023-07-03 20:00:00+00:00,-1.0,20,-0.3930239378750826,0.3930239378750826,0.0,1.0,-0.3930239378750826,-0.3930239378750826,-0.0993504734573325,0.0993504734573325,1.0,0.0,-0.0993504734573325,-0.3930239378750826,-0.24485310417607298,0.24485310417607298,0.0,1.0,-0.0993504734573325,-0.3930239378750826,-0.4829148345182802,0.4829148345182802,0.0,1.0,-0.0993504734573325,-0.49059053696293786,3.3879751941358927,3.3879751941358927,1.0,0.0,3.3879751941358927,-0.49059053696293786,2.7578443393440555,2.7578443393440555,1.0,0.0,3.3879751941358927,-0.6722840169662753,1.0,,1.0,-0.0,-1.0,med,20.0,5.0,0.0,0.0,-1.1868617419772955,0.18686174197729555,development
B3_PLAIN_BREAKOUT_000001,B3_PLAIN_BREAKOUT,2023-07-04 03:00:00+00:00,2023-07-04 03:00:00+00:00,2023-07-04 03:00:00+00:00,2023-07-04 03:00:00+00:00,-1.0,27,-0.006027678522683821,0.006027678522683821,1.0,0.0,-0.006027678522683821,-0.006027678522683821,0.8915346316524428,0.8915346316524428,1.0,0.0,0.8915346316524428,-0.006027678522683821,1.5577997275905264,1.5577997275905264,1.0,0.0,1.5577997275905264,-0.006027678522683821,-0.5440581064799673,0.5440581064799673,0.0,1.0,3.5162011046222004,-0.5440581064799673,1.7160515733978812,1.7160515733978812,1.0,0.0,3.5162011046222004,-0.5440581064799673,3.863868344465594,3.863868344465594,1.0,0.0,5.167946324443941,-0.5440581064799673,6.0,,6.0,-0.0,-1.0,med,3.0,0.0,5.0,0.0,-1.0586358314909876,0.05863583149098761,development
B3_PLAIN_BREAKOUT_000002,B3_PLAIN_BREAKOUT,2023-07-04 10:00:00+00:00,2023-07-04 10:00:00+00:00,2023-07-04 10:00:00+00:00,2023-07-04 10:00:00+00:00,-1.0,34,1.1501905856140464,1.1501905856140464,1.0,0.0,1.1501905856140464,1.1501905856140464,0.7036418085994578,0.7036418085994578,1.0,0.0,1.1501905856140464,0.7036418085994578,1.0903674577867926,1.0903674577867926,1.0,0.0,1.1501905856140464,0.7036418085994578,0.8154783175521167,0.8154783175521167,1.0,0.0,1.1501905856140464,0.6017564262847594,3.367331497447893,3.367331497447893,1.0,0.0,3.367331497447893,0.5182241343521685,5.732409343923425,5.732409343923425,1.0,0.0,9.296143134767862,0.5182241343521685,,,52.0,-2.0,-2.0,med,10.0,2.0,2.0,0.0,-2.1729309786041093,1.1729309786041093,development
B3_PLAIN_BREAKOUT_000003,B3_PLAIN_BREAKOUT,2023-07-06 15:00:00+00:00,2023-07-06 15:00:00+00:00,2023-07-06 15:00:00+00:00,2023-07-06 15:00:00+00:00,-1.0,87,-0.8775698483492007,0.8775698483492007,1.0,0.0,-0.8775698483492007,-0.8775698483492007,0.4014248315014233,0.4014248315014233,1.0,0.0,0.4014248315014233,-0.8775698483492007,-0.022296500849806833,0.022296500849806833,1.0,0.0,0.4014248315014233,-0.8775698483492007,-1.4966581117708213,1.4966581117708213,1.0,0.0,0.4014248315014233,-1.4966581117708213,-1.8791264052978482,1.8791264052978482,0.0,1.0,0.4014248315014233,-2.478282493051058,-5.2156047565998005,5.2156047565998005,1.0,0.0,0.4014248315014233,-5.2156047565998005,7.0,24.0,7.0,-1.0,-2.0,high,15.0,3.0,3.0,0.0,-2.8612958256712253,1.8612958256712253,development
B3_PLAIN_BREAKOUT_000004,B3_PLAIN_BREAKOUT,2023-07-07 09:00:00+00:00,2023-07-07 09:00:00+00:00,2023-07-07 09:00:00+00:00,2023-07-07 09:00:00+00:00,-1.0,105,0.995956605589204,0.995956605589204,1.0,0.0,0.995956605589204,0.995956605589204,1.5097501783676524,1.5097501783676524,1.0,0.0,1.5097501783676524,0.995956605589204,1.1521205966142813,1.1521205966142813,1.0,0.0,1.5097501783676524,0.995956605589204,-4.010664385479639,4.010664385479639,1.0,0.0,1.5097501783676524,-4.010664385479639,-1.235477871577849,1.235477871577849,0.0,1.0,1.5097501783676524,-4.998160354203693,0.4476240037580237,0.4476240037580237,1.0,0.0,1.5097501783676524,-4.998160354203693,4.0,6.0,4.0,2.0,-1.0,med,9.0,2.0,13.0,0.0,-1.6563554545510637,0.6563554545510637,development
B3_PLAIN_BREAKOUT_000005,B3_PLAIN_BREAKOUT,2023-07-07 14:00:00+00:00,2023-07-07 14:00:00+00:00,2023-07-07 14:00:00+00:00,2023-07-07 14:00:00+00:00,-1.0,110,-3.9085577816555857,3.9085577816555857,1.0,0.0,-3.9085577816555857,-3.9085577816555857,-2.1876307703368134,2.1876307703368134,0.0,1.0,-2.1876307703368134,-3.9085577816555857,-4.8960537503796395,4.8960537503796395,1.0,0.0,-2.1876307703368134,-4.8960537503796395,-1.1415528837021025,1.1415528837021025,0.0,1.0,-1.1415528837021025,-4.8960537503796395,-1.0880116171326053,1.0880116171326053,0.0,1.0,-0.9111395604161426,-4.8960537503796395,2.4333246138560334,2.4333246138560334,1.0,0.0,2.4333246138560334,-4.8960537503796395,2.0,1.0,2.0,-0.0,-1.0,low,14.0,3.0,2.0,0.0,-1.5542488507270105,0.5542488507270105,development
B3_PLAIN_BREAKOUT_000006,B3_PLAIN_BREAKOUT,2023-07-07 17:00:00+00:00,2023-07-07 17:00:00+00:00,2023-07-07 17:00:00+00:00,2023-07-07 17:00:00+00:00,1.0,113,-1.9449638058738925,1.9449638058738925,1.0,0.0,-1.9449638058738925,-1.9449638058738925,-2.477829914751057,2.477829914751057,0.0,1.0,-1.9449638058738925,-2.477829914751057,-3.7545008666775375,3.7545008666775375,0.0,1.0,-1.9449638058738925,-3.7545008666775375,-3.879120192973167,3.879120192973167,0.0,1.0,-1.9449638058738925,-3.879120192973167,-4.455623547690003,4.455623547690003,1.0,0.0,-1.9449638058738925,-4.459739150752112,-2.877504849280469,2.877504849280469,0.0,1.0,-1.9449638058738925,-9.322239212316338,2.0,3.0,2.0,-0.0,3.0,high,17.0,4.0,29.0,0.0,3.3418048996526295,2.3418048996526295,development
B3_PLAIN_BREAKOUT_000007,B3_PLAIN_BREAKOUT,2023-07-10 04:00:00+00:00,2023-07-10 04:00:00+00:00,2023-07-10 04:00:00+00:00,2023-07-10 04:00:00+00:00,-1.0,124,-0.004115603062109008,0.004115603062109008,1.0,0.0,-0.004115603062109008,-0.004115603062109008,0.4830251287738556,0.4830251287738556,1.0,0.0,0.4830251287738556,-0.004115603062109008,0.7356242795822929,0.7356242795822929,1.0,0.0,0.7356242795822929,-0.004115603062109008,0.607224267333119,0.607224267333119,1.0,0.0,1.3548202401766065,-0.004115603062109008,-0.34592440819279946,0.34592440819279946,0.0,1.0,4.862500061564226,-0.34592440819279946,-1.5308520517759643,1.5308520517759643,0.0,1.0,4.862500061564226,-3.2017816964249457,7.0,13.0,7.0,-1.0,-1.0,high,4.0,1.0,10.0,0.0,-1.1179342510994827,0.11793425109948275,development
B3_PLAIN_BREAKOUT_000008,B3_PLAIN_BREAKOUT,2023-07-10 12:00:00+00:00,2023-07-10 12:00:00+00:00,2023-07-10 12:00:00+00:00,2023-07-10 12:00:00+00:00,-1.0,132,1.1996920882604294,1.1996920882604294,1.0,0.0,1.1996920882604294,1.1996920882604294,2.8876251202633387,2.8876251202633387,1.0,0.0,2.8876251202633387,1.1996920882604294,4.880485968344004,4.880485968344004,1.0,0.0,4.880485968344004,1.1996920882604294,-3.1837957896451683,3.1837957896451683,1.0,0.0,4.880485968344004,-3.1837957896451683,-0.96093876791751,0.96093876791751,0.0,1.0,4.880485968344004,-3.1837957896451683,1.0082585041778094,1.0082585041778094,1.0,0.0,4.880485968344004,-3.1837957896451683,4.0,5.0,4.0,2.0,-1.0,high,12.0,3.0,2.0,0.0,-1.0999483443197051,0.09994834431970512,development
B3_PLAIN_BREAKOUT_000009,B3_PLAIN_BREAKOUT,2023-07-10 18:00:00+00:00,2023-07-10 18:00:00+00:00,2023-07-10 18:00:00+00:00,2023-07-10 18:00:00+00:00,1.0,138,-2.1527817590121776,2.1527817590121776,0.0,1.0,-2.1527817590121776,-2.1527817590121776,-1.358448433990031,1.358448433990031,0.0,1.0,-1.358448433990031,-2.1527817590121776,-1.538134877717125,1.538134877717125,0.0,1.0,-1.358448433990031,-2.1527817590121776,-2.222857021727658,2.222857021727658,0.0,1.0,-1.358448433990031,-2.233425178087966,-2.290554742182921,2.290554742182921,0.0,1.0,-0.6781476938975219,-2.290554742182921,-5.7640201789553025,5.7640201789553025,1.0,0.0,-0.6781476938975219,-6.951675260941362,1.0,1.0,1.0,-0.0,2.0,med,18.0,4.0,3.0,0.0,2.083847445325463,1.0838474453254632,development
