event_id,model,event_time,evidence_complete_time,known_time,action_time,direction,known_pos,signed_disp_1,abs_disp_1,cont_1,rej_1,mfe_1,mae_1,signed_disp_2,abs_disp_2,cont_2,rej_2,mfe_2,mae_2,signed_disp_3,abs_disp_3,cont_3,rej_3,mfe_3,mae_3,signed_disp_6,abs_disp_6,cont_6,rej_6,mfe_6,mae_6,signed_disp_12,abs_disp_12,cont_12,rej_12,mfe_12,mae_12,signed_disp_24,abs_disp_24,cont_24,rej_24,mfe_24,mae_24,time_to_rej,time_to_next_state,persistence,next_sigma_6,sigma_state,vol_tercile,hour,session,anchor_age,prior_state_duration,x_known,distance_from_boundary,stage
MODEL_B_000000,MODEL_B,2023-07-04 05:00:00+00:00,2023-07-04 05:00:00+00:00,2023-07-04 05:00:00+00:00,2023-07-04 05:00:00+00:00,-1.0,29,0.6662650959380836,0.6662650959380836,1.0,0.0,0.6662650959380836,0.6662650959380836,1.6356259329089327,1.6356259329089327,1.0,0.0,1.6356259329089327,0.6662650959380836,2.624666472969758,2.624666472969758,1.0,0.0,2.624666472969758,0.6662650959380836,1.3729511010747253,1.3729511010747253,1.0,0.0,2.624666472969758,-1.43559273813241,0.7409846498128474,0.7409846498128474,1.0,0.0,2.624666472969758,-1.43559273813241,6.695750088364716,6.695750088364716,1.0,0.0,6.695750088364716,-1.43559273813241,4.0,,4.0,-3.0,-1.0,med,5.0,1.0,29.0,2.0,-1.9501704631434305,0.9501704631434305,development
MODEL_B_000001,MODEL_B,2023-07-04 12:00:00+00:00,2023-07-04 12:00:00+00:00,2023-07-04 12:00:00+00:00,2023-07-04 12:00:00+00:00,-1.0,36,0.38672564918733476,0.38672564918733476,1.0,0.0,0.38672564918733476,0.38672564918733476,0.33264497199249865,0.33264497199249865,1.0,0.0,0.38672564918733476,0.33264497199249865,-0.10188538231469835,0.10188538231469835,1.0,0.0,0.38672564918733476,-0.10188538231469835,-0.045753018636141896,0.045753018636141896,1.0,0.0,0.38672564918733476,-0.18541767424728928,3.2407330994805137,3.2407330994805137,1.0,0.0,3.3500093687313615,-0.18541767424728928,2.806893629376019,2.806893629376019,1.0,0.0,8.592501326168403,-0.18541767424728928,,,50.0,-2.0,-2.0,med,12.0,3.0,1.0,0.0,-2.876572787203567,1.8765727872035671,development
MODEL_B_000002,MODEL_B,2023-07-06 17:00:00+00:00,2023-07-06 17:00:00+00:00,2023-07-06 17:00:00+00:00,2023-07-06 17:00:00+00:00,-1.0,89,-0.4237213323512301,0.4237213323512301,1.0,0.0,-0.4237213323512301,-0.4237213323512301,-0.421213222317919,0.421213222317919,1.0,0.0,-0.421213222317919,-0.4237213323512301,-1.4447203441621423,1.4447203441621423,1.0,0.0,-0.421213222317919,-1.4447203441621423,-2.699949629903163,2.699949629903163,0.0,1.0,-0.421213222317919,-2.699949629903163,-2.325828940140669,2.325828940140669,0.0,1.0,-0.421213222317919,-2.879707324552481,-6.604525556825278,6.604525556825278,1.0,0.0,-0.09661502425393254,-6.604525556825278,5.0,22.0,5.0,-0.0,-3.0,high,17.0,4.0,5.0,0.0,-3.2627206571726486,2.2627206571726486,development
MODEL_B_000003,MODEL_B,2023-07-07 11:00:00+00:00,2023-07-07 11:00:00+00:00,2023-07-07 11:00:00+00:00,2023-07-07 11:00:00+00:00,-1.0,107,-0.357629581753371,0.357629581753371,1.0,0.0,-0.357629581753371,-0.357629581753371,-2.551038830099989,2.551038830099989,0.0,1.0,-0.357629581753371,-2.551038830099989,-1.6118567821917056,1.6118567821917056,1.0,0.0,-0.357629581753371,-2.551038830099989,-6.507910532571346,6.507910532571346,1.0,0.0,-0.357629581753371,-6.507910532571346,-2.6287903395981784,2.6287903395981784,0.0,1.0,-0.357629581753371,-6.507910532571346,-2.3852693815142327,2.3852693815142327,0.0,1.0,-0.357629581753371,-6.507910532571346,2.0,4.0,2.0,3.0,-3.0,low,11.0,2.0,18.0,0.0,-3.166105632918716,2.166105632918716,development
MODEL_B_000004,MODEL_B,2023-07-10 06:00:00+00:00,2023-07-10 06:00:00+00:00,2023-07-10 06:00:00+00:00,2023-07-10 06:00:00+00:00,-1.0,126,0.2525991508084373,0.2525991508084373,1.0,0.0,0.2525991508084373,0.2525991508084373,0.8717951114027509,0.8717951114027509,1.0,0.0,0.8717951114027509,0.2525991508084373,0.503020078435749,0.503020078435749,1.0,0.0,0.8717951114027509,0.2525991508084373,-0.5010110355536332,0.5010110355536332,1.0,0.0,0.8717951114027509,-0.820123128468855,-3.6848068251988018,3.6848068251988018,1.0,0.0,4.37947493279037,-3.6848068251988018,-1.3942520830158802,1.3942520830158802,0.0,1.0,4.37947493279037,-3.6848068251988018,5.0,11.0,5.0,-1.0,-1.0,high,6.0,1.0,13.0,2.0,-1.6009593798733384,0.6009593798733384,development
MODEL_B_000005,MODEL_B,2023-07-10 14:00:00+00:00,2023-07-10 14:00:00+00:00,2023-07-10 14:00:00+00:00,2023-07-10 14:00:00+00:00,-1.0,134,1.992860848080665,1.992860848080665,1.0,0.0,1.992860848080665,1.992860848080665,-3.2155636216763606,3.2155636216763606,0.0,1.0,1.992860848080665,-3.2155636216763606,-4.451873514955205,4.451873514955205,0.0,1.0,1.992860848080665,-4.451873514955205,-4.712972475918476,4.712972475918476,0.0,1.0,1.992860848080665,-6.0714209099085075,-4.571886187753898,4.571886187753898,0.0,1.0,1.992860848080665,-6.0714209099085075,0.6279843302908454,0.6279843302908454,1.0,0.0,1.992860848080665,-6.0714209099085075,2.0,3.0,2.0,0.0,-3.0,low,14.0,3.0,50.0,0.0,-3.987573464583044,2.987573464583044,development
MODEL_B_000006,MODEL_B,2023-07-11 12:00:00+00:00,2023-07-11 12:00:00+00:00,2023-07-11 12:00:00+00:00,2023-07-11 12:00:00+00:00,-1.0,156,0.07781463992199278,0.07781463992199278,1.0,0.0,0.07781463992199278,0.07781463992199278,2.507350946376375,2.507350946376375,1.0,0.0,2.507350946376375,0.07781463992199278,2.759620967118384,2.759620967118384,1.0,0.0,2.759620967118384,0.07781463992199278,1.5719658851323244,1.5719658851323244,1.0,0.0,2.759620967118384,0.07781463992199278,-0.3915721529853713,0.3915721529853713,1.0,0.0,2.759620967118384,-0.6208956238995156,0.013397307288196103,0.013397307288196103,1.0,0.0,2.759620967118384,-2.8065081531463703,14.0,16.0,14.0,-3.0,-2.0,med,12.0,3.0,1.0,1.0,-2.1082068484975145,1.1082068484975145,development
MODEL_B_000007,MODEL_B,2023-07-12 10:00:00+00:00,2023-07-12 10:00:00+00:00,2023-07-12 10:00:00+00:00,2023-07-12 10:00:00+00:00,-1.0,178,0.871610351205472,0.871610351205472,1.0,0.0,0.871610351205472,0.871610351205472,0.45192460472515017,0.45192460472515017,1.0,0.0,0.871610351205472,0.45192460472515017,0.8944335181936289,0.8944335181936289,1.0,0.0,0.8944335181936289,0.45192460472515017,-4.565370398097736,4.565370398097736,1.0,0.0,1.9836216349390174,-4.565370398097736,-1.5849751322719106,1.5849751322719106,0.0,1.0,1.9836216349390174,-4.565370398097736,-2.1462326111168224,2.1462326111168224,0.0,1.0,1.9836216349390174,-4.565370398097736,8.0,5.0,8.0,2.0,-1.0,low,10.0,2.0,1.0,2.0,-1.6696795510605604,0.6696795510605604,development
MODEL_B_000008,MODEL_B,2023-07-14 08:00:00+00:00,2023-07-14 08:00:00+00:00,2023-07-14 08:00:00+00:00,2023-07-14 08:00:00+00:00,-1.0,224,1.0501657116564163,1.0501657116564163,1.0,0.0,1.0501657116564163,1.0501657116564163,-0.6177394992080236,0.6177394992080236,1.0,0.0,1.0501657116564163,-0.6177394992080236,-1.9052090406653588,1.9052090406653588,1.0,0.0,1.0501657116564163,-1.9052090406653588,-0.9513633466065596,0.9513633466065596,1.0,0.0,1.0501657116564163,-1.9052090406653588,-2.192951845409907,2.192951845409907,1.0,0.0,1.0501657116564163,-3.261826752674954,-1.5275596249701537,1.5275596249701537,1.0,0.0,1.0501657116564163,-3.261826752674954,8.0,9.0,8.0,-2.0,-3.0,med,8.0,2.0,42.0,0.0,-3.20658631518587,2.20658631518587,development
MODEL_B_000009,MODEL_B,2023-07-14 22:00:00+00:00,2023-07-14 22:00:00+00:00,2023-07-14 22:00:00+00:00,2023-07-14 22:00:00+00:00,-1.0,238,-0.2875031732118365,0.2875031732118365,1.0,0.0,-0.2875031732118365,-0.2875031732118365,-0.20017751826183927,0.20017751826183927,1.0,0.0,-0.20017751826183927,-0.2875031732118365,0.1688535533232729,0.1688535533232729,1.0,0.0,0.1688535533232729,-0.2875031732118365,1.6399462024394587,1.6399462024394587,1.0,0.0,1.6399462024394587,-0.2875031732118365,-2.572526412748113,2.572526412748113,0.0,1.0,1.6399462024394587,-2.572526412748113,-1.8725937298628776,1.8725937298628776,0.0,1.0,1.6399462024394587,-2.572526412748113,12.0,12.0,12.0,-3.0,-2.0,med,22.0,5.0,7.0,0.0,-2.0322083100111783,1.0322083100111783,development
