stage,model,event_id,known_pos,direction,cont_1,cont_2,cont_3,cont_6,cont_12,cont_24,signed_disp_1,signed_disp_2,signed_disp_3,signed_disp_6,signed_disp_12,signed_disp_24,mfe_1,mfe_2,mfe_3,mfe_6,mfe_12,mfe_24,mae_1,mae_2,mae_3,mae_6,mae_12,mae_24
development,MODEL_A,MODEL_A_000010,184,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.304263290651958,-2.76765608625731,-2.1920630253933764,-2.980395265825825,-2.5985239717938855,-0.8378380775477727,-1.304263290651958,-1.304263290651958,-1.304263290651958,-1.304263290651958,-1.304263290651958,-0.8378380775477727,-1.304263290651958,-2.76765608625731,-2.76765608625731,-3.059003366722788,-3.561967964445569,-3.9306870596901513
development,MODEL_A,MODEL_A_000011,212,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.458854974334183,-0.8449223827485277,-1.5037726811413696,-1.8548790324313067,-4.623618843622218,-2.430666998212311,-0.458854974334183,-0.458854974334183,-0.458854974334183,-0.458854974334183,-0.322672617098398,-0.322672617098398,-0.458854974334183,-0.8449223827485277,-1.5037726811413696,-1.8548790324313067,-4.623618843622218,-5.673784555278634
development,MODEL_A,MODEL_A_000012,223,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.8531434300957927,-2.903309141752209,-1.2354039308877691,-1.4293918632172546,1.055993703359028,-1.3731546321834702,-1.8531434300957927,-1.8531434300957927,-1.2354039308877691,0.052065610569566045,1.4086833225791615,1.4086833225791615,-1.8531434300957927,-2.903309141752209,-2.903309141752209,-2.903309141752209,-2.903309141752209,-2.903309141752209
development,MODEL_A,MODEL_A_000013,224,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0501657116564163,-0.6177394992080236,-1.9052090406653588,-0.9513633466065596,-2.192951845409907,-1.5275596249701537,1.0501657116564163,1.0501657116564163,1.0501657116564163,1.0501657116564163,1.0501657116564163,1.0501657116564163,1.0501657116564163,-0.6177394992080236,-1.9052090406653588,-1.9052090406653588,-3.261826752674954,-3.261826752674954
development,MODEL_A,MODEL_A_000014,237,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0053553265401003,0.7178521533282638,0.805177808278261,1.4066853083585176,0.5759490152839837,-0.7947571366724735,1.0053553265401003,1.0053553265401003,1.0053553265401003,1.4066853083585176,2.6453015289795587,2.6453015289795587,1.0053553265401003,0.7178521533282638,0.7178521533282638,0.7178521533282638,0.5759490152839837,-1.5671710862080128
development,MODEL_A,MODEL_A_000015,254,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.25862253040617644,1.7557527397507813,0.018773758827825837,-1.2466025558944795,-0.7538063597181077,-1.19739296910714,-0.25862253040617644,1.7557527397507813,1.7557527397507813,1.7557527397507813,1.7557527397507813,1.7557527397507813,-0.25862253040617644,-0.25862253040617644,-0.25862253040617644,-1.2466025558944795,-1.7080296577236205,-2.8373732444486275
development,MODEL_A,MODEL_A_000016,264,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.41478913259366845,-0.08708755864451767,-0.753190518984245,-2.1706544433750374,-0.02336619024045805,2.2028520152179585,-0.41478913259366845,-0.08708755864451767,-0.08708755864451767,-0.08708755864451767,1.6691716418872402,3.884299409545299,-0.41478913259366845,-0.41478913259366845,-0.753190518984245,-2.1706544433750374,-2.1706544433750374,-2.1706544433750374
development,MODEL_A,MODEL_A_000017,276,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.3883729551989985,-0.507307977793092,1.3513933803319287,3.002997120338314,2.2262182054584168,2.0012989777349315,-1.3883729551989985,-0.507307977793092,1.3513933803319287,3.002997120338314,3.907665599785757,3.907665599785757,-1.3883729551989985,-1.3883729551989985,-1.3883729551989985,-1.3883729551989985,-1.3883729551989985,-1.3883729551989985
development,MODEL_A,MODEL_A_000018,280,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.488504100435276,0.020603161899798828,0.9252716413472415,-1.0634328318352364,-0.4095384993901523,1.1283410029458052,-1.488504100435276,0.020603161899798828,0.9252716413472415,0.9252716413472415,0.9252716413472415,1.1283410029458052,-1.488504100435276,-1.488504100435276,-1.488504100435276,-1.488504100435276,-1.488504100435276,-1.488504100435276
development,MODEL_A,MODEL_A_000019,432,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.15681200175892251,0.6415944380564838,0.011986361512585475,-0.9837326862193624,-1.2760134940245147,5.668640770541439,0.15681200175892251,0.6415944380564838,0.6415944380564838,0.6415944380564838,0.6415944380564838,6.01376534140536,0.15681200175892251,0.15681200175892251,0.011986361512585475,-0.9837326862193624,-2.98336587394686,-2.98336587394686
development,MODEL_A,MODEL_A_000020,448,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2805923622319018,1.0261069637700224,1.331363820671542,2.144654518859631,1.5264575987114446,5.164354501477198,1.2805923622319018,1.2805923622319018,1.331363820671542,2.144654518859631,2.144654518859631,9.906263727632211,1.2805923622319018,1.0261069637700224,1.0261069637700224,0.9150586902731819,0.9150586902731819,0.9150586902731819
development,MODEL_A,MODEL_A_000021,598,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.23207613472874433,-0.1849291652535341,0.14892228857806256,0.44375628872378226,0.8996603668870651,1.6806102589830068,-0.23207613472874433,-0.1849291652535341,0.14892228857806256,0.44375628872378226,1.7606672643476253,5.7560083113426765,-0.23207613472874433,-0.23207613472874433,-0.23207613472874433,-0.23207613472874433,-0.23207613472874433,-0.23207613472874433
development,MODEL_A,MODEL_A_000022,683,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.4570393773347006,-0.5039099453598586,-3.719432298266489,-4.276827714595223,-6.5932607863800845,-5.988613299498522,-1.4570393773347006,-0.5039099453598586,-0.5039099453598586,0.028836010174902782,0.028836010174902782,0.028836010174902782,-1.4570393773347006,-1.4570393773347006,-3.719432298266489,-4.276827714595223,-6.825243987147006,-6.825243987147006
development,MODEL_A,MODEL_A_000023,686,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.748268308441392,1.59028751814607,-0.5573954163287336,-3.105811688880517,-2.827635376433693,-2.093590909432554,3.748268308441392,3.748268308441392,3.748268308441392,3.748268308441392,3.748268308441392,3.748268308441392,3.748268308441392,1.59028751814607,-0.5573954163287336,-3.105811688880517,-3.105811688880517,-3.902489911050348
development,MODEL_A,MODEL_A_000024,687,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.157980790295322,4.305663724770126,4.672257467417823,5.914664621740096,6.064444339644778,7.596002193752955,2.157980790295322,4.305663724770126,4.672257467417823,6.854079997321909,6.854079997321909,7.65075821949174,2.157980790295322,2.157980790295322,2.157980790295322,2.157980790295322,2.157980790295322,2.157980790295322
development,MODEL_A,MODEL_A_000025,690,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17874777200773062,2.1818225299040863,1.2424071543222732,1.7770405969018972,1.6389319789140702,5.09907624408985,0.17874777200773062,2.1818225299040863,2.1818225299040863,2.1818225299040863,2.1818225299040863,5.09907624408985,0.17874777200773062,0.17874777200773062,0.17874777200773062,0.17874777200773062,0.17874777200773062,0.17874777200773062
development,MODEL_A,MODEL_A_000026,856,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.024409445961123488,-0.03256408789671328,-2.166338699378722,-1.4391604435410397,-2.7775806210515745,5.378661599807243,-0.024409445961123488,-0.024409445961123488,-0.024409445961123488,-0.024409445961123488,-0.024409445961123488,5.378661599807243,-0.024409445961123488,-0.03256408789671328,-2.166338699378722,-2.166338699378722,-2.7775806210515745,-4.368854057332799
development,MODEL_A,MODEL_A_000027,875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6821402899485101,-2.6268828461071716,-2.846539798878671,-5.37438496194061,-5.879764623677753,-7.002051665817229,-0.6821402899485101,-0.6821402899485101,-0.6821402899485101,-0.6821402899485101,-0.6821402899485101,-0.6821402899485101,-0.6821402899485101,-2.6268828461071716,-2.846539798878671,-6.365013878406375,-6.365013878406375,-7.002051665817229
development,MODEL_A,MODEL_A_000028,876,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9447425561586615,2.164399508930161,4.226558526504437,5.261660833782722,5.40587414562007,7.903924691796343,1.9447425561586615,2.164399508930161,4.226558526504437,5.6828735884578645,5.6828735884578645,7.903924691796343,1.9447425561586615,1.9447425561586615,1.9447425561586615,1.9447425561586615,1.9447425561586615,1.9447425561586615
development,MODEL_A,MODEL_A_000029,992,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8230607490779205,-0.23957243291092833,1.172672747691799,2.0129194624493705,-3.8116462250545995,-1.037338048405897,1.8230607490779205,1.8230607490779205,1.8230607490779205,2.0129194624493705,3.3484660643290844,3.3484660643290844,1.8230607490779205,-0.23957243291092833,-0.23957243291092833,-0.23957243291092833,-4.132234361357474,-4.132234361357474
development,MODEL_A,MODEL_A_000030,1003,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.16423193639254063,-1.3400723192117727,-0.1266416251691651,-1.2558454945906812,-3.4979241745684284,-2.5655760103366463,-0.16423193639254063,-0.16423193639254063,-0.1266416251691651,-0.1266416251691651,-0.1266416251691651,1.29123910034801,-0.16423193639254063,-1.3400723192117727,-1.3400723192117727,-1.781778555930482,-3.4979241745684284,-3.4979241745684284
development,MODEL_A,MODEL_A_000031,1011,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09925756215179171,0.30785568288355347,0.16018932828718024,0.21413954363656673,-3.816656342706019,-0.4256200278670268,0.09925756215179171,0.30785568288355347,0.30785568288355347,0.9725069322104192,0.9725069322104192,0.9725069322104192,0.09925756215179171,0.09925756215179171,0.09925756215179171,0.09925756215179171,-3.816656342706019,-3.816656342706019
development,MODEL_A,MODEL_A_000032,1023,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6733512971228353,3.620726793629495,3.845996198135182,4.032280840485174,3.3910363148389924,14.693601514872007,0.6733512971228353,3.620726793629495,3.845996198135182,4.239316853575637,4.239316853575637,16.56462615798114,0.6733512971228353,0.6733512971228353,0.6733512971228353,0.6733512971228353,0.6733512971228353,0.6733512971228353
development,MODEL_A,MODEL_A_000033,1024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.94737549650666,-3.1726449010123465,-3.183463813561821,-3.5492983787540275,-3.0343380708094188,-14.28198650414953,-2.94737549650666,-2.94737549650666,-2.94737549650666,-2.94737549650666,-2.717685017716157,-2.717685017716157,-2.94737549650666,-3.1726449010123465,-3.183463813561821,-3.5659655564528014,-3.5659655564528014,-15.891274860858308
development,MODEL_A,MODEL_A_000034,1026,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010818912549474424,0.3933206554404549,0.1862846423499922,0.2505093046559592,0.4904456312942038,11.411990751155582,0.010818912549474424,0.3933206554404549,0.3933206554404549,0.3933206554404549,0.4904456312942038,12.718629959845961,0.010818912549474424,0.010818912549474424,0.010818912549474424,0.010818912549474424,-0.45495988329618964,-0.45495988329618964
development,MODEL_A,MODEL_A_000035,1037,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11506116454737447,0.253840894877005,0.4310582157392264,5.961468746070049,9.761598076061844,9.703681184557746,0.11506116454737447,0.253840894877005,0.4310582157392264,5.961468746070049,12.34324549309913,12.34324549309913,0.11506116454737447,0.11506116454737447,0.11506116454737447,0.11506116454737447,0.11506116454737447,0.11506116454737447
development,MODEL_A,MODEL_A_000036,1215,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.2306201370015186,-2.5849729663255996,-0.7294601842468038,-0.2670198294102465,0.05852549690572406,5.74702337702603,-1.2306201370015186,-1.2306201370015186,-0.7294601842468038,-0.2670198294102465,0.05852549690572406,5.74702337702603,-1.2306201370015186,-2.5849729663255996,-2.5849729663255996,-2.5849729663255996,-2.5849729663255996,-2.5849729663255996
development,MODEL_A,MODEL_A_000037,1228,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.7632217471882097,-0.9498899779077029,0.1839606465589665,3.5944646324681413,3.1445084494824895,-1.5701120715992112,-1.7632217471882097,-0.9498899779077029,0.1839606465589665,3.5944646324681413,5.143070566062113,5.143070566062113,-1.7632217471882097,-1.7632217471882097,-1.7632217471882097,-1.7632217471882097,-1.7632217471882097,-2.3316120510150746
development,MODEL_A,MODEL_A_000038,1232,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5868696543582486,2.9516218561416068,3.0204185539121937,2.7464302478016256,0.957161201415488,-0.6563751659339783,0.5868696543582486,2.9516218561416068,3.0204185539121937,3.0886106701892,4.500227789735579,4.500227789735579,0.5868696543582486,0.5868696543582486,0.5868696543582486,0.5868696543582486,0.5868696543582486,-2.974454827341609
development,MODEL_A,MODEL_A_000039,1254,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.6189137199122486,0.30578374300898825,1.0186540790075476,2.0706140028672895,1.3363390404486137,1.0630774847335045,-0.6189137199122486,0.30578374300898825,1.0186540790075476,2.0706140028672895,2.0706140028672895,3.2356969180929065,-0.6189137199122486,-0.6189137199122486,-0.6189137199122486,-0.6189137199122486,-0.6189137199122486,-0.6189137199122486
development,MODEL_A,MODEL_A_000040,1257,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6628891472608196,0.38459556263486716,1.0519599238597417,-1.0704202792828517,1.6111122374776645,0.662152258465631,-0.6628891472608196,0.38459556263486716,1.0519599238597417,1.0519599238597417,1.6111122374776645,2.2170428390853587,-0.6628891472608196,-0.6628891472608196,-0.6628891472608196,-1.0704202792828517,-1.0704202792828517,-1.0704202792828517
development,MODEL_A,MODEL_A_000041,1349,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2816371552842174,0.6262625846219398,0.7885566704945244,-0.28314710582195324,1.5982500790553302,2.6213088178933797,0.2816371552842174,0.6262625846219398,0.7885566704945244,0.9570462498924661,1.5982500790553302,3.4644808779168317,0.2816371552842174,0.2816371552842174,0.2816371552842174,-1.3927180305110107,-2.6414489144088718,-2.6414489144088718
development,MODEL_A,MODEL_A_000042,1359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.1157240422283559,-1.5438125801452423,-2.609376282452387,-3.410043379006744,-2.3020436756068277,-1.5245141887961073,-1.1157240422283559,-1.1157240422283559,-1.1157240422283559,-1.1157240422283559,-1.1157240422283559,-0.05741820699647171,-1.1157240422283559,-1.5438125801452423,-2.609376282452387,-3.410043379006744,-3.410043379006744,-4.776690511738394
development,MODEL_A,MODEL_A_000043,1360,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4280885379168864,1.4936522402240309,1.3006975174606836,1.8370225139060103,0.9685674390415744,-4.002293633527746,0.4280885379168864,1.4936522402240309,1.4936522402240309,2.294319336778388,2.294319336778388,3.660966469510038,0.4280885379168864,0.4280885379168864,0.4280885379168864,0.4280885379168864,0.4280885379168864,-4.002293633527746
development,MODEL_A,MODEL_A_000044,1387,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.585114434069471,6.410675067237751,7.993278537875641,8.210375838759125,9.232847424396791,10.70569539588239,3.585114434069471,6.410675067237751,7.993278537875641,8.210375838759125,9.893244894386815,10.70569539588239,3.585114434069471,3.585114434069471,3.585114434069471,3.585114434069471,3.585114434069471,3.585114434069471
development,MODEL_A,MODEL_A_000045,1388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.82556063316828,-4.40816410380617,-4.315899797702241,-5.017322426606661,-5.845387556848794,-5.895223615505104,-2.82556063316828,-2.82556063316828,-2.82556063316828,-2.82556063316828,-2.82556063316828,-2.82556063316828,-2.82556063316828,-4.40816410380617,-4.40816410380617,-5.017322426606661,-6.308130460317343,-7.12058096181292
development,MODEL_A,MODEL_A_000046,1389,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5826034706378902,1.4903391645339612,1.2236749748054851,3.282635923221229,1.6769803828695844,3.6030313775357357,1.5826034706378902,1.5826034706378902,1.5826034706378902,3.282635923221229,3.482569827149063,4.2950203286446405,1.5826034706378902,1.4903391645339612,1.2236749748054851,1.2236749748054851,1.2236749748054851,1.2236749748054851
development,MODEL_A,MODEL_A_000047,1551,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9834791850184028,1.1849082744107653,1.6739712431719087,1.884020057510603,3.3326814913275684,5.910222317693032,1.9834791850184028,1.9834791850184028,1.9834791850184028,3.4418534978620383,3.8618151332456985,5.910222317693032,1.9834791850184028,1.1849082744107653,1.1849082744107653,1.1849082744107653,1.1849082744107653,0.434396640333119
development,MODEL_A,MODEL_A_000048,1628,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.03125279596515673,-1.0083586371634554,-0.16729833096855828,-0.3726121811884948,-0.8516990982420803,-2.0839804916023317,-0.03125279596515673,-0.03125279596515673,-0.03125279596515673,-0.03125279596515673,-0.03125279596515673,0.6040654868338937,-0.03125279596515673,-1.0083586371634554,-1.0083586371634554,-1.0083586371634554,-2.045615071726761,-2.594821242893032
development,MODEL_A,MODEL_A_000049,1632,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.0014526034705535373,-0.054268709058161946,-1.089204172209374,-1.1723324082952584,0.751591348586389,-1.0418321360236913,-0.0014526034705535373,-0.0014526034705535373,-0.0014526034705535373,-0.0014526034705535373,0.9224089589642266,0.9224089589642266,-0.0014526034705535373,-0.054268709058161946,-1.089204172209374,-1.727271599596428,-1.727271599596428,-3.265405799614984
development,MODEL_A,MODEL_A_000050,1642,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7310305388967719,0.5602129285189343,-0.594673071755115,-1.1932658067648645,-1.4749093697213347,-1.5256697630390348,0.7310305388967719,0.7310305388967719,0.7310305388967719,0.7310305388967719,0.7310305388967719,1.2176149401838636,0.7310305388967719,0.5602129285189343,-0.594673071755115,-1.1932658067648645,-3.4567842196824383,-3.4567842196824383
development,MODEL_A,MODEL_A_000051,1660,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.14845429382878095,0.22387891923528236,0.5761558655759071,-1.0427853140824397,2.0140149346864518,0.12879387514661333,-0.14845429382878095,0.22387891923528236,0.5761558655759071,1.7004993891404587,2.9465666062041493,2.9465666062041493,-0.14845429382878095,-0.14845429382878095,-0.14845429382878095,-1.0427853140824397,-3.082142116102559,-3.082142116102559
development,MODEL_A,MODEL_A_000052,1671,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9325516715176976,2.610737341996826,5.419390166386685,4.063000718254625,3.2474099039216315,-1.591208767840751,0.9325516715176976,2.610737341996826,5.419390166386685,5.419390166386685,5.419390166386685,5.419390166386685,0.9325516715176976,0.9325516715176976,0.9325516715176976,0.9325516715176976,0.9325516715176976,-1.8970703354623701
development,MODEL_A,MODEL_A_000053,1672,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.6781856704791283,-4.486838494868987,-2.508712099065456,-2.972370748103335,-1.8852210595398384,0.3812587951256816,-1.6781856704791283,-1.6781856704791283,-1.6781856704791283,-1.6781856704791283,-1.4883574174415737,2.8296220069800677,-1.6781856704791283,-4.486838494868987,-4.486838494868987,-4.486838494868987,-4.486838494868987,-4.486838494868987
development,MODEL_A,MODEL_A_000054,1681,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.3424081223118014,-0.6533404564883566,-0.22370328362426117,0.3358405835285416,2.2980788489955044,0.7783209585988013,-0.3424081223118014,-0.3424081223118014,-0.22370328362426117,0.3358405835285416,2.2980788489955044,4.491139782895645,-0.3424081223118014,-0.6533404564883566,-0.6533404564883566,-0.6533404564883566,-0.6533404564883566,-0.6533404564883566
development,MODEL_A,MODEL_A_000055,1685,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3969750765192581,0.48909233019711396,0.33445897878407793,1.491337363831977,2.8665743530515018,1.2400173176255669,0.3969750765192581,0.48909233019711396,0.48909233019711396,1.5889593223233722,4.644391529564217,4.644391529564217,0.3969750765192581,0.3969750765192581,0.33445897878407793,0.33445897878407793,0.33445897878407793,0.06263837246598092
development,MODEL_A,MODEL_A_000056,1718,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.5683700606831796,-1.5027800630764003,-1.7889572704125092,-0.6763272024695273,-1.400352350910406,-0.519875610943491,-1.5683700606831796,-1.5027800630764003,-1.5027800630764003,-0.6763272024695273,-0.6763272024695273,-0.519875610943491,-1.5683700606831796,-1.5683700606831796,-1.7889572704125092,-3.6093177183734797,-3.6093177183734797,-3.6093177183734797
development,MODEL_A,MODEL_A_000057,1725,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.47884956229597053,-0.510155190647918,-0.4539738733888701,-0.935700880839217,-0.7498278486567123,1.2035724547659765,-0.47884956229597053,-0.47884956229597053,-0.4539738733888701,-0.41980790977737836,0.15906663519873643,3.368278829107651,-0.47884956229597053,-0.510155190647918,-0.510155190647918,-0.935700880839217,-0.935700880839217,-3.4838136605620207
development,MODEL_A,MODEL_A_000058,1735,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1283791071386311,-0.7805153767168176,0.4223995676752319,0.35260517868338526,1.7256692788043317,-1.7706686909983396,0.1283791071386311,0.1283791071386311,0.4223995676752319,0.4223995676752319,1.7256692788043317,3.3375913010475458,0.1283791071386311,-0.7805153767168176,-0.7805153767168176,-0.7805153767168176,-3.514501188622126,-3.514501188622126
development,MODEL_A,MODEL_A_000059,1739,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4766584671208145,0.791049161164332,0.8684252846103782,-0.2681910592097778,0.1248957219969491,0.061722232167481295,0.4766584671208145,0.791049161164332,0.8684252846103782,0.8684252846103782,3.7760352835284925,3.7760352835284925,0.4766584671208145,0.4766584671208145,0.4766584671208145,-3.0760572061411793,-3.0760572061411793,-3.0760572061411793
development,MODEL_A,MODEL_A_000060,1747,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.6119220222432142,-0.5527843520984606,-1.2356559046121913,-2.0469504835499173,-3.4963379698026715,4.15287833135701,1.6119220222432142,1.6119220222432142,1.6119220222432142,1.6119220222432142,1.6119220222432142,4.15287833135701,1.6119220222432142,-0.5527843520984606,-1.2356559046121913,-2.0469504835499173,-3.4963379698026715,-3.8290567258500605
development,MODEL_A,MODEL_A_000061,1763,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.167961940483978,1.135537314997659,1.14782050836965,5.440806211457577,7.867811736772619,7.3761184250169824,1.167961940483978,1.167961940483978,1.167961940483978,5.614832967899417,7.98407775505961,7.98407775505961,1.167961940483978,1.135537314997659,1.135537314997659,1.135537314997659,1.135537314997659,1.135537314997659
development,MODEL_A,MODEL_A_000062,1827,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45654724751046616,0.8401937193490556,0.8412568778031211,2.819020175792864,1.6307346758546133,1.0754621976056173,0.45654724751046616,0.8401937193490556,0.8412568778031211,2.819020175792864,2.819020175792864,2.819020175792864,0.45654724751046616,0.45654724751046616,0.45654724751046616,0.45654724751046616,-2.520490341004478,-2.520490341004478
