route,age_band,n_days,p_stay_1d,fwd3_prop,fwd7_prop,fwd14_prop,fwd7_reentry,fwd7_isol_dn,fwd7_band_up,p_btc_up,p_vol_high,subperiods
FROM_HL,AGE_1,33,0.9696969696969697,0.30303030303030304,0.3333333333333333,0.3939393939393939,0.36363636363636365,0.3333333333333333,46.21212121212122,0.8787878787878788,0.0,5
CONTINUED_HH,AGE_2_3,101,0.9900990099009901,0.3069306930693069,0.2871287128712871,0.3069306930693069,0.36633663366336633,0.44554455445544555,51.65346534653465,0.8514851485148515,0.19801980198019803,5
CONTINUED_HH,AGE_4_7,125,0.992,0.328,0.376,0.352,0.36,0.48,53.896,0.912,0.264,5
CONTINUED_HH,AGE_8_14,124,0.9919354838709677,0.4032258064516129,0.41935483870967744,0.5887096774193549,0.33064516129032256,0.47580645161290325,71.36290322580645,0.9112903225806451,0.25806451612903225,5
CONTINUED_HH,AGE_15_PLUS,341,0.9970674486803519,0.7008797653958945,0.6656891495601173,0.5278592375366569,0.10263929618768329,0.5454545454545454,55.369501466275665,0.8181818181818182,0.5366568914956011,5
