bq_tile,n,median_dwell,p_long_lived,p_exit_HH,p_exit_LL,p_exit_HL,p_exit_LH,verdict
BQ_LO,27,2.0,0.1111111111111111,0.0,0.1111111111111111,0.5185185185185185,0.37037037037037035,DESCRIPTIVE_ROLE
BQ_MID,26,3.0,0.19230769230769232,0.0,0.15384615384615385,0.38461538461538464,0.46153846153846156,DESCRIPTIVE_ROLE
BQ_HI,26,9.5,0.6923076923076923,0.038461538461538464,0.46153846153846156,0.2692307692307692,0.23076923076923078,DESCRIPTIVE_ROLE
