lag_d,n_events,med_top500_breadth_30d,med_top500_dispersion_30d,med_rank_depth_rel,med_top3_share,med_btc_return_30d,med_vol_med,p_state_state,p_cell_HH,p_cell_HL,p_cell_LH,p_cell_LL,med_age_in_cell,p_btc_up
0,282,0.388,0.3405882965348217,-0.031025358188013497,0.716009285114948,0.05397421346727027,0.05146930379541209,0.34397163120567376,0.3971631205673759,0.16312056737588654,0.1276595744680851,0.3120567375886525,7.0,
1,282,0.409,0.34362029647215514,-0.029706711827804766,0.7157820142057034,0.06345738333719675,0.05103453985434957,0.3546099290780142,0.425531914893617,0.14184397163120568,0.13120567375886524,0.2801418439716312,7.0,
3,282,0.416,0.34357176741566364,-0.032321029316269456,0.7145087182209254,0.07561275107864829,0.05106418170274907,0.35106382978723405,0.4326241134751773,0.1595744680851064,0.09219858156028368,0.2907801418439716,6.0,
7,282,0.443,0.3542148711084855,-0.029390760134929916,0.713958059218787,0.08434986996833893,0.04932784569238938,0.2765957446808511,0.46099290780141844,0.1276595744680851,0.08865248226950355,0.30851063829787234,7.0,
14,282,0.48,0.3839388047770192,-0.02660567642842865,0.7138904679557342,0.08485363724190964,0.04911879061350609,0.33687943262411346,0.48936170212765956,0.13829787234042554,0.1099290780141844,0.23404255319148937,7.0,
30,282,0.504,0.3985874540128047,-0.03178401726783481,0.7119485162400814,0.0793439231585874,0.050489611973926755,0.24468085106382978,0.5141843971631206,0.11702127659574468,0.12411347517730496,0.21631205673758866,8.0,
