event_id,family,pos,admitted_f_pct,status,notional_multiple_equity,one_R_price_move_bps
EUR_ORIGIN_202307101100,A,0.4427573973380781,0.7,ACCEPT_FULL,1.2652846538744982,55.32351932480105
EUR_ORIGIN_202307111000,B,0.7463296682064142,0.3,ACCEPT_FULL,0.9140634335031922,32.82047930199281
EUR_ORIGIN_202307111400,B,1.131425594513794,0.3,ACCEPT_FULL,1.385707694241949,21.6495875173815
EUR_ORIGIN_202307121500,A,1.4637257787722129,0.7,ACCEPT_FULL,4.182944828241497,16.734621869116996
EUR_ORIGIN_202307131600,A,4.246028667705734,0.7,ACCEPT_FULL,12.134037613959938,5.7688959130525985
EUR_ORIGIN_202307140500,A,0.6822804829208027,0.7,ACCEPT_FULL,1.9497788853849358,35.90150684505962
EUR_ORIGIN_202307141100,A,0.7503989529911693,0.7,ACCEPT_FULL,2.144443628071623,32.64249947337018
EUR_ORIGIN_202307170000,B,0.8183509568657535,0.3,ACCEPT_FULL,1.0022711374197313,29.93202026871956
EUR_ORIGIN_202307171100,A,0.5083004283523904,0.7,ACCEPT_FULL,1.4525894664183887,48.189802844018374
EUR_ORIGIN_202307181100,B,0.497938825451931,0.3,ACCEPT_FULL,0.6098480227390043,49.192583859272524
EUR_ORIGIN_202307190600,A,1.243852952280487,0.7,ACCEPT_FULL,3.554605889498565,19.692759809688674
EUR_ORIGIN_202307191300,B,1.2892000663144232,0.3,ACCEPT_FULL,1.5789411694162865,19.000074594983552
EUR_ORIGIN_202307201500,B,1.0699874405932677,0.3,ACCEPT_FULL,1.3104616303200172,22.892696211695984
EUR_ORIGIN_202307210600,A,0.2922185420669779,0.7,ACCEPT_FULL,0.8350840416848032,83.82389856088405
EUR_ORIGIN_202307240600,B,2.1108082414848046,0.3,ACCEPT_FULL,2.5852015682496132,11.604510986086234
EUR_ORIGIN_202307241000,B,1.2279285410164682,0.3,ACCEPT_FULL,1.5038991830452761,19.948145685705068
EUR_ORIGIN_202307262100,A,0.5140605816186696,0.7,ACCEPT_FULL,1.469050475484767,47.649826311720794
