basket_id,ts_utc,quote_age_ok,max_age_ms,skew_ms,max_spread_pts,gate_k_ok
R6T010200,2026-08-17T04:16:40.148+00:00,True,0.0,0.0,12.0,True
R6T020200,2026-08-17T04:16:41.107+00:00,True,1000.0,1000.0,10.0,True
R6T030201,2026-08-17T04:16:41.551+00:00,True,1000.0,1000.0,10.0,True
R6T040202,2026-08-17T04:16:42.020+00:00,True,1000.0,1000.0,10.0,True
R6T050202,2026-08-17T04:16:42.469+00:00,True,1000.0,1000.0,10.0,True
