basket_id,stage,state,detail,z,open_ms,fills,flat,ts_utc
R6T010200,COMPLETE,CLOSED_VERIFIED,,,311.6,3,True,2026-08-17T04:16:40.598+00:00
R6T020200,COMPLETE,CLOSED_VERIFIED,,,315.0,3,True,2026-08-17T04:16:41.551+00:00
R6T030201,COMPLETE,CLOSED_VERIFIED,,,327.7,3,True,2026-08-17T04:16:42.020+00:00
R6T040202,COMPLETE,CLOSED_VERIFIED,,,320.0,3,True,2026-08-17T04:16:42.465+00:00
R6T050202,COMPLETE,CLOSED_VERIFIED,,,324.6,3,True,2026-08-17T04:16:42.924+00:00
