alloc_id,heat_id,f_pct,max_dd_p95,median_cagr,edge,scheme
A0_50_50,H0,0.25,0.01991599811380313,0.14504767623145043,1.0,block
A0_50_50,H0,0.5,0.03952827165300374,0.3100862818084098,1.0,block
A0_50_50,H0,0.75,0.058835620199779975,0.49774285467596846,1.0,block
A0_50_50,H0,1.0,0.07788229930051781,0.7108411400161591,1.0,block
A0_50_50,H0,1.5,0.11515976404396254,1.226907343327607,1.0,block
A0_50_50,H0,2.0,0.15127542751918144,1.8896517283935463,1.0,block
A0_50_50,H0,3.0,0.22014611108525575,3.820944472376263,1.0,block
A0_50_50,H1-1.00-REJ,0.25,0.019432450797307405,0.14388138372950598,1.0,block
A0_50_50,H1-1.00-REJ,0.5,0.03856705030663647,0.3073877703814347,1.0,block
A0_50_50,H1-1.00-REJ,0.75,0.057413355410548865,0.49306990074539414,1.0,block
A0_50_50,H1-1.00-REJ,1.0,0.07603823276355595,0.7037586084704798,1.0,block
A0_50_50,H1-1.00-REJ,1.5,0.11233699287966774,1.2133892110908089,1.0,block
A0_50_50,H1-1.00-REJ,2.0,0.14770830351057754,1.8664422517796757,1.0,block
A0_50_50,H1-1.00-REJ,3.0,0.21536821271030468,3.7620660982689453,1.0,block
A0_50_50,H1-1.50-REJ,0.25,0.01991599811380313,0.14504767623145043,1.0,block
A0_50_50,H1-1.50-REJ,0.5,0.03952827165300374,0.3100862818084098,1.0,block
A0_50_50,H1-1.50-REJ,0.75,0.058835620199779975,0.49774285467596846,1.0,block
A0_50_50,H1-1.50-REJ,1.0,0.07788229930051781,0.7108411400161591,1.0,block
A0_50_50,H1-1.50-REJ,1.5,0.11515976404396254,1.226907343327607,1.0,block
A0_50_50,H1-1.50-REJ,2.0,0.15127542751918144,1.8896517283935463,1.0,block
A0_50_50,H1-1.50-REJ,3.0,0.22014611108525575,3.820944472376263,1.0,block
A0_50_50,H1-2.00-REJ,0.25,0.01991599811380313,0.14504767623145043,1.0,block
A0_50_50,H1-2.00-REJ,0.5,0.03952827165300374,0.3100862818084098,1.0,block
A0_50_50,H1-2.00-REJ,0.75,0.058835620199779975,0.49774285467596846,1.0,block
A0_50_50,H1-2.00-REJ,1.0,0.07788229930051781,0.7108411400161591,1.0,block
A0_50_50,H1-2.00-REJ,1.5,0.11515976404396254,1.226907343327607,1.0,block
A0_50_50,H1-2.00-REJ,2.0,0.15127542751918144,1.8896517283935463,1.0,block
A0_50_50,H1-2.00-REJ,3.0,0.22014611108525575,3.820944472376263,1.0,block
A0_50_50,H1-3.00-REJ,0.25,0.01991599811380313,0.14504767623145043,1.0,block
A0_50_50,H1-3.00-REJ,0.5,0.03952827165300374,0.3100862818084098,1.0,block
A0_50_50,H1-3.00-REJ,0.75,0.058835620199779975,0.49774285467596846,1.0,block
A0_50_50,H1-3.00-REJ,1.0,0.07788229930051781,0.7108411400161591,1.0,block
A0_50_50,H1-3.00-REJ,1.5,0.11515976404396254,1.226907343327607,1.0,block
A0_50_50,H1-3.00-REJ,2.0,0.15127542751918144,1.8896517283935463,1.0,block
A0_50_50,H1-3.00-REJ,3.0,0.22014611108525575,3.820944472376263,1.0,block
A1_70_30,H0,0.25,0.024446214309280276,0.1508297080915042,1.0,block
A1_70_30,H0,3.0,0.2657768937904502,4.079238619990397,1.0,block
A1_70_30,H1-1.00-REJ,0.25,0.015965018729475287,0.14159253367696867,1.0,block
A1_70_30,H1-1.00-REJ,0.5,0.031759901628813855,0.30208743090099355,1.0,block
A1_70_30,H1-1.00-REJ,0.75,0.04737559433867688,0.48389650199831147,1.0,block
A1_70_30,H1-1.00-REJ,1.0,0.06286144713038194,0.689687549216883,1.0,block
A1_70_30,H1-1.00-REJ,1.5,0.09340500540421749,1.1851876458757407,1.0,block
A1_70_30,H1-1.00-REJ,2.0,0.12343131514317367,1.817113442037758,1.0,block
A1_70_30,H1-1.00-REJ,3.0,0.18128729714414904,3.637325277879788,1.0,block
A1_70_30,H1-1.50-REJ,0.25,0.023930168487172263,0.15073521272011348,1.0,block
A1_70_30,H1-1.50-REJ,1.0,0.0933288223867777,0.7436506607537119,1.0,block
A1_70_30,H1-1.50-REJ,2.0,0.18031429514750136,1.9961282627412082,1.0,block
A1_70_30,H1-1.50-REJ,3.0,0.26084454026307996,4.071458280541542,1.0,block
A1_70_30,H1-2.00-REJ,2.0,0.18024652775307995,1.9860472957160245,1.0,block
A1_70_30,H1-2.00-REJ,3.0,0.2608247486821759,4.047179819831026,1.0,block
A1_70_30,H1-3.00-REJ,0.25,0.024446214309280276,0.1508297080915042,1.0,block
A1_70_30,H1-3.00-REJ,3.0,0.2657768937904502,4.079238619990397,1.0,block
A2_100_0_A,H0,3.0,0.3678686359402693,4.309571996505013,1.0,block
A2_100_0_A,H1-1.00-REJ,0.25,0.022319861842077307,0.14649310211242306,1.0,block
A2_100_0_A,H1-1.00-REJ,0.5,0.044360790564220064,0.31256175289882304,1.0,block
A2_100_0_A,H1-1.00-REJ,1.0,0.087460002671725,0.7130962081913924,1.0,block
A2_100_0_A,H1-1.50-REJ,0.25,0.022319861842077307,0.14649310211242306,1.0,block
A2_100_0_A,H1-1.50-REJ,0.5,0.044360790564220064,0.31256175289882304,1.0,block
A2_100_0_A,H1-1.50-REJ,1.0,0.087460002671725,0.7130962081913924,1.0,block
A2_100_0_A,H1-2.00-REJ,3.0,0.36183367541884215,4.266513255565815,1.0,block
A2_100_0_A,H1-3.00-REJ,3.0,0.3678686359402693,4.309571996505013,1.0,block
A0_50_50,H0,0.25,0.021288146892238555,0.14473227894801977,1.0,episode
A0_50_50,H0,0.5,0.04220586746330295,0.3093588784549661,1.0,episode
A0_50_50,H0,0.75,0.062755144991936,0.49647056897044106,1.0,episode
A0_50_50,H0,1.0,0.08299430769649535,0.7089504558664187,1.0,episode
A0_50_50,H0,1.5,0.12241687071769548,1.2234373438588853,1.0,episode
A0_50_50,H0,2.0,0.1607347751513187,1.8835011274831024,1.0,episode
A0_50_50,H0,3.0,0.2335493807984943,3.804701521864936,1.0,episode
A0_50_50,H1-1.00-REJ,0.25,0.021272258372830435,0.14362355662591686,1.0,episode
A0_50_50,H1-1.00-REJ,0.5,0.0421860155301194,0.3068320129325428,1.0,episode
A0_50_50,H1-1.00-REJ,0.75,0.06272684949649868,0.4921292052227223,1.0,episode
A0_50_50,H1-1.00-REJ,1.0,0.0829439278421146,0.7023943883570923,1.0,episode
A0_50_50,H1-1.00-REJ,1.5,0.12230549353410905,1.2106135204970159,1.0,episode
A0_50_50,H1-1.00-REJ,2.0,0.16030506745440776,1.8613014959439254,1.0,episode
A0_50_50,H1-1.00-REJ,3.0,0.23266349252649862,3.749849278751522,1.0,episode
A0_50_50,H1-1.50-REJ,0.25,0.021288146892238555,0.14473227894801977,1.0,episode
A0_50_50,H1-1.50-REJ,0.5,0.04220586746330295,0.3093588784549661,1.0,episode
A0_50_50,H1-1.50-REJ,0.75,0.062755144991936,0.49647056897044106,1.0,episode
A0_50_50,H1-1.50-REJ,1.0,0.08299430769649535,0.7089504558664187,1.0,episode
A0_50_50,H1-1.50-REJ,1.5,0.12241687071769548,1.2234373438588853,1.0,episode
A0_50_50,H1-1.50-REJ,2.0,0.1607347751513187,1.8835011274831024,1.0,episode
A0_50_50,H1-1.50-REJ,3.0,0.2335493807984943,3.804701521864936,1.0,episode
A0_50_50,H1-2.00-REJ,0.25,0.021288146892238555,0.14473227894801977,1.0,episode
A0_50_50,H1-2.00-REJ,0.5,0.04220586746330295,0.3093588784549661,1.0,episode
A0_50_50,H1-2.00-REJ,0.75,0.062755144991936,0.49647056897044106,1.0,episode
A0_50_50,H1-2.00-REJ,1.0,0.08299430769649535,0.7089504558664187,1.0,episode
A0_50_50,H1-2.00-REJ,1.5,0.12241687071769548,1.2234373438588853,1.0,episode
A0_50_50,H1-2.00-REJ,2.0,0.1607347751513187,1.8835011274831024,1.0,episode
A0_50_50,H1-2.00-REJ,3.0,0.2335493807984943,3.804701521864936,1.0,episode
A0_50_50,H1-3.00-REJ,0.25,0.021288146892238555,0.14473227894801977,1.0,episode
A0_50_50,H1-3.00-REJ,0.5,0.04220586746330295,0.3093588784549661,1.0,episode
A0_50_50,H1-3.00-REJ,0.75,0.062755144991936,0.49647056897044106,1.0,episode
A0_50_50,H1-3.00-REJ,1.0,0.08299430769649535,0.7089504558664187,1.0,episode
A0_50_50,H1-3.00-REJ,1.5,0.12241687071769548,1.2234373438588853,1.0,episode
A0_50_50,H1-3.00-REJ,2.0,0.1607347751513187,1.8835011274831024,1.0,episode
A0_50_50,H1-3.00-REJ,3.0,0.2335493807984943,3.804701521864936,1.0,episode
A1_70_30,H0,0.25,0.023611587580528646,0.15043327081042435,1.0,episode
A1_70_30,H0,0.5,0.046804945347397604,0.3222374531746115,1.0,episode
A1_70_30,H0,0.75,0.0695943890569104,0.5182317298713631,1.0,episode
A1_70_30,H0,1.0,0.09190051978101074,0.7416512865809632,1.0,episode
A1_70_30,H0,1.5,0.13542992007122454,1.2856322349412468,1.0,episode
A1_70_30,H0,2.0,0.17737432188280267,1.9873086329351795,1.0,episode
A1_70_30,H0,3.0,0.25623531455349513,4.050077495738642,1.0,episode
A1_70_30,H1-1.00-REJ,0.25,0.019065637245583775,0.14089592406055418,1.0,episode
A1_70_30,H1-1.00-REJ,0.5,0.037866033897891935,0.3005709715541045,1.0,episode
A1_70_30,H1-1.00-REJ,0.75,0.05641581062414325,0.4813709820060411,1.0,episode
A1_70_30,H1-1.00-REJ,1.0,0.07474105049930563,0.685828105475979,1.0,episode
A1_70_30,H1-1.00-REJ,1.5,0.11059854912337062,1.178061649762962,1.0,episode
A1_70_30,H1-1.00-REJ,2.0,0.14537841595326387,1.8042357084433205,1.0,episode
A1_70_30,H1-1.00-REJ,3.0,0.21221134319287552,3.6056800455555527,1.0,episode
A1_70_30,H1-1.50-REJ,0.25,0.02308694763377862,0.15034583867706364,1.0,episode
A1_70_30,H1-1.50-REJ,0.5,0.045786342221043726,0.32205532864500896,1.0,episode
A1_70_30,H1-1.50-REJ,0.75,0.06812601303988501,0.5178673310929751,1.0,episode
A1_70_30,H1-1.50-REJ,1.0,0.09012287556024842,0.7411042348906537,1.0,episode
A1_70_30,H1-1.50-REJ,1.5,0.13283820817045683,1.2846565256321965,1.0,episode
A1_70_30,H1-1.50-REJ,2.0,0.17396483808951638,1.986905921573112,1.0,episode
A1_70_30,H1-1.50-REJ,3.0,0.2519173972516926,4.04754127866709,1.0,episode
A1_70_30,H1-2.00-REJ,0.5,0.04578292723584467,0.32075480009328816,1.0,episode
A1_70_30,H1-2.00-REJ,0.75,0.06806974976133585,0.5157221489488217,1.0,episode
A1_70_30,H1-2.00-REJ,1.0,0.09004912376074743,0.737981335816984,1.0,episode
A1_70_30,H1-2.00-REJ,1.5,0.13268505913731768,1.2781857986464784,1.0,episode
A1_70_30,H1-2.00-REJ,2.0,0.17383351162327362,1.9753887202707525,1.0,episode
A1_70_30,H1-3.00-REJ,0.25,0.023611587580528646,0.15043327081042435,1.0,episode
A1_70_30,H1-3.00-REJ,0.5,0.046804945347397604,0.3222374531746115,1.0,episode
A1_70_30,H1-3.00-REJ,0.75,0.0695943890569104,0.5182317298713631,1.0,episode
A1_70_30,H1-3.00-REJ,1.0,0.09190051978101074,0.7416512865809632,1.0,episode
A1_70_30,H1-3.00-REJ,1.5,0.13542992007122454,1.2856322349412468,1.0,episode
A1_70_30,H1-3.00-REJ,2.0,0.17737432188280267,1.9873086329351795,1.0,episode
A1_70_30,H1-3.00-REJ,3.0,0.25623531455349513,4.050077495738642,1.0,episode
A2_100_0_A,H0,0.25,0.035638045616359304,0.1583201438147398,1.0,episode
A2_100_0_A,H0,3.0,0.3682271111108741,4.246254300666809,1.0,episode
A2_100_0_A,H1-2.00-REJ,0.25,0.035006754332655605,0.15744583474831875,1.0,episode
A2_100_0_A,H1-2.00-REJ,3.0,0.3636508061284992,4.206273231748373,1.0,episode
A2_100_0_A,H1-3.00-REJ,0.25,0.035638045616359304,0.1583201438147398,1.0,episode
A2_100_0_A,H1-3.00-REJ,3.0,0.3682271111108741,4.246254300666809,1.0,episode
A1_70_30,H1-1.00-REJ,0.25,0.020475639026399425,0.0763334179355093,0.75,block
A1_70_30,H1-1.00-REJ,0.5,0.040718753320283255,0.15784302240717174,0.75,block
A1_70_30,H1-1.00-REJ,0.75,0.06063190595672939,0.24482413509015133,0.75,block
A1_70_30,H1-1.00-REJ,1.0,0.08029500205290467,0.337592360509421,0.75,block
A1_70_30,H1-1.00-REJ,1.5,0.11879888287399232,0.5417699744529505,0.75,block
A1_70_30,H1-1.00-REJ,2.0,0.1562135396718388,0.7730240809982997,0.75,block
