d_median_cagr,d_p5_cagr,d_p95_cagr,d_median_max_dd,d_p5_max_dd,d_p95_max_dd,d_median_terminal,d_p5_terminal,d_p95_terminal,d_median_dur,P_h1_dd_lt_h0,P_h1_term_gt_h0,d_median_cagr_ci_lo,d_median_cagr_ci_hi,d_median_dd_ci_lo,d_median_dd_ci_hi,alloc_id,heat_id,f_pct,edge,scheme
-0.0011188034893202525,-0.003693320802159983,0.0015278429305048843,-2.1510571102112408e-16,-0.0005596957276725402,5.551115123125783e-16,-0.004117594251323298,-0.013770755214256391,0.005651154116714793,0.0,0.6543,0.2486,-0.0011596506656898985,-0.0010740415743213604,-2.3076159039181477e-16,-1.9771510817445658e-16,A0_50_50,H1-1.00-REJ,0.25,1.0,block
-0.0004106661062157624,-0.0024158648459866147,0.0018635667944871923,-9.08995101411847e-16,-0.0015053345288412504,0.0001523201803032486,-0.0013470516383505826,-0.007970338632611373,0.0060374648184089875,0.0,0.6913,0.3784,-0.000444409149694458,-0.0003777384547929918,-1.5198779734770793e-15,-7.301017429517387e-16,A0_50_50,H1-1.00-REJ,0.25,0.75,block
0.0002164477378350793,-0.0013202793201634755,0.002144776615956234,-0.0005469381717235211,-0.003941439187205727,0.0012346582672016168,0.000626610751548462,-0.0038655016594742572,0.0062277947439971365,0.0,0.6758,0.5833,0.00018809933159460445,0.00024585843670392736,-0.0005493010741885471,-0.0005425674690790853,A0_50_50,H1-1.00-REJ,0.25,0.5,block
0.0007780468663558526,-0.0004266436005326668,0.002447284035633984,-0.0019682513210182717,-0.0062211767736573215,0.0010871341531372078,0.0020071230092674752,-0.001110484029737957,0.0062771173452949285,0.0,0.8337,0.8316,0.0007564623829829948,0.0007979614708977956,-0.0020279861802372733,-0.0019172416101777446,A0_50_50,H1-1.00-REJ,0.25,0.25,block
-0.00255716937647521,-0.008508250233442916,0.003517633927585656,-1.8735013540549517e-16,-0.0011095037981464803,4.997738334289156e-16,-0.011978579151896485,-0.041099548920028005,0.016584881779692084,0.0,0.652,0.2487,-0.0026437990873909856,-0.002444415561556096,-2.0469737016526324e-16,-1.700029006457271e-16,A0_50_50,H1-1.00-REJ,0.5,1.0,block
-0.0008778586336870564,-0.00521524133747997,0.0040016774054523075,-8.36136715420821e-16,-0.00300016015940477,0.0002996897715885887,-0.0032538288913396274,-0.019827886840557328,0.01476146321784479,0.0,0.6904,0.3789,-0.0009517186164669011,-0.000803511415013325,-6.095886217402517e-08,-6.661338147750939e-16,A0_50_50,H1-1.00-REJ,0.5,0.75,block
0.00043700256309020524,-0.002675382575133589,0.004308502005281441,-0.001060728510075614,-0.007532284576184412,0.0023973506983410923,0.0012787100085740466,-0.008018913426167696,0.012616428861806514,0.0,0.6772,0.584,0.00038005180005730167,0.0004968473312032817,-0.0010691304079903613,-0.0010478526944382883,A0_50_50,H1-1.00-REJ,0.5,0.5,block
0.0014702911151659448,-0.0008096876553763122,0.004621247518620302,-0.0033384632071765397,-0.010488200502022803,0.0018686831444625729,0.003403381616408574,-0.0019111488617908233,0.010643409857998574,0.0,0.8339,0.8317,0.0014303664165953717,0.001509587370567686,-0.0034327680716055285,-0.003254296642464312,A0_50_50,H1-1.00-REJ,0.5,0.25,block
-0.004360777389797121,-0.014622229811717458,0.006026507571141188,-1.942890293094024e-16,-0.00169013004274569,4.787836793695988e-16,-0.02617536873878845,-0.09268195189402685,0.036477580832729325,0.0,0.6482,0.2496,-0.004510730365192056,-0.0041934297481866,-2.0816681711721685e-16,-1.8032450532778908e-16,A0_50_50,H1-1.00-REJ,0.75,1.0,block
-0.0014116245342667977,-0.008397892962257614,0.006385493894644544,-8.083811398051921e-16,-0.00444498040548172,0.0004423988500123088,-0.005936271324513576,-0.037018965232621555,0.02690347169334009,0.0,0.6888,0.3795,-0.0015267276085515757,-0.0012847142932616018,-2.175274699722922e-05,-6.728992363314034e-16,A0_50_50,H1-1.00-REJ,0.75,0.75,block
