alloc_id,heat_id,edge,scheme,f_from,f_to,d_median_cagr,d_p95_dd,d_p99_dd,d_P_dd_ge_10,d_P_dd_ge_20,d_median_dur,inc_ret_per_p95_dd,inc_ret_per_p95_dd_flag,inc_ret_per_p99_dd,inc_ret_per_p99_dd_flag
A1_70_30,H0,0.5,block,0.25,0.5,0.011011251271224487,0.060209390154647505,0.0751467167393219,0.1285,0.0008,2.0,0.18288262417111592,OK,0.14653003815751073,OK
A1_70_30,H0,0.5,block,0.5,0.75,0.01069453401622178,0.056924864899945055,0.06969731472749241,0.29009999999999997,0.0262,3.0,0.187871047828031,OK,0.15344255453794797,OK
A1_70_30,H0,0.5,block,0.75,1.0,0.010334344441163545,0.05407368001497831,0.06497071040737928,0.2731,0.08270000000000001,4.0,0.19111598171792546,OK,0.15906158908168233,OK
A1_70_30,H0,0.5,block,1.0,1.5,0.019726866740347182,0.09976823102649332,0.11587920327878104,0.25670000000000004,0.2757,7.0,0.19772693709592523,OK,0.17023647196545252,OK
A1_70_30,H0,0.5,block,1.5,2.0,0.018173135221036363,0.08823779441629798,0.097897089693253,0.04420000000000002,0.2716,7.0,0.20595636304435655,OK,0.18563509168637565,OK
A1_70_30,H0,0.5,block,2.0,3.0,0.031143374341854213,0.14793799781605893,0.15632980481109904,0.006399999999999961,0.2788999999999999,10.0,0.21051639742060607,OK,0.19921584613686608,OK
A1_70_30,H0,0.5,episode,0.25,0.5,0.010420827975081703,0.057214578855405984,0.07153179955016128,0.10940000000000001,0.0002,3.0,0.1821358853556794,OK,0.14568105430891828,OK
A1_70_30,H0,0.5,episode,0.5,0.75,0.01007019104377771,0.05434087449218679,0.06662001014113464,0.29169999999999996,0.017900000000000003,3.0,0.18531521875352994,OK,0.15115865372046608,OK
A1_70_30,H0,0.5,episode,0.75,1.0,0.009698886564246112,0.051588614299210855,0.0617909884912404,0.28230000000000005,0.07339999999999999,3.0,0.18800440166880922,OK,0.15696279993353793,OK
A1_70_30,H0,0.5,episode,1.0,1.5,0.018284570669080735,0.09522932722595576,0.1127639263516042,0.2663,0.27790000000000004,6.0,0.19200566885971954,OK,0.1621491132906141,OK
A1_70_30,H0,0.5,episode,1.5,2.0,0.016685427642369133,0.08600947666104969,0.09744242382442042,0.045499999999999985,0.2788,6.0,0.1939952234347835,OK,0.17123370896883963,OK
A1_70_30,H0,0.5,episode,2.0,3.0,0.028357299768294153,0.14486588174351478,0.1551959462011263,0.0040000000000000036,0.2925,12.0,0.19574864300001837,OK,0.18271933296211543,OK
A1_70_30,H0,0.5,iid,0.25,0.5,0.0114282903090972,0.05290581155909497,0.06778279825565682,0.0795,0.0,3.0,0.21601200269524223,OK,0.16860163054928837,OK
A1_70_30,H0,0.5,iid,0.5,0.75,0.011073404522585872,0.05078736225278943,0.06353529641493705,0.253,0.0115,4.5,0.21803464545902224,OK,0.17428744567850213,OK
A1_70_30,H0,0.5,iid,0.75,1.0,0.010682538879625114,0.04843786855642945,0.059496527015688555,0.30199999999999994,0.052500000000000005,3.5,0.2205410600836018,OK,0.17954894874465951,OK
A1_70_30,H0,0.5,iid,1.0,1.5,0.020375389903638852,0.09044715512439627,0.10768225103993373,0.2925000000000001,0.2365,5.0,0.22527397214003703,OK,0.18921771886141833,OK
A1_70_30,H0,0.5,iid,1.5,2.0,0.01900551976188558,0.08210423064186773,0.09361711190308952,0.06699999999999995,0.2945,9.0,0.2314803952647237,OK,0.20301331001921633,OK
A1_70_30,H0,0.5,iid,2.0,3.0,0.03225657741136567,0.14124735589165388,0.15235288285513116,0.006000000000000005,0.3205,14.0,0.22836942474242572,OK,0.21172278992605417,OK
A1_70_30,H0,0.25,block,0.25,0.5,-0.04967335996326788,0.1549359953506541,0.16665236709842216,0.0514,0.9001,0.0,-0.32060567882141383,OK,-0.2980657330473537,OK
A1_70_30,H0,0.25,block,0.5,0.75,-0.04731173739577477,0.12583178713629078,0.132048348027135,0.00019999999999997797,0.07289999999999996,0.0,-0.37599193711308043,OK,-0.35829102069533303,OK
A1_70_30,H0,0.25,block,0.75,1.0,-0.04506548336710886,0.10206795272186564,0.10451180430242246,0.0,0.0020000000000000018,0.0,-0.4415243194885269,OK,-0.43119993638904475,OK
A1_70_30,H0,0.25,block,1.0,1.5,-0.08373825519160061,0.14979848798514528,0.1478118875324529,0.0,0.00019999999999997797,0.0,-0.5590060107943445,OK,-0.5665190844221878,OK
A1_70_30,H0,0.25,block,1.5,2.0,-0.07577603834878283,0.09792620340310865,0.0919377632168511,0.0,0.0,1.0,-0.7738075787218494,OK,-0.8242101580180056,OK
A1_70_30,H0,0.25,block,2.0,3.0,-0.13061411494711073,0.10500106726077896,0.09207894313893539,0.0,0.0,0.0,-1.2439313080763228,OK,-1.418501456408233,OK
A1_70_30,H0,0.25,episode,0.25,0.5,-0.05006202995238418,0.1531051045449048,0.1643172015498317,0.0373,0.9202,0.0,-0.326978189925087,OK,-0.30466700674184805,OK
A1_70_30,H0,0.25,episode,0.5,0.75,-0.04766285861009789,0.12481447697830472,0.1308876943477597,9.999999999998899e-05,0.059799999999999964,0.0,-0.3818696337475552,OK,-0.3641508000244921,OK
A1_70_30,H0,0.25,episode,0.75,1.0,-0.04538875231846956,0.10163492669799867,0.10414558631588589,0.0,0.0017000000000000348,0.0,-0.4465861667154951,OK,-0.43582021979116914,OK
A1_70_30,H0,0.25,episode,1.0,1.5,-0.08429228182247966,0.1497219956334418,0.14837490355924865,0.0,0.00019999999999997797,0.0,-0.5629919736633019,OK,-0.568103363846975,OK
A1_70_30,H0,0.25,episode,1.5,2.0,-0.0763165406147891,0.09880374205239384,0.09321156588892299,0.0,0.0,0.0,-0.7724053667351973,OK,-0.8187453980306788,OK
A1_70_30,H0,0.25,episode,2.0,3.0,-0.13113492766711077,0.10709826706567127,0.09467000333079367,0.0,0.0,0.0,-1.224435569874352,OK,-1.3851792865043242,OK
A1_70_30,H0,0.25,iid,0.25,0.5,-0.04960012220256799,0.15192678030190984,0.16019978959992656,0.03200000000000003,0.939,0.0,-0.3264738586837838,OK,-0.3096141532172819,OK
A1_70_30,H0,0.25,iid,0.5,0.75,-0.04725732878326172,0.12419812911272343,0.12867858655849668,0.0,0.051000000000000045,0.0,-0.38049952218177546,OK,-0.36725091600053256,OK
A1_70_30,H0,0.25,iid,0.75,1.0,-0.04501090165888294,0.10137782195208006,0.10325335100590755,0.0,0.0010000000000000009,0.0,-0.4439916028197863,OK,-0.4359267880449486,OK
A1_70_30,H0,0.25,iid,1.0,1.5,-0.08365300605717124,0.1499803762277364,0.14904122331464154,0.0,0.0,0.0,-0.5577596760402111,OK,-0.5612742850383818,OK
A1_70_30,H0,0.25,iid,1.5,2.0,-0.07585726275851523,0.09902966870566521,0.09537639700266154,0.0,0.0,0.0,-0.7660054178710551,OK,-0.7953462821246895,OK
A1_70_30,H0,0.25,iid,2.0,3.0,-0.13049996172286243,0.10836887403325202,0.09948936622477134,0.0,0.0,0.0,-1.204219965253304,OK,-1.31169758814254,OK
A1_70_30,H1-1.00-REJ,1.0,block,0.25,0.5,0.16049489722402488,0.01579488289933857,0.018579214302488326,0.0,0.0,0.0,10.16119576491104,OK,8.638411431775653,OK
A1_70_30,H1-1.00-REJ,1.0,block,0.5,0.75,0.18180907109731792,0.015615692709863023,0.018369825305021563,0.0,0.0,0.0,11.642715726756428,OK,9.897158414871736,OK
A1_70_30,H1-1.00-REJ,1.0,block,0.75,1.0,0.20579104721857155,0.015485852791705064,0.018055024321931068,0.0003,0.0,0.0,13.28897090696889,OK,11.397993353495592,OK
A1_70_30,H1-1.00-REJ,1.0,block,1.0,1.5,0.49550009665885764,0.03054355827383555,0.035798650541075436,0.027299999999999998,0.0,0.0,16.222736467588213,OK,13.841306562388992,OK
A1_70_30,H1-1.00-REJ,1.0,block,1.5,2.0,0.6319257961620173,0.030026309738956175,0.0346455964071275,0.21760000000000002,0.0001,1.0,21.04573627781358,OK,18.239714760171186,OK
A1_70_30,H1-1.00-REJ,1.0,block,2.0,3.0,1.8202118358420303,0.05785598200097537,0.06673267187565973,0.7197,0.0201,0.0,31.461082724537352,OK,27.27617199613342,OK
A1_70_30,H1-1.00-REJ,1.0,episode,0.25,0.5,0.15967504749355033,0.01880039665230816,0.023271481685767023,0.0,0.0,1.0,8.493174396612888,OK,6.861404428374174,OK
A1_70_30,H1-1.00-REJ,1.0,episode,0.5,0.75,0.1808000104519366,0.018549776726251313,0.022868096769846025,0.0,0.0,0.0,9.74674860620137,OK,7.906211534417692,OK
A1_70_30,H1-1.00-REJ,1.0,episode,0.75,1.0,0.20445712346993794,0.01832523987516238,0.022467371660757962,0.0046,0.0,0.0,11.157132177410379,OK,9.1001798767164,OK
A1_70_30,H1-1.00-REJ,1.0,episode,1.0,1.5,0.49223354428698285,0.035857498624064996,0.043748140276127806,0.09659999999999999,0.0,0.0,13.7274925238826,OK,11.251530720623148,OK
A1_70_30,H1-1.00-REJ,1.0,episode,1.5,2.0,0.6261740586803586,0.034779866829893244,0.04195619463333994,0.32039999999999996,0.0027,1.0,18.00392341186778,OK,14.924472158463523,OK
A1_70_30,H1-1.00-REJ,1.0,episode,2.0,3.0,1.8014443371122322,0.06683292723961165,0.0787312562132744,0.5344,0.0752,0.0,26.95444313928722,OK,22.88092968099373,OK
A1_70_30,H1-1.00-REJ,1.0,iid,0.25,0.5,0.1729384375610462,0.020809114864669635,0.02582209809153155,0.0,0.0,0.0,8.310706086526846,OK,6.697303873141198,OK
A1_70_30,H1-1.00-REJ,1.0,iid,0.5,0.75,0.19772556971984934,0.02049067727930754,0.02546643847004952,0.0015,0.0,0.0,9.649538032572599,OK,7.76416262338331,OK
A1_70_30,H1-1.00-REJ,1.0,iid,0.75,1.0,0.22557279737675895,0.020208381039867197,0.02505833400018799,0.0105,0.0,0.0,11.162338879683027,OK,9.001907204807258,OK
A1_70_30,H1-1.00-REJ,1.0,iid,1.0,1.5,0.5495445541768644,0.03950406415717454,0.04887990117031188,0.17049999999999998,0.001,1.0,13.911089046190169,OK,11.242750926645503,OK
A1_70_30,H1-1.00-REJ,1.0,iid,1.5,2.0,0.7108485998467262,0.03810769918509427,0.0466675206654118,0.4155,0.007500000000000001,0.0,18.653674061874952,OK,15.232191248025316,OK
A1_70_30,H1-1.00-REJ,1.0,iid,2.0,3.0,2.0978640097053303,0.07276087336123321,0.0866393776531951,0.388,0.13599999999999998,1.0,28.832309355196198,OK,24.213747449834838,OK
A1_70_30,H1-1.00-REJ,0.75,block,0.25,0.5,0.08150960447166244,0.02024311429388383,0.02483500652207423,0.0,0.0,0.0,4.026534815163762,OK,3.282044818438595,OK
A1_70_30,H1-1.00-REJ,0.75,block,0.5,0.75,0.08698111268297959,0.019913152636446135,0.024361641561700433,0.0003,0.0,0.0,4.3680231990881255,OK,3.5704126285038544,OK
A1_70_30,H1-1.00-REJ,0.75,block,0.75,1.0,0.09276822541926966,0.01966309609617528,0.023866535868345196,0.0084,0.0,1.0,4.717884964073091,OK,3.886958121237467,OK
A1_70_30,H1-1.00-REJ,0.75,block,1.0,1.5,0.2041776139435295,0.03850388082108765,0.046785700405808026,0.1481,0.0003,1.0,5.302780124742812,OK,4.364102966772785,OK
A1_70_30,H1-1.00-REJ,0.75,block,1.5,2.0,0.23125410654534917,0.037414656797846474,0.04523209923897714,0.38730000000000003,0.0057,0.0,6.180842651980702,OK,5.112610522972903,OK
A1_70_30,H1-1.00-REJ,0.75,block,2.0,3.0,0.5562796738862125,0.0716928268713864,0.08530432302219423,0.4421999999999999,0.1262,2.0,7.759209647070444,OK,6.521119377988396,OK
A1_70_30,H1-1.00-REJ,0.75,episode,0.25,0.5,0.08111691826796008,0.023026560309688398,0.028303389954362625,0.0,0.0,0.0,3.5227544703596148,OK,2.8659788950636598,OK
A1_70_30,H1-1.00-REJ,0.75,episode,0.5,0.75,0.08652890791225842,0.022675684027343476,0.027629630237729706,0.002,0.0,1.0,3.815933746824022,OK,3.131743246932732,OK
A1_70_30,H1-1.00-REJ,0.75,episode,0.75,1.0,0.09216055946020707,0.022261223420407802,0.027136966480649935,0.0242,0.0,0.0,4.139959323876135,OK,3.3961260749583904,OK
A1_70_30,H1-1.00-REJ,0.75,episode,1.0,1.5,0.20282963311796187,0.04345251398375259,0.05225472530821629,0.24070000000000003,0.0015,1.0,4.667845759023339,OK,3.881555819528342,OK
A1_70_30,H1-1.00-REJ,0.75,episode,1.5,2.0,0.22984187689865032,0.042059034887394126,0.04988068361314335,0.4092,0.0168,1.0,5.464744436338415,OK,4.607833338476699,OK
A1_70_30,H1-1.00-REJ,0.75,episode,2.0,3.0,0.5515374700488225,0.07938589946743183,0.09239661096714424,0.3122999999999999,0.20909999999999998,1.0,6.947549549087007,OK,5.9692391774515015,OK
A1_70_30,H1-1.00-REJ,0.75,iid,0.25,0.5,0.08486412824767597,0.02606272945619072,0.032402671308928134,0.0005,0.0,1.0,3.2561489152671257,OK,2.6190472828174745,OK
A1_70_30,H1-1.00-REJ,0.75,iid,0.5,0.75,0.09070578553104014,0.02556954990406185,0.031584519520826346,0.008,0.0,0.0,3.547414243558158,OK,2.8718431341413995,OK
A1_70_30,H1-1.00-REJ,0.75,iid,0.75,1.0,0.09681570095423808,0.025047404926901773,0.03077585239082198,0.057,0.0005,1.0,3.8652986701330763,OK,3.145833289189761,OK
A1_70_30,H1-1.00-REJ,0.75,iid,1.0,1.5,0.21403592873685995,0.04851351507294514,0.059170136872779056,0.3715,0.004999999999999999,1.0,4.411882511812111,OK,3.6172964953090414,OK
A1_70_30,H1-1.00-REJ,0.75,iid,1.5,2.0,0.24273044009679,0.04650684053820073,0.0560683116974566,0.39199999999999996,0.042,1.0,5.219241670425046,OK,4.329191173198833,OK
A1_70_30,H1-1.00-REJ,0.75,iid,2.0,3.0,0.5879819338892565,0.08781323578718947,0.10319860198203143,0.1695000000000001,0.3225,2.0,6.695823569401294,OK,5.697576542670935,OK
A1_70_30,H1-1.00-REJ,0.5,block,0.25,0.5,0.01469955773898557,0.04009620168168693,0.05019919827119976,0.0121,0.0,2.0,0.3666072376551137,OK,0.292824551889686,OK
A1_70_30,H1-1.00-REJ,0.5,block,0.5,0.75,0.01451151914987825,0.03890764508794743,0.04794627603432276,0.11610000000000001,0.0007,2.0,0.3729734636233108,OK,0.3026620699278094,OK
A1_70_30,H1-1.00-REJ,0.5,block,0.75,1.0,0.014335887179259377,0.037605928916978254,0.04596425166251125,0.2034,0.0076,1.0,0.38121348394048143,OK,0.3118921044232255,OK
A1_70_30,H1-1.00-REJ,0.5,block,1.0,1.5,0.028085352388735108,0.07197248595152536,0.08658137547909675,0.4363,0.10049999999999999,5.5,0.3902234585540237,OK,0.32438099110028257,OK
A1_70_30,H1-1.00-REJ,0.5,block,1.5,2.0,0.027140266198290908,0.06747545452340642,0.07917357192399771,0.18419999999999992,0.19279999999999997,4.5,0.4022242812588432,OK,0.3427945151236081,OK
A1_70_30,H1-1.00-REJ,0.5,block,2.0,3.0,0.0510060411505554,0.12178247486712512,0.13674423874507663,0.047700000000000076,0.4394,11.0,0.41882907377442663,OK,0.37300321840719475,OK
A1_70_30,H1-1.00-REJ,0.5,episode,0.25,0.5,0.01452804024490717,0.043084987194957056,0.05368891355936613,0.0218,0.0,2.0,0.3371949532947204,OK,0.2705966517434348,OK
A1_70_30,H1-1.00-REJ,0.5,episode,0.5,0.75,0.014327651244553485,0.0416592679187882,0.051125529945643025,0.14679999999999999,0.0013,3.0,0.3439247005608507,OK,0.28024455217944405,OK
A1_70_30,H1-1.00-REJ,0.5,episode,0.75,1.0,0.014164135605471806,0.04026881505607738,0.04865263832566885,0.2443,0.0148,2.0,0.35173956784542015,OK,0.29112780093569746,OK
A1_70_30,H1-1.00-REJ,0.5,episode,1.0,1.5,0.027627845242178095,0.07594189602866666,0.09024171806458864,0.4076,0.1283,4.0,0.36380241588581214,OK,0.3061538037474424,OK
A1_70_30,H1-1.00-REJ,0.5,episode,1.5,2.0,0.02666786826499934,0.07047413321686716,0.08141592701205769,0.14939999999999998,0.229,5.0,0.3784064740879523,OK,0.32755099946291627,OK
A1_70_30,H1-1.00-REJ,0.5,episode,2.0,3.0,0.04987599794491304,0.1261876418511088,0.14046212221044568,0.02970000000000006,0.4211,9.0,0.39525263499069646,OK,0.3550850375889019,OK
A1_70_30,H1-1.00-REJ,0.5,iid,0.25,0.5,0.0114282903090972,0.05290581155909497,0.06778279825565682,0.0795,0.0,3.0,0.21601200269524223,OK,0.16860163054928837,OK
A1_70_30,H1-1.00-REJ,0.5,iid,0.5,0.75,0.011073404522585872,0.05078736225278943,0.06353529641493705,0.253,0.0115,4.5,0.21803464545902224,OK,0.17428744567850213,OK
A1_70_30,H1-1.00-REJ,0.5,iid,0.75,1.0,0.010682538879625114,0.04843786855642945,0.059496527015688555,0.30199999999999994,0.052500000000000005,3.5,0.2205410600836018,OK,0.17954894874465951,OK
A1_70_30,H1-1.00-REJ,0.5,iid,1.0,1.5,0.020375389903638852,0.09044715512439627,0.10768225103993373,0.2925000000000001,0.2365,5.0,0.22527397214003703,OK,0.18921771886141833,OK
A1_70_30,H1-1.00-REJ,0.5,iid,1.5,2.0,0.01900551976188558,0.08210423064186773,0.09361711190308952,0.06699999999999995,0.2945,9.0,0.2314803952647237,OK,0.20301331001921633,OK
A1_70_30,H1-1.00-REJ,0.5,iid,2.0,3.0,0.03225657741136567,0.14124735589165388,0.15235288285513116,0.006000000000000005,0.3205,14.0,0.22836942474242572,OK,0.21172278992605417,OK
A1_70_30,H1-1.00-REJ,0.25,block,0.25,0.5,-0.04151263579707204,0.1333292705906691,0.14220718359162274,0.1624,0.7715,0.0,-0.3113542556196753,OK,-0.2919165878165771,OK
A1_70_30,H1-1.00-REJ,0.25,block,0.5,0.75,-0.03992656875034001,0.11269513286801514,0.11832809424698126,0.0008000000000000229,0.2178,0.0,-0.35428831515821274,OK,-0.3374225622784303,OK
A1_70_30,H1-1.00-REJ,0.25,block,0.75,1.0,-0.03839139084643289,0.0952417523961932,0.09841859394826241,0.0,0.009700000000000042,0.0,-0.40309412500863845,OK,-0.3900826998871253,OK
A1_70_30,H1-1.00-REJ,0.25,block,1.0,1.5,-0.07240093572891637,0.1481616565581375,0.14962391509994466,0.0,0.0009000000000000119,0.0,-0.4886617591273137,OK,-0.48388611994649744,OK
A1_70_30,H1-1.00-REJ,0.25,block,1.5,2.0,-0.0668747746767911,0.1051245215315072,0.10287077991414262,0.0,0.0,0.0,-0.6361481955163796,OK,-0.650085230544628,OK
A1_70_30,H1-1.00-REJ,0.25,block,2.0,3.0,-0.1184401677824346,0.12714074735365288,0.11851182862429066,0.0,0.0,0.0,-0.9315673397214123,OK,-0.999395327515507,OK
A1_70_30,H1-1.00-REJ,0.25,episode,0.25,0.5,-0.04143264032223759,0.13344017981809037,0.14363805649605757,0.17410000000000003,0.7575000000000001,0.0,-0.3104959868813112,OK,-0.28845169123667996,OK
A1_70_30,H1-1.00-REJ,0.25,episode,0.5,0.75,-0.03983687037304312,0.11279744332833469,0.11914242223213073,0.0009000000000000119,0.22929999999999995,0.0,-0.3531717492663782,OK,-0.33436344189332573,OK
A1_70_30,H1-1.00-REJ,0.25,episode,0.75,1.0,-0.038330140479884534,0.09526526193698653,0.09874185645534633,0.0,0.011800000000000033,0.0,-0.4023517040790599,OK,-0.3881853335137408,OK
A1_70_30,H1-1.00-REJ,0.25,episode,1.0,1.5,-0.07225296723526331,0.14813557441401515,0.14945404390897166,0.0,0.0011999999999999789,0.0,-0.48774892540888165,OK,-0.48344605034087,OK
A1_70_30,H1-1.00-REJ,0.25,episode,1.5,2.0,-0.06674655465370471,0.10525337986695726,0.1022908104325897,0.0,0.0,0.0,-0.6341511763144702,OK,-0.6525176051634778,OK
A1_70_30,H1-1.00-REJ,0.25,episode,2.0,3.0,-0.11834270957543097,0.1268284733915599,0.11704375917014864,0.0,0.0,1.0,-0.9330925967236815,OK,-1.0110979894570373,OK
A1_70_30,H1-1.00-REJ,0.25,iid,0.25,0.5,-0.04960012220256799,0.15192678030190984,0.16019978959992656,0.03200000000000003,0.939,0.0,-0.3264738586837838,OK,-0.3096141532172819,OK
A1_70_30,H1-1.00-REJ,0.25,iid,0.5,0.75,-0.04725732878326172,0.12419812911272343,0.12867858655849668,0.0,0.051000000000000045,0.0,-0.38049952218177546,OK,-0.36725091600053256,OK
A1_70_30,H1-1.00-REJ,0.25,iid,0.75,1.0,-0.04501090165888294,0.10137782195208006,0.10325335100590755,0.0,0.0010000000000000009,0.0,-0.4439916028197863,OK,-0.4359267880449486,OK
A1_70_30,H1-1.00-REJ,0.25,iid,1.0,1.5,-0.08365300605717124,0.1499803762277364,0.14904122331464154,0.0,0.0,0.0,-0.5577596760402111,OK,-0.5612742850383818,OK
A1_70_30,H1-1.00-REJ,0.25,iid,1.5,2.0,-0.07585726275851523,0.09902966870566521,0.09537639700266154,0.0,0.0,0.0,-0.7660054178710551,OK,-0.7953462821246895,OK
A1_70_30,H1-1.00-REJ,0.25,iid,2.0,3.0,-0.13049996172286243,0.10836887403325202,0.09948936622477134,0.0,0.0,0.0,-1.204219965253304,OK,-1.31169758814254,OK
A1_70_30,H1-1.50-REJ,1.0,block,0.25,0.5,0.1722089759245926,0.02352425995342057,0.028009904561376683,0.0,0.0,0.0,7.32048431132697,OK,6.148145758484818,OK
A1_70_30,H1-1.50-REJ,1.0,block,0.5,0.75,0.1965453599438053,0.023192547710343056,0.027412289931967142,0.0016,0.0,0.0,8.474504931433342,OK,7.169972316490122,OK
A1_70_30,H1-1.50-REJ,1.0,block,0.75,1.0,0.22416111216520052,0.02268184623584181,0.026758039350242027,0.0274,0.0,0.0,9.882842420956965,OK,8.377336965205298,OK
A1_70_30,H1-1.50-REJ,1.0,block,1.0,1.5,0.5461478890291931,0.044201829397473524,0.051570740836563184,0.27759999999999996,0.001,1.0,12.35577568788159,OK,10.590266499370884,OK
A1_70_30,H1-1.50-REJ,1.0,block,1.5,2.0,0.7063297129583033,0.042783643363250135,0.049468647567781354,0.5547,0.0183,0.0,16.50933995876142,OK,14.278330774871067,OK
A1_70_30,H1-1.50-REJ,1.0,block,2.0,3.0,2.0753300178003338,0.0805302451155786,0.09232881359504769,0.12950000000000006,0.2316,1.0,25.770814615325943,OK,22.477598671447133,OK
A1_70_30,H1-1.50-REJ,1.0,episode,0.25,0.5,0.17170948996794533,0.022699394587265106,0.027880342611984157,0.0,0.0,0.0,7.5644964586094465,OK,6.158801287260268,OK
A1_70_30,H1-1.50-REJ,1.0,episode,0.5,0.75,0.19581200244796615,0.022339670818841285,0.027252470169649545,0.0014,0.0,0.0,8.765214314743538,OK,7.185110238778924,OK
A1_70_30,H1-1.50-REJ,1.0,episode,0.75,1.0,0.22323690379767858,0.02199686252036341,0.026685570781093362,0.0206,0.0,0.0,10.148579307208875,OK,8.365453586469329,OK
A1_70_30,H1-1.50-REJ,1.0,episode,1.0,1.5,0.5435522907415428,0.042715332610208406,0.051595444867058124,0.2578,0.0008,1.0,12.724992585253588,OK,10.534889119418791,OK
A1_70_30,H1-1.50-REJ,1.0,episode,1.5,2.0,0.7022493959409155,0.04112662991905955,0.04927463416705524,0.44580000000000003,0.0147,0.0,17.075296403400856,OK,14.251742459621054,OK
A1_70_30,H1-1.50-REJ,1.0,episode,2.0,3.0,2.060635357093978,0.07795255916217622,0.09124181015558938,0.27049999999999996,0.2137,1.0,26.434479884193845,OK,22.584332265877844,OK
A1_70_30,H1-1.50-REJ,1.0,iid,0.25,0.5,0.1729384375610462,0.020809114864669635,0.02582209809153155,0.0,0.0,0.0,8.310706086526846,OK,6.697303873141198,OK
A1_70_30,H1-1.50-REJ,1.0,iid,0.5,0.75,0.19772556971984934,0.02049067727930754,0.02546643847004952,0.0015,0.0,0.0,9.649538032572599,OK,7.76416262338331,OK
A1_70_30,H1-1.50-REJ,1.0,iid,0.75,1.0,0.22557279737675895,0.020208381039867197,0.02505833400018799,0.0105,0.0,0.0,11.162338879683027,OK,9.001907204807258,OK
A1_70_30,H1-1.50-REJ,1.0,iid,1.0,1.5,0.5495445541768644,0.03950406415717454,0.04887990117031188,0.17049999999999998,0.001,1.0,13.911089046190169,OK,11.242750926645503,OK
A1_70_30,H1-1.50-REJ,1.0,iid,1.5,2.0,0.7108485998467262,0.03810769918509427,0.0466675206654118,0.4155,0.007500000000000001,0.0,18.653674061874952,OK,15.232191248025316,OK
A1_70_30,H1-1.50-REJ,1.0,iid,2.0,3.0,2.0978640097053303,0.07276087336123321,0.0866393776531951,0.388,0.13599999999999998,1.0,28.832309355196198,OK,24.213747449834838,OK
A1_70_30,H1-1.50-REJ,0.75,block,0.25,0.5,0.08475182705009987,0.03035090080165666,0.037309995858345,0.0004,0.0,0.0,2.792399065976777,OK,2.2715582004317945,OK
A1_70_30,H1-1.50-REJ,0.75,block,0.5,0.75,0.09063929381344649,0.029665353192803008,0.0361244973470137,0.025599999999999998,0.0001,1.0,3.0553923704989336,OK,2.5090811075587007,OK
A1_70_30,H1-1.50-REJ,0.75,block,0.75,1.0,0.09679576309267246,0.028992884787108805,0.03521665410889557,0.1121,0.0001,1.0,3.3386040679784665,OK,2.7485792032759373,OK
A1_70_30,H1-1.50-REJ,0.75,block,1.0,1.5,0.21356172576613075,0.05578518121772706,0.06661847045937297,0.46699999999999997,0.0182,1.0,3.828287747826953,OK,3.205743456634457,OK
A1_70_30,H1-1.50-REJ,0.75,block,1.5,2.0,0.24231576470254712,0.05308549337733831,0.06295388645664343,0.3138000000000001,0.0964,1.0,4.5646324313148305,OK,3.849099370051297,OK
A1_70_30,H1-1.50-REJ,0.75,block,2.0,3.0,0.5852853384821708,0.09820082314216277,0.11424137271213636,0.0776,0.43299999999999994,2.0,5.960085870511171,OK,5.12323446915299,OK
A1_70_30,H1-1.50-REJ,0.75,episode,0.25,0.5,0.0841313901437708,0.028141170332940977,0.035119914523545966,0.0001,0.0,1.0,2.9896194489569545,OK,2.395546552010124,OK
A1_70_30,H1-1.50-REJ,0.75,episode,0.5,0.75,0.08991490873061003,0.027638693675226304,0.03419055453798263,0.0152,0.0,0.0,3.253225705497234,OK,2.6298172096250343,OK
A1_70_30,H1-1.50-REJ,0.75,episode,0.75,1.0,0.09599303298138384,0.027065675546439183,0.03326204980353019,0.08410000000000001,0.0,1.0,3.5466704984577,OK,2.885962637552056,OK
A1_70_30,H1-1.50-REJ,0.75,episode,1.0,1.5,0.21155054451052713,0.05222963994838235,0.06316742764151301,0.4399,0.0112,0.5,4.05039254951018,OK,3.3490447911084193,OK
A1_70_30,H1-1.50-REJ,0.75,episode,1.5,2.0,0.2401516957901889,0.05004680660043467,0.05995455225086674,0.3581,0.0684,0.5,4.7985418471855725,OK,4.005562326365587,OK
A1_70_30,H1-1.50-REJ,0.75,episode,2.0,3.0,0.5778472747254406,0.09292356700670315,0.10917145073568724,0.10210000000000008,0.4049,2.0,6.2185223118238335,OK,5.2930255193223985,OK
A1_70_30,H1-1.50-REJ,0.75,iid,0.25,0.5,0.08486412824767597,0.02606272945619072,0.032402671308928134,0.0005,0.0,1.0,3.2561489152671257,OK,2.6190472828174745,OK
A1_70_30,H1-1.50-REJ,0.75,iid,0.5,0.75,0.09070578553104014,0.02556954990406185,0.031584519520826346,0.008,0.0,0.0,3.547414243558158,OK,2.8718431341413995,OK
A1_70_30,H1-1.50-REJ,0.75,iid,0.75,1.0,0.09681570095423808,0.025047404926901773,0.03077585239082198,0.057,0.0005,1.0,3.8652986701330763,OK,3.145833289189761,OK
A1_70_30,H1-1.50-REJ,0.75,iid,1.0,1.5,0.21403592873685995,0.04851351507294514,0.059170136872779056,0.3715,0.004999999999999999,1.0,4.411882511812111,OK,3.6172964953090414,OK
