scheme,n_prefix,median_cagr,max_dd_p95,max_dd_p99,P_dd_ge_10,P_dd_ge_20
block,1000,0.7065092253713,0.07513692532207215,0.09227948490089807,0.007,0.0
block,2500,0.7058110800476322,0.07452067192727231,0.092279484900898,0.0044,0.0
block,5000,0.7043324934101466,0.07594497826918649,0.09126765892510419,0.0034,0.0
block,10000,0.7037586084704798,0.07603823276355595,0.09154788438000468,0.0036,0.0
episode,1000,0.7074744740123239,0.0845783071395041,0.10152356259879707,0.012,0.0
episode,2500,0.7024723236901825,0.08315904185550067,0.10137314536721884,0.0116,0.0
episode,5000,0.7014480810672238,0.08304925554252908,0.10119125019506393,0.011,0.0
episode,10000,0.7023943883570923,0.0829439278421146,0.10119013979550272,0.0108,0.0
