date,ar_pips,ar_high,ar_low,session_bars
2022-09-12,239.7,150.492,148.095,77
2022-09-13,236.7,150.702,148.335,91
2022-09-14,169.8,150.137,148.439,91
2022-09-15,127.3,149.31,148.037,91
2022-09-18,75.9,148.681,147.922,82
2022-09-19,104.6,149.231,148.185,91
2022-09-20,125.8,149.682,148.424,91
2022-09-21,794.3,151.456,143.513,91
2022-09-22,162.6,146.59,144.964,91
2022-09-25,142.0,146.576,145.156,82
2022-09-26,105.4,145.786,144.732,96
2022-09-27,256.4,147.849,145.285,91
2022-09-28,137.9,148.069,146.69,91
2022-09-29,196.5,148.547,146.582,91
2022-10-02,217.7,147.363,145.186,82
2022-10-03,198.6,147.432,145.446,91
2022-10-04,81.5,147.248,146.433,91
2022-10-05,160.3,147.803,146.2,91
2022-10-06,153.9,146.614,145.075,91
2022-10-09,90.1,146.466,145.565,82
2022-10-10,46.9,145.91,145.441,96
2022-10-11,77.1,146.609,145.838,96
2022-10-12,54.3,147.296,146.753,96
2022-10-13,80.8,147.574,146.766,96
2022-10-14,15.9,147.979,147.82,14
2022-10-16,220.0,149.652,147.452,84
2022-10-17,41.7,149.774,149.357,96
2022-10-18,40.4,150.215,149.811,96
2022-10-19,40.8,149.26,148.852,96
2022-10-20,56.6,149.721,149.155,96
2022-10-21,53.1,148.027,147.496,14
2022-10-23,391.0,149.583,145.673,84
2022-10-24,71.1,149.196,148.485,96
2022-10-25,72.6,149.094,148.368,96
2022-10-26,48.6,148.584,148.098,96
2022-10-27,110.9,148.322,147.213,96
2022-10-28,14.8,148.097,147.949,14
2022-10-30,118.8,148.757,147.569,84
2022-10-31,67.5,148.572,147.897,96
2022-11-01,85.3,148.269,147.416,96
2022-11-02,81.6,147.755,146.939,96
2022-11-03,56.6,146.539,145.973,96
2022-11-04,23.4,147.649,147.415,14
2022-11-06,123.4,147.812,146.578,96
2022-11-07,46.3,148.393,147.93,96
2022-11-08,40.1,147.827,147.426,96
2022-11-09,33.3,148.797,148.464,96
2022-11-10,181.8,147.283,145.465,96
2022-11-13,155.3,148.358,146.805,96
2022-11-14,87.7,148.779,147.902,96
2022-11-15,125.0,148.307,147.057,96
2022-11-16,36.5,147.722,147.357,96
2022-11-17,61.1,147.435,146.824,96
2022-11-20,44.5,147.265,146.82,96
2022-11-21,38.0,148.357,147.977,96
2022-11-22,54.5,148.707,148.162,96
2022-11-23,55.8,148.12,147.562,96
2022-11-24,75.6,147.247,146.491,96
2022-11-27,117.7,147.303,146.126,96
2022-11-28,61.6,146.671,146.055,96
2022-11-29,44.9,145.653,145.204,96
2022-11-30,159.1,146.057,144.466,96
2022-12-01,50.8,144.501,143.993,96
2022-12-04,89.1,143.972,143.081,96
2022-12-05,68.2,145.415,144.733,96
2022-12-06,64.3,145.826,145.183,96
2022-12-07,76.6,145.612,144.846,96
2022-12-08,80.4,146.196,145.392,96
2022-12-11,60.3,146.405,145.802,96
2022-12-12,88.9,147.287,146.398,96
2022-12-13,56.8,146.143,145.575,96
2022-12-14,39.7,146.679,146.282,96
2022-12-15,55.9,148.535,147.976,96
2022-12-18,103.0,146.175,145.145,96
2022-12-19,469.6,147.782,143.086,96
2022-12-20,83.1,142.582,141.751,96
2022-12-21,57.8,142.929,142.351,96
2022-12-22,57.7,142.458,141.881,96
2022-12-25,64.9,142.209,141.56,96
2022-12-26,66.8,142.915,142.247,96
2022-12-27,121.8,144.456,143.238,96
2022-12-28,67.2,144.696,144.024,96
2022-12-29,68.0,144.149,143.469,96
2023-01-01,79.9,141.686,140.887,96
2023-01-02,146.2,141.662,140.2,96
2023-01-03,79.2,140.379,139.587,96
2023-01-04,65.9,142.54,141.881,96
2023-01-05,100.3,143.298,142.295,96
2023-01-08,72.2,142.598,141.876,96
2023-01-09,70.8,143.367,142.659,96
2023-01-10,64.0,143.607,142.967,96
2023-01-11,110.8,142.201,141.093,96
2023-01-12,65.3,139.444,138.791,96
2023-01-15,99.5,138.444,137.449,96
2023-01-16,74.3,139.228,138.485,96
2023-01-17,379.2,142.438,138.646,96
