date,ar_pips,ar_high,ar_low,session_bars
2022-09-12,307.4,144.684,141.61,77
2022-09-13,240.6,144.957,142.551,91
2022-09-14,100.5,143.8,142.795,91
2022-09-15,86.4,143.692,142.828,91
2022-09-18,100.2,143.644,142.642,82
2022-09-19,99.4,143.923,142.929,91
2022-09-20,135.8,144.699,143.341,91
2022-09-21,555.4,145.9,140.346,91
2022-09-22,169.7,143.461,141.764,91
2022-09-25,161.9,144.788,143.169,82
2022-09-26,48.1,144.737,144.256,96
2022-09-27,96.9,144.876,143.907,91
2022-09-28,81.1,144.809,143.998,91
2022-09-29,60.4,144.81,144.206,91
2022-10-02,116.2,145.318,144.156,82
2022-10-03,104.1,144.933,143.892,91
2022-10-04,131.8,144.845,143.527,91
2022-10-05,75.7,145.141,144.384,91
2022-10-06,94.2,145.442,144.5,91
2022-10-09,56.7,145.804,145.237,82
2022-10-10,22.9,145.778,145.549,96
2022-10-11,72.1,146.386,145.665,96
2022-10-12,26.1,146.932,146.671,96
2022-10-13,39.6,147.452,147.056,96
2022-10-14,22.2,148.781,148.559,14
2022-10-16,30.7,148.719,148.412,84
2022-10-17,40.6,149.081,148.675,96
2022-10-18,16.8,149.266,149.098,96
2022-10-19,34.8,149.959,149.611,96
2022-10-20,39.5,150.38,149.985,96
2022-10-21,63.7,147.774,147.137,14
2022-10-23,440.6,149.705,145.299,84
2022-10-24,61.7,149.098,148.481,96
2022-10-25,54.2,148.412,147.87,96
2022-10-26,53.5,146.45,145.915,96
2022-10-27,93.4,146.857,145.923,96
2022-10-28,7.5,147.488,147.413,14
2022-10-30,80.1,148.279,147.478,84
2022-10-31,69.8,148.825,148.127,96
2022-11-01,120.5,148.368,147.163,96
2022-11-02,88.8,148.0,147.112,96
2022-11-03,43.1,148.403,147.972,96
2022-11-04,17.0,146.727,146.557,14
2022-11-06,74.3,147.343,146.6,95
2022-11-07,46.7,146.78,146.313,96
2022-11-08,69.2,145.861,145.169,96
2022-11-09,48.5,146.536,146.051,96
