date,ar_pips,ar_high,ar_low,session_bars
2022-09-12,125.6,1.11719,1.10463,41
2022-09-13,101.8,1.11373,1.10355,91
2022-09-14,122.3,1.11118,1.09895,91
2022-09-15,164.7,1.11113,1.09466,91
2022-09-16,16.4,1.10261,1.10097,45
2022-09-18,68.5,1.10418,1.09733,46
2022-09-19,110.9,1.10593,1.09484,91
2022-09-20,142.8,1.10286,1.08858,92
2022-09-21,335.0,1.11477,1.08127,91
2022-09-22,385.5,1.10282,1.06427,91
2022-09-23,350.8,1.10068,1.0656,45
2022-09-25,644.1,1.0794,1.01499,46
2022-09-26,545.5,1.06914,1.01459,96
2022-09-27,311.8,1.07332,1.04214,91
2022-09-28,312.7,1.08685,1.05558,91
2022-09-29,469.1,1.10249,1.05558,91
2022-09-30,210.0,1.10187,1.08087,45
2022-10-02,316.6,1.1247,1.09304,46
2022-10-03,334.8,1.12867,1.09519,91
2022-10-04,197.7,1.12667,1.1069,91
2022-10-05,217.3,1.12221,1.10048,91
2022-10-06,154.3,1.11541,1.09998,91
2022-10-07,55.1,1.10743,1.10192,45
2022-10-09,82.1,1.10738,1.09917,46
2022-10-10,74.2,1.10815,1.10073,96
2022-10-11,190.8,1.10869,1.08961,96
2022-10-12,172.0,1.10803,1.09083,96
2022-10-13,295.7,1.13488,1.10531,96
2022-10-14,122.5,1.13445,1.1222,50
2022-10-16,46.8,1.12921,1.12453,48
2022-10-17,61.9,1.13193,1.12574,96
2022-10-18,70.1,1.13089,1.12388,96
2022-10-19,44.3,1.12847,1.12404,96
2022-10-20,21.5,1.1277,1.12555,96
2022-10-21,33.8,1.12878,1.1254,50
2022-10-23,72.3,1.1366,1.12937,48
2022-10-24,67.1,1.13255,1.12584,96
2022-10-25,130.1,1.1417,1.12869,96
2022-10-26,85.5,1.14721,1.13866,96
2022-10-27,37.3,1.14788,1.14415,96
2022-10-28,136.3,1.15742,1.14379,50
2022-10-30,70.4,1.15758,1.15054,48
2022-10-31,141.3,1.15717,1.14304,96
2022-11-01,61.5,1.15159,1.14544,96
2022-11-02,97.1,1.14993,1.14022,96
2022-11-03,143.1,1.14383,1.12952,96
2022-11-04,43.7,1.13427,1.1299,50
2022-11-06,55.7,1.13001,1.12444,60
2022-11-07,118.6,1.13994,1.12808,96
2022-11-08,53.4,1.14018,1.13484,96
2022-11-09,221.7,1.13917,1.117,96
2022-11-10,111.3,1.13065,1.11952,96
2022-11-11,158.4,1.12919,1.11335,38
2022-11-13,72.5,1.1144,1.10715,60
2022-11-14,70.5,1.11411,1.10706,96
2022-11-15,118.0,1.12123,1.10943,96
2022-11-16,74.3,1.1261,1.11867,96
2022-11-17,96.6,1.13279,1.12313,96
2022-11-18,32.7,1.13435,1.13108,38
2022-11-20,35.0,1.13431,1.13081,60
2022-11-21,49.4,1.13508,1.13014,96
2022-11-22,44.0,1.13464,1.13024,96
2022-11-23,78.2,1.13745,1.12963,96
2022-11-24,75.8,1.14326,1.13568,96
2022-11-25,25.4,1.14372,1.14118,38
2022-11-27,49.5,1.1435,1.13855,60
2022-11-28,77.3,1.14143,1.1337,96
2022-11-29,63.8,1.14219,1.13581,96
2022-11-30,46.2,1.14209,1.13747,96
2022-12-01,102.6,1.14928,1.13902,96
2022-12-02,64.3,1.15282,1.14639,38
2022-12-04,53.5,1.15374,1.14839,60
2022-12-05,84.1,1.15396,1.14555,96
2022-12-06,88.8,1.15053,1.14165,96
2022-12-07,60.1,1.14865,1.14264,96
2022-12-08,57.5,1.14854,1.14279,96
2022-12-09,21.0,1.14653,1.14443,38
2022-12-11,48.4,1.14589,1.14105,60
2022-12-12,52.2,1.14935,1.14413,96
2022-12-13,36.0,1.14878,1.14518,96
2022-12-14,42.1,1.14858,1.14437,96
2022-12-15,188.7,1.1475,1.12863,96
2022-12-16,47.3,1.13511,1.13038,38
2022-12-18,64.4,1.13698,1.13054,60
2022-12-19,99.9,1.13708,1.12709,96
2022-12-20,86.7,1.13193,1.12326,96
2022-12-21,122.6,1.12993,1.11767,96
2022-12-22,30.0,1.12264,1.11964,96
2022-12-23,31.4,1.12439,1.12125,38
2022-12-25,29.8,1.12665,1.12367,60
2022-12-26,58.8,1.127,1.12112,96
