strategy_id,family_id,asset,source_state_id,signal_timestamp,decision_timestamp,entry_timestamp,entry_price,direction,execution_object,exit_timestamp,exit_price,exit_reason,invalidation_reason,holding_hours,gross_bps,entry_cost_bps,exit_cost_bps,funding_bps,net_bps,gross_R,net_R,MAE,MFE,state_at_entry,state_at_exit,control_id,effective_episode_id
ALPHA1_S001,FAM_A,BTC,,2026-02-02T03:00:00+00:00,2026-02-02T04:00:00+00:00,2026-02-02T04:00:00+00:00,76256.0,LONG,perp,2026-02-02T04:00:00+00:00,75853.0,STATE_EXIT,,1,-52.8483,2.5,2.5,0.0,-57.8483,-0.5285,-0.5785,-0.0053,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-02T06:00:00+00:00,2026-02-02T07:00:00+00:00,2026-02-02T07:00:00+00:00,76491.0,LONG,perp,2026-02-02T08:00:00+00:00,76847.0,STATE_EXIT,,2,46.5414,2.5,2.5,-0.0955,41.4459,0.4654,0.4145,0.0,0.0047,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-02T09:00:00+00:00,2026-02-02T10:00:00+00:00,2026-02-02T10:00:00+00:00,77659.0,LONG,perp,2026-02-02T10:00:00+00:00,77461.0,STATE_EXIT,,1,-25.4961,2.5,2.5,0.0,-30.4961,-0.255,-0.305,-0.0025,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-02T14:00:00+00:00,2026-02-02T15:00:00+00:00,2026-02-02T15:00:00+00:00,77796.0,LONG,perp,2026-02-02T18:00:00+00:00,78527.0,STATE_EXIT,,4,93.9637,2.5,2.5,-0.2062,88.7575,0.9396,0.8876,0.0,0.0145,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-02T19:00:00+00:00,2026-02-02T20:00:00+00:00,2026-02-02T20:00:00+00:00,78288.0,LONG,perp,2026-02-02T20:00:00+00:00,77928.0,INVALIDATION,INVALIDATION,1,-45.9841,2.5,2.5,0.0,-50.9841,-0.4598,-0.5098,-0.0046,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-02T23:00:00+00:00,2026-02-03T00:00:00+00:00,2026-02-03T00:00:00+00:00,78684.0,LONG,perp,2026-02-03T00:00:00+00:00,79028.0,STATE_EXIT,,1,43.7192,2.5,2.5,0.0,38.7192,0.4372,0.3872,0.0,0.0044,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-03T01:00:00+00:00,2026-02-03T02:00:00+00:00,2026-02-03T02:00:00+00:00,78972.0,LONG,perp,2026-02-03T04:00:00+00:00,78757.0,STATE_EXIT,,3,-27.2248,2.5,2.5,0.0,-32.2248,-0.2722,-0.3222,-0.0154,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-03T05:00:00+00:00,2026-02-03T06:00:00+00:00,2026-02-03T06:00:00+00:00,78194.0,LONG,perp,2026-02-03T06:00:00+00:00,78550.0,STATE_EXIT,,1,45.5278,2.5,2.5,0.0,40.5278,0.4553,0.4053,0.0,0.0046,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-03T07:00:00+00:00,2026-02-03T08:00:00+00:00,2026-02-03T08:00:00+00:00,78743.0,LONG,perp,2026-02-03T08:00:00+00:00,78707.0,STATE_EXIT,,1,-4.5718,2.5,2.5,0.0,-9.5718,-0.0457,-0.0957,-0.0005,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-03T10:00:00+00:00,2026-02-03T11:00:00+00:00,2026-02-03T11:00:00+00:00,78072.0,LONG,perp,2026-02-03T12:00:00+00:00,78303.0,STATE_EXIT,,2,29.5881,2.5,2.5,0.0,24.5881,0.2959,0.2459,-0.0005,0.003,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-03T17:00:00+00:00,2026-02-03T18:00:00+00:00,2026-02-03T18:00:00+00:00,74868.0,LONG,perp,2026-02-03T18:00:00+00:00,73121.0,STATE_EXIT,,1,-233.344,2.5,2.5,0.0,-238.344,-2.3334,-2.3834,-0.0233,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-04T15:00:00+00:00,2026-02-04T16:00:00+00:00,2026-02-04T16:00:00+00:00,74092.0,LONG,perp,2026-02-04T16:00:00+00:00,73618.0,STATE_EXIT,,1,-63.9745,2.5,2.5,0.0,-68.9745,-0.6397,-0.6897,-0.0064,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-05T00:00:00+00:00,2026-02-05T01:00:00+00:00,2026-02-05T01:00:00+00:00,72827.0,LONG,perp,2026-02-05T02:00:00+00:00,71452.0,STATE_EXIT,,2,-188.8036,2.5,2.5,0.0,-193.8036,-1.888,-1.938,-0.0189,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-05T20:00:00+00:00,2026-02-05T21:00:00+00:00,2026-02-05T21:00:00+00:00,63726.0,LONG,perp,2026-02-05T21:00:00+00:00,63216.0,STATE_EXIT,,1,-80.0301,2.5,2.5,0.0,-85.0301,-0.8003,-0.8503,-0.008,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-06T01:00:00+00:00,2026-02-06T02:00:00+00:00,2026-02-06T02:00:00+00:00,65668.0,LONG,perp,2026-02-06T02:00:00+00:00,64965.0,STATE_EXIT,,1,-107.0537,2.5,2.5,0.0,-112.0537,-1.0705,-1.1205,-0.0107,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-06T06:00:00+00:00,2026-02-06T07:00:00+00:00,2026-02-06T07:00:00+00:00,64935.0,LONG,perp,2026-02-06T08:00:00+00:00,64859.0,STATE_EXIT,,2,-11.704,2.5,2.5,0.0106,-16.6934,-0.117,-0.1669,-0.0022,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-06T09:00:00+00:00,2026-02-06T10:00:00+00:00,2026-02-06T10:00:00+00:00,65761.0,LONG,perp,2026-02-06T12:00:00+00:00,66526.0,STATE_EXIT,,3,116.3303,2.5,2.5,0.0,111.3303,1.1633,1.1133,0.0,0.0126,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-06T13:00:00+00:00,2026-02-06T14:00:00+00:00,2026-02-06T14:00:00+00:00,67274.0,LONG,perp,2026-02-06T14:00:00+00:00,68124.0,INVALIDATION,INVALIDATION,1,126.349,2.5,2.5,0.0,121.349,1.2635,1.2135,0.0,0.0126,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-07T11:00:00+00:00,2026-02-07T12:00:00+00:00,2026-02-07T12:00:00+00:00,67926.0,LONG,perp,2026-02-07T13:00:00+00:00,69055.0,STATE_EXIT,,2,166.2103,2.5,2.5,0.0,161.2103,1.6621,1.6121,0.0,0.0166,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-07T16:00:00+00:00,2026-02-07T17:00:00+00:00,2026-02-07T17:00:00+00:00,68911.0,LONG,perp,2026-02-07T17:00:00+00:00,69158.0,STATE_EXIT,,1,35.8433,2.5,2.5,0.0,30.8433,0.3584,0.3084,0.0,0.0036,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-07T21:00:00+00:00,2026-02-07T22:00:00+00:00,2026-02-07T22:00:00+00:00,69455.0,LONG,perp,2026-02-08T02:00:00+00:00,69335.0,STATE_EXIT,,5,-17.2774,2.5,2.5,-0.1952,-22.4726,-0.1728,-0.2247,-0.0052,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-08T03:00:00+00:00,2026-02-08T04:00:00+00:00,2026-02-08T04:00:00+00:00,69054.0,LONG,perp,2026-02-08T07:00:00+00:00,69675.0,STATE_EXIT,,4,89.9296,2.5,2.5,0.0,84.9296,0.8993,0.8493,0.0,0.009,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-08T11:00:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T12:00:00+00:00,70956.0,LONG,perp,2026-02-08T13:00:00+00:00,71486.0,STATE_EXIT,,2,74.6942,2.5,2.5,0.0,69.6942,0.7469,0.6969,0.0,0.0075,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-08T14:00:00+00:00,2026-02-08T15:00:00+00:00,2026-02-08T15:00:00+00:00,71219.0,LONG,perp,2026-02-08T15:00:00+00:00,71150.0,STATE_EXIT,,1,-9.6884,2.5,2.5,0.0,-14.6884,-0.0969,-0.1469,-0.001,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-08T16:00:00+00:00,2026-02-08T17:00:00+00:00,2026-02-08T17:00:00+00:00,70374.0,LONG,perp,2026-02-08T17:00:00+00:00,70760.0,STATE_EXIT,,1,54.8498,2.5,2.5,0.0,49.8498,0.5485,0.4985,0.0,0.0055,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-08T22:00:00+00:00,2026-02-08T23:00:00+00:00,2026-02-08T23:00:00+00:00,71024.0,LONG,perp,2026-02-08T23:00:00+00:00,70297.0,STATE_EXIT,,1,-102.3598,2.5,2.5,0.0,-107.3598,-1.0236,-1.0736,-0.0102,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-09T00:00:00+00:00,2026-02-09T01:00:00+00:00,2026-02-09T01:00:00+00:00,70453.0,LONG,perp,2026-02-09T01:00:00+00:00,70331.0,STATE_EXIT,,1,-17.3165,2.5,2.5,0.0,-22.3165,-0.1732,-0.2232,-0.0017,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-09T04:00:00+00:00,2026-02-09T05:00:00+00:00,2026-02-09T05:00:00+00:00,70961.0,LONG,perp,2026-02-09T05:00:00+00:00,71015.0,STATE_EXIT,,1,7.6098,2.5,2.5,0.0,2.6098,0.0761,0.0261,0.0,0.0008,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-09T11:00:00+00:00,2026-02-09T12:00:00+00:00,2026-02-09T12:00:00+00:00,68880.0,LONG,perp,2026-02-09T12:00:00+00:00,69108.0,STATE_EXIT,,1,33.101,2.5,2.5,0.0,28.101,0.331,0.281,0.0,0.0033,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-09T13:00:00+00:00,2026-02-09T14:00:00+00:00,2026-02-09T14:00:00+00:00,68550.0,LONG,perp,2026-02-09T14:00:00+00:00,69241.0,STATE_EXIT,,1,100.8023,2.5,2.5,0.0,95.8023,1.008,0.958,0.0,0.0101,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-09T17:00:00+00:00,2026-02-09T18:00:00+00:00,2026-02-09T18:00:00+00:00,70572.0,LONG,perp,2026-02-09T18:00:00+00:00,70385.0,STATE_EXIT,,1,-26.4978,2.5,2.5,0.0,-31.4978,-0.265,-0.315,-0.0026,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-09T22:00:00+00:00,2026-02-09T23:00:00+00:00,2026-02-09T23:00:00+00:00,70325.0,LONG,perp,2026-02-10T00:00:00+00:00,69796.0,STATE_EXIT,,2,-75.2222,2.5,2.5,-0.0847,-80.3069,-0.7522,-0.8031,-0.0075,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-10T07:00:00+00:00,2026-02-10T08:00:00+00:00,2026-02-10T08:00:00+00:00,68882.0,LONG,perp,2026-02-10T09:00:00+00:00,69121.0,STATE_EXIT,,2,34.697,2.5,2.5,0.0,29.697,0.347,0.297,0.0,0.0035,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-10T14:00:00+00:00,2026-02-10T15:00:00+00:00,2026-02-10T15:00:00+00:00,68419.0,LONG,perp,2026-02-10T15:00:00+00:00,69269.0,STATE_EXIT,,1,124.2345,2.5,2.5,0.0,119.2345,1.2423,1.1923,0.0,0.0124,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-10T20:00:00+00:00,2026-02-10T21:00:00+00:00,2026-02-10T21:00:00+00:00,68711.0,LONG,perp,2026-02-10T21:00:00+00:00,68621.0,STATE_EXIT,,1,-13.0983,2.5,2.5,0.0,-18.0983,-0.131,-0.181,-0.0013,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-10T23:00:00+00:00,2026-02-11T00:00:00+00:00,2026-02-11T00:00:00+00:00,68802.0,LONG,perp,2026-02-11T01:00:00+00:00,68953.0,STATE_EXIT,,2,21.947,2.5,2.5,0.0,16.947,0.2195,0.1695,0.0,0.0052,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-11T03:00:00+00:00,2026-02-11T04:00:00+00:00,2026-02-11T04:00:00+00:00,68145.0,LONG,perp,2026-02-11T04:00:00+00:00,67549.0,STATE_EXIT,,1,-87.4606,2.5,2.5,0.0,-92.4606,-0.8746,-0.9246,-0.0087,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-11T05:00:00+00:00,2026-02-11T06:00:00+00:00,2026-02-11T06:00:00+00:00,67364.0,LONG,perp,2026-02-11T07:00:00+00:00,67001.0,STATE_EXIT,,2,-53.8863,2.5,2.5,0.0,-58.8863,-0.5389,-0.5889,-0.0088,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-11T15:00:00+00:00,2026-02-11T16:00:00+00:00,2026-02-11T16:00:00+00:00,66482.0,LONG,perp,2026-02-11T18:00:00+00:00,67244.0,STATE_EXIT,,3,114.6175,2.5,2.5,0.0,109.6175,1.1462,1.0962,-0.0073,0.0115,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-11T20:00:00+00:00,2026-02-11T21:00:00+00:00,2026-02-11T21:00:00+00:00,67509.0,LONG,perp,2026-02-11T21:00:00+00:00,67774.0,STATE_EXIT,,1,39.254,2.5,2.5,0.0,34.254,0.3925,0.3425,0.0,0.0039,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-11T22:00:00+00:00,2026-02-11T23:00:00+00:00,2026-02-11T23:00:00+00:00,67397.0,LONG,perp,2026-02-11T23:00:00+00:00,67059.0,STATE_EXIT,,1,-50.1506,2.5,2.5,0.0,-55.1506,-0.5015,-0.5515,-0.005,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-12T00:00:00+00:00,2026-02-12T01:00:00+00:00,2026-02-12T01:00:00+00:00,67421.0,LONG,perp,2026-02-12T03:00:00+00:00,67552.0,STATE_EXIT,,3,19.4301,2.5,2.5,0.0,14.4301,0.1943,0.1443,-0.0005,0.0034,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-12T04:00:00+00:00,2026-02-12T05:00:00+00:00,2026-02-12T05:00:00+00:00,66979.0,LONG,perp,2026-02-12T07:00:00+00:00,67188.0,STATE_EXIT,,3,31.2038,2.5,2.5,0.0,26.2038,0.312,0.262,0.0,0.0031,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-12T08:00:00+00:00,2026-02-12T09:00:00+00:00,2026-02-12T09:00:00+00:00,67097.0,LONG,perp,2026-02-12T10:00:00+00:00,67989.0,STATE_EXIT,,2,132.9419,2.5,2.5,0.0,127.9419,1.3294,1.2794,0.0,0.0133,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-13T08:00:00+00:00,2026-02-13T09:00:00+00:00,2026-02-13T09:00:00+00:00,66649.0,LONG,perp,2026-02-13T10:00:00+00:00,66944.0,STATE_EXIT,,2,44.2617,2.5,2.5,0.0,39.2617,0.4426,0.3926,0.0,0.0044,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-13T11:00:00+00:00,2026-02-13T12:00:00+00:00,2026-02-13T12:00:00+00:00,67128.0,LONG,perp,2026-02-13T12:00:00+00:00,67056.0,STATE_EXIT,,1,-10.7258,2.5,2.5,0.0,-15.7258,-0.1073,-0.1573,-0.0011,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-13T14:00:00+00:00,2026-02-13T15:00:00+00:00,2026-02-13T15:00:00+00:00,67694.0,LONG,perp,2026-02-13T15:00:00+00:00,68663.0,STATE_EXIT,,1,143.1441,2.5,2.5,0.0,138.1441,1.4314,1.3814,0.0,0.0143,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-13T17:00:00+00:00,2026-02-13T18:00:00+00:00,2026-02-13T18:00:00+00:00,69000.0,LONG,perp,2026-02-13T18:00:00+00:00,69100.0,STATE_EXIT,,1,14.4928,2.5,2.5,0.0,9.4928,0.1449,0.0949,0.0,0.0014,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-14T00:00:00+00:00,2026-02-14T01:00:00+00:00,2026-02-14T01:00:00+00:00,69049.0,LONG,perp,2026-02-14T01:00:00+00:00,68936.0,STATE_EXIT,,1,-16.3652,2.5,2.5,0.0,-21.3652,-0.1637,-0.2137,-0.0016,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-14T09:00:00+00:00,2026-02-14T10:00:00+00:00,2026-02-14T10:00:00+00:00,69679.0,LONG,perp,2026-02-14T10:00:00+00:00,69651.0,STATE_EXIT,,1,-4.0184,2.5,2.5,0.0,-9.0184,-0.0402,-0.0902,-0.0004,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-14T18:00:00+00:00,2026-02-14T19:00:00+00:00,2026-02-14T19:00:00+00:00,69734.0,LONG,perp,2026-02-14T19:00:00+00:00,69851.0,STATE_EXIT,,1,16.778,2.5,2.5,0.0,11.778,0.1678,0.1178,0.0,0.0017,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-15T14:00:00+00:00,2026-02-15T15:00:00+00:00,2026-02-15T15:00:00+00:00,69128.0,LONG,perp,2026-02-15T16:00:00+00:00,68988.0,STATE_EXIT,,2,-20.2523,2.5,2.5,-0.0355,-25.2878,-0.2025,-0.2529,-0.002,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-16T12:00:00+00:00,2026-02-16T13:00:00+00:00,2026-02-16T13:00:00+00:00,69722.0,LONG,perp,2026-02-16T13:00:00+00:00,68363.0,STATE_EXIT,,1,-194.917,2.5,2.5,0.0,-199.917,-1.9492,-1.9992,-0.0195,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-17T08:00:00+00:00,2026-02-17T09:00:00+00:00,2026-02-17T09:00:00+00:00,68139.0,LONG,perp,2026-02-17T09:00:00+00:00,68089.0,STATE_EXIT,,1,-7.3379,2.5,2.5,0.0,-12.3379,-0.0734,-0.1234,-0.0007,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-17T10:00:00+00:00,2026-02-17T11:00:00+00:00,2026-02-17T11:00:00+00:00,67802.0,LONG,perp,2026-02-17T11:00:00+00:00,67821.0,STATE_EXIT,,1,2.8023,2.5,2.5,0.0,-2.1977,0.028,-0.022,0.0,0.0003,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-17T12:00:00+00:00,2026-02-17T13:00:00+00:00,2026-02-17T13:00:00+00:00,67878.0,LONG,perp,2026-02-17T13:00:00+00:00,68106.0,STATE_EXIT,,1,33.5897,2.5,2.5,0.0,28.5897,0.3359,0.2859,0.0,0.0034,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-18T05:00:00+00:00,2026-02-18T06:00:00+00:00,2026-02-18T06:00:00+00:00,67615.0,LONG,perp,2026-02-18T07:00:00+00:00,68087.0,STATE_EXIT,,2,69.807,2.5,2.5,0.0,64.807,0.6981,0.6481,0.0,0.007,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-18T08:00:00+00:00,2026-02-18T09:00:00+00:00,2026-02-18T09:00:00+00:00,68094.0,LONG,perp,2026-02-18T09:00:00+00:00,68132.0,STATE_EXIT,,1,5.5805,2.5,2.5,0.0,0.5805,0.0558,0.0058,0.0,0.0006,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-18T10:00:00+00:00,2026-02-18T11:00:00+00:00,2026-02-18T11:00:00+00:00,67760.0,LONG,perp,2026-02-18T11:00:00+00:00,67337.0,STATE_EXIT,,1,-62.4262,2.5,2.5,0.0,-67.4262,-0.6243,-0.6743,-0.0062,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-18T17:00:00+00:00,2026-02-18T18:00:00+00:00,2026-02-18T18:00:00+00:00,67138.0,LONG,perp,2026-02-18T18:00:00+00:00,66291.0,INVALIDATION,INVALIDATION,1,-126.1581,2.5,2.5,0.0,-131.1581,-1.2616,-1.3116,-0.0126,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-19T20:00:00+00:00,2026-02-19T21:00:00+00:00,2026-02-19T21:00:00+00:00,67107.0,LONG,perp,2026-02-19T21:00:00+00:00,66903.0,STATE_EXIT,,1,-30.3992,2.5,2.5,0.0,-35.3992,-0.304,-0.354,-0.003,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-20T19:00:00+00:00,2026-02-20T20:00:00+00:00,2026-02-20T20:00:00+00:00,67602.0,LONG,perp,2026-02-20T20:00:00+00:00,67719.0,STATE_EXIT,,1,17.3072,2.5,2.5,0.0,12.3072,0.1731,0.1231,0.0,0.0017,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-20T23:00:00+00:00,2026-02-21T00:00:00+00:00,2026-02-21T00:00:00+00:00,67979.0,LONG,perp,2026-02-21T01:00:00+00:00,67916.0,STATE_EXIT,,2,-9.2676,2.5,2.5,0.0,-14.2676,-0.0927,-0.1427,-0.0026,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-21T08:00:00+00:00,2026-02-21T09:00:00+00:00,2026-02-21T09:00:00+00:00,68010.0,LONG,perp,2026-02-21T09:00:00+00:00,68113.0,STATE_EXIT,,1,15.1448,2.5,2.5,0.0,10.1448,0.1514,0.1014,0.0,0.0015,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-21T10:00:00+00:00,2026-02-21T11:00:00+00:00,2026-02-21T11:00:00+00:00,68172.0,LONG,perp,2026-02-21T11:00:00+00:00,68055.0,STATE_EXIT,,1,-17.1625,2.5,2.5,0.0,-22.1625,-0.1716,-0.2216,-0.0017,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-21T14:00:00+00:00,2026-02-21T15:00:00+00:00,2026-02-21T15:00:00+00:00,68410.0,LONG,perp,2026-02-21T15:00:00+00:00,68578.0,STATE_EXIT,,1,24.5578,2.5,2.5,0.0,19.5578,0.2456,0.1956,0.0,0.0025,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-21T21:00:00+00:00,2026-02-21T22:00:00+00:00,2026-02-21T22:00:00+00:00,68338.0,LONG,perp,2026-02-21T22:00:00+00:00,67940.0,STATE_EXIT,,1,-58.2399,2.5,2.5,0.0,-63.2399,-0.5824,-0.6324,-0.0058,0.0,,,ALPHA1_C006,
ALPHA1_S001,FAM_A,BTC,,2026-02-21T23:00:00+00:00,2026-02-22T00:00:00+00:00,2026-02-22T00:00:00+00:00,67932.0,LONG,perp,2026-02-22T03:00:00+00:00,68010.0,STATE_EXIT,,4,11.4821,2.5,2.5,0.0,6.4821,0.1148,0.0648,-0.001,0.0027,,,ALPHA1_C006,
