strategy_id,raw_trade_count,effective_event_count,trades_per_month,win_rate,gross_EV,net_EV,gross_PF,net_PF,payoff_ratio,mean_R,median_R,p5_R,worst_R,max_drawdown_R,max_losing_streak,MAE,MFE,median_hold_hours,mean_hold_hours,total_transaction_cost_bps,cost_share_of_gross_edge,funding_contribution_bps,funding_share_of_net_edge,month_concentration,state_concentration,asset_concentration
ALPHA1_C001,850,850,180.85,0.4494,-7.9142,-12.8813,0.8731,0.8021,1.0697,-0.1288,-0.1309,-2.7793,-8.643,122.9065,11,-0.0092,0.0084,8,8.0,4250.0,0.0,27.9618,-0.0026,0.2188,0.0,0.5
ALPHA1_C002,850,850,180.85,0.4494,-7.9142,-12.8813,0.8731,0.8021,1.0697,-0.1288,-0.1309,-2.7793,-8.643,122.9065,11,-0.0092,0.0084,8,8.0,4250.0,0.0,27.9618,-0.0026,0.2188,0.0,0.5
ALPHA1_C003,243,243,53.6,0.428,-16.7077,-21.6888,0.8032,0.7527,1.0735,-0.2169,-0.2394,-3.8972,-8.643,59.6593,8,-0.013,0.0109,8,8.0,1215.0,0.0,4.5879,-0.0009,0.428,0.0,0.5144
ALPHA1_C004,142,142,30.21,0.4648,-28.9375,-33.8231,0.7977,0.7678,0.9186,-0.3382,-0.1867,-6.1693,-10.2674,63.9103,7,-0.0214,0.0197,24,23.94,710.0,0.0,16.2401,-0.0034,0.2183,0.0,1.0
ALPHA1_C005,244,244,56.31,0.5041,13.4871,8.4556,1.3705,1.2176,1.3483,0.0846,0.0147,-1.6238,-6.3127,13.8791,7,-0.0057,0.0066,4,4.0,1220.0,0.3707,-7.695,-0.0037,0.3566,0.0,0.5533
ALPHA1_C006,398,398,84.68,0.4573,-8.1636,-13.1349,0.8452,0.763,1.0031,-0.1313,-0.1236,-2.7417,-8.4332,60.3071,9,-0.0083,0.0069,8,7.99,1990.0,0.0,11.4486,-0.0022,0.2236,0.0,1.0
