strategy_id,family_id,asset,source_state_id,signal_timestamp,decision_timestamp,entry_timestamp,entry_price,direction,execution_object,exit_timestamp,exit_price,exit_reason,invalidation_reason,holding_hours,gross_bps,entry_cost_bps,exit_cost_bps,funding_bps,net_bps,gross_R,net_R,MAE,MFE,state_at_entry,state_at_exit,control_id,effective_episode_id
ALPHA1_C001,FAM_A,BTC,,2026-01-25T06:00:00+00:00,2026-01-25T07:00:00+00:00,2026-01-25T07:00:00+00:00,88802.0,LONG,perp,2026-01-25T14:00:00+00:00,88672.0,TIME_EXIT,,8,-14.6393,2.5,2.5,0.0007,-19.6386,-0.1464,-0.1964,-0.006,0.001,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-25T14:00:00+00:00,2026-01-25T15:00:00+00:00,2026-01-25T15:00:00+00:00,88672.0,LONG,perp,2026-01-25T22:00:00+00:00,86499.0,TIME_EXIT,,8,-245.0604,2.5,2.5,0.0814,-249.979,-2.4506,-2.4998,-0.0251,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-25T22:00:00+00:00,2026-01-25T23:00:00+00:00,2026-01-25T23:00:00+00:00,86499.0,LONG,perp,2026-01-26T06:00:00+00:00,87901.0,TIME_EXIT,,8,162.0828,2.5,2.5,0.125,157.2078,1.6208,1.5721,0.0,0.0162,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-26T06:00:00+00:00,2026-01-26T07:00:00+00:00,2026-01-26T07:00:00+00:00,87902.0,LONG,perp,2026-01-26T14:00:00+00:00,88157.0,TIME_EXIT,,8,29.0096,2.5,2.5,0.0754,24.085,0.2901,0.2409,-0.003,0.0029,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-26T14:00:00+00:00,2026-01-26T15:00:00+00:00,2026-01-26T15:00:00+00:00,88157.0,LONG,perp,2026-01-26T22:00:00+00:00,88091.0,TIME_EXIT,,8,-7.4866,2.5,2.5,0.125,-12.3616,-0.0749,-0.1236,-0.0068,0.0024,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-26T22:00:00+00:00,2026-01-26T23:00:00+00:00,2026-01-26T23:00:00+00:00,88092.0,LONG,perp,2026-01-27T06:00:00+00:00,88290.0,TIME_EXIT,,8,22.4765,2.5,2.5,0.125,17.6015,0.2248,0.176,0.0,0.0079,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-27T06:00:00+00:00,2026-01-27T07:00:00+00:00,2026-01-27T07:00:00+00:00,88289.0,LONG,perp,2026-01-27T14:00:00+00:00,87702.0,TIME_EXIT,,8,-66.4862,2.5,2.5,0.125,-71.3612,-0.6649,-0.7136,-0.0066,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-27T14:00:00+00:00,2026-01-27T15:00:00+00:00,2026-01-27T15:00:00+00:00,87703.0,LONG,perp,2026-01-27T22:00:00+00:00,89216.0,TIME_EXIT,,8,172.5141,2.5,2.5,0.111,167.625,1.7251,1.6763,-0.0022,0.019,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-27T22:00:00+00:00,2026-01-27T23:00:00+00:00,2026-01-27T23:00:00+00:00,89217.0,LONG,perp,2026-01-28T06:00:00+00:00,89293.0,TIME_EXIT,,8,8.5186,2.5,2.5,0.125,3.6436,0.0852,0.0364,-0.0031,0.0024,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-28T06:00:00+00:00,2026-01-28T07:00:00+00:00,2026-01-28T07:00:00+00:00,89293.0,LONG,perp,2026-01-28T14:00:00+00:00,89584.0,TIME_EXIT,,8,32.5893,2.5,2.5,0.125,27.7143,0.3259,0.2771,-0.0044,0.0106,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-28T14:00:00+00:00,2026-01-28T15:00:00+00:00,2026-01-28T15:00:00+00:00,89583.0,LONG,perp,2026-01-28T22:00:00+00:00,89357.0,TIME_EXIT,,8,-25.228,2.5,2.5,0.125,-30.103,-0.2523,-0.301,-0.0057,0.0062,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-28T22:00:00+00:00,2026-01-28T23:00:00+00:00,2026-01-28T23:00:00+00:00,89357.0,LONG,perp,2026-01-29T06:00:00+00:00,88298.0,TIME_EXIT,,8,-118.5134,2.5,2.5,0.125,-123.3884,-1.1851,-1.2339,-0.0168,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-29T06:00:00+00:00,2026-01-29T07:00:00+00:00,2026-01-29T07:00:00+00:00,88298.0,LONG,perp,2026-01-29T14:00:00+00:00,86982.0,TIME_EXIT,,8,-149.0407,2.5,2.5,0.125,-153.9157,-1.4904,-1.5392,-0.0149,0.0003,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-29T14:00:00+00:00,2026-01-29T15:00:00+00:00,2026-01-29T15:00:00+00:00,86981.0,LONG,perp,2026-01-29T22:00:00+00:00,84539.0,TIME_EXIT,,8,-280.751,2.5,2.5,0.125,-285.626,-2.8075,-2.8563,-0.0406,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-29T22:00:00+00:00,2026-01-29T23:00:00+00:00,2026-01-29T23:00:00+00:00,84538.0,LONG,perp,2026-01-30T06:00:00+00:00,82554.0,TIME_EXIT,,8,-234.6874,2.5,2.5,0.125,-239.5624,-2.3469,-2.3956,-0.0286,0.0012,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-30T06:00:00+00:00,2026-01-30T07:00:00+00:00,2026-01-30T07:00:00+00:00,82554.0,LONG,perp,2026-01-30T14:00:00+00:00,83053.0,TIME_EXIT,,8,60.4453,2.5,2.5,-0.079,55.3663,0.6045,0.5537,-0.0029,0.0068,,,ALPHA1_C001,
