cell,age_band,n_hi,n_lo,delta_prop_hi_minus_lo,delta_reentry_hi_minus_lo,verdict,n_strata,n_strata_prop_up,mean_delta_prop_hi_lo,delta_auc_ent_over_age,delta_ll_ent_over_age,auc_age,auc_age_ent
HIGH_BREADTH_HIGH_DISP,AGE_1,48,30,-0.1375,0.02083333333333337,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
HIGH_BREADTH_HIGH_DISP,AGE_2_3,57,42,0.15664160401002503,-0.10025062656641603,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
HIGH_BREADTH_HIGH_DISP,AGE_4_7,63,62,0.055299539170506895,-0.08858166922683058,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
HIGH_BREADTH_LOW_DISP,AGE_1,44,39,0.17832167832167833,-0.030303030303030276,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
HIGH_BREADTH_LOW_DISP,AGE_2_3,56,39,0.09523809523809523,0.08104395604395598,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
HIGH_BREADTH_LOW_DISP,AGE_4_7,55,44,0.0727272727272727,0.18181818181818188,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
LOW_BREADTH_HIGH_DISP,AGE_1,45,21,0.12698412698412698,0.17142857142857143,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
LOW_BREADTH_HIGH_DISP,AGE_8_14,32,30,-0.10833333333333334,-0.02291666666666664,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
LOW_BREADTH_LOW_DISP,AGE_1,57,46,0.028222730739893204,0.2009916094584287,ENTROPY_INDEPENDENT_COORDINATE,9,7,0.051955745984251664,0.01911230397580388,0.00020106299779287795,0.5397178945585254,0.5588301985343292
