component,cell,age_band,n,p_prop7,p_reentry7,dir_entropy,next_cell_entropy,tail_rate,recruit_rate,verdict,st_spread,sax_spread,age_spread
STATE,HIGH_BREADTH_HIGH_DISP,,770,0.7,0.43116883116883115,0.7899344079638996,0.6307154411411631,0.9883116883116884,0.874025974025974,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE,HIGH_BREADTH_LOW_DISP,,327,0.363914373088685,0.6666666666666666,0.9321967169282976,1.1248631365598691,0.9938837920489296,0.9174311926605505,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE,LOW_BREADTH_HIGH_DISP,,274,0.19343065693430658,0.4233576642335766,0.9448106285695664,1.1126564045106853,1.0,0.8686131386861314,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE,LOW_BREADTH_LOW_DISP,,825,0.14909090909090908,0.39151515151515154,1.1756196618291235,0.7341814109719869,0.9636363636363636,0.8521212121212122,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
AGE,,AGE_1,331,0.29607250755287007,0.595166163141994,1.0022117732119202,1.9699606862822383,0.9848942598187311,0.8761329305135952,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
AGE,,AGE_2_3,362,0.31215469613259667,0.5580110497237569,0.9680075751268842,1.9494212237412882,0.9779005524861878,0.8674033149171271,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
AGE,,AGE_4_7,425,0.32235294117647056,0.48470588235294115,1.0222192732642668,1.9225405048842097,0.9882352941176471,0.8470588235294118,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
AGE,,AGE_8_14,392,0.33418367346938777,0.4030612244897959,1.0619533704346602,1.7586636928222932,0.9821428571428571,0.8877551020408163,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
AGE,,AGE_15_PLUS,686,0.5174927113702624,0.3294460641399417,0.9739235052138572,1.465535164677182,0.9766763848396501,0.8775510204081632,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,HIGH_BREADTH_HIGH_DISP,AGE_1,79,0.4430379746835443,0.6708860759493671,1.0277573291120574,1.1546358402523806,0.9620253164556962,0.8227848101265823,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,0.48514851485148514,0.6435643564356436,0.6379578703362284,1.022799693391407,0.9504950495049505,0.8514851485148515,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,0.544,0.536,0.881949406598637,0.6455171507029792,0.992,0.808,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,0.6532258064516129,0.5241935483870968,0.8490481070419948,0.5242447814241266,1.0,0.8790322580645161,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,0.8973607038123167,0.2404692082111437,0.6655401128256213,0.30839219912845484,1.0,0.9149560117302052,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,HIGH_BREADTH_LOW_DISP,AGE_1,83,0.3253012048192771,0.6506024096385542,0.9229800175332904,1.325580203719837,0.9879518072289156,0.9397590361445783,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,HIGH_BREADTH_LOW_DISP,AGE_2_3,95,0.3894736842105263,0.6631578947368421,0.9373110170103274,1.0632216972559463,0.9894736842105263,0.9052631578947369,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,HIGH_BREADTH_LOW_DISP,AGE_4_7,99,0.40404040404040403,0.6464646464646465,0.8453509366224364,0.9985904589095059,1.0,0.8686868686868687,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,LOW_BREADTH_HIGH_DISP,AGE_1,66,0.18181818181818182,0.5454545454545454,1.0697637287214559,1.6307677086934358,1.0,0.8333333333333334,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
STATE_x_AGE,LOW_BREADTH_HIGH_DISP,AGE_2_3,56,0.21428571428571427,0.44642857142857145,0.9040862061193519,1.3541591182832857,1.0,0.8214285714285714,STATE_AGE_INTERACTION,0.5509090909090909,0.7714865779381908,0.22142020381739236
