coord,coverage_among_broad_up,coverage_among_rest,delta_auc_remove,full_model_auc,necessity,verdict
top500_breadth_30d,0.5042649272453588,0.39622641509433965,0.06732052750665063,0.6264851508581923,CONDITIONAL_GATE,PERMISSION_MULTI_COORDINATE
top500_dispersion_30d,0.5027596588058204,0.39622641509433965,0.0008425716422573171,0.6264851508581923,REDUNDANT,PERMISSION_MULTI_COORDINATE
btc_return_7d,0.5037631710988459,0.3584905660377358,-0.0014674000511223362,0.6264851508581923,REDUNDANT,PERMISSION_MULTI_COORDINATE
eth_btc_relative_return_7d,0.498745609633718,0.5471698113207547,2.8401291312096788e-05,0.6264851508581923,REDUNDANT,PERMISSION_MULTI_COORDINATE
vol_med,0.49473156046161565,0.6981132075471698,0.0035596285111095805,0.6264851508581923,REDUNDANT,PERMISSION_MULTI_COORDINATE
top3_share,0.498745609633718,0.5471698113207547,0.0036069639966297418,0.6264851508581923,REDUNDANT,PERMISSION_MULTI_COORDINATE
