axis,value,n,p_reversal,verdict,n_structured_axes
rank_depth,0,88872,0.558826176973625,LOCAL_DOWNSIDE_GEOMETRY,1
rank_depth,1,88994,0.5643414162752545,LOCAL_DOWNSIDE_GEOMETRY,1
sigma_magnitude,0,88933,0.549065026480609,LOCAL_DOWNSIDE_GEOMETRY,1
sigma_magnitude,1,88933,0.5741063497239495,LOCAL_DOWNSIDE_GEOMETRY,1
abs_move,0,88933,0.529387291556565,LOCAL_DOWNSIDE_GEOMETRY,1
abs_move,1,88933,0.5937840846479935,LOCAL_DOWNSIDE_GEOMETRY,1
