cell,entropy_fraction_retained,n_branch_fraction_retained,dominant_share_last,closure_shape,final_dominant_branch,n_bins,verdict
HIGH_BREADTH_HIGH_DISP,0.33341213132794895,0.6941593352883675,0.9388353581901969,STEPWISE_CLOSURE,HIGH_BREADTH_HIGH_DISP,5,BRANCH_CLOSURE_MAPPED
HIGH_BREADTH_LOW_DISP,0.5490161139392511,0.7333333333333333,0.8571428571428572,NO_CLOSURE,HIGH_BREADTH_LOW_DISP,5,BRANCH_CLOSURE_MAPPED
LOW_BREADTH_HIGH_DISP,1.2631487666120664,1.1079545454545454,0.75,NO_CLOSURE,LOW_BREADTH_HIGH_DISP,5,BRANCH_CLOSURE_MAPPED
LOW_BREADTH_LOW_DISP,0.6682416169687224,0.8435900352633375,0.8868648130393096,NO_CLOSURE,LOW_BREADTH_LOW_DISP,5,BRANCH_CLOSURE_MAPPED
