horizon_days,median_unresolved_ratio,p25,p75,RESIDUAL_DISTURBANCE_RATIO,n_events,verdict
1,0.29191991686820984,0.11250492185354233,0.5875760912895203,0.29191991686820984,177235,RESIDUAL_PERSISTS
3,0.46573442220687866,0.1961342692375183,0.8852910995483398,0.46573442220687866,177094,RESIDUAL_PERSISTS
7,0.6476865410804749,0.2777572274208069,1.2828121185302734,0.6476865410804749,177359,RESIDUAL_PERSISTS
14,0.9015118479728699,0.3899969756603241,1.834022879600525,0.9015118479728699,177433,RESIDUAL_PERSISTS
30,1.4179117679595947,0.6012223958969116,3.00008487701416,1.4179117679595947,177422,RESIDUAL_PERSISTS
