constraint_set,n,dir_entropy,largest_drop_set,largest_drop,verdict
GLOBAL,2195,1.0043116204576725,STATE + AGE + ENTROPY + BREADTH,0.5121354584675046,DIRECTION_CONSTRAINED_MOSTLY_AT_STATE + AGE + ENTROPY + BREADTH
STATE,2195,0.9606403538227217,STATE + AGE + ENTROPY + BREADTH,0.5121354584675046,DIRECTION_CONSTRAINED_MOSTLY_AT_STATE + AGE + ENTROPY + BREADTH
STATE + AGE,2195,0.9422003839625402,STATE + AGE + ENTROPY + BREADTH,0.5121354584675046,DIRECTION_CONSTRAINED_MOSTLY_AT_STATE + AGE + ENTROPY + BREADTH
STATE + AGE + ENTROPY,2195,0.5850505398356737,STATE + AGE + ENTROPY + BREADTH,0.5121354584675046,DIRECTION_CONSTRAINED_MOSTLY_AT_STATE + AGE + ENTROPY + BREADTH
STATE + AGE + ENTROPY + BREADTH,2195,0.07291508136816902,STATE + AGE + ENTROPY + BREADTH,0.5121354584675046,DIRECTION_CONSTRAINED_MOSTLY_AT_STATE + AGE + ENTROPY + BREADTH
STATE + AGE + ENTROPY + BREADTH + ACTIVATION_DEPTH,2195,0.0,STATE + AGE + ENTROPY + BREADTH,0.5121354584675046,DIRECTION_CONSTRAINED_MOSTLY_AT_STATE + AGE + ENTROPY + BREADTH
