phase,n_days,median_age,p_prop7,p_reentry7,next_cell_entropy,n_subperiods,age_band_variance,phase_variance,verdict
BIRTH,331,1.0,0.29607250755287007,0.595166163141994,1.9699606862822383,5,0.008300167283362537,0.00743040755939068,AGE_SUFFICIENT
EARLY_SURVIVAL,362,2.0,0.31215469613259667,0.5580110497237569,1.9496251447121484,5,0.008300167283362537,0.00743040755939068,AGE_SUFFICIENT
STABILIZATION,425,5.0,0.32235294117647056,0.48470588235294115,1.9225405048842097,6,0.008300167283362537,0.00743040755939068,AGE_SUFFICIENT
MID_LIFE,392,10.0,0.33418367346938777,0.4030612244897959,1.7586636928222932,6,0.008300167283362537,0.00743040755939068,AGE_SUFFICIENT
MATURE,645,26.0,0.5286821705426357,0.3116279069767442,1.3321157791467124,5,0.008300167283362537,0.00743040755939068,AGE_SUFFICIENT
