DATE,TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
A8499:2022.10.30,21:00:00,1554.11,1559.11,1549.58,1556.53,1431,0,6512
A8500:2022.10.30,22:00:00,1556.53,1560.83,1552.05,1554.1,1129,0,6512
A8501:2022.10.30,23:00:00,1554.1,1564.17,1553.08,1561.22,1400,0,6512
A8502:2022.10.31,00:00:00,1561.22,1565.57,1557.66,1562.24,915,0,6512
A8503:2022.10.31,01:00:00,1562.24,1563.07,1543.54,1553.82,3819,0,6512
A8504:2022.10.31,02:00:00,1553.82,1559.67,1547.76,1557.32,2216,0,6512
A8505:2022.10.31,03:00:00,1557.32,1563.79,1545.98,1550.05,3440,0,6512
A8506:2022.10.31,04:00:00,1550.05,1555.16,1533.99,1540.65,3614,0,6512
A8507:2022.10.31,05:00:00,1540.65,1544.31,1528.44,1540.58,3361,0,6512
A8508:2022.10.31,06:00:00,1540.58,1551.66,1539.73,1549.45,2030,0,6512
A8509:2022.10.31,07:00:00,1549.45,1559.01,1548.24,1555.93,1425,0,6512
A8510:2022.10.31,08:00:00,1555.93,1563.43,1554.1,1556,2096,0,6512
A8511:2022.10.31,09:00:00,1556,1559.16,1545.45,1554.01,2409,0,6512
A8512:2022.10.31,10:00:00,1554.01,1559.05,1546.67,1558.07,1679,0,6512
A8513:2022.10.31,11:00:00,1558.07,1558.96,1545.2,1549.44,2658,0,6512
A8514:2022.10.31,12:00:00,1549.44,1589.97,1546.44,1587.24,5546,0,6512
A8515:2022.10.31,13:00:00,1587.24,1597.18,1582.44,1589.71,5444,0,6512
A8516:2022.10.31,14:00:00,1589.71,1602.33,1586.53,1588.28,4675,0,6512
A8517:2022.10.31,15:00:00,1588.28,1592.39,1577.11,1584.47,4214,0,6512
A8518:2022.10.31,16:00:00,1584.47,1592.74,1522.44,1526.18,8865,0,6512
A8519:2022.10.31,17:00:00,1526.43,1541.72,1511.78,1523.65,13406,0,6512
A8520:2022.10.31,18:00:00,1523.64,1545.77,1517.56,1536.14,7201,0,6512
A8521:2022.10.31,19:00:00,1536.02,1551.28,1522.22,1530.38,7536,0,6512
A8522:2022.10.31,20:00:00,1530.38,1537.36,1524.56,1529.29,3626,0,6512
A8523:2022.10.31,21:00:00,1529.29,1542.94,1527.95,1538.02,3005,0,6512
A8524:2022.10.31,22:00:00,1538.02,1538.4,1527.44,1530.34,3139,0,6512
A8525:2022.10.31,23:00:00,1530.49,1537.07,1524.09,1531.19,2179,0,6512
A8526:2022.11.01,00:00:00,1531.19,1533.55,1523.94,1524.36,1235,0,6512
A8527:2022.11.01,01:00:00,1524.36,1537.8,1516.61,1532.54,4100,0,6512
A8528:2022.11.01,02:00:00,1532.54,1544.67,1531.26,1539.44,2631,0,6512
A8529:2022.11.01,03:00:00,1539.44,1543.43,1535.44,1536.85,3472,0,6512
A8530:2022.11.01,04:00:00,1536.85,1551.47,1536.44,1547.79,3305,0,6512
A8531:2022.11.01,05:00:00,1547.79,1567.43,1545,1565.03,3473,0,6512
A8532:2022.11.01,06:00:00,1565.03,1571.93,1550.5,1553.28,3579,0,6512
A8533:2022.11.01,07:00:00,1553.28,1560.93,1546.43,1556.4,2568,0,6512
A8534:2022.11.01,08:00:00,1556.4,1563.34,1551.59,1555.79,2070,0,6512
A8535:2022.11.01,09:00:00,1555.79,1569.93,1553.86,1562.32,3530,0,6512
A8536:2022.11.01,10:00:00,1562.32,1566.43,1552.2,1557.98,2930,0,6512
A8537:2022.11.01,11:00:00,1557.98,1562.4,1552.82,1554.79,2273,0,6512
A8538:2022.11.01,12:00:00,1554.59,1580.43,1552.66,1564.24,4661,0,6512
A8539:2022.11.01,13:00:00,1564.24,1577.18,1558.75,1573.32,4378,0,6512
A8540:2022.11.01,14:00:00,1573.32,1573.9,1548.5,1556.98,5018,0,6512
A8541:2022.11.01,15:00:00,1556.98,1565.25,1552.44,1563.73,3508,0,6512
A8542:2022.11.01,16:00:00,1563.73,1564.83,1537.16,1545.18,7432,0,6512
A8543:2022.11.01,17:00:00,1545.18,1546.93,1530.3,1536.12,8829,0,6512
A8544:2022.11.01,18:00:00,1536.12,1542.68,1533.9,1540.92,3315,0,6512
A8545:2022.11.01,19:00:00,1540.92,1551.42,1534.42,1539.11,4401,0,6512
A8546:2022.11.01,20:00:00,1539.11,1545.43,1535.44,1545.43,2506,0,6512
A8547:2022.11.01,21:00:00,1545.43,1553.08,1543.3,1550.53,2600,0,6512
A8548:2022.11.01,22:00:00,1550.53,1553.28,1542.46,1543.35,1964,0,6512
A8549:2022.11.01,23:00:00,1543.35,1545.55,1539.3,1542.32,1332,0,6512
A8550:2022.11.02,00:00:00,1542.32,1548.43,1535.44,1538.92,689,0,6512
A8551:2022.11.02,01:00:00,1539.24,1546.87,1535.8,1545.36,2092,0,6512
A8552:2022.11.02,02:00:00,1545.36,1550.1,1543.25,1545.31,1366,0,6512
A8553:2022.11.02,03:00:00,1545.31,1559.7,1538.85,1554.34,3566,0,6512
A8554:2022.11.02,04:00:00,1554.34,1557.94,1551.99,1552.86,1622,0,6512
A8555:2022.11.02,05:00:00,1552.86,1559.89,1545.01,1556.58,2337,0,6512
A8556:2022.11.02,06:00:00,1556.58,1562.65,1555.27,1557.44,1885,0,6512
A8557:2022.11.02,07:00:00,1557.44,1562.12,1554.19,1557.02,1741,0,6512
A8558:2022.11.02,08:00:00,1557.02,1567.43,1552.27,1552.94,2453,0,6512
A8559:2022.11.02,09:00:00,1552.94,1555.38,1549.84,1554.35,1496,0,6512
A8560:2022.11.02,10:00:00,1554.35,1555.97,1519.52,1530.98,5600,0,6512
A8561:2022.11.02,11:00:00,1530.98,1540.96,1527.54,1540.87,2821,0,6512
A8562:2022.11.02,12:00:00,1540.87,1545.63,1524.44,1525.43,3860,0,6512
A8563:2022.11.02,13:00:00,1525.47,1525.88,1501.98,1515.27,5042,0,6512
A8564:2022.11.02,14:00:00,1515.27,1525.25,1515.14,1522.43,2294,0,6512
A8565:2022.11.02,15:00:00,1522.43,1526.34,1513.03,1520.13,3764,0,6512
A8566:2022.11.02,16:00:00,1520.13,1524.82,1514.93,1519.82,3856,0,6512
A8567:2022.11.02,17:00:00,1519.82,1534.34,1518.82,1527.2,3794,0,6512
A8568:2022.11.02,18:00:00,1527.19,1528.43,1522.35,1525.09,1833,0,6512
A8569:2022.11.02,19:00:00,1525.09,1543.43,1516.31,1537.96,3670,0,6512
A8570:2022.11.02,20:00:00,1537.96,1539.43,1515.61,1527.74,4996,0,6512
A8571:2022.11.02,21:00:00,1527.62,1588.96,1492.93,1530.22,26097,0,6512
A8572:2022.11.02,22:00:00,1530.17,1555.53,1488.44,1502.67,18221,0,6512
A8573:2022.11.02,23:00:00,1502.67,1504.3,1469.06,1477.79,8972,0,6512
A8574:2022.11.03,00:00:00,1477.9,1481.13,1468.44,1480.92,3405,0,6512
A8575:2022.11.03,01:00:00,1480.92,1482.61,1472.95,1477.9,2839,0,6512
A8576:2022.11.03,02:00:00,1477.9,1490.11,1474.52,1484.7,2584,0,6512
A8577:2022.11.03,03:00:00,1484.7,1503.84,1481.53,1497.85,3296,0,6512
A8578:2022.11.03,04:00:00,1497.85,1514.75,1495.62,1509.67,3023,0,6512
A8579:2022.11.03,05:00:00,1509.67,1516.93,1508.46,1510.09,2429,0,6512
A8580:2022.11.03,06:00:00,1510.09,1523.17,1510.09,1513.93,2128,0,6512
A8581:2022.11.03,07:00:00,1513.93,1525.47,1513.93,1519.89,2140,0,6512
A8582:2022.11.03,08:00:00,1519.89,1520.89,1515.07,1518.39,1780,0,6512
A8583:2022.11.03,09:00:00,1518.39,1519.31,1512.53,1513.94,1646,0,6512
A8584:2022.11.03,10:00:00,1513.94,1522.19,1508.47,1510.84,2941,0,6512
A8585:2022.11.03,11:00:00,1510.84,1515.43,1505.66,1510.46,2450,0,6512
A8586:2022.11.03,12:00:00,1510.46,1523.66,1510.3,1519.13,2596,0,6512
A8587:2022.11.03,13:00:00,1519.13,1521.8,1509.05,1510.89,2392,0,6512
A8588:2022.11.03,14:00:00,1510.89,1511.56,1489.54,1498.68,6311,0,6512
A8589:2022.11.03,15:00:00,1498.68,1506.04,1488.47,1496.96,6660,0,6512
A8590:2022.11.03,16:00:00,1496.96,1507.48,1491.26,1492.45,6613,0,6512
A8591:2022.11.03,17:00:00,1492.45,1523.44,1491.99,1518.47,8940,0,6512
A8592:2022.11.03,18:00:00,1518.47,1521.72,1503.22,1509.42,4890,0,6512
A8593:2022.11.03,19:00:00,1509.42,1516.27,1505.78,1513.45,3340,0,6512
A8594:2022.11.03,20:00:00,1513.45,1514.58,1507.44,1507.44,1945,0,6512
A8595:2022.11.03,21:00:00,1507.44,1514.27,1505.01,1511.87,2015,0,6512
A8596:2022.11.03,22:00:00,1511.91,1514.93,1507.45,1510.89,1828,0,6512
A8597:2022.11.03,23:00:00,1510.89,1511.38,1505.09,1507.45,1298,0,6512
A8598:2022.11.04,00:00:00,1507.45,1510.96,1506.16,1510.12,572,0,6512
A8599:2022.11.04,01:00:00,1510.12,1510.5,1489.95,1498.03,2894,0,6512
A8600:2022.11.04,02:00:00,1498.03,1500.9,1491.88,1497.7,1966,0,6512
A8601:2022.11.04,03:00:00,1497.7,1507.42,1495.22,1505.26,2605,0,6512
A8602:2022.11.04,04:00:00,1505.2,1510.48,1502.84,1505.15,1738,0,6512
A8603:2022.11.04,05:00:00,1505.15,1511.34,1504.32,1507.88,1520,0,6512
A8604:2022.11.04,06:00:00,1507.6,1516.69,1504.48,1515.76,1732,0,6512
A8605:2022.11.04,07:00:00,1515.76,1518.17,1512.89,1517.63,1411,0,6512
A8606:2022.11.04,08:00:00,1517.63,1533.33,1514.03,1528.53,2473,0,6512
A8607:2022.11.04,09:00:00,1528.53,1555.18,1527.44,1548.9,5804,0,6512
A8608:2022.11.04,10:00:00,1548.9,1554.35,1541.15,1554.11,3107,0,6512
A8609:2022.11.04,11:00:00,1554.11,1555.29,1545.1,1545.63,2494,0,6512
A8610:2022.11.04,12:00:00,1545.63,1552.47,1544.18,1546.14,1850,0,6512
A8611:2022.11.04,13:00:00,1546.15,1567.18,1542.03,1561.45,2282,0,6512
A8612:2022.11.04,14:00:00,1561.45,1561.72,1543.13,1543.81,3622,0,6512
A8613:2022.11.04,15:00:00,1543.81,1577.98,1522.29,1576.71,12503,0,6512
A8614:2022.11.04,16:00:00,1576.54,1591.35,1572.44,1583.43,10786,0,6512
A8615:2022.11.04,17:00:00,1583.43,1645.66,1580.27,1627.43,13111,0,6512
A8616:2022.11.04,18:00:00,1627.43,1630.21,1591.06,1592.13,8627,0,6512
A8617:2022.11.04,19:00:00,1592.17,1597.73,1573.9,1588.86,9671,0,6512
A8618:2022.11.04,20:00:00,1588.86,1594.89,1579.77,1589.41,4807,0,6512
A8619:2022.11.04,21:00:00,1589.41,1614.08,1583.88,1604.16,5365,0,6512
A8620:2022.11.04,22:00:00,1604.16,1615.06,1600.94,1614.98,4038,0,6512
A8621:2022.11.04,23:00:00,1614.83,1616.92,1606.44,1612.4,2256,0,6512
A8622:2022.11.05,00:00:00,1612.4,1618.87,1606.74,1615.26,1264,0,6512
A8623:2022.11.05,01:00:00,1615.26,1620.82,1610.42,1616.05,2121,0,6512
A8624:2022.11.05,02:00:00,1616.05,1619.2,1608.55,1611.35,1576,0,6512
A8625:2022.11.05,03:00:00,1611.35,1634.23,1601.94,1624.89,4801,0,6512
A8626:2022.11.05,04:00:00,1624.89,1625.89,1615.64,1620.55,2263,0,6512
A8627:2022.11.05,05:00:00,1620.63,1622.36,1613.34,1615.7,1348,0,6512
A8628:2022.11.05,06:00:00,1615.7,1621.76,1609.74,1613.43,1932,0,6512
A8629:2022.11.05,07:00:00,1613.43,1617.69,1610.01,1610.02,1276,0,6512
A8630:2022.11.05,08:00:00,1610.02,1616.83,1610.02,1613.61,926,0,6512
A8631:2022.11.05,09:00:00,1613.61,1625.77,1612.36,1620.26,1682,0,6512
A8632:2022.11.05,10:00:00,1620.26,1621.63,1615.9,1618.26,1128,0,6512
A8633:2022.11.05,11:00:00,1618.26,1618.81,1604.03,1610.12,3286,0,6512
A8634:2022.11.05,12:00:00,1610.12,1612.31,1602.96,1607.74,1715,0,6512
A8635:2022.11.05,13:00:00,1607.74,1609.75,1605.05,1608.53,1170,0,6512
A8636:2022.11.05,14:00:00,1608.53,1618,1607.94,1616.33,2283,0,6512
A8637:2022.11.05,15:00:00,1616.33,1617.33,1607.17,1607.73,1974,0,6512
A8638:2022.11.05,16:00:00,1607.73,1610.29,1598.55,1601.87,1944,0,6512
A8639:2022.11.05,17:00:00,1601.87,1606.84,1590.22,1595.94,2485,0,6512
A8640:2022.11.05,18:00:00,1595.94,1608.02,1594.51,1602.69,2382,0,6512
A8641:2022.11.05,19:00:00,1602.69,1609.74,1601.98,1604.02,1575,0,6512
A8642:2022.11.05,20:00:00,1604.02,1605.25,1598.34,1603.51,1323,0,6512
A8643:2022.11.05,21:00:00,1603.51,1604.63,1591.26,1596.98,1627,0,6512
A8644:2022.11.05,22:00:00,1596.98,1600.65,1594.83,1600.27,1125,0,6512
A8645:2022.11.05,23:00:00,1600.27,1601.19,1595.07,1598.05,805,0,6512
A8646:2022.11.06,00:00:00,1598.05,1600.37,1595.77,1599.18,415,0,6512
A8647:2022.11.06,01:00:00,1599.18,1601.97,1595.61,1599.12,867,0,6512
A8648:2022.11.06,02:00:00,1599.12,1601.94,1587.72,1593.85,2155,0,6512
A8649:2022.11.06,03:00:00,1593.54,1600.58,1589.44,1596.23,1970,0,6512
A8650:2022.11.06,04:00:00,1596.23,1600.13,1580.77,1580.77,1921,0,6512
A8651:2022.11.06,05:00:00,1580.77,1587.37,1578.77,1583.57,1866,0,6512
A8652:2022.11.06,06:00:00,1583.57,1589.13,1578.77,1587.98,1198,0,6512
A8653:2022.11.06,07:00:00,1587.98,1589.43,1584.23,1586.23,767,0,6512
A8654:2022.11.06,08:00:00,1586.23,1587.62,1580.74,1582.42,1015,0,6512
A8655:2022.11.06,09:00:00,1582.42,1585.53,1581.07,1583.8,902,0,6512
A8656:2022.11.06,10:00:00,1583.8,1590.68,1581.26,1589.32,1269,0,6512
A8657:2022.11.06,11:00:00,1589.32,1605.93,1587.86,1598.23,2367,0,6512
A8658:2022.11.06,12:00:00,1598.23,1601.83,1593.68,1594.93,1397,0,6512
A8659:2022.11.06,13:00:00,1594.93,1597.94,1592.61,1595.7,1027,0,6512
A8660:2022.11.06,14:00:00,1595.7,1596.25,1574.34,1587.13,2647,0,6512
A8661:2022.11.06,15:00:00,1587.13,1592.32,1582.65,1584.9,1635,0,6512
A8662:2022.11.06,16:00:00,1584.9,1590.11,1582.19,1588.25,1206,0,6512
A8663:2022.11.06,17:00:00,1588.25,1598.6,1584.55,1593.13,1867,0,6512
A8664:2022.11.06,18:00:00,1593.13,1601.66,1589.75,1590.05,2029,0,6512
A8665:2022.11.06,19:00:00,1590.05,1592.69,1575.23,1588.54,4642,0,6512
A8666:2022.11.06,20:00:00,1588.54,1589.43,1579.44,1582.47,2038,0,6512
A8667:2022.11.06,21:00:00,1582.47,1582.47,1569.13,1577.14,2838,0,6512
A8668:2022.11.06,22:00:00,1577.23,1579.97,1571.14,1576.98,1745,0,6512
A8669:2022.11.06,23:00:00,1576.98,1578.93,1571.74,1578.92,1197,0,6512
A8670:2022.11.07,00:00:00,1578.92,1580.13,1569.62,1570.46,1387,0,6512
A8671:2022.11.07,01:00:00,1570.46,1575,1556.85,1568.1,3255,0,6512
A8672:2022.11.07,02:00:00,1568.1,1570.37,1530.33,1534.85,7035,0,6512
A8673:2022.11.07,03:00:00,1534.85,1547.79,1530.44,1540.25,4681,0,6512
A8674:2022.11.07,04:00:00,1540.25,1551.93,1534.01,1548.82,4199,0,6512
A8675:2022.11.07,05:00:00,1548.82,1562.13,1548.15,1559.53,3273,0,6512
A8676:2022.11.07,06:00:00,1559.53,1559.95,1550.24,1554.24,2036,0,6512
A8677:2022.11.07,07:00:00,1554.24,1554.64,1542.72,1554.34,2068,0,6512
A8678:2022.11.07,08:00:00,1554.34,1561.72,1551.3,1554.72,1856,0,6512
A8679:2022.11.07,09:00:00,1554.72,1556.85,1540.84,1542.06,2608,0,6512
A8680:2022.11.07,10:00:00,1542.06,1542.6,1512.44,1516.37,6499,0,6512
A8681:2022.11.07,11:00:00,1516.37,1536.65,1512.44,1534.77,5063,0,6512
A8682:2022.11.07,12:00:00,1534.77,1542.42,1530.88,1530.88,2995,0,6512
A8683:2022.11.07,13:00:00,1530.88,1550.81,1530.67,1545.35,3244,0,6512
A8684:2022.11.07,14:00:00,1545.35,1548.93,1542.36,1546.87,1988,0,6512
A8685:2022.11.07,15:00:00,1546.87,1552.43,1543.01,1551.7,2862,0,6512
A8686:2022.11.07,16:00:00,1551.7,1556.73,1541.72,1545.93,4012,0,6512
A8687:2022.11.07,17:00:00,1545.93,1551.63,1533.78,1539.25,5905,0,6512
A8688:2022.11.07,18:00:00,1539.25,1560.43,1538.93,1558.96,6448,0,6512
A8689:2022.11.07,19:00:00,1558.91,1564.56,1544.44,1544.84,5342,0,6512
A8690:2022.11.07,20:00:00,1544.84,1552.63,1543.77,1552.39,2485,0,6512
A8691:2022.11.07,21:00:00,1552.39,1561.31,1552.14,1555.68,2198,0,6512
A8692:2022.11.07,22:00:00,1555.68,1575.43,1555.07,1567.25,3737,0,6512
A8693:2022.11.07,23:00:00,1567.33,1574.1,1565.22,1568.03,2599,0,6512
A8694:2022.11.08,00:00:00,1568.03,1571.07,1540.22,1542,4388,0,6512
A8695:2022.11.08,01:00:00,1542,1542.2,1512.46,1526,6434,0,6512
A8696:2022.11.08,02:00:00,1526,1536.32,1525.66,1534.75,3330,0,6512
A8697:2022.11.08,03:00:00,1534.75,1540.93,1524.98,1528.17,3201,0,6512
A8698:2022.11.08,04:00:00,1528.17,1543.7,1525.89,1537.96,2817,0,6512
A8699:2022.11.08,05:00:00,1537.96,1541.54,1502.44,1503.97,4138,0,6512
A8700:2022.11.08,06:00:00,1504.41,1512.2,1469.35,1473.63,11933,0,6512
A8701:2022.11.08,07:00:00,1473.66,1480.91,1417.44,1431.52,16620,0,6512
A8702:2022.11.08,08:00:00,1431.53,1442.43,1397.44,1436.92,13472,0,6512
A8703:2022.11.08,09:00:00,1436.92,1451.83,1432.56,1448.51,5066,0,6512
A8704:2022.11.08,10:00:00,1446,1464.64,1445.42,1458.45,3041,0,6512
A8705:2022.11.08,11:00:00,1458.45,1459.5,1448.08,1452.94,4618,0,6512
A8706:2022.11.08,12:00:00,1452.94,1460.87,1445.62,1456.29,3682,0,6512
A8707:2022.11.08,13:00:00,1456.29,1456.53,1442.56,1446.08,3410,0,6512
A8708:2022.11.08,14:00:00,1446.08,1453.15,1434.51,1443.67,4679,0,6512
A8709:2022.11.08,15:00:00,1443.67,1454.23,1438.19,1445.55,3973,0,6512
A8710:2022.11.08,16:00:00,1445.57,1446.59,1423.44,1429.03,5209,0,6512
A8711:2022.11.08,17:00:00,1429.03,1441.01,1389.97,1411.3,14947,0,6512
A8712:2022.11.08,18:00:00,1411.44,1429.72,1392.81,1429.08,12538,0,6512
A8713:2022.11.08,19:00:00,1429.07,1547.44,1421.1,1512.72,24769,0,6512
A8714:2022.11.08,20:00:00,1512.72,1521.74,1408.16,1413.68,21665,0,6512
A8715:2022.11.08,21:00:00,1413.64,1435.06,1305.44,1312.45,29254,0,6512
A8716:2022.11.08,22:00:00,1312.42,1325.43,1164.07,1280.6,29715,0,6512
A8717:2022.11.08,23:00:00,1280.2,1302.23,1245.44,1276.3,23864,0,6512
A8718:2022.11.09,00:00:00,1276.3,1306.22,1266.01,1302.55,16056,0,6512
A8719:2022.11.09,01:00:00,1302.61,1304.85,1274.5,1285.6,8511,0,6512
A8720:2022.11.09,02:00:00,1285.85,1311.03,1280.37,1300.84,10383,0,6512
A8721:2022.11.09,03:00:00,1300.84,1303.75,1281.58,1283.63,10322,0,6512
A8722:2022.11.09,04:00:00,1283.63,1297.43,1278.44,1283.74,9295,0,6512
A8723:2022.11.09,05:00:00,1283.74,1295.31,1258.69,1260.82,10129,0,6512
A8724:2022.11.09,06:00:00,1260.95,1281.07,1249.47,1279.09,11822,0,6512
A8725:2022.11.09,07:00:00,1279.09,1285.38,1267.34,1270.69,8194,0,6512
A8726:2022.11.09,08:00:00,1270.69,1282.61,1252.03,1269.51,10227,0,6512
A8727:2022.11.09,09:00:00,1269.51,1275.41,1259.6,1260.78,8153,0,6512
A8728:2022.11.09,10:00:00,1260.78,1265.71,1232.54,1240.54,9521,0,6512
A8729:2022.11.09,11:00:00,1240.54,1242.96,1215.97,1230.34,15184,0,6512
A8730:2022.11.09,12:00:00,1230.34,1230.84,1159.96,1182.33,23615,0,6512
A8731:2022.11.09,13:00:00,1182.09,1194.94,1100.72,1160.87,28156,0,6512
A8732:2022.11.09,14:00:00,1160.96,1192.14,1144.37,1186.19,19833,0,6512
A8733:2022.11.09,15:00:00,1186.19,1214.74,1178.31,1193.37,21425,0,6512
A8734:2022.11.09,16:00:00,1193.55,1201.17,1158.26,1181.1,21147,0,6512
A8735:2022.11.09,17:00:00,1181.1,1212.53,1155.06,1192.34,19587,0,6512
A8736:2022.11.09,18:00:00,1192.4,1208.42,1111.72,1129.14,25187,0,6512
A8737:2022.11.09,19:00:00,1129.03,1166.44,1113.93,1140.78,25371,0,6512
A8738:2022.11.09,20:00:00,1140.78,1153.11,1119.22,1134.74,19429,0,6512
A8739:2022.11.09,21:00:00,1134.66,1144.67,1108.44,1130.54,23469,0,6512
A8740:2022.11.09,22:00:00,1130.62,1171.51,1128.89,1161.67,17590,0,6512
A8741:2022.11.09,23:00:00,1161.73,1166.43,1113.38,1131.76,18707,0,6512
A8742:2022.11.10,00:00:00,1131.72,1132.35,1068.44,1073.22,26588,0,6512
A8743:2022.11.10,01:00:00,1072.8,1099.33,1067.44,1084.08,14622,0,6512
A8744:2022.11.10,02:00:00,1084.08,1090.6,1038.58,1068.82,23706,0,6512
A8745:2022.11.10,03:00:00,1068.82,1111.43,1051.27,1110.33,21130,0,6512
A8746:2022.11.10,04:00:00,1110.32,1129.29,1094.74,1103.65,15320,0,6512
A8747:2022.11.10,05:00:00,1103.65,1116.63,1092.88,1116.48,10836,0,6512
A8748:2022.11.10,06:00:00,1116.4,1151.07,1111.49,1140.1,17139,0,6512
A8749:2022.11.10,07:00:00,1140.1,1148.42,1125.06,1142.44,11201,0,6512
A8750:2022.11.10,08:00:00,1142.44,1167.02,1142.2,1153.95,12738,0,6512
A8751:2022.11.10,09:00:00,1153.95,1161.75,1141.21,1142.49,11436,0,6512
A8752:2022.11.10,10:00:00,1142.49,1172.65,1138.06,1157.36,13522,0,6512
A8753:2022.11.10,11:00:00,1156.94,1186.52,1141.76,1182.72,16087,0,6512
A8754:2022.11.10,12:00:00,1182.67,1185.98,1152.31,1165.14,11786,0,6512
A8755:2022.11.10,13:00:00,1165.09,1171.43,1141.79,1147.79,11127,0,6512
A8756:2022.11.10,14:00:00,1147.79,1162.43,1143.19,1154.02,10122,0,6512
A8757:2022.11.10,15:00:00,1154.02,1200.43,1152.63,1181.53,18217,0,6512
A8758:2022.11.10,16:00:00,1181.53,1292.74,1164.44,1266.34,21298,0,6512
A8759:2022.11.10,17:00:00,1266.34,1295.13,1242.58,1290.74,19470,0,6512
A8760:2022.11.10,18:00:00,1290.82,1313.43,1272.6,1288.69,18713,0,6512
A8761:2022.11.10,19:00:00,1288.58,1317.36,1273.19,1287.74,17049,0,6512
A8762:2022.11.10,20:00:00,1287.74,1290.33,1211.69,1225.3,17216,0,6512
A8763:2022.11.10,21:00:00,1225.3,1252.55,1217.45,1239.66,12938,0,6512
A8764:2022.11.10,22:00:00,1239.66,1262.77,1232.47,1258.53,9920,0,6512
A8765:2022.11.10,23:00:00,1258.53,1305.43,1250.27,1301.55,9922,0,6512
A8766:2022.11.11,00:00:00,1301.67,1311.43,1281.98,1292.43,10256,0,6512
A8767:2022.11.11,01:00:00,1292.43,1296.65,1274.88,1290.31,4662,0,6512
A8768:2022.11.11,02:00:00,1290.31,1294.6,1253.13,1265.65,10239,0,6512
A8769:2022.11.11,03:00:00,1265.65,1272.39,1249.94,1263.63,10331,0,6512
A8770:2022.11.11,04:00:00,1263.63,1276.38,1221.74,1229.78,11720,0,6512
A8771:2022.11.11,05:00:00,1229.87,1238.72,1208.03,1219.06,11918,0,6512
A8772:2022.11.11,06:00:00,1219.03,1221.78,1187.57,1205.7,11617,0,6512
A8773:2022.11.11,07:00:00,1205.67,1215.24,1193.27,1201.3,8298,0,6512
A8774:2022.11.11,08:00:00,1201.18,1242.61,1198.27,1232.43,11537,0,6512
A8775:2022.11.11,09:00:00,1232.43,1242.44,1216.1,1230.97,10269,0,6512
A8776:2022.11.11,10:00:00,1230.97,1255.36,1220.56,1245.28,11606,0,6512
A8777:2022.11.11,11:00:00,1245.28,1260.37,1234.3,1247.75,10615,0,6512
A8778:2022.11.11,12:00:00,1247.62,1255.39,1238.71,1245.7,8089,0,6512
A8779:2022.11.11,13:00:00,1245.7,1250.43,1229.82,1244.24,8329,0,6512
A8780:2022.11.11,14:00:00,1244.24,1259.56,1235.53,1242.33,9971,0,6512
A8781:2022.11.11,15:00:00,1242.43,1259.21,1234.17,1257.77,7653,0,6512
A8782:2022.11.11,16:00:00,1257.77,1273.85,1248.55,1250.53,7627,0,6512
A8783:2022.11.11,17:00:00,1250.53,1262.41,1173.58,1230.18,14630,0,6512
A8784:2022.11.11,18:00:00,1230.18,1248.91,1212.7,1226.35,20343,0,6512
A8785:2022.11.11,19:00:00,1226.35,1231.06,1199.79,1217.18,15667,0,6512
A8786:2022.11.11,20:00:00,1217.18,1245.61,1213.65,1240.93,10034,0,6512
A8787:2022.11.11,21:00:00,1240.93,1254.44,1228.03,1231.18,10039,0,6512
A8788:2022.11.11,22:00:00,1231.18,1245.72,1214.64,1241.03,9726,0,6512
A8789:2022.11.11,23:00:00,1241.03,1242.84,1203.28,1212.41,9683,0,6512
A8790:2022.11.12,00:00:00,1212.51,1243.82,1211.84,1236.63,6672,0,6512
A8791:2022.11.12,01:00:00,1236.63,1252.63,1233.96,1247.1,4562,0,6512
A8792:2022.11.12,02:00:00,1247.1,1262.43,1237.85,1255.71,8051,0,6512
A8793:2022.11.12,03:00:00,1255.98,1259.07,1235.77,1243.29,6091,0,6512
A8794:2022.11.12,04:00:00,1243.29,1247.08,1232.27,1240.12,3609,0,6512
A8795:2022.11.12,05:00:00,1240.12,1256.95,1236.67,1243.6,4037,0,6512
A8796:2022.11.12,06:00:00,1243.6,1246.1,1220.54,1226.21,6584,0,6512
A8797:2022.11.12,07:00:00,1226.21,1235.83,1217.92,1224.23,6912,0,6512
A8798:2022.11.12,08:00:00,1224.23,1225.03,1205.65,1214.65,10600,0,6512
A8799:2022.11.12,09:00:00,1214.46,1235.57,1210.44,1228.33,7455,0,6512
A8800:2022.11.12,10:00:00,1228.33,1244.43,1227.29,1233.4,6506,0,6512
A8801:2022.11.12,11:00:00,1233.4,1237.81,1216.28,1228.34,6770,0,6512
A8802:2022.11.12,12:00:00,1228.34,1235.25,1223.23,1228.76,5028,0,6512
A8803:2022.11.12,13:00:00,1228.97,1241.82,1223.41,1226.58,6875,0,6512
A8804:2022.11.12,14:00:00,1226.58,1232.34,1218.88,1227.41,5023,0,6512
A8805:2022.11.12,15:00:00,1227.41,1236.44,1219.55,1235.55,5503,0,6512
A8806:2022.11.12,16:00:00,1235.44,1236.95,1224.77,1232.54,4514,0,6512
A8807:2022.11.12,17:00:00,1232.54,1253.31,1226.18,1243.24,7255,0,6512
A8808:2022.11.12,18:00:00,1243.24,1250.16,1237.49,1241.72,6039,0,6512
