cell,n_days,n_episodes,median_dwell_d,p_escape_1d,stationary_share,flux_out,return_prob_30d,recurrence,verdict,z_dwell,z_stationary,z_flux
HIGH_BREADTH_HIGH_DISP,770,79,3.0,0.6493624772313297,0.35063752276867033,0.10143042912873862,,,METASTABLE_LIKE,1.7320508075688774,0.8841308610518704,-1.1629875142235497
HIGH_BREADTH_LOW_DISP,327,83,2.0,0.8510928961748634,0.1489071038251366,0.25382262996941896,,,TRANSIT_CORRIDOR,-0.5773502691896258,-0.8881314531833268,1.085729377433441
LOW_BREADTH_HIGH_DISP,274,66,2.0,0.8752276867030966,0.12477231329690346,0.2408759124087591,,,TRANSIT_CORRIDOR,-0.5773502691896258,-1.1001628361505171,0.8946861199073886
LOW_BREADTH_LOW_DISP,825,103,2.0,0.6247723132969034,0.3756830601092896,0.12484848484848485,,,ORDINARY_STATE,-0.5773502691896258,1.1041634282819734,-0.8174279831172802
